,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,12,27,334407225712,5074330505,1,1,"(0.47845080494880676, 0.5443650484085083)","(0.502728283405304, 0.5645001530647278)",1,1,2.929412841796875,2.837371826171875,"(-72.76011657714844, 13.012760162353516, 638.9683837890625)","(-7.568164348602295, 11.856183052062988, 647.9618530273438)","(-7.196862697601318, 100.97483825683594, 26.110088348388672)","(1.216179609298706, 97.28667449951172, 24.767648696899414)",POINT (0.4905895441770554 0.554432600736618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407242382,5074347175,1,1,"(0.48016858100891113, 0.5381763577461243)","(0.504579484462738, 0.5528662800788879)",1,1,2.927108764648437,2.81976318359375,"(-72.76814270019531, 13.01301383972168, 638.8739013671875)","(-7.583731651306152, 11.870624542236328, 647.9267578125)","(-6.6015849113464355, 102.10843658447266, 26.522655487060547)","(1.8577016592025757, 99.41767120361328, 25.54328727722168)",POINT (0.4923740327358246 0.5455213189125061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407259049,5074363842,1,1,"(0.4784921705722809, 0.5496863722801208)","(0.5015586614608765, 0.5715559720993042)",1,1,2.9504852294921875,2.8546142578125,"(-72.77725982666016, 13.008251190185547, 638.8829345703125)","(-7.595087051391602, 11.882501602172852, 647.9265747070312)","(-7.182534217834473, 100.00013732910156, 25.755300521850586)","(0.8108459711074829, 95.99423217773438, 24.297300338745117)",POINT (0.4900254160165787 0.5606211721897125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407275716,5074380508,1,1,"(0.47691041231155396, 0.5379768013954163)","(0.5030702948570251, 0.5778865814208984)",1,1,2.918319702148437,2.863998413085937,"(-72.78678131103516, 13.00739860534668, 638.880859375)","(-7.601816177368164, 11.891785621643066, 647.8914794921875)","(-7.7306647300720215, 102.14498138427734, 26.535995483398438)","(1.3346866369247437, 94.83467102050781, 23.875200271606445)",POINT (0.4899903535842896 0.5579316914081573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407292383,5074397175,1,1,"(0.48162931203842163, 0.5649930834770203)","(0.49740710854530334, 0.5654184222221375)",1,1,2.9737091064453125,2.8405914306640625,"(-72.79341125488281, 13.011102676391602, 638.8680419921875)","(-7.612637996673584, 11.911104202270508, 647.903076171875)","(-6.095386028289795, 97.19637298583984, 24.734798431396484)","(-0.6278215646743774, 97.11846160888672, 24.706478118896484)",POINT (0.4895182102918625 0.5652057528495789),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407309050,5074413841,1,1,"(0.4726521074771881, 0.5574324131011963)","(0.5096936821937561, 0.5531104207038879)",1,1,2.939300537109375,2.826934814453125,"(-72.79214477539062, 13.013440132141113, 638.868408203125)","(-7.610257625579834, 11.925856590270996, 647.8681640625)","(-9.206313133239746, 98.5812759399414, 25.238880157470703)","(3.629930257797241, 99.37293243408203, 25.52703285217285)",POINT (0.4911728948354721 0.5552714169025421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407325717,5074430508,1,1,"(0.480441689491272, 0.5537511706352234)","(0.5060158967971802, 0.5685088038444519)",1,1,2.96875,2.838623046875,"(-72.78433227539062, 13.006891250610352, 638.8583984375)","(-7.591697692871094, 11.931150436401367, 647.799072265625)","(-6.506944179534912, 99.25558471679688, 25.48427391052246)","(2.3554415702819824, 96.55240631103516, 24.50043296813965)",POINT (0.4932287931442261 0.5611299872398376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407342385,5074447175,1,1,"(0.4847279191017151, 0.5486836433410645)","(0.4996137320995331, 0.5773806571960449)",1,1,2.9705810546875,2.8699951171875,"(-72.77091217041016, 12.996108055114746, 638.8379516601562)","(-7.5773844718933105, 11.924520492553711, 647.8109130859375)","(-5.021609783172607, 100.18382263183594, 25.8221378326416)","(0.13687188923358917, 94.92733001708984, 23.90894889831543)",POINT (0.4921708256006241 0.5630321502685547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407359051,5074463841,1,1,"(0.479853093624115, 0.542910099029541)","(0.4988296329975128, 0.5665428042411804)",1,1,2.9123687744140625,2.8321990966796875,"(-72.74136352539062, 12.961555480957031, 638.8335571289062)","(-7.547369956970215, 11.891887664794922, 648.0089111328125)","(-6.710915565490723, 101.24134826660156, 26.207077026367188)","(-0.1348559409379959, 96.91252136230469, 24.631507873535156)",POINT (0.4893413633108139 0.5547264516353607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407375726,5074480515,1,1,"(0.4838832914829254, 0.5372900366783142)","(0.5087537169456482, 0.559962809085846)",1,1,2.931869506835937,2.836944580078125,"(-72.70048522949219, 12.931486129760742, 638.832275390625)","(-7.517354965209961, 11.863478660583496, 648.276611328125)","(-5.314304351806641, 102.27079010009766, 26.581727981567383)","(3.304208517074585, 98.11778259277344, 25.07018280029297)",POINT (0.4963185042142868 0.5486264228820801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407392393,5074497182,1,1,"(0.48424437642097473, 0.5388209819793701)","(0.5087360143661499, 0.5565744042396545)",1,1,2.9266357421875,2.8470458984375,"(-72.66637420654297, 12.913297653198242, 638.89892578125)","(-7.492499351501465, 11.839815139770508, 648.427490234375)","(-5.189182281494141, 101.9903564453125, 26.479671478271484)","(3.2980871200561523, 98.73844909667969, 25.296096801757812)",POINT (0.4964901953935623 0.5476976931095123),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,12,27,334407409061,5074513849,1,1,"(0.4787265956401825, 0.5377187728881836)","(0.5068656206130981, 0.5595187544822693)",1,1,2.9442291259765625,2.857177734375,"(-72.6185302734375, 12.89683723449707, 638.933349609375)","(-7.449021339416504, 11.809083938598633, 648.1961669921875)","(-7.101292133331299, 102.1922607421875, 26.553150177001953)","(2.6499063968658447, 98.19911193847656, 25.099817276000977)",POINT (0.4927961081266403 0.5486187636852264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
