,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,In.1,depth-first.1,search.1,DFS.1,how.1,many.1,times.1,is.1,a.1,given.1,visited.1,question,code,choices
0,10,9,597539118320,2764767290,1,1,"(0.5502768754959106, 0.37289461493492126)","(0.5073139071464539, 0.3316302001476288)",1,1,3.386383056640625,3.115707397460937,"(-20.515884399414062, 49.25789260864258, 412.26239013671875)","(45.194000244140625, 46.81272888183594, 411.84814453125)","(15.752286911010742, 132.04808044433594, 37.419803619384766)","(0.9074776768684387, 139.58448791503906, 40.162818908691406)",POINT (0.5287953913211823 0.352262407541275),,,,,,,,,,,,,,1,
0,10,9,597539134992,2764783961,1,1,"(0.5495405197143555, 0.36235368251800537)","(0.5108581781387329, 0.3391272723674774)",1,1,3.357269287109375,3.136566162109375,"(-20.506839752197266, 49.29492950439453, 412.23724365234375)","(45.18622589111328, 46.85541534423828, 411.6332092285156)","(15.497855186462402, 133.97323608398438, 38.12049102783203)","(2.132127046585083, 138.21524047851562, 39.664424896240234)",POINT (0.5301993489265442 0.3507404774427414),,,,,,,,,,,,,,1,
0,10,9,597539151659,2764800628,1,1,"(0.5574251413345337, 0.3786787688732147)","(0.5021229982376099, 0.3473900258541107)",1,1,3.375946044921875,3.1466827392578125,"(-20.513599395751953, 49.31941223144531, 412.35882568359375)","(45.188819885253906, 46.892333984375, 411.51007080078125)","(18.222190856933594, 130.99168395996094, 37.03527069091797)","(-0.8861112594604492, 136.70614624023438, 39.11520004272461)",POINT (0.5297740697860718 0.3630343973636627),,,,,,,,,,,,,,1,
0,10,9,597539168326,2764817294,1,1,"(0.5515569448471069, 0.34165313839912415)","(0.5018412470817566, 0.34913623332977295)",1,1,3.38592529296875,3.106658935546875,"(-20.528993606567383, 49.33456802368164, 412.43072509765625)","(45.18472671508789, 46.90725326538086, 411.5449523925781)","(16.19456672668457, 137.75392150878906, 39.49652862548828)","(-0.9834626913070679, 136.38722229003906, 38.99912643432617)",POINT (0.5266990959644318 0.3453946858644486),,,,,,,,,,,,,,1,
0,10,9,597539184993,2764833961,1,1,"(0.5472158193588257, 0.36613088846206665)","(0.508962869644165, 0.35491010546684265)",1,1,3.349517822265625,3.1326904296875,"(-20.532899856567383, 49.32752990722656, 412.38690185546875)","(45.19578170776367, 46.928070068359375, 411.6314392089844)","(14.694589614868164, 133.28338623046875, 37.8693733215332)","(1.477256178855896, 135.33270263671875, 38.61530685424805)",POINT (0.5280893445014954 0.3605204969644546),,,,,,,,,,,,,,1,
0,10,9,597539201661,2764850628,1,1,"(0.5495293140411377, 0.346798300743103)","(0.5018317103385925, 0.3708040118217468)",1,1,3.367431640625,3.1121978759765625,"(-20.528289794921875, 49.32447052001953, 412.3817138671875)","(45.20115280151367, 46.930946350097656, 411.60089111328125)","(15.493978500366211, 136.81422424316406, 39.15452575683594)","(-0.9867507815361023, 132.4298858642578, 37.558773040771484)",POINT (0.5256805121898651 0.3588011562824249),,,,,,,,,,,,,,1,
0,10,9,597539218327,2764867294,1,1,"(0.5451071858406067, 0.36876359581947327)","(0.521903395652771, 0.34645336866378784)",1,1,3.3355255126953125,3.136749267578125,"(-20.52444076538086, 49.32167053222656, 412.3419494628906)","(45.20301818847656, 46.92951965332031, 411.63653564453125)","(13.966012001037598, 132.80255126953125, 37.69440460205078)","(5.94853401184082, 136.87721252441406, 39.17748260498047)",POINT (0.5335052907466888 0.3576084822416306),,,,,,,,,,,,,,1,
0,10,9,597539234995,2764883961,1,1,"(0.5419710278511047, 0.3538798689842224)","(0.5104585886001587, 0.33404669165611267)",1,1,3.3686676025390625,3.0872802734375,"(-20.520038604736328, 49.30010986328125, 412.251708984375)","(45.20774841308594, 46.871726989746094, 411.5602111816406)","(12.882405281066895, 135.5208740234375, 38.683773040771484)","(1.9940379858016968, 139.1431427001953, 40.002193450927734)",POINT (0.5262148082256317 0.3439632803201675),,,,,,,,,,,,,,1,
0,10,9,597539268333,2764917298,1,1,"(0.5450594425201416, 0.3209202289581299)","(0.503757894039154, 0.3442358374595642)",1,1,3.37396240234375,3.1499481201171875,"(-20.539878845214844, 49.21542739868164, 412.346923828125)","(45.206241607666016, 46.80809020996094, 411.3240966796875)","(13.949493408203125, 141.54051208496094, 40.87476348876953)","(-0.32121917605400085, 137.2822265625, 39.32484817504883)",POINT (0.5244086682796478 0.332578033208847),,,,,,,,,,,,,,1,
0,10,9,597539285000,2764933965,1,1,"(0.5371476411819458, 0.3035464882850647)","(0.490608811378479, 0.33225077390670776)",1,1,3.4136505126953125,3.1322784423828125,"(-20.535011291503906, 49.17673873901367, 412.438720703125)","(45.22650909423828, 46.782257080078125, 411.3682861328125)","(11.215811729431152, 144.71359252929688, 42.029666900634766)","(-4.864544868469238, 139.4711456298828, 40.12155532836914)",POINT (0.5138782262802124 0.3178986310958862),,,,,,,,,,,,,,1,
