,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,2,33,170381301989,3078896141,1,1,"(0.4769628643989563, 0.5290890336036682)","(0.4699868857860565, 0.5377983450889587)",1,1,2.4157867431640625,2.821029663085937,"(-62.544124603271484, -58.60042953491211, 659.4163208007812)","(0.7599204778671265, -68.06153869628906, 650.8759155273438)","(-9.579574584960938, 103.52122497558594, 27.03685760498047)","(-11.98993968963623, 101.93060302734375, 26.45789337158203)",POINT (0.4734748750925064 0.5334436893463135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,33,170381318655,3078912807,1,1,"(0.46712929010391235, 0.5198437571525574)","(0.4683581590652466, 0.5250093340873718)",1,1,2.45465087890625,2.8450469970703125,"(-62.654170989990234, -58.630882263183594, 659.4794311523438)","(0.6698814630508423, -68.06883239746094, 650.9937133789062)","(-12.97731876373291, 105.20977020263672, 27.651432037353516)","(-12.552715301513672, 104.26634979248047, 27.308042526245117)",POINT (0.4677437245845795 0.5224265456199646),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,33,170381335323,3078929474,1,1,"(0.4495150148868561, 0.417056679725647)","(0.4715428352355957, 0.5421316623687744)",1,1,2.3014678955078125,2.8260650634765625,"(-62.778682708740234, -58.684268951416016, 659.4576416015625)","(0.5402951836585999, -68.08073425292969, 650.8419189453125)","(-19.06350326538086, 123.98247528076172, 34.484107971191406)","(-11.452324867248535, 101.13917541503906, 26.169872283935547)",POINT (0.4605289250612259 0.4795941710472107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,33,170381351990,3078946141,1,1,"(0.4649435877799988, 0.5438703894615173)","(0.4739856719970703, 0.5322071313858032)",1,1,2.472885131835937,2.815032958984375,"(-62.8887939453125, -58.70001983642578, 659.2909545898438)","(0.4347301423549652, -68.08171081542969, 650.818603515625)","(-13.732542991638184, 100.82162475585938, 26.054269790649414)","(-10.60824966430664, 102.95173645019531, 26.829612731933594)",POINT (0.4694646298885346 0.5380387604236603),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,33,170381368657,3078962807,1,1,"(0.464773029088974, 0.5226936936378479)","(0.4654565751552582, 0.5359693169593811)",1,1,2.4492340087890625,2.81378173828125,"(-63.02430725097656, -58.74684143066406, 659.2776489257812)","(0.2972308397293091, -68.11074829101562, 650.8418579101562)","(-13.791460990905762, 104.68925476074219, 27.46197509765625)","(-13.55527400970459, 102.26463317871094, 26.579505920410156)",POINT (0.4651148021221161 0.5293315052986145),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,33,170381385330,3078979480,1,1,"(0.4780831038951874, 0.5752586722373962)","(0.4629060626029968, 0.5350207686424255)",1,1,2.4941864013671875,2.817169189453125,"(-63.15422058105469, -58.752838134765625, 659.0684814453125)","(0.16920964419841766, -68.0710220336914, 650.3988647460938)","(-9.192496299743652, 95.0889663696289, 23.967735290527344)","(-14.436543464660645, 102.4378890991211, 26.642539978027344)",POINT (0.4704945832490921 0.5551397204399109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,33,170381401998,3078996147,1,1,"(0.4713793396949768, 0.5582810640335083)","(0.4759628474712372, 0.5117740631103516)",1,1,2.495330810546875,2.798004150390625,"(-63.29747009277344, -58.80802917480469, 659.2105712890625)","(0.04842758923768997, -68.12910461425781, 650.7728881835938)","(-11.508829116821289, 98.189697265625, 25.09633445739746)","(-9.925101280212402, 106.68359375, 28.187850952148438)",POINT (0.473671093583107 0.5350275635719299),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,33,170381418664,3079012813,1,1,"(0.4533097445964813, 0.3788779079914093)","(0.47328659892082214, 0.4958876669406891)",1,1,2.2057342529296875,2.733306884765625,"(-63.413414001464844, -58.80497741699219, 659.0765991210938)","(-0.07006248831748962, -68.07764434814453, 650.201171875)","(-17.752330780029297, 130.95530700683594, 37.02204895019531)","(-10.849808692932129, 109.58501434326172, 29.2439022064209)",POINT (0.4632981717586517 0.4373827874660492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,33,170381435332,3079029480,1,1,"(0.47971248626708984, 0.5548542737960815)","(0.46805813908576965, 0.5075451731681824)",1,1,2.4622344970703125,2.762680053710937,"(-63.52622985839844, -58.81400680541992, 658.9571533203125)","(-0.1739514172077179, -68.11466217041016, 650.6213989257812)","(-8.629496574401855, 98.8155517578125, 25.324100494384766)","(-12.656380653381348, 107.45594787597656, 28.468936920166016)",POINT (0.4738853126764298 0.531199723482132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,33,170381452000,3079046147,1,1,"(0.46621614694595337, 0.5456311106681824)","(0.47510820627212524, 0.5350044369697571)",1,1,2.457260131835937,2.8113555908203125,"(-63.63336181640625, -58.80201721191406, 658.8991088867188)","(-0.271487295627594, -68.03763580322266, 650.0603637695312)","(-13.292842864990234, 100.50004577636719, 25.937236785888672)","(-10.220393180847168, 102.44085693359375, 26.643648147583008)",POINT (0.4706621766090393 0.5403177738189697),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
