,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,5,33,66938764112,8714834196,1,1,"(0.5308518409729004, 0.4282204210758209)","(0.5639680624008179, 0.3911632299423218)",1,1,2.843475341796875,2.7946929931640625,"(-19.40908432006836, -13.802108764648438, 709.0899047851562)","(45.486839294433594, -14.892413139343262, 701.8433837890625)","(9.040437698364258, 121.94356536865234, 33.742008209228516)","(20.48291015625, 128.71156311035156, 36.20539474487305)",POINT (0.5474099516868591 0.4096918255090714),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,33,66938780779,8714850863,1,1,"(0.5210593938827515, 0.42867031693458557)","(0.5536725521087646, 0.393816202878952)",1,1,2.83172607421875,2.79736328125,"(-19.426677703857422, -13.812108039855957, 709.0330810546875)","(45.46803283691406, -14.894872665405273, 701.8597412109375)","(5.656905174255371, 121.86138916015625, 33.71213912963867)","(16.925580978393555, 128.22702026367188, 36.029052734375)",POINT (0.5373659729957581 0.4112432599067688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,33,66938797449,8714867533,1,1,"(0.530120849609375, 0.4326770603656769)","(0.5526160001754761, 0.40501806139945984)",1,1,2.8643798828125,2.8152008056640625,"(-19.453075408935547, -13.825798034667969, 709.0731811523438)","(45.450706481933594, -14.895989418029785, 701.87548828125)","(8.787880897521973, 121.12960815429688, 33.445762634277344)","(16.560474395751953, 126.18115234375, 35.28439712524414)",POINT (0.5413684248924255 0.4188475608825684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,33,66938814116,8714884199,1,1,"(0.5242724418640137, 0.4407995939254761)","(0.5544428825378418, 0.38630804419517517)",1,1,2.858383178710937,2.7778472900390625,"(-19.475648880004883, -13.85523509979248, 709.0439453125)","(45.42791748046875, -14.909038543701172, 701.8787841796875)","(6.767079830169678, 119.6461410522461, 32.90580368041992)","(17.191736221313477, 129.59829711914062, 36.52811050415039)",POINT (0.5393576622009277 0.4135538190603256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,33,66938830783,8714900866,1,1,"(0.5247930884361267, 0.45106038451194763)","(0.5552970767021179, 0.39848193526268005)",1,1,2.86151123046875,2.7912750244140625,"(-19.512664794921875, -13.888978004455566, 709.0975341796875)","(45.403541564941406, -14.931905746459961, 701.9644165039062)","(6.946986198425293, 117.77214050292969, 32.2237434387207)","(17.486875534057617, 127.37489318847656, 35.71886444091797)",POINT (0.5400450825691223 0.4247711598873138),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,5,33,66938847451,8714917533,1,1,"(0.5319293737411499, 0.4427626132965088)","(0.5579128861427307, 0.3954245150089264)",1,1,2.873153686523437,2.7845611572265625,"(-19.53347396850586, -13.924609184265137, 709.152099609375)","(45.39205551147461, -14.951464653015137, 702.0072021484375)","(9.412741661071777, 119.28759765625, 32.77536392211914)","(18.39071273803711, 127.93327331542969, 35.92215347290039)",POINT (0.5449211299419403 0.4190935641527176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,5,33,66938864117,8714934199,1,1,"(0.526972770690918, 0.43209952116012573)","(0.5554032325744629, 0.39866629242897034)",1,1,2.8439178466796875,2.8216552734375,"(-19.53018569946289, -13.956037521362305, 709.110595703125)","(45.39332580566406, -14.966008186340332, 702.0070190429688)","(7.700125217437744, 121.2350845336914, 33.48417282104492)","(17.523563385009766, 127.34122467041016, 35.70664596557617)",POINT (0.5411880016326904 0.415382906794548),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,33,66938880785,8714950866,1,1,"(0.5282338857650757, 0.42669886350631714)","(0.55390864610672, 0.399443119764328)",1,1,2.8451080322265625,2.8265380859375,"(-19.506574630737305, -13.97175121307373, 709.2509765625)","(45.41754913330078, -14.965320587158203, 702.0039672851562)","(8.13586711883545, 122.22144317626953, 33.84320068359375)","(17.00714683532715, 127.1993408203125, 35.65499496459961)",POINT (0.5410712659358978 0.4130709916353226),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,33,66938897452,8714967533,1,1,"(0.5257202386856079, 0.4301159679889679)","(0.5538296699523926, 0.40689265727996826)",1,1,2.8550262451171875,2.820465087890625,"(-19.455718994140625, -13.976885795593262, 709.32373046875)","(45.46732711791992, -14.97153377532959, 701.997314453125)","(7.267325401306152, 121.59735107421875, 33.61604309082031)","(16.979862213134766, 125.83877563476562, 35.159786224365234)",POINT (0.5397749543190002 0.4185043126344681),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,33,66938914119,8714984199,1,1,"(0.5269368290901184, 0.44130739569664)","(0.5563117861747742, 0.40137729048728943)",1,1,2.8644256591796875,2.81640625,"(-19.387832641601562, -13.962830543518066, 709.244384765625)","(45.54637908935547, -14.979416847229004, 702.1503295898438)","(7.687704086303711, 119.55337524414062, 32.872108459472656)","(17.837491989135742, 126.8460922241211, 35.52642822265625)",POINT (0.5416243076324463 0.4213423430919647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
