,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,4,23,7700416167,479542143,1,1,"(0.4707910418510437, 0.5950917601585388)","(0.47985517978668213, 0.5313001871109009)",1,1,3.34478759765625,3.3477325439453125,"(-23.404016494750977, 53.464622497558594, 547.5802001953125)","(41.585960388183594, 54.91502380371094, 546.6920776367188)","(-9.851249694824219, 91.68316650390625, 22.728172302246094)","(-6.710189342498779, 103.36795043945312, 26.98107147216797)",POINT (0.4753231108188629 0.5631959736347198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,23,7700432833,479558808,1,1,"(0.47528162598609924, 0.5676897168159485)","(0.47671833634376526, 0.5451272130012512)",1,1,3.290756225585937,3.3590850830078125,"(-23.269880294799805, 53.561668395996094, 546.9072265625)","(41.725975036621094, 55.03215408325195, 545.8670043945312)","(-8.295097351074219, 96.70242309570312, 24.5550594329834)","(-7.797225475311279, 100.83525848388672, 26.059228897094727)",POINT (0.4759999811649322 0.5564084649085999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,23,7700449507,479575482,1,1,"(0.4715871214866638, 0.5761896967887878)","(0.4782927632331848, 0.5391744375228882)",1,1,3.325302124023437,3.35498046875,"(-23.210247039794922, 53.6591796875, 546.0891723632812)","(41.77906036376953, 55.18613052368164, 545.0942993164062)","(-9.575384140014648, 95.14547729492188, 23.98833465576172)","(-7.251619815826416, 101.92560577392578, 26.456104278564453)",POINT (0.4749399423599243 0.557682067155838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,23,7700466173,479592147,1,1,"(0.4735768735408783, 0.5777229070663452)","(0.4750443696975708, 0.5510318279266357)",1,1,3.326934814453125,3.37164306640625,"(-23.277650833129883, 53.745819091796875, 545.4468994140625)","(41.7274169921875, 55.31866455078125, 544.3541259765625)","(-8.885854721069336, 94.8646240234375, 23.886159896850586)","(-8.377323150634766, 99.75367736816406, 25.66560173034668)",POINT (0.4743106216192246 0.5643773674964905),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,23,7700482841,479608814,1,1,"(0.4710533022880554, 0.5740192532539368)","(0.4823463261127472, 0.5304157137870789)",1,1,3.2928619384765625,3.3332061767578125,"(-23.453205108642578, 53.8042106628418, 544.5908813476562)","(41.545562744140625, 55.47500228881836, 543.5327758789062)","(-9.760368347167969, 95.54303741455078, 24.13307762145996)","(-5.846924781799316, 103.52997589111328, 27.0400333404541)",POINT (0.4766998142004013 0.5522174835205078),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,23,7700499507,479625480,1,1,"(0.4738647937774658, 0.560271143913269)","(0.47901755571365356, 0.5394178628921509)",1,1,3.261871337890625,3.313568115234375,"(-23.74017333984375, 53.826683044433594, 543.73779296875)","(41.25661849975586, 55.65846252441406, 542.7515258789062)","(-8.786078453063965, 98.06129455566406, 25.049612045288086)","(-7.000459671020508, 101.88103485107422, 26.439884185791016)",POINT (0.4764411747455597 0.54984450340271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,23,7700516175,479642147,1,1,"(0.4749293923377991, 0.5790414214134216)","(0.4749549627304077, 0.536529541015625)",1,1,3.2901153564453125,3.308578491210937,"(-24.12464714050293, 53.87211990356445, 542.9361572265625)","(40.8675651550293, 55.861488342285156, 542.0167846679688)","(-8.417155265808105, 94.62313842773438, 23.798219680786133)","(-8.408286094665527, 102.41008758544922, 26.632442474365234)",POINT (0.4749421775341034 0.5577854812145233),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,23,7700532842,479658814,1,1,"(0.470544695854187, 0.5783304572105408)","(0.4822845160961151, 0.5406212210655212)",1,1,3.2875518798828125,3.311798095703125,"(-24.615947723388672, 53.89908981323242, 542.08642578125)","(40.37596130371094, 56.05514144897461, 541.205810546875)","(-9.936610221862793, 94.75335693359375, 23.84562873840332)","(-5.868339538574219, 101.66060638427734, 26.359647750854492)",POINT (0.4764146059751511 0.559475839138031),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,23,7700549509,479675480,1,1,"(0.47270214557647705, 0.5740242004394531)","(0.4788743853569031, 0.544019341468811)",1,1,3.2622222900390625,3.319442749023437,"(-25.14971160888672, 53.9229736328125, 541.1956787109375)","(39.82796859741211, 56.266029357910156, 540.3648681640625)","(-9.188970565795898, 95.54214477539062, 24.132705688476562)","(-7.050076484680176, 101.03817749023438, 26.13311004638672)",POINT (0.4757882654666901 0.5590217709541321),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,4,23,7700566176,479692147,1,1,"(0.46775251626968384, 0.580167829990387)","(0.47829723358154297, 0.5409011840820312)",1,1,3.28143310546875,3.293731689453125,"(-25.684349060058594, 53.91868591308594, 540.28125)","(39.28343200683594, 56.45191192626953, 539.6036376953125)","(-10.904203414916992, 94.41679382324219, 23.723121643066406)","(-7.2500715255737305, 101.60932922363281, 26.341018676757812)",POINT (0.4730248749256134 0.5605345070362091),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
