,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,14,23,235048526111,1681333119,1,1,"(0.553180992603302, 0.45525819063186646)","(0.55142742395401, 0.3898226320743561)",1,1,3.37432861328125,3.921905517578125,"(-40.35181427001953, 45.911231994628906, 503.49090576171875)","(24.544036865234375, 49.09297561645508, 505.8880615234375)","(19.426382064819336, 122.48423767089844, 33.938819885253906)","(18.81572723388672, 134.52890014648438, 38.3227424621582)",POINT (0.552304208278656 0.4225404113531113),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,23,235048542779,1681349786,1,1,"(0.5563762784004211, 0.44051244854927063)","(0.55814129114151, 0.3989016115665436)",1,1,3.3520660400390625,3.9134674072265625,"(-40.37300109863281, 45.88101577758789, 503.55218505859375)","(24.532516479492188, 49.075191497802734, 505.83184814453125)","(20.539079666137695, 125.19847869873047, 34.92673873901367)","(21.153732299804688, 132.8577423095703, 37.714481353759766)",POINT (0.5572587847709656 0.4197070300579071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,23,235048559445,1681366452,1,1,"(0.5563567280769348, 0.4314369559288025)","(0.550647497177124, 0.39287909865379333)",1,1,3.3417205810546875,3.925613403320313,"(-40.3860969543457, 45.852447509765625, 503.529052734375)","(24.51993179321289, 49.05784606933594, 505.8324279785156)","(20.532272338867188, 126.86901092529297, 35.53474044799805)","(18.54412841796875, 133.96630859375, 38.117950439453125)",POINT (0.5535021126270294 0.4121580272912979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,23,235048576113,1681383119,1,1,"(0.5432518720626831, 0.437421590089798)","(0.5539007782936096, 0.40289610624313354)",1,1,3.354461669921875,3.914321899414064,"(-40.40489196777344, 45.821983337402344, 503.4627685546875)","(24.499067306518555, 49.04789733886719, 505.8554992675781)","(15.968720436096191, 125.76741027832031, 35.1338005065918)","(19.67702865600586, 132.12249755859375, 37.44685745239258)",POINT (0.5485763251781464 0.4201588481664658),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,23,235048592780,1681399786,1,1,"(0.5454045534133911, 0.4437781274318695)","(0.5468281507492065, 0.4012207090854645)",1,1,3.357406616210937,3.917160034179688,"(-40.420860290527344, 45.791282653808594, 503.41766357421875)","(24.474117279052734, 49.02832794189453, 505.8006896972656)","(16.71835708618164, 124.59735870361328, 34.70796203613281)","(17.2141056060791, 132.43087768554688, 37.55910110473633)",POINT (0.5461163520812988 0.422499418258667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,23,235048609451,1681416456,1,1,"(0.5573204755783081, 0.4614168405532837)","(0.5506418943405151, 0.40110254287719727)",1,1,3.3820343017578125,3.945846557617188,"(-40.435028076171875, 45.77907180786133, 503.4579772949219)","(24.46160316467285, 49.02556610107422, 505.8362121582031)","(20.86788558959961, 121.35062408447266, 33.5262336730957)","(18.54215431213379, 132.45262145996094, 37.567039489746094)",POINT (0.5539811849594116 0.4312596917152405),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,23,235048626118,1681433123,1,1,"(0.4659956693649292, 0.4368842542171478)","(0.489959716796875, 0.38295289874076843)",1,1,3.388153076171875,3.9322662353515625,"(-40.75174331665039, 45.81929016113281, 503.7876892089844)","(24.20210838317871, 49.098907470703125, 505.8052062988281)","(-10.934629440307617, 125.86631774902344, 35.16981887817383)","(-2.589503765106201, 135.7934112548828, 38.78297805786133)",POINT (0.4779776930809021 0.4099185764789581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,23,235048642784,1681449789,1,1,"(0.36863967776298523, 0.3550463914871216)","(0.3835105895996094, 0.2804451584815979)",1,1,3.404541015625,3.933425903320313,"(-41.09278106689453, 45.988285064697266, 503.82177734375)","(23.77530288696289, 49.25675964355469, 505.91961669921875)","(-44.837425231933594, 140.9301300048828, 40.6525993347168)","(-39.65886306762695, 154.6619415283203, 45.65055847167969)",POINT (0.3760751336812973 0.3177457749843597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,23,235048659452,1681466456,1,1,"(0.3901366889476776, 0.30367016792297363)","(0.38095736503601074, 0.24827982485294342)",1,1,3.401824951171875,3.90667724609375,"(-41.05714416503906, 46.03099822998047, 503.83367919921875)","(23.719738006591797, 49.29930877685547, 505.97332763671875)","(-37.351409912109375, 150.3869171142578, 44.09457015991211)","(-40.547969818115234, 160.58258056640625, 47.80549621582031)",POINT (0.3855470269918442 0.2759749963879585),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048676119,1681483123,1,1,"(0.3646179437637329, 0.3015647232532501)","(0.3739144206047058, 0.25601568818092346)",1,1,3.4199371337890625,3.921920776367188,"(-41.07386779785156, 46.02716827392578, 503.767822265625)","(23.717784881591797, 49.303680419921875, 505.973876953125)","(-46.23794937133789, 150.77447509765625, 44.23564910888672)","(-43.00056838989258, 159.15863037109375, 47.287235260009766)",POINT (0.3692661821842194 0.2787902057170868),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048692785,1681499789,1,1,"(0.37758877873420715, 0.30850863456726074)","(0.37923532724380493, 0.2381763905286789)",1,1,3.4167022705078125,3.942886352539064,"(-41.12646484375, 46.04314422607422, 503.78204345703125)","(23.67584800720215, 49.31863021850586, 506.0330810546875)","(-41.7210578918457, 149.49632263183594, 43.77042770385742)","(-41.14765548706055, 162.44232177734375, 48.482391357421875)",POINT (0.378412052989006 0.2733425125479698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048709453,1681516457,1,1,"(0.38910746574401855, 0.2896186411380768)","(0.38198742270469666, 0.22660964727401733)",1,1,3.3992156982421875,3.919601440429688,"(-41.209686279296875, 46.06324005126953, 503.8500061035156)","(23.624786376953125, 49.35651397705078, 506.05084228515625)","(-37.70982360839844, 152.97337341308594, 45.035972595214844)","(-40.18927001953125, 164.57138061523438, 49.25730514526367)",POINT (0.3855474442243576 0.2581141442060471),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048726120,1681533123,1,1,"(0.38169676065444946, 0.3127257823944092)","(0.3782212734222412, 0.23047754168510437)",1,1,3.423309326171875,3.906753540039064,"(-41.27176284790039, 46.07263946533203, 503.9129333496094)","(23.557109832763672, 49.39653778076172, 506.0755310058594)","(-40.29048538208008, 148.72006225585938, 43.487884521484375)","(-41.50078582763672, 163.85943603515625, 48.9981803894043)",POINT (0.3799590170383453 0.2716016620397568),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048742791,1681549794,1,1,"(0.38895684480667114, 0.30573704838752747)","(0.38258275389671326, 0.24594590067863464)",1,1,3.3883056640625,3.934814453125,"(-41.36350631713867, 46.08446502685547, 503.97998046875)","(23.493526458740234, 49.44643783569336, 506.0594482421875)","(-37.762264251708984, 150.00650024414062, 43.95610427856445)","(-39.981956481933594, 161.01217651367188, 47.96186828613281)",POINT (0.3857697993516922 0.275841474533081),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048759460,1681566462,1,1,"(0.37948665022850037, 0.32052081823349)","(0.3740541338920593, 0.24126483500003815)",1,1,3.4416961669921875,3.9342193603515625,"(-41.423431396484375, 46.089332580566406, 504.0209045410156)","(23.43759536743164, 49.461082458496094, 506.1346435546875)","(-41.06012725830078, 147.28521728515625, 42.96567153930664)","(-42.951927185058594, 161.87380981445312, 48.27546310424805)",POINT (0.3767703920602798 0.2808928266167641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048776126,1681583128,1,1,"(0.38317736983299255, 0.3030725121498108)","(0.38485318422317505, 0.24909774959087372)",1,1,3.39288330078125,3.934417724609375,"(-41.465702056884766, 46.094886779785156, 504.043701171875)","(23.39325714111328, 49.498619079589844, 506.16595458984375)","(-39.77488327026367, 150.49693298339844, 44.13462448120117)","(-39.19131851196289, 160.43202209472656, 47.75071716308594)",POINT (0.3840152770280838 0.2760851308703422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048792794,1681599795,1,1,"(0.3797471821308136, 0.3030136823654175)","(0.37879642844200134, 0.22756801545619965)",1,1,3.416351318359375,3.9150238037109375,"(-41.50707244873047, 46.099891662597656, 504.0245361328125)","(23.3543701171875, 49.51241683959961, 506.1612243652344)","(-40.969383239746094, 150.5077667236328, 44.13853073120117)","(-41.300498962402344, 164.39498901367188, 49.193092346191406)",POINT (0.3792718052864075 0.2652908489108086),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048809460,1681616461,1,1,"(0.37739574909210205, 0.28574854135513306)","(0.3850502073764801, 0.22735810279846191)",1,1,3.393035888671875,3.91082763671875,"(-41.55046844482422, 46.101295471191406, 504.026123046875)","(23.325756072998047, 49.52238464355469, 506.14898681640625)","(-41.78825378417969, 153.6857452392578, 45.295249938964844)","(-39.12269592285156, 164.43362426757812, 49.207157135009766)",POINT (0.3812229782342911 0.2565533220767975),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048826128,1681633128,1,1,"(0.391022264957428, 0.32791459560394287)","(0.3784962594509125, 0.2351464182138443)",1,1,3.4319610595703125,3.91357421875,"(-41.57455825805664, 46.08906555175781, 503.9949951171875)","(23.29956817626953, 49.52204895019531, 506.1008605957031)","(-37.04302215576172, 145.9242706298828, 42.47032928466797)","(-41.40502166748047, 163.0000457763672, 48.68537521362305)",POINT (0.3847592622041702 0.2815305069088936),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048842795,1681649795,1,1,"(0.38318952918052673, 0.29606372117996216)","(0.38747671246528625, 0.24295157194137573)",1,1,3.3878936767578125,3.939666748046875,"(-41.58836364746094, 46.06354522705078, 503.92864990234375)","(23.274993896484375, 49.50421905517578, 506.059326171875)","(-39.77065658569336, 151.7870330810547, 44.60418701171875)","(-38.27770233154297, 161.5633544921875, 48.16245651245117)",POINT (0.3853331208229065 0.269507646560669),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048859462,1681666461,1,1,"(0.37216129899024963, 0.3022228479385376)","(0.391527384519577, 0.23992882668972015)",1,1,3.39166259765625,3.94366455078125,"(-41.6026725769043, 46.0439453125, 503.89068603515625)","(23.247896194458008, 49.496429443359375, 506.0755615234375)","(-43.611080169677734, 150.65333557128906, 44.19154357910156)","(-36.86711120605469, 162.11973571777344, 48.364994049072266)",POINT (0.3818443417549133 0.2710758373141289),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048876135,1681683134,1,1,"(0.3951018750667572, 0.3320204019546509)","(0.38424059748649597, 0.215898796916008)",1,1,3.399276733398437,3.8995513916015625,"(-41.63664627075195, 46.01539993286133, 503.9075927734375)","(23.21297264099121, 49.45178985595703, 505.93560791015625)","(-35.62236022949219, 145.1685333251953, 42.195228576660156)","(-39.40463638305664, 166.5429229736328, 49.974891662597656)",POINT (0.3896712362766266 0.2739595994353294),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048892801,1681699800,1,1,"(0.39741140604019165, 0.3050400912761688)","(0.38603881001472473, 0.24519628286361694)",1,1,3.3857421875,3.924118041992188,"(-41.7164421081543, 45.978126525878906, 503.9184265136719)","(23.160259246826172, 49.44508743286133, 505.91046142578125)","(-34.8181037902832, 150.134765625, 44.002803802490234)","(-38.7784309387207, 161.15016174316406, 48.01210021972656)",POINT (0.3917251080274582 0.2751181870698929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,23,235048909469,1681716467,1,1,"(0.27696168422698975, 0.2764246463775635)","(0.3025139570236206, 0.14396069943904877)",1,1,3.384979248046875,3.880615234375,"(-42.02051544189453, 46.02555465698242, 504.147216796875)","(22.826995849609375, 49.4638671875, 505.968017578125)","(-76.762939453125, 155.40199279785156, 45.91989517211914)","(-67.86473846435547, 179.78451538085938, 54.79443359375)",POINT (0.2897378206253052 0.2101926729083061),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,23,235048926136,1681733134,1,1,"(0.3131619989871979, 0.2533038556575775)","(0.3093051016330719, 0.1704733818769455)",1,1,3.3464813232421875,3.880813598632813,"(-42.098182678222656, 45.982521057128906, 504.0228271484375)","(22.693546295166016, 49.4645881652832, 505.8697509765625)","(-64.15672302246094, 159.65782165527344, 47.46891784667969)","(-65.49983215332031, 174.9043426513672, 53.018192291259766)",POINT (0.3112335503101349 0.2118886187672615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,23,235048942802,1681749800,1,1,"(0.3095189034938812, 0.25018584728240967)","(0.3033069670200348, 0.18658435344696045)",1,1,3.373870849609375,3.908462524414064,"(-42.16820526123047, 45.923274993896484, 504.0010986328125)","(22.64440155029297, 49.43408966064453, 505.78045654296875)","(-65.42535400390625, 160.2317352294922, 47.67778396606445)","(-67.58857727050781, 171.93881225585938, 51.93882369995117)",POINT (0.306412935256958 0.2183851003646851),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
