,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,9,33,180546386286,6712416378,1,1,"(0.2901584208011627, 0.2220975160598755)","(0.31486544013023376, 0.05553070828318596)",1,1,3.458709716796875,3.17169189453125,"(-40.1520881652832, -31.990276336669922, 695.23828125)","(28.337385177612305, -30.251941680908203, 695.853271484375)","(-74.1252212524414, 159.58917236328125, 47.44389724731445)","(-65.58831787109375, 190.01040649414062, 58.516292572021484)",POINT (0.3025119304656982 0.1388141121715307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,33,180546402953,6712433045,1,1,"(0.286033034324646, 0.19838179647922516)","(0.31784024834632874, 0.02514047920703888)",1,1,3.4701385498046875,3.114837646484375,"(-40.190093994140625, -32.026100158691406, 695.3140869140625)","(28.31332778930664, -30.279342651367188, 695.9752197265625)","(-75.55064392089844, 163.92051696777344, 49.02043151855469)","(-64.5604476928711, 195.56076049804688, 60.536502838134766)",POINT (0.3019366413354874 0.111761137843132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,33,180546419620,6712449711,1,1,"(0.29011255502700806, 0.21174485981464386)","(0.3313637375831604, 0.06810726970434189)",1,1,3.4810333251953125,3.1947021484375,"(-40.24641036987305, -32.04258728027344, 695.2938232421875)","(28.264511108398438, -30.29119110107422, 696.03271484375)","(-74.14108276367188, 161.47994995117188, 48.132080078125)","(-59.88775634765625, 187.7134552001953, 57.6803092956543)",POINT (0.3107381463050842 0.1399260647594929),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,33,180546436287,6712466378,1,1,"(0.2906130254268646, 0.19774764776229858)","(0.32411909103393555, 0.045878320932388306)",1,1,3.4145660400390625,3.168212890625,"(-40.32427215576172, -32.08360290527344, 695.2974243164062)","(28.198490142822266, -30.31307601928711, 696.023681640625)","(-73.9681625366211, 164.036376953125, 49.0625114440918)","(-62.39095687866211, 191.77328491210938, 59.157981872558594)",POINT (0.3073660582304001 0.1218129843473434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,33,180546452955,6712483045,1,1,"(0.29333993792533875, 0.21537914872169495)","(0.32017356157302856, 0.035946980118751526)",1,1,3.4537353515625,3.1486358642578125,"(-40.40616989135742, -32.111717224121094, 695.394775390625)","(28.129474639892578, -30.32369613647461, 696.0965576171875)","(-73.02592468261719, 160.81617736816406, 47.890567779541016)","(-63.75424575805664, 193.58709716796875, 59.81819152832031)",POINT (0.3067567497491836 0.1256630644202232),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,33,180546469621,6712499711,1,1,"(0.2857504189014435, 0.2416960448026657)","(0.303947776556015, 0.03344631567597389)",1,1,3.4508209228515625,3.155609130859375,"(-40.5777702331543, -32.159889221191406, 695.886474609375)","(27.940837860107422, -30.321491241455078, 695.8954467773438)","(-75.64830780029297, 156.00975036621094, 46.141109466552734)","(-69.36065673828125, 194.04380798339844, 59.984413146972656)",POINT (0.2948490977287292 0.1375711802393198),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,33,180546486289,6712516378,1,1,"(0.2452518194913864, 0.2798716425895691)","(0.2658541798591614, 0.0423472598195076)",1,1,3.453369140625,3.2033233642578125,"(-40.79310607910156, -32.1125373840332, 696.28955078125)","(27.733665466308594, -30.314882278442383, 696.586181640625)","(-89.64159393310547, 149.03749084472656, 43.60346221923828)","(-82.52294921875, 192.4181671142578, 59.3927116394043)",POINT (0.2555529996752739 0.1611094512045384),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,33,180546502956,6712533045,1,1,"(0.24479037523269653, 0.28594350814819336)","(0.2754383087158203, 0.04190758988261223)",1,1,3.446044921875,3.197021484375,"(-40.95414352416992, -32.17253112792969, 696.1885986328125)","(27.554431915283203, -30.290061950683594, 696.532958984375)","(-89.80103302001953, 147.92855834960938, 43.199790954589844)","(-79.21139526367188, 192.49847412109375, 59.42194366455078)",POINT (0.2601143419742584 0.1639255490154028),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,33,180546519630,6712549718,1,1,"(0.24780645966529846, 0.2863100469112396)","(0.27286359667778015, 0.030782045796513557)",1,1,3.4595947265625,3.167999267578125,"(-41.17723846435547, -32.197174072265625, 696.2967529296875)","(27.337493896484375, -30.240562438964844, 696.6307373046875)","(-88.75889587402344, 147.86158752441406, 43.17546081542969)","(-80.10102844238281, 194.53041076660156, 60.1614875793457)",POINT (0.2603350281715393 0.1585460463538766),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,33,180546536297,6712566385,1,1,"(0.23481813073158264, 0.2869196832180023)","(0.27476248145103455, 0.04405921325087547)",1,1,3.440093994140625,3.1876220703125,"(-41.440185546875, -32.222267150878906, 696.2227783203125)","(27.070587158203125, -30.18341064453125, 696.7857055664062)","(-93.24669647216797, 147.75025939941406, 43.13486862182617)","(-79.44491577148438, 192.10549926757812, 59.278892517089844)",POINT (0.2547903060913086 0.1654894482344389),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,33,180546552964,6712583051,1,1,"(0.2401338666677475, 0.27971455454826355)","(0.27161046862602234, 0.021895011886954308)",1,1,3.449462890625,3.186386108398437,"(-41.768653869628906, -32.25916290283203, 696.2753295898438)","(26.74946403503418, -30.113624572753906, 696.8538818359375)","(-91.40997314453125, 149.06619262695312, 43.61384582519531)","(-80.53401184082031, 196.1535186767578, 60.75225067138672)",POINT (0.2558721676468849 0.1508047832176089),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,33,180546569630,6712599717,1,1,"(0.24676544964313507, 0.2921481728553772)","(0.2727665305137634, 0.03001842461526394)",1,1,3.4521942138671875,3.1767578125,"(-42.12443161010742, -32.32106018066406, 696.4046630859375)","(26.368091583251953, -30.062637329101562, 696.6431274414062)","(-89.11860656738281, 146.7953643798828, 42.787315368652344)","(-80.13455200195312, 194.66986083984375, 60.21227264404297)",POINT (0.2597659900784492 0.1610832987353206),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,33,180546586298,6712616384,1,1,"(0.24416500329971313, 0.27545982599258423)","(0.2766846716403961, -0.0005483520799316466)",1,1,3.413909912109375,3.13214111328125,"(-42.54662322998047, -32.40021896362305, 696.5526733398438)","(25.959823608398438, -30.012630462646484, 696.87548828125)","(-90.0171127319336, 149.84326171875, 43.89667892456055)","(-78.78074645996094, 200.25250244140625, 62.24415969848633)",POINT (0.2604248374700546 0.1374557369563263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,33,180546602965,6712633051,1,1,"(0.2500562369823456, 0.3008452355861664)","(0.28035563230514526, 0.034180834889411926)",1,1,3.501205444335937,3.1628875732421875,"(-42.97145080566406, -32.481842041015625, 696.4027099609375)","(25.513431549072266, -29.9561824798584, 696.936279296875)","(-87.9815444946289, 145.20693969726562, 42.20922088623047)","(-77.5123291015625, 193.90966796875, 59.935546875)",POINT (0.2652059346437454 0.1675130352377892),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,33,180546619632,6712649717,1,1,"(0.254069060087204, 0.291259229183197)","(0.2791310250759125, 0.03271472454071045)",1,1,3.41180419921875,3.141952514648437,"(-43.43074417114258, -32.549137115478516, 696.5712890625)","(25.043811798095703, -29.894746780395508, 696.9736328125)","(-86.59500885009766, 146.9576873779297, 42.84649658203125)","(-77.93547058105469, 194.1774444580078, 60.03300857543945)",POINT (0.2666000425815582 0.1619869768619537),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,9,33,180546636300,6712666385,1,1,"(0.24946673214435577, 0.2878150939941406)","(0.2743510901927948, 0.04918844997882843)",1,1,3.435791015625,3.191253662109375,"(-43.91645050048828, -32.65681076049805, 696.6149291992188)","(24.565074920654297, -29.857254028320312, 697.0510864257812)","(-88.18522644042969, 147.58673095703125, 43.075355529785156)","(-79.5870590209961, 191.16873168945312, 58.937950134277344)",POINT (0.2619089111685753 0.1685017719864845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
