,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,49,18,442422961849,2926373943,1,1,"(0.42295145988464355, 0.2502344250679016)","(0.43992307782173157, 0.24837537109851837)",1,1,3.4988555908203125,3.4440460205078125,"(-14.339336395263672, -31.758670806884766, 627.1237182617188)","(46.782005310058594, -33.61277770996094, 624.9020385742188)","(-26.429405212402344, 154.85113525390625, 45.71940612792969)","(-20.548128128051758, 155.191650390625, 45.8433723449707)",POINT (0.4314372688531876 0.24930489808321),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,18,442422978517,2926390611,1,1,"(0.41473063826560974, 0.2510364055633545)","(0.43049880862236023, 0.2403871864080429)",1,1,3.5133209228515625,3.4416046142578125,"(-14.333474159240723, -31.754806518554688, 627.0802612304688)","(46.78271484375, -33.61524963378906, 624.9449462890625)","(-29.278234481811523, 154.7042236328125, 45.66596603393555)","(-23.81398582458496, 156.65484619140625, 46.375972747802734)",POINT (0.422614723443985 0.2457117959856987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,18,442422995184,2926407277,1,1,"(0.41825008392333984, 0.26348981261253357)","(0.43133679032325745, 0.25067999958992004)",1,1,3.521591186523437,3.461090087890625,"(-14.329315185546875, -31.743196487426758, 627.0588989257812)","(46.78009796142578, -33.600921630859375, 624.7926025390625)","(-28.05860710144043, 152.42311096191406, 44.83573913574219)","(-23.523591995239258, 154.76951599121094, 45.68971252441406)",POINT (0.4247934371232986 0.2570849061012268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,18,442423011851,2926423944,1,1,"(0.4191742241382599, 0.26523295044898987)","(0.4300069212913513, 0.2548164129257202)",1,1,3.520751953125,3.462509155273437,"(-14.325456619262695, -31.73678207397461, 627.1024169921875)","(46.78094482421875, -33.59498596191406, 624.70458984375)","(-27.738351821899414, 152.1038360595703, 44.719478607177734)","(-23.98443603515625, 154.0118408203125, 45.413944244384766)",POINT (0.4245905727148056 0.260024681687355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,18,442423028519,2926440611,1,1,"(0.4206800162792206, 0.2622084617614746)","(0.4316383898258209, 0.2530122399330139)",1,1,3.516632080078125,3.4583282470703125,"(-14.31918716430664, -31.732803344726562, 627.1465454101562)","(46.782554626464844, -33.584022521972656, 624.660400390625)","(-27.216556549072266, 152.65780639648438, 44.92118835449219)","(-23.419065475463867, 154.3423309326172, 45.53418731689453)",POINT (0.4261592030525208 0.2576103508472443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,18,442423045185,2926457277,1,1,"(0.4213070273399353, 0.2579377293586731)","(0.430929571390152, 0.2509619891643524)",1,1,3.5299224853515625,3.462677001953125,"(-14.313314437866211, -31.726810455322266, 627.1030883789062)","(46.78498077392578, -33.580718994140625, 624.6602783203125)","(-26.9992733001709, 153.4401092529297, 45.205848693847656)","(-23.66469955444336, 154.71786499023438, 45.6708984375)",POINT (0.4261182993650436 0.2544498592615128),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,18,442423061853,2926473944,1,1,"(0.42075881361961365, 0.26273205876350403)","(0.431208074092865, 0.25276049971580505)",1,1,3.53466796875,3.465194702148437,"(-14.311185836791992, -31.725658416748047, 627.16845703125)","(46.78498458862305, -33.57678985595703, 624.6602783203125)","(-27.189239501953125, 152.5619354248047, 44.88617706298828)","(-23.56819725036621, 154.38841247558594, 45.55104446411133)",POINT (0.4259834438562393 0.2577462792396545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,18,442423078520,2926490611,1,1,"(0.41984179615974426, 0.2590465843677521)","(0.43128910660743713, 0.24773555994033813)",1,1,3.5321197509765625,3.47052001953125,"(-14.303903579711914, -31.719608306884766, 627.1685791015625)","(46.78941345214844, -33.57598876953125, 624.6383056640625)","(-27.507020950317383, 153.2370147705078, 45.131866455078125)","(-23.54011344909668, 155.30885314941406, 45.886016845703125)",POINT (0.4255654513835907 0.2533910721540451),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,18,442423095187,2926507277,1,1,"(0.42101356387138367, 0.25401124358177185)","(0.4293260872364044, 0.25379714369773865)",1,1,3.53411865234375,3.4784088134765625,"(-14.303905487060547, -31.715370178222656, 627.168701171875)","(46.79419708251953, -33.57354736328125, 624.637451171875)","(-27.10097312927246, 154.15933227539062, 45.467613220214844)","(-24.220369338989258, 154.19850158691406, 45.48200607299805)",POINT (0.425169825553894 0.2539041936397552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,18,442423111862,2926523952,1,1,"(0.4178020656108856, 0.2594030499458313)","(0.43175187706947327, 0.25001391768455505)",1,1,3.535003662109375,3.484161376953125,"(-14.29318904876709, -31.707277297973633, 627.12548828125)","(46.796993255615234, -33.571929931640625, 624.6591796875)","(-28.213863372802734, 153.1717071533203, 45.10813903808594)","(-23.379745483398438, 154.89151000976562, 45.734153747558594)",POINT (0.4247769713401794 0.2547084838151932),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
