,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,2,23,169194474905,1892104534,1,1,"(0.4973748028278351, 0.8367999792098999)","(0.5031574368476868, 0.8530084490776062)",1,1,2.5562286376953125,2.85662841796875,"(-49.49321365356445, -14.692577362060547, 686.1433715820312)","(14.646465301513672, -20.407176971435547, 682.971435546875)","(-2.5267226696014404, 47.3218994140625, 6.5819878578186035)","(-0.5286836624145508, 44.36164474487305, 5.504526138305664)",POINT (0.5002661198377609 0.844904214143753),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,23,169194491571,1892121200,1,1,"(0.4919949471950531, 0.8689190149307251)","(0.4887695610523224, 0.8551589250564575)",1,1,2.5885162353515625,2.8154296875,"(-49.64786911010742, -14.718770980834961, 686.369873046875)","(14.578447341918945, -20.409034729003906, 682.9991455078125)","(-4.385605335235596, 41.45578384399414, 4.446904182434082)","(-5.500044345855713, 43.968875885009766, 5.361560821533203)",POINT (0.4903822541236877 0.8620389699935913),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,23,169194508239,1892137867,1,1,"(0.48045092821121216, 0.8522351384162903)","(0.49965986609458923, 0.8276306390762329)",1,1,2.5346221923828125,2.80596923828125,"(-49.68324279785156, -14.729524612426758, 686.0093383789062)","(14.456716537475586, -20.40369415283203, 682.3228759765625)","(-8.374358177185059, 44.50285720825195, 5.555960178375244)","(-1.7371798753738403, 48.996543884277344, 7.191498756408691)",POINT (0.4900553971529007 0.8399328887462616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,23,169194524906,1892154534,1,1,"(0.49720218777656555, 0.8752439618110657)","(0.4930157959461212, 0.8503722548484802)",1,1,2.5640411376953125,2.8064422607421875,"(-49.79964065551758, -14.749073028564453, 686.0442504882812)","(14.390345573425293, -20.398473739624023, 683.123779296875)","(-2.586369276046753, 40.30061721801758, 4.02643346786499)","(-4.032868385314941, 44.84310531616211, 5.679749011993408)",POINT (0.4951089918613434 0.862808108329773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,23,169194541573,1892171200,1,1,"(0.49821048974990845, 0.8522442579269409)","(0.4955158233642578, 0.8397414088249207)",1,1,2.53509521484375,2.835479736328125,"(-49.889183044433594, -14.749693870544434, 686.0302734375)","(14.319812774658203, -20.38673973083496, 682.6237182617188)","(-2.2379801273345947, 44.50122833251953, 5.555309295654297)","(-3.1690475940704346, 46.78468704223633, 6.386477947235107)",POINT (0.4968631565570831 0.8459928333759308),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,23,169194558240,1892187867,1,1,"(0.4871499836444855, 0.8625392913818359)","(0.49213525652885437, 0.8262795805931091)",1,1,2.549041748046875,2.8368072509765625,"(-49.94402313232422, -14.767879486083984, 685.8902587890625)","(14.205036163330078, -20.37165641784668, 682.15283203125)","(-6.059656143188477, 42.620933532714844, 4.871017932891846)","(-4.337117671966553, 49.24330139160156, 7.281322002410889)",POINT (0.4896426200866699 0.8444094359874725),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,23,169194574914,1892204540,1,1,"(0.506396472454071, 0.8512644171714783)","(0.5018412470817566, 0.8040338754653931)",1,1,2.55035400390625,2.836654663085937,"(-50.061492919921875, -14.78897762298584, 686.0955200195312)","(14.16015911102295, -20.374601364135742, 683.055419921875)","(0.590499758720398, 44.6801643371582, 5.620449542999268)","(-0.9834446310997009, 53.30620193481445, 8.760092735290527)",POINT (0.5041188597679138 0.8276491463184357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,23,169194591580,1892221206,1,1,"(0.48932138085365295, 0.8485969305038452)","(0.4921300709247589, 0.8037980198860168)",1,1,2.5196533203125,2.8177947998046875,"(-50.116600036621094, -14.799959182739258, 686.0209350585938)","(14.089082717895508, -20.348819732666016, 682.5831298828125)","(-5.309391975402832, 45.1673469543457, 5.7977776527404785)","(-4.338916301727295, 53.34925842285156, 8.775760650634766)",POINT (0.4907257258892059 0.826197475194931),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,23,169194608248,1892237873,1,1,"(0.4865339398384094, 0.8605866432189941)","(0.48882487416267395, 0.81795334815979)",1,1,2.55078125,2.8425445556640625,"(-50.183860778808594, -14.813785552978516, 685.9591064453125)","(14.010468482971191, -20.307079315185547, 682.4954223632812)","(-6.272517204284668, 42.97757339477539, 5.000759124755859)","(-5.480949878692627, 50.76398468017578, 7.834819316864014)",POINT (0.4876794070005417 0.8392699956893921),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,2,23,169194624915,1892254540,1,1,"(0.5086734890937805, 0.8584501147270203)","(0.4972004294395447, 0.8418884873390198)",1,1,2.5674285888671875,2.838363647460937,"(-50.27159881591797, -14.816250801086426, 686.0096435546875)","(13.938813209533691, -20.240497589111328, 682.628173828125)","(1.377256155014038, 43.3678092956543, 5.142726421356201)","(-2.586988687515259, 46.3925666809082, 6.243693828582764)",POINT (0.5029369592666626 0.85016930103302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
