,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,2.1,11.1,9.1,7.1,6.1,5.1,5.2,4.1,2.2,question,code,choices
0,30,10,2643451040,14527165385,1,1,"(0.446932315826416, 0.18507495522499084)","(0.44348421692848206, 0.1806514412164688)",1,1,3.18072509765625,2.8311920166015625,"(-52.70376968383789, -29.516935348510742, 661.983154296875)","(10.522500991821289, -30.714988708496094, 661.5418701171875)","(-19.95587730407715, 166.35084533691406, 49.90498733520508)","(-21.14728546142578, 167.15875244140625, 50.19902801513672)",POINT (0.445208266377449 0.1828631982207298),,,,,,,,,,1,,
0,30,10,2643467707,14527182052,1,1,"(0.45139598846435547, 0.2219054251909256)","(0.44260546565055847, 0.16468511521816254)",1,1,3.26470947265625,2.8724365234375,"(-52.714805603027344, -29.521493911743164, 662.1160888671875)","(10.577314376831055, -30.736530303955078, 661.68505859375)","(-18.41356658935547, 159.62425231933594, 47.45669174194336)","(-21.450912475585938, 170.0747833251953, 51.260372161865234)",POINT (0.447000727057457 0.1932952702045441),,,,,,,,,,1,,
0,30,10,2643484379,14527198723,1,1,"(0.45120328664779663, 0.21793913841247559)","(0.44202566146850586, 0.16433221101760864)",1,1,3.230438232421875,2.835693359375,"(-52.713382720947266, -29.53041648864746, 662.103759765625)","(10.637717247009277, -30.737625122070312, 661.864501953125)","(-18.480144500732422, 160.3486328125, 47.720367431640625)","(-21.65125846862793, 170.13925170898438, 51.283809661865234)",POINT (0.4466144740581512 0.1911356747150421),,,,,,,,,,1,,
0,30,10,2643501045,14527215389,1,1,"(0.45154088735580444, 0.17651289701461792)","(0.43696191906929016, 0.17933769524097443)",1,1,3.17578125,2.8639373779296875,"(-52.73509979248047, -29.498001098632812, 662.235595703125)","(10.673908233642578, -30.6938533782959, 661.8155517578125)","(-18.36351203918457, 167.91461181640625, 50.47410202026367)","(-23.400903701782227, 167.39869689941406, 50.286338806152344)",POINT (0.4442514032125473 0.1779252961277962),,,,,,,,,,1,,
0,30,10,2643517713,14527232056,1,1,"(0.4517223834991455, 0.18860839307308197)","(0.4367106556892395, 0.169597789645195)",1,1,3.1894989013671875,2.8374176025390625,"(-52.75421905517578, -29.493772506713867, 662.2447509765625)","(10.68203353881836, -30.686586380004883, 661.7066650390625)","(-18.3007869720459, 165.70553588867188, 49.67006301879883)","(-23.48772621154785, 169.17755126953125, 50.93381118774414)",POINT (0.4442165195941925 0.1791030913591385),,,,,,,,,,1,,
0,30,10,2643534380,14527248723,1,1,"(0.44545361399650574, 0.10211130231618881)","(0.43931812047958374, 0.16551122069358826)",1,1,3.057037353515625,2.8473052978515625,"(-52.76384735107422, -29.459957122802734, 662.3162841796875)","(10.689715385437012, -30.647485733032227, 661.5366821289062)","(-20.466800689697266, 181.50306701660156, 55.41994094848633)","(-22.58678436279297, 169.92388916015625, 51.20550537109375)",POINT (0.4423858672380447 0.1338112615048885),,,,,,,,,,,,
0,30,10,2643551047,14527265389,1,1,"(0.4509250521659851, 0.1296175867319107)","(0.44007381796836853, 0.1647089272737503)",1,1,3.10198974609375,2.8612213134765625,"(-52.77921676635742, -29.46076202392578, 662.2767333984375)","(10.69662857055664, -30.64171600341797, 661.4881591796875)","(-18.576282501220703, 176.4794158935547, 53.591487884521484)","(-22.32564926147461, 170.07041931152344, 51.25881576538086)",POINT (0.4454994350671768 0.1471632570028305),,,,,,,,,,1,,
0,30,10,2643567713,14527282055,1,1,"(0.4514397084712982, 0.16367971897125244)","(0.4334474802017212, 0.16902366280555725)",1,1,3.160995483398437,2.877197265625,"(-52.778160095214844, -29.43303680419922, 662.2400512695312)","(10.7154541015625, -30.61081886291504, 661.4263916015625)","(-18.39846420288086, 170.25840759277344, 51.327205657958984)","(-24.615232467651367, 169.2823944091797, 50.971981048583984)",POINT (0.4424435943365097 0.1663516908884048),,,,,,,,,,1,,
0,30,10,2643584372,14527298714,1,1,"(0.44841253757476807, 0.16586479544639587)","(0.43177682161331177, 0.16529762744903564)",1,1,3.180084228515625,2.86920166015625,"(-52.774131774902344, -29.430461883544922, 662.1427001953125)","(10.731118202209473, -30.614078521728516, 661.4498901367188)","(-19.44441795349121, 169.8593292236328, 51.181976318359375)","(-25.192487716674805, 169.96292114257812, 51.219661712646484)",POINT (0.4400946795940399 0.1655812114477158),,,,,,,,,,1,,
0,30,10,2643601047,14527315389,1,1,"(0.4530464708805084, 0.19252242147922516)","(0.4281575083732605, 0.1638348251581192)",1,1,3.23944091796875,2.881072998046875,"(-52.76963424682617, -29.41329574584961, 662.1679077148438)","(10.756046295166016, -30.604171752929688, 661.4973754882812)","(-17.84328842163086, 164.9906768798828, 49.40990447998047)","(-26.443058013916016, 170.23008728027344, 51.31688690185547)",POINT (0.4406019896268845 0.1781786233186722),,,,,,,,,,1,,
0,30,10,2643617712,14527332053,1,1,"(0.45196157693862915, 0.1238468736410141)","(0.43413981795310974, 0.16647034883499146)",1,1,3.13128662109375,2.9043121337890625,"(-52.764305114746094, -29.4097957611084, 662.1566162109375)","(10.766375541687012, -30.606273651123047, 661.461181640625)","(-18.218141555786133, 177.5333709716797, 53.97502517700195)","(-24.376007080078125, 169.7487335205078, 51.14170455932617)",POINT (0.4430506974458694 0.1451586112380028),,,,,,,,,,1,,
0,30,10,2643634387,14527348728,1,1,"(0.4493458569049835, 0.18149025738239288)","(0.4288495182991028, 0.15903493762016296)",1,1,3.2474365234375,2.865219116210937,"(-52.75577163696289, -29.39756202697754, 662.0844116210938)","(10.783366203308105, -30.607269287109375, 661.52099609375)","(-19.1219539642334, 167.00555419921875, 50.143253326416016)","(-26.20395278930664, 171.10670471191406, 51.63601303100586)",POINT (0.4390976876020432 0.1702625975012779),,,,,,,,,,1,,
