,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,num1.1,int.3,num2.1,if.1,num1.2,==.1,0.1,return.1,num2.2,+.1,num1.3,-----------.4,else.1,if.2,num2.3,==.2,0.2,return.2,num1.4,*.1,2.1,-----------.5,else.2,return.3,afunc.2,num1.5,-.1,1.1,num2.4,-.2,1.2,-----------.8,-----------.9,-----------.10,question,code,choices
0,44,21,163697957063,4536254783,1,1,"(0.5666037797927856, 0.051139675080776215)","(0.5923142433166504, 0.07086608558893204)",1,1,2.942352294921875,3.362548828125,"(-122.46996307373047, -75.38612365722656, 625.8800659179688)","(-45.726558685302734, -69.8192367553711, 634.15966796875)","(21.393644332885742, 190.8123779296875, 58.80821228027344)","(30.27724266052246, 187.2095947265625, 57.496910095214844)",POINT (0.579459011554718 0.0610028803348541),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,21,163697973731,4536271450,1,1,"(0.5646467208862305, 0.039164841175079346)","(0.5954160690307617, 0.08156199753284454)",1,1,2.941925048828125,3.354949951171875,"(-122.52476501464844, -75.29222106933594, 625.8194580078125)","(-45.769500732421875, -69.7308349609375, 634.0616455078125)","(20.7174129486084, 192.99940490722656, 59.604278564453125)","(31.349002838134766, 185.25611877441406, 56.78594207763672)",POINT (0.5800313949584961 0.0603634193539619),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,21,163697990402,4536288121,1,1,"(0.5761364102363586, 0.14224769175052643)","(0.5902830362319946, 0.07136491686105728)",1,1,3.105712890625,3.34375,"(-122.53135681152344, -75.2177505493164, 625.794189453125)","(-45.759559631347656, -69.69207763671875, 634.1411743164062)","(24.687397003173828, 174.1726837158203, 52.75188064575195)","(29.575397491455078, 187.11851501464844, 57.463714599609375)",POINT (0.5832097232341766 0.1068063043057918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,21,163698007070,4536304788,1,1,"(0.5753538012504578, 0.13296404480934143)","(0.5855193138122559, 0.10560859739780426)",1,1,3.1085968017578125,3.3876953125,"(-122.48237609863281, -75.18446350097656, 625.681884765625)","(-45.698951721191406, -69.67586517333984, 633.9466552734375)","(24.4169979095459, 175.8682403564453, 53.36896514892578)","(27.92941665649414, 180.86434936523438, 55.18741989135742)",POINT (0.5804365575313568 0.1192863211035728),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,21,163698040404,4536338121,1,1,"(0.5681647062301636, 0.03495079651474953)","(0.5903084874153137, 0.0690360963344574)",1,1,2.952133178710937,3.37548828125,"(-122.34100341796875, -75.30198669433594, 625.4328002929688)","(-45.58380126953125, -69.88422393798828, 634.0538330078125)","(21.932939529418945, 193.76904296875, 59.8843879699707)","(29.584211349487305, 187.5438232421875, 57.618587493896484)",POINT (0.5792365968227386 0.0519934464246035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,21,163698057071,4536354788,1,1,"(0.5776614546775818, 0.03136429563164711)","(0.5917875170707703, 0.06464043259620667)",1,1,2.9330291748046875,3.359527587890625,"(-122.27780151367188, -75.42627716064453, 625.2815551757812)","(-45.52246856689453, -70.00334167480469, 633.8634643554688)","(25.214324951171875, 194.42405700683594, 60.12282943725586)","(30.095243453979492, 188.34661865234375, 57.91079330444336)",POINT (0.584724485874176 0.0480023641139269),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,21,163698073739,4536371455,1,1,"(0.5710675120353699, 0.04412141814827919)","(0.5837071537971497, 0.07216260582208633)",1,1,2.968719482421875,3.3645477294921875,"(-122.25532531738281, -75.54545593261719, 625.272216796875)","(-45.48202896118164, -70.0862045288086, 633.8655395507812)","(22.93596076965332, 192.09414672851562, 59.274784088134766)","(27.303264617919922, 186.97279357910156, 57.41075897216797)",POINT (0.5773873329162598 0.0581420119851828),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,21,163698090405,4536388121,1,1,"(0.5733484625816345, 0.03988804668188095)","(0.5903748273849487, 0.0746113583445549)",1,1,2.9550323486328125,3.357894897460937,"(-122.22003173828125, -75.66558074951172, 625.11181640625)","(-45.473060607910156, -70.20645141601562, 633.7930908203125)","(23.72408103942871, 192.86734008789062, 59.556182861328125)","(29.607105255126953, 186.5255584716797, 57.24797821044922)",POINT (0.5818616449832916 0.0572497025132179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,21,163698107076,4536404791,1,1,"(0.5665598511695862, 0.047098930925130844)","(0.581882655620575, 0.06558964401483536)",1,1,2.9723052978515625,3.38189697265625,"(-122.19737243652344, -75.7608642578125, 624.998291015625)","(-45.45492935180664, -70.26214599609375, 633.73681640625)","(21.37844467163086, 191.5503692626953, 59.07680892944336)","(26.67287826538086, 188.1732635498047, 57.847679138183594)",POINT (0.5742212533950806 0.0563442874699831),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,21,163698123743,4536421458,1,1,"(0.572433352470398, 0.051422469317913055)","(0.5907996892929077, 0.06897948682308197)",1,1,2.989654541015625,3.3590240478515625,"(-122.16596221923828, -75.83467102050781, 624.822021484375)","(-45.438751220703125, -70.2958984375, 633.5576171875)","(23.407907485961914, 190.76072692871094, 58.789390563964844)","(29.753934860229492, 187.5541534423828, 57.622371673583984)",POINT (0.5816165208816528 0.0602009780704975),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
