,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,afunc.1,const.1,-----------.1,std::vector<int>.1,inputList.1,-----------.2,-----------.3,std::unordered_map.1,int.2,int.3,Map.1,for.1,int.4,number.1,-----------.4,inputList.2,-----------.5,number.2,++.1,-----------.6,int.5,result2.1,=.1,inputList.3,0.1,-----------.7,int.6,result1.1,=.2,Map.2,inputList.4,0.2, .1,-----------.8,-----------.9,for.2,const.2,auto.1,entry.1,-----------.10,Map.3,if.1,second.1,>.12,result1.2,result2.2,=.3,entry.2,first.1,result1.3,=.4,entry.3,second.2,-----------.13,-----------.14,return.1,result2.3,-----------.15,question,code,choices
0,25,14,250482173149,1977683261,1,1,"(0.5476886034011841, 0.14395691454410553)","(0.5568673014640808, 0.2696390748023987)",1,1,3.2415008544921875,2.886459350585937,"(-44.16688537597656, -27.861759185791016, 673.1116943359375)","(25.765071868896484, -26.75617218017578, 674.9734497070312)","(14.857948303222656, 173.8605194091797, 52.63827896118164)","(18.029438018798828, 150.90635681152344, 44.28358840942383)",POINT (0.5522779524326324 0.2067979946732521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,25,14,250482189816,1977699928,1,1,"(0.4600006937980652, 0.19491808116436005)","(0.4588075578212738, 0.27787864208221436)",1,1,3.2314605712890625,2.824249267578125,"(-44.43346405029297, -27.920961380004883, 673.0252685546875)","(25.45720100402832, -26.845264434814453, 675.2620849609375)","(-15.440427780151367, 164.55313110351562, 49.250648498535156)","(-15.852685928344727, 149.40150451660156, 43.73588943481445)",POINT (0.4594041258096695 0.2363983616232872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482206483,1977716594,1,1,"(0.46022263169288635, 0.18258042633533478)","(0.46413418650627136, 0.3052937984466553)",1,1,3.253402709960937,2.8716583251953125,"(-44.43558883666992, -27.93965721130371, 672.9114990234375)","(25.443103790283203, -26.837989807128906, 675.2506713867188)","(-15.36373519897461, 166.8064422607422, 50.070770263671875)","(-14.012198448181152, 144.3944549560547, 41.91352844238281)",POINT (0.4621784090995789 0.243937112390995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482223159,1977733270,1,1,"(0.4698726534843445, 0.19677115976810455)","(0.4608696401119232, 0.33380377292633057)",1,1,3.2349090576171875,2.876739501953125,"(-44.441993713378906, -27.943899154663086, 672.7215576171875)","(25.434228897094727, -26.839691162109375, 675.1378173828125)","(-12.02941608428955, 164.21470642089844, 49.1274528503418)","(-15.140192031860352, 139.1875, 40.0183219909668)",POINT (0.4653711467981338 0.2652874663472176),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482239826,1977749936,1,1,"(0.47335171699523926, 0.20783871412277222)","(0.46501967310905457, 0.3086681365966797)",1,1,3.2611083984375,2.8585662841796875,"(-44.45476531982422, -27.933650970458984, 672.618896484375)","(25.433368682861328, -26.834699630737305, 675.1126708984375)","(-10.827310562133789, 162.19337463378906, 48.39173126220703)","(-13.706243515014648, 143.7781982421875, 41.68917465209961)",POINT (0.4691856950521469 0.258253425359726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482256493,1977766603,1,1,"(0.46705377101898193, 0.2039400339126587)","(0.45942091941833496, 0.26809290051460266)",1,1,3.2650146484375,2.8195953369140625,"(-44.47119140625, -27.910215377807617, 672.59130859375)","(25.429119110107422, -26.834692001342773, 675.037109375)","(-13.003417015075684, 162.9053955078125, 48.65094757080078)","(-15.64074993133545, 151.188720703125, 44.38641357421875)",POINT (0.4632373452186584 0.2360164672136307),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482273152,1977783261,1,1,"(0.4693615436553955, 0.1855354607105255)","(0.45961418747901917, 0.3052496314048767)",1,1,3.2407989501953125,2.855499267578125,"(-44.48957824707031, -27.88416290283203, 672.60107421875)","(25.42725372314453, -26.827457427978516, 674.9996337890625)","(-12.206018447875977, 166.26675415039062, 49.874359130859375)","(-15.573966026306152, 144.4025421142578, 41.91642761230469)",POINT (0.4644878655672073 0.2453925460577011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482289819,1977799928,1,1,"(0.46703100204467773, 0.1976800262928009)","(0.45986446738243103, 0.3240806758403778)",1,1,3.25848388671875,2.8996734619140625,"(-44.51551055908203, -27.87480926513672, 672.685791015625)","(25.420330047607422, -26.822710037231445, 674.9371948242188)","(-13.011269569396973, 164.0487060546875, 49.067020416259766)","(-15.487502098083496, 140.9633026123047, 40.664634704589844)",POINT (0.4634477347135544 0.2608803510665894),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482306488,1977816596,1,1,"(0.4652245044708252, 0.194132000207901)","(0.4622436463832855, 0.30887582898139954)",1,1,3.2576141357421875,2.89044189453125,"(-44.54573059082031, -27.865463256835938, 672.7069091796875)","(25.398895263671875, -26.807716369628906, 674.7999267578125)","(-13.635472297668457, 164.6967010498047, 49.30289840698242)","(-14.665432929992676, 143.74026489257812, 41.675411224365234)",POINT (0.4637340754270554 0.2515039145946503),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482323154,1977833262,1,1,"(0.46839794516563416, 0.2030128687620163)","(0.4659133851528168, 0.2802477777004242)",1,1,3.262191772460937,2.8330535888671875,"(-44.57743835449219, -27.866836547851562, 672.6649169921875)","(25.371187210083008, -26.802051544189453, 674.6507568359375)","(-12.538961410522461, 163.07473754882812, 48.71259689331055)","(-13.39745044708252, 148.9687957763672, 43.57841873168945)",POINT (0.4671556651592255 0.2416303232312202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482339821,1977849928,1,1,"(0.4693463444709778, 0.17977535724639893)","(0.47384294867515564, 0.2472846806049347)",1,1,3.2558135986328125,2.7848358154296875,"(-44.614158630371094, -27.86298942565918, 672.6093139648438)","(25.329322814941406, -26.785202026367188, 674.4901123046875)","(-12.211259841918945, 167.31875610351562, 50.257240295410156)","(-10.657590866088867, 154.98907470703125, 45.76962661743164)",POINT (0.4715946465730667 0.2135300189256668),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,25,14,250482356489,1977866596,1,1,"(0.4742368459701538, 0.1940121203660965)","(0.4646586775779724, 0.28667426109313965)",1,1,3.259750366210937,2.862030029296875,"(-44.65968704223633, -27.87775230407715, 672.5653076171875)","(25.29088592529297, -26.783870697021484, 674.4678344726562)","(-10.521472930908203, 164.71859741210938, 49.31086349487305)","(-13.830974578857422, 147.7950897216797, 43.15120315551758)",POINT (0.4694477617740631 0.2403431907296181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482373156,1977883262,1,1,"(0.4642460346221924, 0.19645138084888458)","(0.4616236984729767, 0.2783079445362091)",1,1,3.2569580078125,2.8470611572265625,"(-44.710594177246094, -27.885822296142578, 672.6084594726562)","(25.255664825439453, -26.779399871826172, 674.9236450195312)","(-13.97356128692627, 164.2731170654297, 49.14872360229492)","(-14.879642486572266, 149.3230743408203, 43.7073974609375)",POINT (0.4629348665475845 0.2373796626925468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,25,14,250482389823,1977899929,1,1,"(0.4674623906612396, 0.1919744610786438)","(0.4636116921901703, 0.21992480754852295)",1,1,3.259490966796875,2.7895050048828125,"(-44.788055419921875, -27.922414779663086, 672.762451171875)","(25.202041625976562, -26.786474227905273, 675.0162353515625)","(-12.862232208251953, 165.0907440185547, 49.446346282958984)","(-14.192740440368652, 159.98599243164062, 47.588348388671875)",POINT (0.465537041425705 0.2059496343135834),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25,14,250482406490,1977916595,1,1,"(0.47015252709388733, 0.1829758882522583)","(0.47030752897262573, 0.2751719653606415)",1,1,3.258529663085937,2.828033447265625,"(-44.858341217041016, -27.943246841430664, 672.8031616210938)","(25.118677139282227, -26.769100189208984, 674.68212890625)","(-11.932717323303223, 166.73422241210938, 50.04450988769531)","(-11.879150390625, 149.89581298828125, 43.91585159301758)",POINT (0.4702300280332565 0.2290739268064499),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
