,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,number.1,n.1,if.1,<=.1,n.2,0.1,0.2,      .1,letrec.1,-----------.1,helper.1,lambda.1,i.1,acc.1,if.2,>.1,i.2,n.3,acc.2,helper.2,+.1,i.3,1.1,+.2,acc.3,i.4,).1,).2,).3,).4,(.1,helper.3,1.2,0.3,).5,).6,).7,question,code,choices
0,5,32,66442956788,8219041836,1,1,"(0.5680259466171265, 0.07053675502538681)","(0.6001602411270142, 0.06489351391792297)",1,1,2.905868530273437,2.93939208984375,"(-26.38468360900879, -0.3144361972808838, 702.2032470703125)","(38.519039154052734, 1.6433188915252686, 694.965087890625)","(21.88502311706543, 187.26974487304688, 57.518795013427734)","(32.98822784423828, 188.3004150390625, 57.89392852783203)",POINT (0.5840930938720703 0.0677151344716549),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,32,66442973455,8219058503,1,1,"(0.5740375518798828, 0.0648462325334549)","(0.6013370752334595, 0.06943026185035706)",1,1,2.888214111328125,2.958953857421875,"(-26.31513214111328, -0.30840227007865906, 702.140625)","(38.61647415161133, 1.6157944202423096, 694.91357421875)","(23.962188720703125, 188.3090362548828, 57.89710998535156)","(33.39487075805664, 187.47183227539062, 57.59236526489258)",POINT (0.5876873135566711 0.067138247191906),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,32,66442990122,8219075169,1,1,"(0.5743038654327393, 0.06265183538198471)","(0.6055890917778015, 0.06224328279495239)",1,1,2.906524658203125,2.950469970703125,"(-26.243751525878906, -0.30092549324035645, 702.119140625)","(38.69503402709961, 1.603766918182373, 694.9443359375)","(24.054214477539062, 188.70982360839844, 58.04295349121094)","(34.86404037475586, 188.78443908691406, 58.07011032104492)",POINT (0.5899464786052704 0.0624475590884686),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,32,66443006790,8219091837,1,1,"(0.565704345703125, 0.05385427176952362)","(0.5991780757904053, 0.05342203006148338)",1,1,2.8717041015625,2.931381225585937,"(-26.157629013061523, -0.29684948921203613, 702.0851440429688)","(38.77354431152344, 1.5873475074768066, 694.8280639648438)","(21.082870483398438, 190.3165740966797, 58.627769470214844)","(32.648868560791016, 190.39552307128906, 58.65650177001953)",POINT (0.5824412107467651 0.0536381509155035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,32,66443023457,8219108503,1,1,"(0.5757231712341309, 0.07500109076499939)","(0.6027411818504333, 0.05717916786670685)",1,1,2.8986358642578125,2.909759521484375,"(-26.102001190185547, -0.28592145442962646, 702.103271484375)","(38.84870147705078, 1.5768860578536987, 694.873046875)","(24.54462432861328, 186.4543914794922, 57.22206115722656)","(33.8800163269043, 189.70933532714844, 58.40674591064453)",POINT (0.5892321765422821 0.0660901293158531),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,32,66443040124,8219125170,1,1,"(0.5741869211196899, 0.062493182718753815)","(0.5991745591163635, 0.04762111231684685)",1,1,2.8723297119140625,2.891693115234375,"(-26.05819320678711, -0.27986159920692444, 702.147705078125)","(38.897605895996094, 1.5681157112121582, 694.840576171875)","(24.01380729675293, 188.73880004882812, 58.05350875854492)","(32.64765167236328, 191.45498657226562, 59.0421257019043)",POINT (0.5866807401180267 0.0550571475178003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,32,66443056797,8219141842,1,1,"(0.5709550976753235, 0.06443217396736145)","(0.5998784303665161, 0.04666639119386673)",1,1,2.860946655273437,2.880706787109375,"(-26.011606216430664, -0.2619745135307312, 702.096923828125)","(38.941246032714844, 1.570723295211792, 694.76806640625)","(22.897117614746094, 188.38465881347656, 57.92460632324219)","(32.89088439941406, 191.6293487548828, 59.1056022644043)",POINT (0.5854167640209198 0.0555492825806141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,32,66443073464,8219158509,1,1,"(0.5717830657958984, 0.06150490418076515)","(0.6015037298202515, 0.04322734475135803)",1,1,2.8438720703125,2.8742828369140625,"(-25.97806167602539, -0.24286974966526031, 702.0723266601562)","(38.97047424316406, 1.5763227939605713, 694.6843872070312)","(23.18319320678711, 188.9193115234375, 58.11918258666992)","(33.45245361328125, 192.2574462890625, 59.33419418334961)",POINT (0.586643397808075 0.0523661244660616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,32,66443090132,8219175176,1,1,"(0.5677871704101562, 0.058354657143354416)","(0.601510226726532, 0.04555470123887062)",1,1,2.824920654296875,2.87103271484375,"(-25.95526885986328, -0.22357383370399475, 702.060302734375)","(38.99443054199219, 1.586654543876648, 694.6818237304688)","(21.80252456665039, 189.49464416503906, 58.328590393066406)","(33.45469665527344, 191.83238220214844, 59.17948913574219)",POINT (0.5846486985683441 0.0519546791911125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,32,66443106798,8219191842,1,1,"(0.5719071626663208, 0.05620749294757843)","(0.6002471446990967, 0.05661865696310997)",1,1,2.8280029296875,2.874862670898437,"(-25.93621063232422, -0.2208774834871292, 701.9664306640625)","(39.01409912109375, 1.5814311504364014, 694.6119995117188)","(23.226083755493164, 189.8867950439453, 58.471370697021484)","(33.018280029296875, 189.81170654296875, 58.44401550292969)",POINT (0.5860771536827087 0.0564130749553442),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,32,66443123466,8219208509,1,1,"(0.5680994391441345, 0.08313702791929245)","(0.5960878133773804, 0.058355238288640976)",1,1,2.844970703125,2.85821533203125,"(-25.925670623779297, -0.19604727625846863, 701.9400634765625)","(39.027259826660156, 1.594343900680542, 694.583984375)","(21.910438537597656, 184.9684600830078, 56.68122863769531)","(31.581127166748047, 189.49452209472656, 58.32859420776367)",POINT (0.5820936262607574 0.0707461331039667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
