,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,std::vector<int>.1,sequence.1,int.1,start.1,int.2,end.1,int.3,diff.1,-----------.2,std::vector<int>.2,result.1,if.1,start.2,>.1,end.2,return.1,result.2,-----------.5,else.1,while.1,start.3,<=.1,end.3,result.3,push_back.1,end.4,-----------.8,end.5,-=.1,diff.2,-----------.10,return.2,result.4,-----------.11,-----------.12,question,code,choices
0,36,13,343808143569,2623514897,1,1,"(0.4899253249168396, 0.25523141026496887)","(0.49529674649238586, 0.28888562321662903)",1,1,2.8896026611328125,2.9111785888671875,"(-113.66444396972656, 5.771618366241455, 484.65191650390625)","(-52.407379150390625, 9.367938995361328, 493.7519836425781)","(-5.100709438323975, 153.53770446777344, 45.241363525390625)","(-3.24474835395813, 147.39120483398438, 43.00423812866211)",POINT (0.4926110357046127 0.272058516740799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,13,343808160237,2623531564,1,1,"(0.47783923149108887, 0.26491230726242065)","(0.4813099801540375, 0.2987973093986511)",1,1,2.88983154296875,2.8952789306640625,"(-113.67713928222656, 5.745840072631836, 484.60467529296875)","(-52.418540954589844, 9.359678268432617, 493.41900634765625)","(-9.276762962341309, 151.76962280273438, 44.59782028198242)","(-8.077533721923828, 145.58096313476562, 42.34538269042969)",POINT (0.4795746058225632 0.2818548083305359),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,13,343808176903,2623548230,1,1,"(0.4857376515865326, 0.24835927784442902)","(0.4867677092552185, 0.30163314938545227)",1,1,2.8760986328125,2.899887084960937,"(-113.76527404785156, 5.725223064422607, 484.7987060546875)","(-52.47710037231445, 9.3509521484375, 493.5738525390625)","(-6.547654151916504, 154.79281616210938, 45.69817352294922)","(-6.191740036010742, 145.0630340576172, 42.15686798095703)",POINT (0.4862526804208756 0.2749962136149406),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,13,343808193571,2623564897,1,1,"(0.4926854968070984, 0.26936599612236023)","(0.4955942630767822, 0.2885567247867584)",1,1,2.900543212890625,2.8780517578125,"(-113.87709045410156, 5.725796699523926, 485.08251953125)","(-52.56237030029297, 9.358806610107422, 493.9459533691406)","(-4.146998882293701, 150.95619201660156, 44.30182647705078)","(-3.14194917678833, 147.45126342773438, 43.026119232177734)",POINT (0.4941398799419403 0.2789613604545593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,13,343808210238,2623581564,1,1,"(0.5025152564048767, 0.26420629024505615)","(0.484998881816864, 0.29674839973449707)",1,1,2.890380859375,2.9091796875,"(-114.00188446044922, 5.730443954467773, 485.4470520019531)","(-52.561309814453125, 9.369157791137695, 493.86279296875)","(-0.7505813241004944, 151.8985595703125, 44.6447868347168)","(-6.802921295166016, 145.95518493652344, 42.48152160644531)",POINT (0.4937570691108704 0.2804773449897766),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,13,343808226905,2623598230,1,1,"(0.5040612816810608, 0.27580955624580383)","(0.4830555021762848, 0.2958814799785614)",1,1,2.903900146484375,2.886260986328125,"(-114.04112243652344, 5.744426727294922, 485.53094482421875)","(-52.595489501953125, 9.389341354370117, 493.9134521484375)","(-0.21638503670692444, 149.77938842773438, 43.87342834472656)","(-7.4744181632995605, 146.11351013183594, 42.539180755615234)",POINT (0.4935583919286728 0.2858455181121826),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,13,343808243577,2623614902,1,1,"(0.5094102025032043, 0.2712996006011963)","(0.4888971149921417, 0.29396840929985046)",1,1,2.91937255859375,2.911163330078125,"(-114.09175109863281, 5.744707107543945, 485.69696044921875)","(-52.63911437988281, 9.403144836425781, 494.126708984375)","(1.6317986249923706, 150.60305786132812, 44.17325210571289)","(-5.455979824066162, 146.46290588378906, 42.666343688964844)",POINT (0.499153658747673 0.2826340049505234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,13,343808260245,2623631569,1,1,"(0.5060436129570007, 0.27826258540153503)","(0.4847771227359772, 0.3035809397697449)",1,1,2.89019775390625,2.9310760498046875,"(-114.0799789428711, 5.759183883666992, 485.658203125)","(-52.63376235961914, 9.430633544921875, 493.9756164550781)","(0.46856704354286194, 149.33135986328125, 43.71040344238281)","(-6.879540920257568, 144.70729064941406, 42.027400970458984)",POINT (0.495410367846489 0.29092176258564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,13,343808276911,2623648235,1,1,"(0.5086460113525391, 0.29000458121299744)","(0.4865989089012146, 0.30154404044151306)",1,1,2.8833465576171875,2.92047119140625,"(-114.09991455078125, 5.778111457824707, 485.8631591796875)","(-52.643775939941406, 9.440765380859375, 494.097900390625)","(1.3677504062652588, 147.18685913085938, 42.929813385009766)","(-6.2500691413879395, 145.07931518554688, 42.16276550292969)",POINT (0.4976224601268768 0.2957743108272552),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,13,343808293579,2623664902,1,1,"(0.5133349895477295, 0.2824404537677765)","(0.485534131526947, 0.30070677399635315)",1,1,2.896820068359375,2.90814208984375,"(-114.116455078125, 5.81199312210083, 486.05792236328125)","(-52.63862609863281, 9.469890594482422, 494.16766357421875)","(2.9879226684570312, 148.56834411621094, 43.43264389038086)","(-6.617984294891357, 145.23223876953125, 42.2183952331543)",POINT (0.4994345605373383 0.2915736138820648),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
