,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,9,6,179551138316,5717198125,1,1,"(0.43225768208503723, 0.23708327114582062)","(0.5118133425712585, 0.2981320321559906)",1,1,3.2346343994140625,3.2792205810546875,"(-30.381908416748047, -46.165069580078125, 755.4096069335938)","(38.183624267578125, -46.55185317993164, 757.814453125)","(-25.026338577270508, 156.85223388671875, 46.447757720947266)","(2.462162494659424, 145.7024688720703, 42.38959884643555)",POINT (0.4720355123281479 0.2676076516509056),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,6,179551154983,5717214791,1,1,"(0.4375283122062683, 0.2158723771572113)","(0.5183240175247192, 0.2770501673221588)",1,1,3.188140869140625,3.236068725585937,"(-30.43631362915039, -46.16733932495117, 755.325927734375)","(38.14886474609375, -46.54231262207031, 757.9298706054688)","(-23.20519256591797, 160.72610473632812, 47.85775375366211)","(4.711755275726318, 149.55279541015625, 43.790958404541016)",POINT (0.4779261648654938 0.2464612722396851),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,6,179551171650,5717231458,1,1,"(0.4298582375049591, 0.21628737449645996)","(0.5128351449966431, 0.285686194896698)",1,1,3.161407470703125,3.25286865234375,"(-30.485260009765625, -46.156246185302734, 754.880615234375)","(38.09581756591797, -46.53290557861328, 758.0950927734375)","(-25.85540771484375, 160.6503143310547, 47.83015441894531)","(2.815217971801758, 147.9755401611328, 43.21691131591797)",POINT (0.4713466912508011 0.250986784696579),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,6,179551188318,5717248125,1,1,"(0.46432730555534363, 0.25434574484825134)","(0.5167739987373352, 0.2785921096801758)",1,1,3.2588348388671875,3.258636474609375,"(-30.611345291137695, -46.21217346191406, 755.7645874023438)","(38.005638122558594, -46.50945281982422, 757.9769287109375)","(-13.945469856262207, 153.69947814941406, 45.30020523071289)","(4.176200866699219, 149.27117919921875, 43.68846130371094)",POINT (0.4905506521463394 0.2664689272642136),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,6,179551204985,5717264792,1,1,"(0.43936270475387573, 0.22369953989982605)","(0.5125800371170044, 0.2768625319004059)",1,1,3.1830596923828125,3.26947021484375,"(-30.680946350097656, -46.20436477661133, 755.4910278320312)","(37.91566467285156, -46.4810791015625, 757.7177734375)","(-22.571372985839844, 159.2965850830078, 47.337406158447266)","(2.727057933807373, 149.58706665039062, 43.803436279296875)",POINT (0.4759713709354401 0.250281035900116),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,6,179551221658,5717281464,1,1,"(0.421133816242218, 0.2433529496192932)","(0.5104100704193115, 0.27974197268486023)",1,1,3.229095458984375,3.273544311523437,"(-30.795658111572266, -46.04784393310547, 751.8713989257812)","(37.86079025268555, -46.49061965942383, 757.8668823242188)","(-28.869924545288086, 155.70716857910156, 46.03096389770508)","(1.9772714376449585, 149.06118774414062, 43.61204528808594)",POINT (0.4657719433307648 0.2615474611520767),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,6,179551238324,5717298130,1,1,"(0.4717075526714325, 0.2538546323776245)","(0.5070129036903381, 0.28789955377578735)",1,1,3.25860595703125,3.277435302734375,"(-30.839458465576172, -46.23237228393555, 755.5692749023438)","(37.79689025878906, -46.48982238769531, 757.8419189453125)","(-11.39540958404541, 153.78915405273438, 45.3328857421875)","(0.8034844994544983, 147.57130432128906, 43.06975555419922)",POINT (0.4893602281808853 0.2708770930767059),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,6,179551254992,5717314797,1,1,"(0.4364285171031952, 0.20469726622104645)","(0.5116663575172424, 0.29309090971946716)",1,1,3.1688995361328125,3.2730255126953125,"(-30.898509979248047, -46.25162124633789, 755.8792114257812)","(37.73793029785156, -46.48628234863281, 757.5948486328125)","(-23.585201263427734, 162.76708984375, 48.6005859375)","(2.411375045776367, 146.62315368652344, 42.72469711303711)",POINT (0.4740474373102188 0.2488940879702568),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,6,179551271658,5717331463,1,1,"(0.4490633010864258, 0.2747066020965576)","(0.5140547156333923, 0.29667142033576965)",1,1,3.253265380859375,3.26190185546875,"(-30.931007385253906, -46.25146484375, 755.5289916992188)","(37.70240783691406, -46.48307800292969, 757.4564208984375)","(-19.21957778930664, 149.9808349609375, 43.94675064086914)","(3.2365920543670654, 145.96922302246094, 42.486724853515625)",POINT (0.4815590083599091 0.2856890112161636),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,6,179551288326,5717348130,1,1,"(0.45839112997055054, 0.2247166931629181)","(0.5159953832626343, 0.29175618290901184)",1,1,3.167465209960937,3.2621002197265625,"(-30.95207405090332, -46.25183868408203, 755.3700561523438)","(37.680335998535156, -46.48041534423828, 757.4112548828125)","(-15.996560096740723, 159.1107940673828, 47.26982498168945)","(3.9071550369262695, 146.866943359375, 42.813392639160156)",POINT (0.4871932566165924 0.258236438035965),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,9,6,179551304993,5717364797,1,1,"(0.4466869831085205, 0.24051682651042938)","(0.5173309445381165, 0.27144765853881836)",1,1,3.2210845947265625,3.2355194091796875,"(-30.96978759765625, -46.24720001220703, 755.099609375)","(37.662696838378906, -46.48374938964844, 757.3811645507812)","(-20.0406436920166, 156.22512817382812, 46.21954345703125)","(4.368615627288818, 150.57601928710938, 44.163387298583984)",POINT (0.4820089638233185 0.2559822425246239),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
