,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,14,31,237554884025,4187620366,1,1,"(0.39291006326675415, 0.35343441367149353)","(0.4181753993034363, 0.23987096548080444)",1,1,3.3711700439453125,3.797286987304688,"(96.705322265625, 38.904083251953125, 550.1263427734375)","(158.93865966796875, 44.8344841003418, 529.5198974609375)","(-36.385623931884766, 141.22686767578125, 40.760589599609375)","(-27.587350845336914, 162.13040161132812, 48.368865966796875)",POINT (0.4055427312850952 0.296652689576149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,31,237554900693,4187637033,1,1,"(0.3940199017524719, 0.36206668615341187)","(0.4109431207180023, 0.25476646423339844)",1,1,3.39776611328125,3.8029632568359375,"(96.90062713623047, 38.959442138671875, 550.07373046875)","(159.20703125, 44.8802604675293, 529.6173706054688)","(-35.9991455078125, 139.63792419433594, 40.18227005004883)","(-30.10587501525879, 159.38858032226562, 47.37091827392578)",POINT (0.4024815112352371 0.3084165751934052),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,31,237554917359,4187653699,1,1,"(0.37481972575187683, 0.34364843368530273)","(0.39812517166137695, 0.2553022801876068)",1,1,3.385986328125,3.786529541015625,"(97.09053039550781, 39.02005386352539, 550.009033203125)","(159.3888397216797, 44.917728424072266, 529.5155639648438)","(-42.68532943725586, 143.02813720703125, 41.416255950927734)","(-34.56953430175781, 159.2899627685547, 47.335025787353516)",POINT (0.3864724487066269 0.2994753569364548),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
0,14,31,237554934028,4187670366,1,1,"(0.38593947887420654, 0.3610340654850006)","(0.41073739528656006, 0.23640526831150055)",1,1,3.3955230712890625,3.802902221679688,"(97.25022888183594, 39.09690475463867, 549.8988037109375)","(159.62005615234375, 44.98731994628906, 529.6138305664062)","(-38.81303405761719, 139.8280029296875, 40.2514533996582)","(-30.177520751953125, 162.768310546875, 48.60104751586914)",POINT (0.3983384370803833 0.2987196668982506),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
0,14,31,237554950695,4187687033,1,1,"(0.3867533504962921, 0.3492472171783447)","(0.4061957895755768, 0.2679615020751953)",1,1,3.4134521484375,3.819625854492188,"(97.40931701660156, 39.16477584838867, 549.937744140625)","(159.7729949951172, 45.02769470214844, 529.573486328125)","(-38.52960205078125, 141.9976043701172, 41.04109573364258)","(-31.759069442749023, 156.9597930908203, 46.48691940307617)",POINT (0.3964745700359344 0.30860435962677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,31,237554967362,4187703699,1,1,"(0.38531026244163513, 0.3477775752544403)","(0.409702867269516, 0.23843464255332947)",1,1,3.390365600585937,3.809371948242188,"(97.5350341796875, 39.228633880615234, 549.9364013671875)","(159.85415649414062, 45.070709228515625, 529.428955078125)","(-39.03213882446289, 142.26812744140625, 41.13954162597656)","(-30.537784576416016, 162.39479064941406, 48.46508026123047)",POINT (0.3975065648555756 0.2931061089038849),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,31,237554984029,4187720366,1,1,"(0.3899114429950714, 0.36031702160835266)","(0.40711429715156555, 0.2674882113933563)",1,1,3.3936920166015625,3.807952880859375,"(97.62655639648438, 39.26688766479492, 549.9222412109375)","(159.89227294921875, 45.146148681640625, 529.5538330078125)","(-37.429840087890625, 139.9599609375, 40.299530029296875)","(-31.4392147064209, 157.0469207763672, 46.51860809326172)",POINT (0.3985128700733185 0.3139026165008545),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,31,237555000703,4187737040,1,1,"(0.3906136155128479, 0.36866509914398193)","(0.41557005047798157, 0.251132994890213)",1,1,3.4046173095703125,3.820892333984375,"(97.73102569580078, 39.30577850341797, 550.0413818359375)","(160.0222930908203, 45.13567352294922, 529.4078979492188)","(-37.185333251953125, 138.42335510253906, 39.74019241333008)","(-28.494617462158203, 160.05740356445312, 47.61435317993164)",POINT (0.4030918329954147 0.3098990470170975),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,31,237555017371,4187753707,1,1,"(0.3867090940475464, 0.36250966787338257)","(0.40054258704185486, 0.2533590495586395)",1,1,3.41351318359375,3.826416015625,"(97.78280639648438, 39.31001663208008, 550.0086669921875)","(160.13021850585938, 45.16728973388672, 529.5380859375)","(-38.54500961303711, 139.55636596679688, 40.1525993347168)","(-33.72770309448242, 159.6476593017578, 47.465187072753906)",POINT (0.3936258405447006 0.307934358716011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,31,237555034037,4187770373,1,1,"(0.38989949226379395, 0.36092376708984375)","(0.4182499051094055, 0.24328218400478363)",1,1,3.41790771484375,3.83685302734375,"(97.8572998046875, 39.33774948120117, 550.1099243164062)","(160.0629119873047, 45.155029296875, 529.2161865234375)","(-37.43400955200195, 139.8483123779297, 40.25885009765625)","(-27.5613956451416, 161.5024871826172, 48.14030456542969)",POINT (0.4040746986865997 0.3021029755473137),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,
