,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,56,18,61465505115,3241735989,1,1,"(0.44601958990097046, 0.7210336923599243)","(0.47026991844177246, 0.7902632355690002)",1,1,2.5814208984375,3.017807006835937,"(-37.802696228027344, 31.891826629638672, 684.012939453125)","(29.875080108642578, 28.724267959594727, 684.450439453125)","(-20.271259307861328, 68.46507263183594, 14.277478218078613)","(-11.892145156860352, 55.82122039794922, 9.675444602966309)",POINT (0.4581447541713715 0.7556484639644623),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,18,61465521782,3241752656,1,1,"(0.4557052254676819, 0.7428044080734253)","(0.4562506079673767, 0.7744522094726562)",1,1,2.6223602294921875,2.9795684814453125,"(-37.7553596496582, 31.92200469970703, 683.993896484375)","(29.936161041259766, 28.736886978149414, 684.3934936523438)","(-16.924623489379883, 64.48896789550781, 12.830217361450195)","(-16.736173629760742, 58.70888137817383, 10.726552963256836)",POINT (0.4559779167175293 0.7586283087730408),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,18,61465538457,3241769330,1,1,"(0.4561818540096283, 0.7125967741012573)","(0.4680153429508209, 0.794296383857727)",1,1,2.616546630859375,3.0223541259765625,"(-37.691497802734375, 31.94205093383789, 683.7405395507812)","(30.013565063476562, 28.766216278076172, 684.619873046875)","(-16.759933471679688, 70.0059585571289, 14.838367462158203)","(-12.671159744262695, 55.084590911865234, 9.407418251037598)",POINT (0.4620985984802246 0.7534465789794922),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,18,61465555124,3241785997,1,1,"(0.45267218351364136, 0.6967754364013672)","(0.46168312430381775, 0.8005915284156799)",1,1,2.59832763671875,3.0313262939453125,"(-37.64662170410156, 31.97492218017578, 683.6685791015625)","(30.066688537597656, 28.782833099365234, 684.563232421875)","(-17.972612380981445, 72.89552307128906, 15.89002799987793)","(-14.859105110168457, 53.93490219116211, 8.988897323608398)",POINT (0.4571776539087296 0.7486834824085236),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,18,61465571792,3241802664,1,1,"(0.4524301290512085, 0.719219446182251)","(0.4641282558441162, 0.7599797248840332)",1,1,2.6038055419921875,2.9948272705078125,"(-37.594032287597656, 32.023460388183594, 683.6747436523438)","(30.102794647216797, 28.782764434814453, 684.30029296875)","(-18.05624771118164, 68.79641723632812, 14.398092269897461)","(-14.014245986938477, 61.35209274291992, 11.688545227050781)",POINT (0.4582791924476624 0.7395995855331421),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,18,61465588458,3241819330,1,1,"(0.4556455612182617, 0.7322543263435364)","(0.46285703778266907, 0.753852903842926)",1,1,2.610870361328125,2.96002197265625,"(-37.538421630859375, 32.067630767822266, 683.5247802734375)","(30.139808654785156, 28.791217803955078, 683.908203125)","(-16.94523811340332, 66.41576385498047, 13.531603813171387)","(-14.45349407196045, 62.47108459472656, 12.095823287963867)",POINT (0.4592512995004654 0.7430536150932312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,18,61465605126,3241835997,1,1,"(0.45901358127593994, 0.7123664617538452)","(0.456596314907074, 0.7606573700904846)",1,1,2.5906982421875,3.0026092529296875,"(-37.49628448486328, 32.10966491699219, 683.4788208007812)","(30.20458221435547, 28.83169174194336, 684.0577392578125)","(-15.781490325927734, 70.04804229736328, 14.853607177734375)","(-16.616724014282227, 61.228328704833984, 11.643552780151367)",POINT (0.457804948091507 0.7365119159221649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,18,61465621793,3241852664,1,1,"(0.4608916938304901, 0.7272536158561707)","(0.4439202547073364, 0.7408371567726135)",1,1,2.6168975830078125,2.9481353759765625,"(-37.446044921875, 32.156593322753906, 683.37939453125)","(30.25963020324707, 28.872957229614258, 684.1048583984375)","(-15.132564544677734, 67.32908630371094, 13.86398983001709)","(-20.996623992919922, 64.84822082519531, 12.961084365844727)",POINT (0.4524059742689133 0.7340453863143921),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,56,18,61465638460,3241869330,1,1,"(0.45362356305122375, 0.7063137888908386)","(0.45116788148880005, 0.7788212895393372)",1,1,2.5664215087890625,3.0090789794921875,"(-37.403526306152344, 32.195884704589844, 683.177490234375)","(30.31396484375, 28.898971557617188, 683.8668823242188)","(-17.64389419555664, 71.15348815917969, 15.25593090057373)","(-18.492382049560547, 57.91093063354492, 10.436112403869629)",POINT (0.4523957222700119 0.7425675392150879),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,18,61465655127,3241885997,1,1,"(0.46178364753723145, 0.7067469954490662)","(0.4623287320137024, 0.783684253692627)",1,1,2.60174560546875,2.975250244140625,"(-37.36644744873047, 32.235748291015625, 683.075927734375)","(30.331871032714844, 28.898983001708984, 683.5545043945312)","(-14.824377059936523, 71.07435607910156, 15.227133750915527)","(-14.636028289794922, 57.022796630859375, 10.112773895263672)",POINT (0.4620561897754669 0.7452156245708466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
