,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,2,25,169944898524,2642505836,1,1,"(0.5658248066902161, 0.11965958029031754)","(0.5459526777267456, 0.11830306053161621)",1,1,2.3772735595703125,2.591552734375,"(-41.3272590637207, 21.733732223510742, 667.8167724609375)","(22.926090240478516, 18.47665023803711, 663.5716552734375)","(21.124483108520508, 178.298095703125, 54.25343704223633)","(14.258163452148438, 178.5458526611328, 54.34355163574219)",POINT (0.5558887422084808 0.1189813204109669),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169944915192,2642522503,1,1,"(0.5727428793907166, 0.1363757699728012)","(0.5421947836875916, 0.11437052488327026)",1,1,2.3879852294921875,2.58953857421875,"(-41.154197692871094, 21.677583694458008, 668.509521484375)","(23.11377716064453, 18.400421142578125, 664.1446533203125)","(23.514856338500977, 175.2451171875, 53.142234802246094)","(12.959704399108887, 179.2640838623047, 54.605010986328125)",POINT (0.557468831539154 0.1253731474280357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169944931858,2642539169,1,1,"(0.56318199634552, 0.11391112208366394)","(0.5388296842575073, 0.11002735048532486)",1,1,2.360687255859375,2.58953857421875,"(-40.94632339477539, 21.548444747924805, 669.55810546875)","(23.327556610107422, 18.249282836914062, 665.145263671875)","(20.211328506469727, 179.34799194335938, 54.635562896728516)","(11.79698657989502, 180.05731201171875, 54.893699645996094)",POINT (0.5510058403015137 0.1119692362844944),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169944948526,2642555836,1,1,"(0.564989447593689, 0.11839224398136139)","(0.5411672592163086, 0.11775272339582443)",1,1,2.353134155273437,2.5814208984375,"(-40.697967529296875, 21.36958122253418, 670.4274291992188)","(23.562868118286133, 18.048019409179688, 666.0728759765625)","(20.835847854614258, 178.52957153320312, 54.337669372558594)","(12.604668617248535, 178.6463623046875, 54.38016891479492)",POINT (0.5530783534049988 0.1180724836885929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169944965192,2642572502,1,1,"(0.5710691213607788, 0.1254820078611374)","(0.533819854259491, 0.11995311081409454)",1,1,2.362762451171875,2.5876617431640625,"(-40.409080505371094, 21.151226043701172, 671.4794921875)","(23.8469181060791, 17.758926391601562, 666.962890625)","(22.936504364013672, 177.23472595214844, 53.86637496948242)","(10.065963745117188, 178.24449157714844, 54.233882904052734)",POINT (0.5524444878101349 0.122717559337616),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169944981860,2642589169,1,1,"(0.5692135095596313, 0.10595307499170303)","(0.539924681186676, 0.12838712334632874)",1,1,2.3552398681640625,2.592681884765625,"(-40.098182678222656, 20.852333068847656, 672.7138671875)","(24.16838264465332, 17.45345687866211, 668.2606201171875)","(22.295339584350586, 180.80142211914062, 55.16454315185547)","(12.175320625305176, 176.70413208007812, 53.67324447631836)",POINT (0.5545690953731537 0.1171700991690159),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169944998527,2642605836,1,1,"(0.565893828868866, 0.11250058561563492)","(0.5404770970344543, 0.10571020841598511)",1,1,2.3643035888671875,2.5758056640625,"(-39.79246520996094, 20.526060104370117, 674.103271484375)","(24.47922134399414, 17.051189422607422, 669.3529052734375)","(21.148330688476562, 179.6055908203125, 54.72931671142578)","(12.366206169128418, 180.8457489013672, 55.18070983886719)",POINT (0.5531854629516602 0.10910539701581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169945015199,2642622507,1,1,"(0.5693425536155701, 0.12242768704891205)","(0.5362234711647034, 0.10797771066427231)",1,1,2.3442840576171875,2.5928955078125,"(-39.44664764404297, 20.150463104248047, 675.3375854492188)","(24.81438636779785, 16.62270736694336, 670.8450317382812)","(22.339950561523438, 177.7925567626953, 54.069374084472656)","(10.896478652954102, 180.43165588378906, 55.02995300292969)",POINT (0.5527830123901367 0.1152026988565922),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169945031866,2642639174,1,1,"(0.5675501227378845, 0.11935807019472122)","(0.5380651354789734, 0.10207758098840714)",1,1,2.358367919921875,2.5867919921875,"(-39.12806701660156, 19.73529052734375, 677.004638671875)","(25.15506362915039, 16.124727249145508, 672.53125)","(21.72062110900879, 178.35317993164062, 54.27344512939453)","(11.532805442810059, 181.5092315673828, 55.42217254638672)",POINT (0.552807629108429 0.1107178255915642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169945048534,2642655841,1,1,"(0.5695908069610596, 0.09917329996824265)","(0.5455493330955505, 0.10707540810108185)",1,1,2.3385467529296875,2.55914306640625,"(-38.784996032714844, 19.299976348876953, 678.5159912109375)","(25.466121673583984, 15.616890907287598, 674.2276000976562)","(22.425731658935547, 182.03965759277344, 55.61522674560547)","(14.11879825592041, 180.596435546875, 55.08994674682617)",POINT (0.557570070028305 0.1031243540346622),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169945065200,2642672507,1,1,"(0.5695865750312805, 0.11699838936328888)","(0.5421185493469238, 0.11807320266962051)",1,1,2.349838256835937,2.6016998291015625,"(-38.48645782470703, 18.837085723876953, 680.3768310546875)","(25.80298614501953, 15.02528190612793, 676.1453857421875)","(22.424270629882812, 178.7841339111328, 54.43033981323242)","(12.933375358581543, 178.5878143310547, 54.35890197753906)",POINT (0.5558525621891022 0.1175357960164547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169945081868,2642689174,1,1,"(0.5704953074455261, 0.12590815126895905)","(0.5407347083091736, 0.10706204921007156)",1,1,2.378326416015625,2.581771850585937,"(-38.16316604614258, 18.208784103393555, 681.9910888671875)","(26.131694793701172, 14.332298278808594, 677.8460693359375)","(22.73827362060547, 177.15689086914062, 53.83805465698242)","(12.45520305633545, 180.598876953125, 55.09083938598633)",POINT (0.5556150078773499 0.1164851002395153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169945098535,2642705841,1,1,"(0.5802783370018005, 0.3867955505847931)","(0.5233721137046814, 0.5701056122779846)",1,1,2.337020874023437,2.47210693359375,"(-37.83594512939453, 17.528722763061523, 684.4826049804688)","(26.411407470703125, 13.551140785217285, 680.4029541015625)","(26.1185359954834, 129.50926208496094, 36.49574279785156)","(6.455992221832275, 96.03009796142578, 24.310319900512695)",POINT (0.551825225353241 0.4784505814313888),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,25,169945215209,2642822511,1,1,"(0.5064406394958496, 0.5184259414672852)","(0.27740445733070374, 0.6184108257293701)",1,1,2.2461700439453125,1.770355224609375,"(-36.16455841064453, 10.695560455322266, 699.573486328125)","(28.031509399414062, 5.663456916809082, 695.9134521484375)","(0.6057441234588623, 105.46871948242188, 27.745647430419922)","(-78.53204345703125, 87.20780181884766, 21.099241256713867)",POINT (0.3919225484132767 0.5684183835983276),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,25,169945231877,2642839179,1,1,"(0.4981285333633423, 0.23229433596134186)","(0.440599650144577, 0.5370455980300903)",1,1,2.2898712158203125,2.5421142578125,"(-35.977752685546875, 9.38454818725586, 702.1475830078125)","(28.21524429321289, 4.171378135681152, 698.3045654296875)","(-2.2662901878356934, 157.72686767578125, 46.766109466552734)","(-22.143985748291016, 102.06808471679688, 26.5079345703125)",POINT (0.4693640917539597 0.3846699669957161),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,25,169945248543,2642855844,1,1,"(0.48295527696609497, 0.19600915908813477)","(0.4618383049964905, 0.24205024540424347)",1,1,2.296737670898437,2.48944091796875,"(-35.81547546386719, 8.054100036621094, 704.5438232421875)","(28.367656707763672, 2.685201644897461, 700.852294921875)","(-7.509035110473633, 164.35385131835938, 49.178131103515625)","(-14.805480003356934, 155.945068359375, 46.11756134033203)",POINT (0.4723967909812927 0.2190297022461891),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
