,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,printFun.1,int.2,n.1,int.3,num.1,=.1,7.1,if.1,n.2,<=.1,0.1,printFun.2,num.2,-----------.2,return.1,return.2,0.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""""".1",-----------.10,printFun.3,int.4,-.1,2.1,-----------.12,std.2,cout.2,<<.3,n.4,<<.4,""""".2",-----------.18,-----------.19,question,code,choices
0,14,3,236095291856,2728069529,1,1,"(0.28789418935775757, 0.38257554173469543)","(0.25982967019081116, 0.32550594210624695)",1,1,3.1532440185546875,3.5380859375,"(-49.14424133300781, 75.01176452636719, 485.0273742675781)","(15.84695816040039, 73.0980224609375, 486.212646484375)","(-72.95585632324219, 135.86288452148438, 38.808250427246094)","(-82.72891235351562, 146.36761474609375, 42.63169479370117)",POINT (0.2738619297742844 0.3540407419204712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095308523,2728086195,1,1,"(0.2963436245918274, 0.3928754925727844)","(0.25439757108688354, 0.3434189260005951)",1,1,3.215484619140625,3.55865478515625,"(-49.106502532958984, 75.1583251953125, 485.0496826171875)","(15.891362190246582, 73.24724578857422, 486.31622314453125)","(-70.01346588134766, 133.96697998046875, 38.118228912353516)","(-84.62055969238281, 143.07040405273438, 41.43156814575195)",POINT (0.2753705978393555 0.3681472092866898),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095325190,2728102862,1,1,"(0.2918311655521393, 0.37319526076316833)","(0.2432786524295807, 0.348740816116333)",1,1,3.229461669921875,3.5428619384765625,"(-49.090850830078125, 75.31019592285156, 485.0843505859375)","(15.919219970703125, 73.3672866821289, 486.26806640625)","(-71.58486938476562, 137.58950805664062, 39.43669891357422)","(-88.49256134033203, 142.09080505371094, 41.075035095214844)",POINT (0.26755490899086 0.3609680384397507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095341858,2728119529,1,1,"(0.2913348972797394, 0.3316677212715149)","(0.25119176506996155, 0.31594473123550415)",1,1,3.15545654296875,3.5404815673828125,"(-49.1134147644043, 75.46481323242188, 485.140625)","(15.911977767944336, 73.45832824707031, 486.3670654296875)","(-71.75767517089844, 145.23342895507812, 42.218849182128906)","(-85.7369384765625, 148.12754821777344, 43.272247314453125)",POINT (0.2712633311748505 0.3238062262535095),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095358524,2728136195,1,1,"(0.29332035779953003, 0.38232436776161194)","(0.25029048323631287, 0.3511929214000702)",1,1,3.1539306640625,3.550689697265625,"(-49.17326354980469, 75.601806640625, 485.24847412109375)","(15.878775596618652, 73.55997467041016, 486.2626037597656)","(-71.0662841796875, 135.90911865234375, 38.825069427490234)","(-86.05079650878906, 141.6394500732422, 40.910762786865234)",POINT (0.2718054205179214 0.3667586445808411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095375192,2728152862,1,1,"(0.3079271912574768, 0.3912336230278015)","(0.24463146924972534, 0.3360145092010498)",1,1,3.2452392578125,3.529266357421875,"(-49.212860107421875, 75.61102294921875, 484.97747802734375)","(15.811975479125977, 73.60035705566406, 486.05474853515625)","(-65.97966003417969, 134.26919555664062, 38.22819900512695)","(-88.02146911621094, 144.43333435058594, 41.927642822265625)",POINT (0.2762793302536011 0.3636240661144257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095391859,2728169529,1,1,"(0.2965427041053772, 0.37740465998649597)","(0.25655850768089294, 0.3179396092891693)",1,1,3.201446533203125,3.578094482421875,"(-49.324851989746094, 75.7348861694336, 485.15765380859375)","(15.749869346618652, 73.6614990234375, 486.0185546875)","(-69.94413757324219, 136.81466674804688, 39.15467834472656)","(-83.86804962158203, 147.76036071777344, 43.13859176635742)",POINT (0.2765506058931351 0.3476721346378326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095408526,2728186195,1,1,"(0.29317232966423035, 0.3580743074417114)","(0.2546970844268799, 0.32028964161872864)",1,1,3.1903228759765625,3.544784545898437,"(-49.35847473144531, 75.69886779785156, 484.7643127441406)","(15.68510627746582, 73.70052337646484, 485.8960266113281)","(-71.11783599853516, 140.37278747558594, 40.449729919433594)","(-84.5162582397461, 147.32778930664062, 42.981163024902344)",POINT (0.2739347070455551 0.33918197453022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095425194,2728202863,1,1,"(0.29321399331092834, 0.3056544363498688)","(0.23872826993465424, 0.3675118684768677)",1,1,3.13262939453125,3.5142059326171875,"(-49.42302322387695, 75.7526626586914, 484.816650390625)","(15.64666748046875, 73.74529266357422, 485.61505126953125)","(-71.10331726074219, 150.0216827392578, 43.96165084838867)","(-90.0771713256836, 138.63565063476562, 39.81743240356445)",POINT (0.2659711316227913 0.3365831524133682),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095441861,2728219529,1,1,"(0.2964068055152893, 0.3982805609703064)","(0.25699958205223083, 0.34332334995269775)",1,1,3.240966796875,3.571441650390625,"(-49.45988464355469, 75.78581237792969, 484.6734619140625)","(15.607645034790039, 73.76805114746094, 485.57177734375)","(-69.99147033691406, 132.9720458984375, 37.75609588623047)","(-83.71444702148438, 143.08799743652344, 41.437992095947266)",POINT (0.2767031937837601 0.3708019554615021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095458528,2728236196,1,1,"(0.3008840084075928, 0.4019085168838501)","(0.26123425364494324, 0.32904234528541565)",1,1,3.21197509765625,3.5604705810546875,"(-49.49443817138672, 75.7905044555664, 484.54827880859375)","(15.576018333435059, 73.79502868652344, 485.5525207519531)","(-68.43235778808594, 132.30426025390625, 37.513038635253906)","(-82.23979187011719, 145.71669006347656, 42.39474105834961)",POINT (0.281059131026268 0.3654754310846329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095475196,2728252863,1,1,"(0.2986511290073395, 0.4013412296772003)","(0.24650105834007263, 0.3622879087924957)",1,1,3.2200927734375,3.565826416015625,"(-49.51253128051758, 75.79005432128906, 484.4707946777344)","(15.552728652954102, 73.84260559082031, 485.3441467285156)","(-69.20992279052734, 132.40869140625, 37.551029205322266)","(-87.37040710449219, 139.5972137451172, 40.16743469238281)",POINT (0.272576093673706 0.381814569234848),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095491863,2728269530,1,1,"(0.2901282012462616, 0.31827643513679504)","(0.2505618631839752, 0.33891233801841736)",1,1,3.1741485595703125,3.5779571533203125,"(-49.54512023925781, 75.7840347290039, 484.3680114746094)","(15.5032958984375, 73.85987091064453, 485.28045654296875)","(-72.17789459228516, 147.6983642578125, 43.11602020263672)","(-85.956298828125, 143.89991760253906, 41.7335090637207)",POINT (0.2703450322151184 0.3285943865776062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095508529,2728286196,1,1,"(0.2846742570400238, 0.3557053804397583)","(0.2448740154504776, 0.3303401470184326)",1,1,3.2133941650390625,3.5718994140625,"(-49.60723114013672, 75.80839538574219, 484.3277587890625)","(15.457344055175781, 73.90634155273438, 485.3609924316406)","(-74.07715606689453, 140.808837890625, 40.60844802856445)","(-87.93699645996094, 145.47781372070312, 42.30779266357422)",POINT (0.2647741362452507 0.3430227637290955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095525197,2728302863,1,1,"(0.2916085422039032, 0.3531480133533478)","(0.2585824728012085, 0.3094300329685211)",1,1,3.2283935546875,3.5609893798828125,"(-49.65226745605469, 75.78582000732422, 484.21051025390625)","(15.3927001953125, 73.93695068359375, 485.38922119140625)","(-71.6623764038086, 141.27957153320312, 40.77977752685547)","(-83.1632308959961, 149.32672119140625, 43.70869445800781)",POINT (0.2750955075025558 0.3312890231609344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095541863,2728319529,1,1,"(0.2811802327632904, 0.3444786071777344)","(0.2574146091938019, 0.34883782267570496)",1,1,3.27008056640625,3.5354766845703125,"(-49.668365478515625, 75.79810333251953, 484.2153015136719)","(15.398674011230469, 73.94596862792969, 485.074951171875)","(-75.29388427734375, 142.87535095214844, 41.36058044433594)","(-83.56993103027344, 142.07296752929688, 41.06854248046875)",POINT (0.2692974209785461 0.3466582149267197),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,3,236095558537,2728336202,1,1,"(0.39964985847473145, 0.3212571144104004)","(0.4031516909599304, 0.32400408387184143)",1,1,3.23101806640625,3.569427490234375,"(-49.39704132080078, 75.76841735839844, 484.0667724609375)","(15.638614654541016, 74.00579833984375, 485.2290954589844)","(-34.03858184814453, 147.1497039794922, 42.91633987426758)","(-32.819129943847656, 146.6440887451172, 42.7322883605957)",POINT (0.4014007747173309 0.3226305991411209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,3,236095575204,2728352869,1,1,"(0.37662458419799805, 0.3259762227535248)","(0.35345104336738586, 0.316773921251297)",1,1,3.2285308837890625,3.58233642578125,"(-49.46650314331055, 75.81655883789062, 484.28619384765625)","(15.582348823547363, 74.01103973388672, 485.1654052734375)","(-42.05679702758789, 146.28106689453125, 42.60016632080078)","(-50.126651763916016, 147.9749298095703, 43.216678619384766)",POINT (0.365037813782692 0.3213750720024109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
