,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,lst.1,cons.1,cons.2,cons.3,'a.1,'b.1,cons.4,cons.5,-----------.1,cons.6,'d.1,'.2,().3,-----------.4,-----------.5,'.6,().7,-----------.8,-----------.9,cons.7,'e.1,'.10,().11,).12,).13,).14,question,code,choices
0,33,26,923445067025,3397404088,1,1,"(0.39827868342399597, 0.16004520654678345)","(0.3830523192882538, 0.09896761178970337)",1,1,3.1537322998046875,3.2511444091796875,"(-14.789976119995117, 5.368718147277832, 665.199951171875)","(44.08350372314453, 5.977924346923828, 661.52685546875)","(-36.766937255859375, 170.92221069335938, 51.56879806518555)","(-42.02803421020508, 182.0772247314453, 55.628883361816406)",POINT (0.3906655013561249 0.1295064091682434),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,26,923445083691,3397420754,1,1,"(0.3964118957519531, 0.1594809740781784)","(0.3842199444770813, 0.09918171912431717)",1,1,3.1462554931640625,3.254745483398437,"(-14.775228500366211, 5.37650203704834, 665.1762084960938)","(44.102752685546875, 5.992166519165039, 661.5482177734375)","(-37.41196060180664, 171.0252685546875, 51.60630798339844)","(-41.624595642089844, 182.03811645507812, 55.61465835571289)",POINT (0.3903159201145172 0.1293313466012478),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,26,923445100360,3397437422,1,1,"(0.3975476324558258, 0.1639525145292282)","(0.3882603049278259, 0.09354857355356216)",1,1,3.14544677734375,3.2268218994140625,"(-14.758308410644531, 5.386468410491943, 665.1768188476562)","(44.12274932861328, 6.0071330070495605, 661.6187744140625)","(-37.019535064697266, 170.20858764648438, 51.3090705871582)","(-40.22854995727539, 183.0669403076172, 55.98911666870117)",POINT (0.3929039686918259 0.1287505440413952),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,26,923445117026,3397454088,1,1,"(0.396075963973999, 0.16244414448738098)","(0.39088571071624756, 0.0926797017455101)",1,1,3.1396636962890625,3.2493896484375,"(-14.728765487670898, 5.407496452331543, 665.3129272460938)","(44.15923309326172, 6.018392562866211, 661.68701171875)","(-37.52804183959961, 170.4840850830078, 51.40933609008789)","(-39.321407318115234, 183.2256317138672, 56.0468864440918)",POINT (0.3934808373451233 0.1275619231164455),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,26,923445133694,3397470755,1,1,"(0.39394107460975647, 0.1696053445339203)","(0.3910748362541199, 0.09306930005550385)",1,1,3.132965087890625,3.22821044921875,"(-14.686620712280273, 5.427488327026367, 665.4248657226562)","(44.20059585571289, 6.019898891448975, 661.7546997070312)","(-38.26570129394531, 169.1761932373047, 50.933265686035156)","(-39.25604248046875, 183.1544647216797, 56.020999908447266)",POINT (0.3925079554319382 0.1313373222947121),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,26,923445150364,3397487425,1,1,"(0.3923737704753876, 0.16578519344329834)","(0.38803109526634216, 0.0916881412267685)",1,1,3.1283416748046875,3.2177276611328125,"(-14.656622886657715, 5.4245924949646, 665.4383544921875)","(44.223731994628906, 6.014326572418213, 661.690673828125)","(-38.80723190307617, 169.87387084960938, 51.18726348876953)","(-40.30775833129883, 183.40672302246094, 56.1127815246582)",POINT (0.3902024328708649 0.1287366673350334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,26,923445167031,3397504091,1,1,"(0.3925696611404419, 0.16546420753002167)","(0.38152453303337097, 0.09709110856056213)",1,1,3.128662109375,3.213775634765625,"(-14.648569107055664, 5.426821231842041, 665.451171875)","(44.23560333251953, 6.021732330322266, 661.725830078125)","(-38.73955535888672, 169.9324951171875, 51.2086181640625)","(-42.5559196472168, 182.41995239257812, 55.75362777709961)",POINT (0.3870470970869064 0.1312776580452919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,26,923445183698,3397520758,1,1,"(0.393125981092453, 0.16638928651809692)","(0.3871157169342041, 0.10417645424604416)",1,1,3.12939453125,3.22607421875,"(-14.657567977905273, 5.406739234924316, 665.45068359375)","(44.22297668457031, 6.018424034118652, 661.7274169921875)","(-38.54733657836914, 169.76353454589844, 51.147098541259766)","(-40.6240348815918, 181.12588500976562, 55.282649993896484)",POINT (0.3901208490133286 0.1352828703820705),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
0,33,26,923445200366,3397537425,1,1,"(0.3911445140838623, 0.16722215712070465)","(0.3895006775856018, 0.0987827330827713)",1,1,3.136444091796875,3.21807861328125,"(-14.677528381347656, 5.38417911529541, 665.4742431640625)","(44.20180130004883, 6.022918701171875, 661.754638671875)","(-39.23197937011719, 169.61143493652344, 51.09172821044922)","(-39.799964904785156, 182.11099243164062, 55.64116287231445)",POINT (0.3903225958347321 0.133002445101738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,33,26,923445217032,3397554091,1,1,"(0.3948879837989807, 0.16756828129291534)","(0.38941308856010437, 0.10103583335876465)",1,1,3.1236572265625,3.2021484375,"(-14.702373504638672, 5.372340202331543, 665.44873046875)","(44.1707763671875, 6.029949188232422, 661.7099609375)","(-37.93851852416992, 169.54823303222656, 51.06869125366211)","(-39.830230712890625, 181.69949340820312, 55.49142074584961)",POINT (0.3921505361795425 0.13430205732584),,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
