,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,3,31,430460846757,2358304864,1,1,"(0.4113851487636566, 0.5330048203468323)","(0.4293479025363922, 0.47175851464271545)",1,1,3.029632568359375,2.8652801513671875,"(-42.26182556152344, -30.51553726196289, 700.6556396484375)","(19.5662784576416, -25.212604522705078, 708.38232421875)","(-30.43756866455078, 103.05570220947266, 26.86744499206543)","(-24.21281623840332, 114.2742691040039, 30.950658798217773)",POINT (0.4203665256500244 0.5023816674947739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,31,430460863429,2358321535,1,1,"(0.418830931186676, 0.5346060991287231)","(0.4279537498950958, 0.4879651367664337)",1,1,3.0384063720703125,2.88775634765625,"(-42.201751708984375, -30.502248764038086, 700.5133056640625)","(19.62409210205078, -25.215272903442383, 708.379150390625)","(-27.85732078552246, 102.76239013671875, 26.760690689086914)","(-24.69593620300293, 111.30567932128906, 29.870214462280273)",POINT (0.4233923405408859 0.5112856179475784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,31,430460880096,2358338202,1,1,"(0.4275248944759369, 0.5468844771385193)","(0.4340928792953491, 0.48019951581954956)",1,1,3.051300048828125,2.85736083984375,"(-42.15885925292969, -30.51184844970703, 700.6689453125)","(19.68951988220215, -25.230106353759766, 708.44482421875)","(-24.844533920288086, 100.51335144042969, 25.94209861755371)","(-22.56850242614746, 112.72811126708984, 30.38794708251953)",POINT (0.430808886885643 0.5135419964790344),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,31,430460896763,2358354868,1,1,"(0.4181077480316162, 0.5449740886688232)","(0.4303465485572815, 0.4835546910762787)",1,1,3.044784545898437,2.860260009765625,"(-42.094234466552734, -30.501296997070312, 700.73193359375)","(19.76783561706543, -25.222774505615234, 708.4121704101562)","(-28.107946395874023, 100.86328887939453, 26.069440841674805)","(-23.86675453186035, 112.11357116699219, 30.16420555114746)",POINT (0.4242271482944488 0.514264389872551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,31,430460913430,2358371535,1,1,"(0.4159455895423889, 0.5459528565406799)","(0.4263269901275635, 0.5123812556266785)",1,1,3.0472869873046875,2.902191162109375,"(-42.0509033203125, -30.498245239257812, 700.68310546875)","(19.816116333007812, -25.226364135742188, 708.3123779296875)","(-28.857196807861328, 100.68400573730469, 26.00419807434082)","(-25.259666442871094, 106.83334350585938, 28.242412567138672)",POINT (0.4211362898349762 0.5291670560836792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,31,430460930097,2358388201,1,1,"(0.41629758477211, 0.5444445610046387)","(0.432903915643692, 0.47706979513168335)",1,1,3.0460357666015625,2.864852905273437,"(-41.99055099487305, -30.47136116027832, 700.458984375)","(19.86399269104004, -25.22686195373535, 708.3786010742188)","(-28.735233306884766, 100.96027374267578, 26.104768753051758)","(-22.980518341064453, 113.3013916015625, 30.596574783325195)",POINT (0.424600750207901 0.510757178068161),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,31,430460946764,2358404868,1,1,"(0.41743242740631104, 0.5403012037277222)","(0.4373791515827179, 0.47126224637031555)",1,1,3.0467071533203125,2.8519287109375,"(-41.94340515136719, -30.46503448486328, 700.3421630859375)","(19.913070678710938, -25.23358154296875, 708.389892578125)","(-28.341957092285156, 101.71923065185547, 26.380990982055664)","(-21.429683685302734, 114.36517333984375, 30.983755111694336)",POINT (0.4274057894945145 0.5057817250490189),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,31,430460963432,2358421535,1,1,"(0.4281631410121918, 0.5325311422348022)","(0.43005460500717163, 0.4823497533798218)",1,1,3.0351104736328125,2.8639678955078125,"(-41.911102294921875, -30.428192138671875, 700.49658203125)","(19.973257064819336, -25.2141056060791, 708.3726806640625)","(-24.62336540222168, 103.14249420166016, 26.89897918701172)","(-23.967914581298828, 112.33425903320312, 30.24456024169922)",POINT (0.4291088730096817 0.507440447807312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,31,430460980104,2358438207,1,1,"(0.42815688252449036, 0.5417311191558838)","(0.42807793617248535, 0.4744755029678345)",1,1,3.0572967529296875,2.8372802734375,"(-41.88129806518555, -30.41459846496582, 700.5960693359375)","(20.014881134033203, -25.211652755737305, 708.2864379882812)","(-24.625539779663086, 101.45730590820312, 26.285663604736328)","(-24.65289878845215, 113.776611328125, 30.769498825073242)",POINT (0.4281174093484878 0.5081033110618591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,31,430460996772,2358454874,1,1,"(0.4212038815021515, 0.547224760055542)","(0.43322572112083435, 0.4717048406600952)",1,1,3.064849853515625,2.8767547607421875,"(-41.8134651184082, -30.37554168701172, 700.5225830078125)","(20.070953369140625, -25.206478118896484, 708.2420043945312)","(-27.035003662109375, 100.4510498046875, 25.919374465942383)","(-22.868999481201172, 114.28410339355469, 30.954256057739258)",POINT (0.4272148013114929 0.5094648003578186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
