,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,2.1,11.1,9.1,7.1,6.1,5.1,5.2,4.1,2.2,question,code,choices
0,33,10,922788600506,2740956346,1,1,"(0.2965863347053528, 0.19500769674777985)","(0.3074536621570587, 0.1683678925037384)",1,1,3.32928466796875,3.407745361328125,"(-55.81993103027344, 35.008235931396484, 613.854736328125)","(2.9996135234832764, 35.86283493041992, 611.8610229492188)","(-71.90422058105469, 164.53677368164062, 49.244693756103516)","(-68.14927673339844, 169.4021759033203, 51.015567779541016)",POINT (0.3020199984312058 0.1816877946257591),,,,,,,,,,,,
0,33,10,922788617175,2740973014,1,1,"(0.2957441508769989, 0.18901921808719635)","(0.30770406126976013, 0.17115718126296997)",1,1,3.3336181640625,3.4208526611328125,"(-55.722904205322266, 35.01853942871094, 613.817626953125)","(3.0879898071289062, 35.86660385131836, 611.9429931640625)","(-72.1952133178711, 165.6304931640625, 49.64277267456055)","(-68.0627670288086, 168.8927459716797, 50.83015441894531)",POINT (0.3017241060733795 0.1800881996750832),,,,,,,,,,,,
0,33,10,922788633841,2740989680,1,1,"(0.2928580939769745, 0.18973778188228607)","(0.3058632016181946, 0.15963366627693176)",1,1,3.3216094970703125,3.410888671875,"(-55.631385803222656, 35.045536041259766, 613.8868408203125)","(3.1888208389282227, 35.877254486083984, 612.004638671875)","(-73.19242095947266, 165.49923706054688, 49.595035552978516)","(-68.6988296508789, 170.9973602294922, 51.5961799621582)",POINT (0.2993606477975845 0.1746857240796089),,,,,,,,,,,,
0,33,10,922788650508,2741006346,1,1,"(0.29812926054000854, 0.19321410357952118)","(0.3049987852573395, 0.16677254438400269)",1,1,3.3252410888671875,3.4072265625,"(-55.54301834106445, 35.06972885131836, 613.9014892578125)","(3.2682342529296875, 35.88030242919922, 611.96240234375)","(-71.37110137939453, 164.86434936523438, 49.36391830444336)","(-68.99750518798828, 169.6935577392578, 51.1215705871582)",POINT (0.301564022898674 0.1799933239817619),,,,,,,,,,,,
0,33,10,922788667167,2741023005,1,1,"(0.2953038811683655, 0.19794268906116486)","(0.3032180666923523, 0.16272461414337158)",1,1,3.289337158203125,3.400253295898437,"(-55.46232604980469, 35.106658935546875, 613.9053955078125)","(3.353776693344116, 35.905677795410156, 612.08642578125)","(-72.34733581542969, 164.000732421875, 49.04958724975586)","(-69.61278533935547, 170.432861328125, 51.390689849853516)",POINT (0.2992609739303589 0.1803336516022682),,,,,,,,,,,,
0,33,10,922788683834,2741039671,1,1,"(0.29874148964881897, 0.1948913335800171)","(0.30754491686820984, 0.16355380415916443)",1,1,3.29425048828125,3.3943634033203125,"(-55.40484619140625, 35.148345947265625, 613.9580688476562)","(3.412611484527588, 35.91556167602539, 611.9200439453125)","(-71.15956115722656, 164.5580291748047, 49.25242614746094)","(-68.11775207519531, 170.2814178466797, 51.3355827331543)",POINT (0.3031432032585144 0.1792225688695908),,,,,,,,,,,,
0,33,10,922788700505,2741056342,1,1,"(0.29485175013542175, 0.19792625308036804)","(0.30708983540534973, 0.1687431037425995)",1,1,3.2830963134765625,3.39306640625,"(-55.34642791748047, 35.1692008972168, 613.947021484375)","(3.4657511711120605, 35.93144989013672, 611.9922485351562)","(-72.50357055664062, 164.0037384033203, 49.05067443847656)","(-68.27498626708984, 169.3336639404297, 50.990604400634766)",POINT (0.3009707927703857 0.1833346784114838),,,,,,,,,,,,
0,33,10,922788717181,2741073017,1,1,"(0.30003196001052856, 0.1940317451953888)","(0.306436151266098, 0.16450199484825134)",1,1,3.26715087890625,3.393661499023437,"(-55.29676055908203, 35.18592834472656, 613.9344482421875)","(3.5161519050598145, 35.944114685058594, 612.0746459960938)","(-70.71366882324219, 164.71502685546875, 49.30955505371094)","(-68.50086212158203, 170.10824584960938, 51.272518157958984)",POINT (0.3032340556383133 0.1792668700218201),,,,,,,,,,,,
0,33,10,922788733848,2741089684,1,1,"(0.29905569553375244, 0.1897747665643692)","(0.30577945709228516, 0.16570624709129333)",1,1,3.261581420898437,3.376953125,"(-55.2569580078125, 35.197208404541016, 613.9307861328125)","(3.562159538269043, 35.94355010986328, 612.0949096679688)","(-71.05098724365234, 165.49249267578125, 49.59254837036133)","(-68.7277603149414, 169.88829040527344, 51.19247817993164)",POINT (0.3024175763130188 0.1777405068278313),,,,,,,,,,,,
0,33,10,922788750515,2741106350,1,1,"(0.2939414381980896, 0.19667595624923706)","(0.30211976170539856, 0.16278819739818573)",1,1,3.266830444335937,3.3817901611328125,"(-55.22265625, 35.20068359375, 613.9257202148438)","(3.596013069152832, 35.933658599853516, 612.01220703125)","(-72.81809997558594, 164.23208618164062, 49.13379669189453)","(-69.99227905273438, 170.42124938964844, 51.386436462402344)",POINT (0.2980305999517441 0.1797320768237114),,,,,,,,,,,,
