,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,1,6,7567375232,19450952142,1,1,"(0.4923706352710724, 0.5567622184753418)","(0.4487795829772949, 0.5611333847045898)",1,1,2.9409332275390625,3.1653289794921875,"(-11.92251968383789, 15.044288635253906, 652.0531005859375)","(47.471248626708984, 18.96595573425293, 650.3930053710938)","(-4.255792617797852, 98.46708679199219, 25.197280883789062)","(-19.31761360168457, 97.66873931884766, 24.90675163269043)",POINT (0.4705751091241836 0.5589478015899658),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,6,7567391899,19450968809,1,1,"(0.4904637038707733, 0.545552134513855)","(0.44160544872283936, 0.5708508491516113)",1,1,2.918243408203125,3.1711578369140625,"(-11.961055755615234, 15.01058578491211, 652.028076171875)","(47.440093994140625, 18.935230255126953, 650.4207763671875)","(-4.914693355560303, 100.51446533203125, 25.942493438720703)","(-21.796451568603516, 95.89397430419922, 24.260805130004883)",POINT (0.4660345762968063 0.5582014918327332),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,6,7567408567,19450985476,1,1,"(0.4801561236381531, 0.528738796710968)","(0.4503270387649536, 0.5668774843215942)",1,1,2.916412353515625,3.1774139404296875,"(-11.979560852050781, 14.976700782775879, 652.0751953125)","(47.42340850830078, 18.894916534423828, 650.3990478515625)","(-8.476225852966309, 103.58519744873047, 27.06015968322754)","(-18.782920837402344, 96.61966705322266, 24.5248966217041)",POINT (0.4652415812015533 0.5478081405162811),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,6,7567425233,19451002142,1,1,"(0.4842234253883362, 0.5758127570152283)","(0.4432116746902466, 0.5723527669906616)",1,1,2.9709930419921875,3.2193756103515625,"(-12.006209373474121, 14.945276260375977, 652.0636596679688)","(47.397151947021484, 18.865262985229492, 650.4027099609375)","(-7.070861339569092, 94.98774719238281, 23.930967330932617)","(-21.241464614868164, 95.61969757080078, 24.16093635559082)",POINT (0.4637175500392914 0.574082762002945),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,6,7567441901,19451018809,1,1,"(0.47715985774993896, 0.5433893203735352)","(0.44686609506607056, 0.5690739154815674)",1,1,2.908935546875,3.175399780273437,"(-12.013757705688477, 14.894200325012207, 652.1104736328125)","(47.386863708496094, 18.831619262695312, 650.3221435546875)","(-9.511503219604492, 100.90947723388672, 26.086254119873047)","(-19.97876739501953, 96.2185287475586, 24.378864288330078)",POINT (0.4620129764080048 0.5562316179275513),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,6,7567458567,19451035475,1,1,"(0.48317304253578186, 0.5451976656913757)","(0.45276421308517456, 0.5906712412834167)",1,1,2.95849609375,3.2365875244140625,"(-12.022422790527344, 14.856537818908691, 652.015380859375)","(47.38715744018555, 18.817243576049805, 650.345458984375)","(-7.4337944984436035, 100.57921600341797, 25.966041564941406)","(-17.940807342529297, 92.27406311035156, 22.94319725036621)",POINT (0.4679686278104782 0.5679344534873962),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,6,7567475235,19451052142,1,1,"(0.4805907607078552, 0.5446024537086487)","(0.44214504957199097, 0.5557621121406555)",1,1,2.98846435546875,3.183441162109375,"(-12.047914505004883, 14.825204849243164, 652.072509765625)","(47.381778717041016, 18.80382537841797, 650.3939208984375)","(-8.326030731201172, 100.68790435791016, 26.0056209564209)","(-21.610004425048828, 98.6497573852539, 25.263774871826172)",POINT (0.4613679051399231 0.5501822829246521),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,6,7567491902,19451068809,1,1,"(0.47812139987945557, 0.5319932699203491)","(0.4453614354133606, 0.5762503147125244)",1,1,2.9703369140625,3.22344970703125,"(-12.045073509216309, 14.836691856384277, 652.0845947265625)","(47.38270568847656, 18.805187225341797, 650.3820190429688)","(-9.1792631149292, 102.99081420898438, 26.843793869018555)","(-20.498653411865234, 94.90785217285156, 23.90182876586914)",POINT (0.4617414176464081 0.5541217923164368),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,6,7567508574,19451085480,1,1,"(0.48038750886917114, 0.5394930243492126)","(0.4453713595867157, 0.5818914771080017)",1,1,2.9832000732421875,3.25408935546875,"(-12.047151565551758, 14.834308624267578, 652.0963745117188)","(47.39620590209961, 18.79778480529785, 650.4979248046875)","(-8.39626407623291, 101.62108612060547, 26.345266342163086)","(-20.495227813720703, 93.87757110595703, 23.52680206298828)",POINT (0.4628794342279434 0.5606922507286072),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,6,7567525241,19451102147,1,1,"(0.48210543394088745, 0.558475911617279)","(0.4476281702518463, 0.5752002596855164)",1,1,3.01495361328125,3.24560546875,"(-12.042219161987305, 14.881715774536133, 652.2033081054688)","(47.39292907714844, 18.804500579833984, 650.3804931640625)","(-7.802678108215332, 98.15411376953125, 25.083398818969727)","(-19.715438842773438, 95.0996322631836, 23.97165298461914)",POINT (0.4648668020963669 0.5668380856513977),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
