,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,num1.1,int.3,num2.1,if.1,num1.2,==.1,0.1,return.1,num2.2,+.1,num1.3,-----------.4,else.1,if.2,num2.3,==.2,0.2,return.2,num1.4,*.1,2.1,-----------.5,else.2,return.3,afunc.2,num1.5,-.1,1.1,num2.4,-.2,1.2,-----------.8,-----------.9,-----------.10,question,code,choices
0,9,21,179094892217,5260965503,1,1,"(0.606334388256073, 0.13747559487819672)","(0.647776186466217, 0.12705393135547638)",1,1,3.598983764648437,3.614501953125,"(-28.39480209350586, -21.941110610961914, 707.163818359375)","(39.98683166503906, -21.30872917175293, 708.395263671875)","(35.12156677246094, 175.04425048828125, 53.069091796875)","(49.44075012207031, 176.9476318359375, 53.76188278198242)",POINT (0.627055287361145 0.1322647631168366),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179094908884,5260982170,1,1,"(0.6090817451477051, 0.13411085307598114)","(0.6472012400627136, 0.06235894188284874)",1,1,3.545639038085937,3.540283203125,"(-28.457300186157227, -21.975994110107422, 707.4898681640625)","(39.952247619628906, -21.358545303344727, 708.3021240234375)","(36.07084274291992, 175.65878295898438, 53.292747497558594)","(49.242095947265625, 188.76332092285156, 58.062400817871094)",POINT (0.6281414926052094 0.0982348974794149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179094925555,5260998841,1,1,"(0.6188990473747253, 0.12347044050693512)","(0.6419742703437805, 0.08073367923498154)",1,1,3.5489959716796875,3.589019775390625,"(-28.55620002746582, -22.01897430419922, 707.7076416015625)","(39.91779708862305, -21.39063835144043, 708.22265625)","(39.46295928955078, 177.60211181640625, 54.00008773803711)","(47.436038970947266, 185.40740966796875, 56.84098434448242)",POINT (0.6304366588592529 0.1021020598709583),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179094942224,5261015508,1,1,"(0.6159541010856628, 0.10561523586511612)","(0.6458303332328796, 0.06772677600383759)",1,1,3.557037353515625,3.539276123046875,"(-28.59954261779785, -22.098541259765625, 707.8156127929688)","(39.879180908203125, -21.414777755737305, 707.9345703125)","(38.4454231262207, 180.86312866210938, 55.186981201171875)","(48.76840591430664, 187.782958984375, 57.7055778503418)",POINT (0.6308922171592712 0.0866710059344768),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179094958890,5261032174,1,1,"(0.6200628280639648, 0.09953421354293823)","(0.6416155695915222, 0.10042942315340042)",1,1,3.5782623291015625,3.577011108398437,"(-28.625154495239258, -22.141788482666016, 707.4281005859375)","(39.8425407409668, -21.43259048461914, 707.82763671875)","(39.865074157714844, 181.97373962402344, 55.59121322631836)","(47.312103271484375, 181.81024169921875, 55.5317268371582)",POINT (0.6308391988277435 0.0999818183481693),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179094975559,5261048842,1,1,"(0.6456913948059082, 0.1142842173576355)","(0.6476527452468872, 0.10406553000211716)",1,1,3.572479248046875,3.5468292236328125,"(-28.37491226196289, -22.095443725585938, 705.2252197265625)","(39.80635452270508, -21.446067810058594, 707.6929931640625)","(48.72039794921875, 179.27984619140625, 54.61075210571289)","(49.39808654785156, 181.1461639404297, 55.28999328613281)",POINT (0.6466720700263977 0.1091748736798763),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179094992224,5261065507,1,1,"(0.646342933177948, 0.1168331652879715)","(0.6503474712371826, 0.10142236202955246)",1,1,3.557891845703125,3.5797119140625,"(-28.40621566772461, -22.112468719482422, 705.333251953125)","(39.79497146606445, -21.460147857666016, 707.8895263671875)","(48.94552993774414, 178.81431579589844, 54.44129943847656)","(50.329219818115234, 181.62890625, 55.46572494506836)",POINT (0.6483452022075653 0.109127763658762),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179095008891,5261082173,1,1,"(0.6360991597175598, 0.12443922460079193)","(0.6517333388328552, 0.10295510292053223)",1,1,3.5937957763671875,3.572784423828125,"(-28.41543960571289, -22.139867782592773, 705.9113159179688)","(39.77996826171875, -21.46263885498047, 707.9189453125)","(45.40605545043945, 177.42518615722656, 53.935665130615234)","(50.808040618896484, 181.34896850585938, 55.36383819580078)",POINT (0.6439162492752075 0.1136971637606621),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179095025559,5261098841,1,1,"(0.6257714033126831, 0.15543970465660095)","(0.6512241959571838, 0.09998380392789841)",1,1,3.608078002929688,3.57830810546875,"(-28.460086822509766, -22.12881088256836, 706.928466796875)","(39.77045440673828, -21.451847076416016, 707.9055786132812)","(41.837547302246094, 171.76333618164062, 51.87496566772461)","(50.632118225097656, 181.89161682128906, 55.5613899230957)",POINT (0.6384977996349335 0.1277117542922497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179095042226,5261115507,1,1,"(0.6192598938941956, 0.16286808252334595)","(0.6497689485549927, 0.11235038191080093)",1,1,3.640670776367188,3.6142578125,"(-28.754854202270508, -22.17031478881836, 708.617919921875)","(39.77328872680664, -21.443618774414062, 708.0718994140625)","(39.58763885498047, 170.40664672851562, 51.38117218017578)","(50.129310607910156, 179.63304138183594, 54.73927688598633)",POINT (0.6345144212245941 0.1376092322170734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179095058900,5261132181,1,1,"(0.6309274435043335, 0.16082443296909332)","(0.6554663181304932, 0.07290350645780563)",1,1,3.565170288085937,3.5402984619140625,"(-28.549606323242188, -22.05721664428711, 708.3045654296875)","(39.77069854736328, -21.42279815673828, 708.0849609375)","(43.61908721923828, 170.77989196777344, 51.516998291015625)","(52.0978889465332, 186.8374786376953, 57.361515045166016)",POINT (0.6431968808174133 0.1168639697134495),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179095075568,5261148848,1,1,"(0.6270148754119873, 0.18508553504943848)","(0.650506854057312, 0.05262971669435501)",1,1,3.61785888671875,3.508636474609375,"(-28.77569580078125, -22.084379196166992, 708.603759765625)","(39.75917053222656, -21.41461181640625, 708.1416015625)","(42.26720428466797, 166.34893798828125, 49.90421676635742)","(50.3842658996582, 190.5402374267578, 58.709171295166016)",POINT (0.6387608647346497 0.1188576258718967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9,21,179095092234,5261165514,1,1,"(0.6218728423118591, 0.17671650648117065)","(0.6505700945854187, 0.0666423961520195)",1,1,3.5854034423828125,3.55145263671875,"(-28.791065216064453, -22.054000854492188, 708.3387451171875)","(39.74858474731445, -21.389522552490234, 708.129638671875)","(40.490509033203125, 167.87741088867188, 50.460594177246094)","(50.40611267089844, 187.98098754882812, 57.77770233154297)",POINT (0.6362214684486389 0.1216794513165951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
