,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,21,27,172909292647,8323513842,1,1,"(0.6675954461097717, 0.2694995105266571)","(0.6778257489204407, 0.3354414105415344)",1,1,4.309356689453125,4.380783081054688,"(-13.994128227233887, -23.393108367919922, 664.62841796875)","(51.14459991455078, -19.076871871948242, 661.8837890625)","(58.34868621826172, 151.32232666015625, 44.43501281738281)","(61.893856048583984, 139.24365234375, 40.03878402709961)",POINT (0.6727105975151062 0.3024704605340958),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,27,172909309314,8323530508,1,1,"(0.6710494160652161, 0.2735842764377594)","(0.6797733306884766, 0.32806897163391113)",1,1,4.315841674804688,4.3865966796875,"(-14.036788940429688, -23.39652442932129, 664.74853515625)","(51.10139846801758, -19.068500518798828, 661.7788696289062)","(59.54560089111328, 150.5740966796875, 44.16273498535156)","(62.56875228881836, 140.59410095214844, 40.53025817871094)",POINT (0.6754113733768463 0.3008266240358353),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,27,172909325982,8323547176,1,1,"(0.6714301705360413, 0.2733273208141327)","(0.681000292301178, 0.3327285945415497)",1,1,4.3084869384765625,4.389739990234375,"(-14.082962036132812, -23.3935546875, 664.7103271484375)","(51.045928955078125, -19.051433563232422, 661.69091796875)","(59.67753982543945, 150.6211700439453, 44.179874420166016)","(62.99394607543945, 139.7405548095703, 40.21964645385742)",POINT (0.6762152314186096 0.3030279576778412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,27,172909342649,8323563842,1,1,"(0.6719686388969421, 0.2707439064979553)","(0.6836242079734802, 0.334273099899292)",1,1,4.319671630859375,4.389816284179688,"(-14.142843246459961, -23.405454635620117, 664.560791015625)","(50.989532470703125, -19.050445556640625, 661.6632080078125)","(59.8641471862793, 151.09437561035156, 44.35209274291992)","(63.90323257446289, 139.4576416015625, 40.116703033447266)",POINT (0.6777964234352112 0.3025085031986237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,27,172909359315,8323580508,1,1,"(0.6691401600837708, 0.2723923921585083)","(0.6759970188140869, 0.32572677731513977)",1,1,4.307342529296875,4.41119384765625,"(-14.199326515197754, -23.40185546875, 664.4730224609375)","(50.93779373168945, -19.033775329589844, 661.671142578125)","(58.883968353271484, 150.79241943359375, 44.242218017578125)","(61.2601318359375, 141.0231170654297, 40.6864013671875)",POINT (0.6725685894489288 0.299059584736824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,27,172909375986,8323597179,1,1,"(0.6659480333328247, 0.2700430750846863)","(0.6754029393196106, 0.32714414596557617)",1,1,4.3204193115234375,4.400634765625,"(-14.240148544311523, -23.435396194458008, 664.483642578125)","(50.890567779541016, -19.055912017822266, 661.6170654296875)","(57.77778244018555, 151.22274780273438, 44.398834228515625)","(61.054264068603516, 140.7634735107422, 40.591957092285156)",POINT (0.6706754863262177 0.2985936105251312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,27,172909392654,8323613846,1,1,"(0.67052161693573, 0.27107006311416626)","(0.6800621747970581, 0.3329101502895355)",1,1,4.33160400390625,4.4059600830078125,"(-14.294767379760742, -23.43709945678711, 664.5054931640625)","(50.82713317871094, -19.043333053588867, 661.5048828125)","(59.36269760131836, 151.03465270996094, 44.33028793334961)","(62.668853759765625, 139.70730590820312, 40.20753479003906)",POINT (0.675291895866394 0.3019901067018509),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,27,172909409321,8323630513,1,1,"(0.6724467873573303, 0.2683119773864746)","(0.6812703609466553, 0.3300285041332245)",1,1,4.3232269287109375,4.419525146484375,"(-14.353999137878418, -23.460542678833008, 664.3323364257812)","(50.765106201171875, -19.06023597717285, 661.4533081054688)","(60.02983474731445, 151.5398406982422, 44.51423263549805)","(63.0875244140625, 140.23516845703125, 40.39960861206055)",POINT (0.6768585741519928 0.2991702407598496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,27,172909425988,8323647179,1,1,"(0.672435462474823, 0.2685885429382324)","(0.6787188649177551, 0.3334429860115051)",1,1,4.3226165771484375,4.42431640625,"(-14.399490356445312, -23.4601993560791, 664.3057861328125)","(50.730186462402344, -19.04939842224121, 661.580810546875)","(60.02592849731445, 151.48919677734375, 44.49574661254883)","(62.20334243774414, 139.6096954345703, 40.17204666137695)",POINT (0.6755771636962891 0.3010157644748688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,27,172909442655,8323663846,1,1,"(0.6688932776451111, 0.27142825722694397)","(0.6772481799125671, 0.3276626467704773)",1,1,4.3260345458984375,4.440109252929688,"(-14.4453763961792, -23.491365432739258, 664.4013671875)","(50.67714309692383, -19.068527221679688, 661.5032348632812)","(58.79842758178711, 150.96902465820312, 44.30644607543945)","(61.69371032714844, 140.6685028076172, 40.55738067626953)",POINT (0.6730707287788391 0.2995454519987106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
