,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,std::vector<int>.1,sequence.1,int.1,start.1,int.2,end.1,int.3,diff.1,-----------.2,std::vector<int>.2,result.1,if.1,start.2,>.1,end.2,return.1,result.2,-----------.5,else.1,while.1,start.3,<=.1,end.3,result.3,push_back.1,end.4,-----------.8,end.5,-=.1,diff.2,-----------.10,return.2,result.4,-----------.11,-----------.12,question,code,choices
0,37,13,766038276292,2015100832,1,1,"(0.4990637004375458, 0.7599982619285583)","(0.4628217816352844, 0.6812646985054016)",1,1,2.55401611328125,2.4853973388671875,"(-94.46356964111328, 17.687593460083008, 648.3673095703125)","(-25.018741607666016, 16.600982666015625, 647.1597290039062)","(-1.9431759119033813, 61.348724365234375, 11.687305450439453)","(-14.465682029724121, 75.7283706665039, 16.92109489440918)",POINT (0.4809427410364151 0.72063148021698),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,13,766038292950,2015117490,1,1,"(0.5198021531105042, 0.7403063774108887)","(0.46582263708114624, 0.6868264079093933)",1,1,2.52923583984375,2.4792633056640625,"(-95.2596435546875, 17.258100509643555, 648.3120727539062)","(-25.76852798461914, 16.653108596801758, 647.37939453125)","(5.222498416900635, 64.94517517089844, 12.996349334716797)","(-13.428787231445312, 74.71258544921875, 16.551353454589844)",POINT (0.4928123950958252 0.713566392660141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,13,766038309618,2015134157,1,1,"(0.5103334784507751, 0.7446469664573669)","(0.47876060009002686, 0.6766536235809326)",1,1,2.5843658447265625,2.4901580810546875,"(-96.03710174560547, 16.825286865234375, 647.9794921875)","(-26.555505752563477, 16.69211769104004, 647.9422607421875)","(1.9508278369903564, 64.1524429321289, 12.707762718200684)","(-8.958404541015625, 76.57051849365234, 17.227596282958984)",POINT (0.494547039270401 0.7106502950191498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,13,766038326289,2015150828,1,1,"(0.5079378485679626, 0.744597852230072)","(0.4697350263595581, 0.6708407998085022)",1,1,2.577880859375,2.4926300048828125,"(-96.87881469726562, 16.421913146972656, 647.9515380859375)","(-27.35651206970215, 16.694826126098633, 648.25927734375)","(1.1230754852294922, 64.16139221191406, 12.711048126220703)","(-12.076979637145996, 77.63214874267578, 17.61398696899414)",POINT (0.4888364374637604 0.7077193260192871),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,13,766038342957,2015167495,1,1,"(0.5230398178100586, 0.7811684608459473)","(0.462616503238678, 0.6816162467002869)",1,1,2.588348388671875,2.497406005859375,"(-97.71841430664062, 16.032215118408203, 647.8984375)","(-28.18042755126953, 16.689844131469727, 648.4898681640625)","(6.341182708740234, 57.48227310180664, 10.280035018920898)","(-14.53658676147461, 75.66415405273438, 16.897708892822266)",POINT (0.4928281605243683 0.7313923537731171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,13,766038359622,2015184160,1,1,"(0.5021931529045105, 0.7604935169219971)","(0.47258642315864563, 0.6589673161506653)",1,1,2.5821990966796875,2.481231689453125,"(-98.56938171386719, 15.649730682373047, 647.8538818359375)","(-29.043188095092773, 16.704376220703125, 648.7979736328125)","(-0.8618617653846741, 61.2582893371582, 11.654367446899414)","(-11.0917329788208, 79.8006820678711, 18.40330696105957)",POINT (0.4873897880315781 0.7097304165363312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,13,766038376298,2015200835,1,1,"(0.5184193253517151, 0.7606459259986877)","(0.46749967336654663, 0.6748780608177185)",1,1,2.612655639648437,2.505844116210937,"(-99.44328308105469, 15.302957534790039, 647.93115234375)","(-29.91080093383789, 16.756494522094727, 649.1045532226562)","(4.744679927825928, 61.23044204711914, 11.644270896911621)","(-12.849348068237305, 76.89479064941406, 17.34560775756836)",POINT (0.4929594993591309 0.7177619934082031),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,13,766038392965,2015217502,1,1,"(0.508019208908081, 0.7483234405517578)","(0.47249430418014526, 0.6712823510169983)",1,1,2.5835723876953125,2.5064849853515625,"(-100.29251098632812, 15.003204345703125, 647.8681640625)","(-30.783355712890625, 16.83800506591797, 649.466064453125)","(1.1511812210083008, 63.48095703125, 12.463406562805176)","(-11.123568534851074, 77.55149841308594, 17.58470916748047)",POINT (0.4902567565441132 0.709802895784378),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,13,766038409634,2015234169,1,1,"(0.5144010186195374, 0.7586196064949036)","(0.46333858370780945, 0.6735967397689819)",1,1,2.588973999023437,2.497314453125,"(-101.18144226074219, 14.770874977111816, 648.0450439453125)","(-31.655189514160156, 16.975549697875977, 649.9066772460938)","(3.3562588691711426, 61.600502014160156, 11.778956413269043)","(-14.287104606628418, 77.12882232666016, 17.430770874023438)",POINT (0.4888698011636734 0.7161081731319427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,37,13,766038426300,2015250835,1,1,"(0.5121015906333923, 0.7544006109237671)","(0.461995005607605, 0.6868471503257751)",1,1,2.6067047119140625,2.5150146484375,"(-102.012939453125, 14.573253631591797, 647.9835205078125)","(-32.5107421875, 17.152828216552734, 650.1009521484375)","(2.5617589950561523, 62.37104797363281, 12.059439659118652)","(-14.751328468322754, 74.70877838134766, 16.55000877380371)",POINT (0.4870482981204987 0.7206238806247711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
