,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,44,31,163331116557,4169425260,1,1,"(0.4259765148162842, 0.2044818252325058)","(0.4518060088157654, 0.31368398666381836)",1,1,3.136962890625,3.5892486572265625,"(-74.08218383789062, -15.403590202331543, 628.64453125)","(1.4997034072875977, -26.42782974243164, 635.48583984375)","(-27.196643829345703, 162.8064422607422, 48.614925384521484)","(-18.27190399169922, 142.86212158203125, 41.35576248168945)",POINT (0.4388912618160248 0.2590829059481621),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,44,31,163331133225,4169441927,1,1,"(0.42971673607826233, 0.23198412358760834)","(0.45221832394599915, 0.28745198249816895)",1,1,3.190048217773437,3.571746826171875,"(-74.13654327392578, -15.413372039794922, 628.7105102539062)","(1.4598052501678467, -26.44146156311035, 635.3856201171875)","(-25.904293060302734, 157.7835235595703, 46.78671646118164)","(-18.12944793701172, 147.65304565429688, 43.09952926635742)",POINT (0.4409675300121307 0.2597180530428886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,44,31,163331149892,4169458594,1,1,"(0.43631815910339355, 0.19730214774608612)","(0.44903114438056946, 0.2931389808654785)",1,1,3.1351776123046875,3.557113647460937,"(-74.20552825927734, -15.432207107543945, 628.6156616210938)","(1.4139888286590576, -26.44229507446289, 635.4191284179688)","(-23.623342514038086, 164.11769104003906, 49.09221649169922)","(-19.23068618774414, 146.61439514160156, 42.721466064453125)",POINT (0.4426746517419815 0.2452205643057823),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,44,31,163331166560,4169475260,1,1,"(0.4263559877872467, 0.2216005027294159)","(0.4552338421344757, 0.29813021421432495)",1,1,3.157821655273437,3.571884155273437,"(-74.2897720336914, -15.445623397827148, 628.8432006835938)","(1.331321120262146, -26.439659118652344, 635.921875)","(-27.065521240234375, 159.67994689941406, 47.47696304321289)","(-17.087478637695312, 145.7028045654297, 42.38966369628906)",POINT (0.4407949149608612 0.2598653584718704),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,44,31,163331183227,4169491927,1,1,"(0.43165773153305054, 0.20177529752254486)","(0.450845330953598, 0.30273544788360596)",1,1,3.139862060546875,3.585601806640625,"(-74.3890380859375, -15.461193084716797, 628.9771728515625)","(1.2737690210342407, -26.417861938476562, 635.709716796875)","(-25.2336368560791, 163.30076599121094, 48.794822692871094)","(-18.603845596313477, 144.86172485351562, 42.083580017089844)",POINT (0.4412515312433243 0.2522553727030754),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,44,31,163331199895,4169508594,1,1,"(0.43207868933677673, 0.21857742965221405)","(0.44814735651016235, 0.3068160116672516)",1,1,3.1658935546875,3.5702362060546875,"(-74.43904113769531, -15.462835311889648, 628.639892578125)","(1.2036466598510742, -26.39034652709961, 635.46435546875)","(-25.088178634643555, 160.23208618164062, 47.67791748046875)","(-19.536067962646484, 144.11647033691406, 41.81231689453125)",POINT (0.4401130229234695 0.2626967206597328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,44,31,163331216568,4169525267,1,1,"(0.425093412399292, 0.23452815413475037)","(0.45144304633140564, 0.3071179986000061)",1,1,3.184906005859375,3.593963623046875,"(-74.52986145019531, -15.472987174987793, 628.9778442382812)","(1.1316547393798828, -26.376667022705078, 635.8440551757812)","(-27.501768112182617, 157.31887817382812, 46.617591857910156)","(-18.39731788635254, 144.06130981445312, 41.79219436645508)",POINT (0.4382682293653488 0.2708230763673782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,44,31,163331233234,4169541932,1,1,"(0.4298925995826721, 0.19373910129070282)","(0.4485991597175598, 0.3054473102092743)",1,1,3.1136932373046875,3.57354736328125,"(-74.59176635742188, -15.4823579788208, 629.06494140625)","(1.0890288352966309, -26.370059967041016, 635.900146484375)","(-25.843530654907227, 164.76846313476562, 49.329017639160156)","(-19.37993812561035, 144.36643981933594, 41.903282165527344)",POINT (0.439245879650116 0.2495932057499886),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,44,31,163331249903,4169558601,1,1,"(0.4345568120479584, 0.22353103756904602)","(0.45735394954681396, 0.27060067653656006)",1,1,3.1808013916015625,3.521026611328125,"(-74.60671997070312, -15.485071182250977, 628.8818359375)","(1.0579712390899658, -26.361425399780273, 635.810791015625)","(-24.231935501098633, 159.32737731933594, 47.34859848022461)","(-16.35494041442871, 150.730712890625, 44.219696044921875)",POINT (0.4459553807973862 0.247065857052803),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,44,31,163331266570,4169575267,1,1,"(0.43637871742248535, 0.24995391070842743)","(0.454783171415329, 0.29102611541748047)",1,1,3.227691650390625,3.5476837158203125,"(-74.61795043945312, -15.476777076721191, 628.8116455078125)","(1.0394994020462036, -26.345882415771484, 635.72119140625)","(-23.602415084838867, 154.5015869140625, 45.5921516418457)","(-17.24321746826172, 147.00025939941406, 42.86194610595703)",POINT (0.4455809444189072 0.270490013062954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
