,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,2.1,11.1,9.1,7.1,6.1,5.1,5.2,4.1,2.2,question,code,choices
0,45,10,76888364086,7267236719,1,1,"(0.6558738350868225, 0.17977634072303772)","(0.5602985620498657, 0.11023091524839401)",1,1,3.444427490234375,3.8792877197265625,"(-26.976974487304688, 7.131539344787598, 609.2034912109375)","(32.94690704345703, 4.307694435119629, 614.1050415039062)","(52.23869323730469, 167.31858825683594, 50.25718688964844)","(19.215028762817383, 180.0201416015625, 54.880157470703125)",POINT (0.6080861985683441 0.1450036279857159),,,,,,,,,,1,,
0,45,10,76888380759,7267253391,1,1,"(0.6516101956367493, 0.1739850789308548)","(0.5654934644699097, 0.0990852564573288)",1,1,3.41217041015625,3.8595123291015625,"(-27.12805938720703, 7.196456432342529, 609.2642211914062)","(32.80530548095703, 4.353486061096191, 614.2657470703125)","(50.7654914855957, 168.3762664794922, 50.64217758178711)","(21.010000228881836, 182.0557403564453, 55.621055603027344)",POINT (0.6085518300533295 0.1365351676940918),,,,,,,,,,,,
0,45,10,76888397425,7267270057,1,1,"(0.6499530076980591, 0.19592079520225525)","(0.5732765197753906, 0.07571291923522949)",1,1,3.459381103515625,3.8769378662109375,"(-27.30185317993164, 7.262196063995361, 609.55859375)","(32.641029357910156, 4.425224304199219, 614.4927978515625)","(50.19289779663086, 164.37001037597656, 49.18399429321289)","(23.6992244720459, 186.3243865966797, 57.174747467041016)",POINT (0.6116147637367249 0.1358168572187424),,,,,,,,,,,,
0,45,10,76888414093,7267286724,1,1,"(0.6504025459289551, 0.17384633421897888)","(0.5672063827514648, 0.09270801395177841)",1,1,3.4484405517578125,3.872116088867188,"(-27.510066986083984, 7.308015823364258, 609.55029296875)","(32.43595504760742, 4.5156354904174805, 614.5533447265625)","(50.348228454589844, 168.401611328125, 50.65137481689453)","(21.601856231689453, 183.220458984375, 56.044979095458984)",POINT (0.60880446434021 0.1332771740853786),,,,,,,,,,,,
0,45,10,76888430760,7267303391,1,1,"(0.6586245894432068, 0.1788933128118515)","(0.5642679333686829, 0.09980443120002747)",1,1,3.45916748046875,3.889846801757813,"(-27.738557815551758, 7.352572441101074, 609.3958129882812)","(32.21251678466797, 4.610567569732666, 614.4491577148438)","(53.18914031982422, 167.4798583984375, 50.31587600708008)","(20.586528778076172, 181.9243927001953, 55.57326126098633)",POINT (0.6114462614059448 0.1393488720059395),,,,,,,,,,1,,
0,45,10,76888447427,7267320057,1,1,"(0.6530172228813171, 0.182847797870636)","(0.5633081793785095, 0.11943262070417404)",1,1,3.4722137451171875,3.90167236328125,"(-27.970596313476562, 7.398445129394531, 609.4074096679688)","(31.991580963134766, 4.702968597412109, 614.396484375)","(51.25165939331055, 166.7576141357422, 50.05302047729492)","(20.254924774169922, 178.3395538330078, 54.26851272583008)",POINT (0.6081627011299133 0.151140209287405),,,,,,,,,,1,,
0,45,10,76888464094,7267336724,1,1,"(0.6547648310661316, 0.17153210937976837)","(0.559967041015625, 0.1014263778924942)",1,1,3.46783447265625,3.8865814208984375,"(-28.221439361572266, 7.473689079284668, 609.4476318359375)","(31.76970672607422, 4.810153961181641, 614.292724609375)","(51.85548400878906, 168.8242645263672, 50.80525207519531)","(19.100465774536133, 181.628173828125, 55.46544647216797)",POINT (0.6073659360408783 0.1364792436361313),,,,,,,,,,,,
0,45,10,76888480762,7267353391,1,1,"(0.6568893790245056, 0.16614960134029388)","(0.564677894115448, 0.1037915050983429)",1,1,3.49481201171875,3.907440185546875,"(-28.445829391479492, 7.553532600402832, 609.4668579101562)","(31.556983947753906, 4.923222064971924, 614.248779296875)","(52.589576721191406, 169.8073272705078, 51.16300582885742)","(20.728200912475586, 181.1962127685547, 55.3082389831543)",POINT (0.6107836365699768 0.1349705532193184),,,,,,,,,,,,
0,45,10,76888497428,7267370057,1,1,"(0.6567952632904053, 0.18680572509765625)","(0.5642389059066772, 0.09456083923578262)",1,1,3.505157470703125,3.898269653320313,"(-28.63832664489746, 7.695627212524414, 609.4608764648438)","(31.368675231933594, 5.075624465942383, 614.2459716796875)","(52.55707550048828, 166.0347442626953, 49.78993225097656)","(20.57651710510254, 182.88206481933594, 55.92182159423828)",POINT (0.6105170845985413 0.1406832821667194),,,,,,,,,,1,,
0,45,10,76888514100,7267386728,1,1,"(0.6623146533966064, 0.1899539679288864)","(0.5702077150344849, 0.09747809171676636)",1,1,3.504241943359375,3.9369964599609375,"(-28.80694580078125, 7.85410213470459, 609.2091674804688)","(31.18680763244629, 5.232876777648926, 614.200927734375)","(54.464168548583984, 165.4597625732422, 49.580631256103516)","(22.638896942138672, 182.34925842285156, 55.72793197631836)",POINT (0.6162611842155457 0.1437160298228264),,,,,,,,,,1,,
0,45,10,76888530767,7267403395,1,1,"(0.6588689684867859, 0.19507773220539093)","(0.5624386668205261, 0.10945502668619156)",1,1,3.513763427734375,3.952438354492188,"(-28.957416534423828, 8.040828704833984, 608.9785766601562)","(31.022350311279297, 5.422972679138184, 613.8915405273438)","(53.27359390258789, 164.52398681640625, 49.24003601074219)","(19.954483032226562, 180.16183471679688, 54.93174743652344)",POINT (0.610653817653656 0.1522663794457912),,,,,,,,,,1,,
0,45,10,76888547434,7267420061,1,1,"(0.656775951385498, 0.1937990039587021)","(0.5621194839477539, 0.1036800742149353)",1,1,3.543212890625,3.9611663818359375,"(-29.138750076293945, 8.212115287780762, 609.0537719726562)","(30.86902618408203, 5.58479118347168, 613.5396728515625)","(52.5504035949707, 164.7575225830078, 49.325042724609375)","(19.844200134277344, 181.216552734375, 55.315650939941406)",POINT (0.609447717666626 0.1487395390868187),,,,,,,,,,1,,
0,45,10,76888564101,7267436728,1,1,"(0.48499324917793274, 0.21087616682052612)","(0.4458012282848358, 0.13850076496601105)",1,1,3.590438842773437,4.0041046142578125,"(-29.733976364135742, 8.347209930419922, 609.2041015625)","(30.185291290283203, 5.709693908691406, 613.737548828125)","(-6.804876804351807, 161.63861083984375, 48.18983459472656)","(-20.346710205078125, 174.85702514648438, 53.00094223022461)",POINT (0.4653972387313843 0.1746884658932686),,,,,,,,,,1,,
