,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,26,16,1024006388,1186449578,1,1,"(0.457906037569046, 0.2063979208469391)","(0.4786795675754547, 0.1717374622821808)",1,1,3.400375366210937,3.22003173828125,"(-57.43360900878906, 11.131643295288086, 597.49951171875)","(7.153295516967773, 12.622233390808105, 596.8922119140625)","(-14.316372871398926, 162.88070678710938, 48.641971588134766)","(-7.117585182189941, 169.22950744628906, 50.9527473449707)",POINT (0.4682928025722504 0.1890676915645599),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024023055,1186466245,1,1,"(0.464520663022995, 0.20814897119998932)","(0.47957268357276917, 0.1801619976758957)",1,1,3.3889312744140625,3.2084197998046875,"(-57.42648696899414, 11.144598007202148, 597.5509643554688)","(7.188326358795166, 12.628013610839844, 596.9603271484375)","(-12.02416706085205, 162.5599822998047, 48.52517318725586)","(-6.808080673217773, 167.68638610839844, 50.391082763671875)",POINT (0.4720466732978821 0.1941554844379425),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024039729,1186482918,1,1,"(0.4619337320327759, 0.20890775322914124)","(0.47699975967407227, 0.1723284125328064)",1,1,3.405746459960937,3.2046356201171875,"(-57.42722702026367, 11.147635459899902, 597.571044921875)","(7.202347755432129, 12.63511848449707, 597.029296875)","(-12.92062759399414, 162.42098999023438, 48.47462463378906)","(-7.699699401855469, 169.12127685546875, 50.9133415222168)",POINT (0.4694667458534241 0.1906180828809738),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024056396,1186499585,1,1,"(0.4605191946029663, 0.2081528902053833)","(0.47778862714767456, 0.18083135783672333)",1,1,3.4029998779296875,3.2063140869140625,"(-57.441864013671875, 11.131556510925293, 597.5982666015625)","(7.203245162963867, 12.628604888916016, 597.058837890625)","(-13.410812377929688, 162.55926513671875, 48.52492141723633)","(-7.4263224601745605, 167.56378173828125, 50.346466064453125)",POINT (0.4691539108753204 0.1944921240210533),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024073062,1186516251,1,1,"(0.46663200855255127, 0.20924444496631622)","(0.4778456389904022, 0.17315423488616943)",1,1,3.428695678710937,3.208709716796875,"(-57.485382080078125, 11.145051956176758, 597.6607666015625)","(7.171350002288818, 12.646284103393555, 597.0494384765625)","(-11.292502403259277, 162.35931396484375, 48.45220184326172)","(-7.406565189361572, 168.97000122070312, 50.85826110839844)",POINT (0.4722388237714768 0.1911993399262428),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024089730,1186532918,1,1,"(0.4609924256801605, 0.20681217312812805)","(0.4819890260696411, 0.18095208704471588)",1,1,3.415069580078125,3.23101806640625,"(-57.538604736328125, 11.137924194335938, 597.6915283203125)","(7.111889839172363, 12.661051750183105, 597.178955078125)","(-13.246830940246582, 162.80484008789062, 48.61433792114258)","(-5.970738887786865, 167.5416717529297, 50.3383903503418)",POINT (0.4714907258749008 0.193882130086422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024106397,1186549585,1,1,"(0.46587416529655457, 0.20892053842544556)","(0.48456498980522156, 0.17209722101688385)",1,1,3.4202423095703125,3.223495483398437,"(-57.59668731689453, 11.141205787658691, 597.7714233398438)","(7.063928604125977, 12.684696197509766, 597.268798828125)","(-11.555132865905762, 162.4186553955078, 48.473777770996094)","(-5.078070640563965, 169.1636199951172, 50.928749084472656)",POINT (0.4752195775508881 0.1905088797211647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024123064,1186566251,1,1,"(0.4601786732673645, 0.20651280879974365)","(0.4833142161369324, 0.17993056774139404)",1,1,3.42144775390625,3.2141265869140625,"(-57.63555145263672, 11.14600658416748, 597.8046264648438)","(7.036616325378418, 12.706944465637207, 597.1904907226562)","(-13.528817176818848, 162.8596649169922, 48.634307861328125)","(-5.511508941650391, 167.72879028320312, 50.40650177001953)",POINT (0.4717464447021484 0.1932216882705688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024139731,1186582918,1,1,"(0.4585897624492645, 0.21451744437217712)","(0.48175981640815735, 0.1845083236694336)",1,1,3.424789428710937,3.220916748046875,"(-57.675296783447266, 11.154706001281738, 597.8579711914062)","(7.011598587036133, 12.726356506347656, 597.1812744140625)","(-14.07943058013916, 161.3934326171875, 48.10065460205078)","(-6.050166130065918, 166.89024353027344, 50.101322174072266)",POINT (0.4701747894287109 0.1995128840208054),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024156398,1186599585,1,1,"(0.46389609575271606, 0.2028769552707672)","(0.47997498512268066, 0.18399493396282196)",1,1,3.405380249023437,3.22698974609375,"(-57.67936325073242, 11.165647506713867, 597.876953125)","(7.011688232421875, 12.742837905883789, 597.200927734375)","(-12.240592956542969, 163.52565002441406, 48.87672424316406)","(-6.668665885925293, 166.9842987060547, 50.13554382324219)",POINT (0.4719355404376984 0.1934359446167946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024173070,1186616256,1,1,"(0.46094098687171936, 0.2056400328874588)","(0.4791678488254547, 0.17930766940116882)",1,1,3.41143798828125,3.2227935791015625,"(-57.67856216430664, 11.182090759277344, 597.916748046875)","(7.017549514770508, 12.763216018676758, 597.220458984375)","(-13.264641761779785, 163.01953125, 48.692466735839844)","(-6.9483771324157715, 167.84288024902344, 50.44802474975586)",POINT (0.470054417848587 0.1924738511443138),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024189737,1186632923,1,1,"(0.4612983465194702, 0.20320212841033936)","(0.4807969927787781, 0.18058370053768158)",1,1,3.3976287841796875,3.208587646484375,"(-57.673519134521484, 11.196680068969727, 597.9287109375)","(7.021905899047852, 12.778491020202637, 597.2498779296875)","(-13.140811920166016, 163.46607971191406, 48.855010986328125)","(-6.383814811706543, 167.60914611816406, 50.36296081542969)",POINT (0.4710476696491242 0.1918929144740105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
0,26,16,1024206403,1186649589,1,1,"(0.45849496126174927, 0.1972542256116867)","(0.48271119594573975, 0.17408305406570435)",1,1,3.389923095703125,3.204498291015625,"(-57.63920593261719, 11.21080493927002, 597.904052734375)","(7.045717239379883, 12.795562744140625, 597.3184814453125)","(-14.112299919128418, 164.55560302734375, 49.25155258178711)","(-5.720479488372803, 168.7998809814453, 50.79634094238281)",POINT (0.4706030786037445 0.1856686398386955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
