,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,35,25,338720226670,9387205837,1,1,"(0.4715091288089752, 0.5188254714012146)","(0.5449961423873901, 0.4335651993751526)",1,1,2.894287109375,2.941986083984375,"(-67.89665985107422, 59.08147430419922, 625.3388671875)","(-7.537274360656738, 58.24870300292969, 629.1580810546875)","(-9.602396011352539, 105.6529769897461, 27.812721252441406)","(15.863527297973633, 121.27021026611328, 33.49693298339844)",POINT (0.5082526355981827 0.4761953353881836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,35,25,338720243336,9387222503,1,1,"(0.4788564443588257, 0.5086715221405029)","(0.5433551073074341, 0.4473533630371094)",1,1,2.89398193359375,2.948226928710937,"(-67.92633056640625, 59.07293701171875, 625.310546875)","(-7.552430152893066, 58.252174377441406, 629.201416015625)","(-7.056288242340088, 107.51289367675781, 28.489643096923828)","(15.294849395751953, 118.74459075927734, 32.57774353027344)",POINT (0.5111057758331299 0.4780124425888062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,35,25,338720260004,9387239170,1,1,"(0.4731820523738861, 0.49930670857429504)","(0.5439151525497437, 0.45523568987846375)",1,1,2.9000701904296875,2.897201538085937,"(-67.93856811523438, 59.04060745239258, 625.13134765625)","(-7.590597152709961, 58.22212219238281, 628.9368896484375)","(-9.022676467895508, 109.22824096679688, 29.114038467407227)","(15.488935470581055, 117.30078125, 32.052223205566406)",POINT (0.5085486024618149 0.4772711992263794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,35,25,338720276671,9387255837,1,1,"(0.482758104801178, 0.4889034926891327)","(0.5452929139137268, 0.4507150948047638)",1,1,2.87786865234375,2.9090728759765625,"(-67.96607208251953, 59.02519226074219, 625.015625)","(-7.62999153137207, 58.21674346923828, 628.8701171875)","(-5.704220771789551, 111.13380432128906, 29.807628631591797)","(15.966375350952148, 118.12881469726562, 32.35364532470703)",POINT (0.5140255093574524 0.4698092937469482),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,35,25,338720293338,9387272503,1,1,"(0.48215794563293457, 0.49325692653656006)","(0.5477120876312256, 0.44155967235565186)",1,1,2.88262939453125,2.885467529296875,"(-68.02601623535156, 59.04930114746094, 625.24609375)","(-7.662871360778809, 58.23164367675781, 629.067138671875)","(-5.912194728851318, 110.3364028930664, 29.517337799072266)","(16.80472183227539, 119.80583953857422, 32.9639892578125)",POINT (0.5149350166320801 0.467408299446106),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,35,25,338720310009,9387289174,1,1,"(0.46654850244522095, 0.3119141459465027)","(0.5343359112739563, 0.22304783761501312)",1,1,2.87286376953125,2.977279663085937,"(-68.05271911621094, 59.284576416015625, 625.3920288085938)","(-7.761856555938721, 58.4744758605957, 628.8013305664062)","(-11.321447372436523, 143.5531768798828, 41.6072883605957)","(12.169367790222168, 159.83090209960938, 47.53200149536133)",POINT (0.5004422068595886 0.2674809917807579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,35,25,338720326677,9387305841,1,1,"(0.44908830523490906, 0.18587550520896912)","(0.5070998072624207, 0.1637449562549591)",1,1,2.88140869140625,2.9586944580078125,"(-68.09394836425781, 59.5081787109375, 625.5833740234375)","(-7.897495269775391, 58.67791748046875, 628.64404296875)","(-17.372032165527344, 166.63983154296875, 50.01017761230469)","(2.731067657470703, 170.69351196289062, 51.485591888427734)",POINT (0.4780940562486649 0.1748102307319641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,35,25,338720343343,9387322507,1,1,"(0.4598580598831177, 0.20808422565460205)","(0.5138527154922485, 0.19476670026779175)",1,1,2.8876953125,2.9475250244140625,"(-68.12247467041016, 59.484527587890625, 625.5333862304688)","(-7.932998180389404, 58.709083557128906, 628.8387451171875)","(-13.63992691040039, 162.5718536376953, 48.529483795166016)","(5.071199417114258, 165.01123046875, 49.41737365722656)",POINT (0.4868553876876831 0.2014254629611969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,35,25,338720360011,9387339174,1,1,"(0.4614372253417969, 0.20859336853027344)","(0.5110027194023132, 0.18934200704097748)",1,1,2.8607330322265625,2.9460601806640625,"(-68.1475830078125, 59.432796478271484, 625.417724609375)","(-7.943597793579102, 58.686798095703125, 628.8180541992188)","(-13.092679977416992, 162.4785614013672, 48.49562454223633)","(4.083571434020996, 166.00486755371094, 49.77906799316406)",POINT (0.486219972372055 0.1989676877856255),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,35,25,338720376678,9387355841,1,1,"(0.4616399109363556, 0.21132704615592957)","(0.5078548192977905, 0.1718054711818695)",1,1,2.8596343994140625,2.930938720703125,"(-68.18765258789062, 59.45045471191406, 625.5421752929688)","(-7.946984767913818, 58.67253875732422, 628.7957763671875)","(-13.022448539733887, 161.97784423828125, 48.31332778930664)","(2.992713689804077, 169.21707153320312, 50.94816207885742)",POINT (0.4847473651170731 0.1915662586688995),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
