,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,terms.1,if.1,terms.2,==.1,0.1,-----------.4,return.1,1.1,-----------.5,else.1,return.2,-----------.6,std::pow.1,2.1,terms.3,+.1,afunc.2,terms.4,-.1,1.2,-----------.9,-----------.10,-----------.11,question,code,choices
0,51,22,602812376648,8037874265,1,1,"(0.44640153646469116, 0.8314995169639587)","(0.3896225392818451, 0.7005423903465271)",1,1,2.40911865234375,2.624908447265625,"(-59.026817321777344, 4.373708724975586, 560.9434814453125)","(-2.932321071624756, 3.758166790008545, 559.0540771484375)","(-20.1392765045166, 48.28994369506836, 6.934353351593018)","(-39.75786209106445, 72.20755004882812, 15.6395902633667)",POINT (0.4180120378732681 0.7660209536552429),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,22,602812393316,8037890932,1,1,"(0.4421035945415497, 0.8599470257759094)","(0.3990086019039154, 0.6987142562866211)",1,1,2.4628143310546875,2.6348876953125,"(-59.00242614746094, 4.336643218994141, 560.876708984375)","(-2.906742572784424, 3.701946258544922, 559.3140869140625)","(-21.62432289123535, 43.09439468383789, 5.043303966522217)","(-36.51473617553711, 72.54143524169922, 15.761140823364258)",POINT (0.4205560982227325 0.7793306410312653),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,22,602812409982,8037907598,1,1,"(0.44735828042030334, 0.8320305943489075)","(0.3931613862514496, 0.6977046728134155)",1,1,2.39569091796875,2.642929077148437,"(-58.9728889465332, 4.287769317626953, 560.68701171875)","(-2.891080379486084, 3.650559663772583, 559.054931640625)","(-19.80870246887207, 48.19297409057617, 6.899003982543945)","(-38.53508758544922, 72.72581481933594, 15.828251838684082)",POINT (0.4202598333358765 0.7648676335811615),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,22,602812426650,8037924265,1,1,"(0.44076862931251526, 0.8543756008148193)","(0.3928661644458771, 0.6932229995727539)",1,1,2.4320068359375,2.6383209228515625,"(-58.967811584472656, 4.259176731109619, 560.565185546875)","(-2.8847320079803467, 3.607194185256958, 558.8992919921875)","(-22.085582733154297, 44.111942291259766, 5.4136810302734375)","(-38.63710021972656, 73.54435729980469, 16.126094818115234)",POINT (0.4168173968791962 0.7737993001937866),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,22,602812443317,8037940932,1,1,"(0.45313167572021484, 0.8577529788017273)","(0.3976539075374603, 0.6889380812644958)",1,1,2.43792724609375,2.618637084960937,"(-58.99903869628906, 4.212407112121582, 560.5411376953125)","(-2.904092788696289, 3.5724010467529297, 559.0546875)","(-17.813844680786133, 43.495121002197266, 5.1891255378723145)","(-36.982818603515625, 74.3269271850586, 16.41098403930664)",POINT (0.4253927916288376 0.7733455300331116),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,22,602812459984,8037957598,1,1,"(0.4407287538051605, 0.8381567597389221)","(0.3929373621940613, 0.6970611810684204)",1,1,2.398651123046875,2.6206817626953125,"(-59.018028259277344, 4.193047046661377, 560.37890625)","(-2.9515655040740967, 3.556529998779297, 558.8294677734375)","(-22.09935760498047, 47.07410430908203, 6.491795539855957)","(-38.61250686645508, 72.84334564208984, 15.871001243591309)",POINT (0.4168330579996109 0.7676089704036713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,22,602812476651,8037974265,1,1,"(0.44079235196113586, 0.8271890878677368)","(0.3930455148220062, 0.6901245713233948)",1,1,2.3881988525390625,2.606781005859375,"(-59.08199691772461, 4.16321325302124, 560.3143310546875)","(-3.0049562454223633, 3.541990041732788, 558.690185546875)","(-22.0773983001709, 49.07720947265625, 7.220843315124512)","(-38.57514190673828, 74.11022186279297, 16.332143783569336)",POINT (0.416918933391571 0.7586568295955658),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,22,602812493322,8037990935,1,1,"(0.4322624206542969, 0.8209723830223083)","(0.3896125555038452, 0.7047910094261169)",1,1,2.3956756591796875,2.633056640625,"(-59.14884948730469, 4.201321125030518, 560.2669677734375)","(-3.0775046348571777, 3.5850510597229004, 558.672119140625)","(-25.024709701538086, 50.21261978149414, 7.634081840515137)","(-39.76130676269531, 71.43157958984375, 15.357223510742188)",POINT (0.410937488079071 0.7628816962242126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,22,602812509989,8038007602,1,1,"(0.42478513717651367, 0.8299282193183899)","(0.3914925456047058, 0.7018607258796692)",1,1,2.3833465576171875,2.5978240966796875,"(-59.2620849609375, 4.240917682647705, 560.299072265625)","(-3.1896185874938965, 3.642150402069092, 558.567138671875)","(-27.608293533325195, 48.576942443847656, 7.038797378540039)","(-39.11172103881836, 71.9667739868164, 15.55197525024414)",POINT (0.4081388413906097 0.7658944725990295),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51,22,602812526657,8038024269,1,1,"(0.4391743838787079, 0.8432403206825256)","(0.39823952317237854, 0.6998386383056641)",1,1,2.4010772705078125,2.6033477783203125,"(-59.39037322998047, 4.314513206481934, 560.4327392578125)","(-3.288116455078125, 3.7255759239196777, 558.7041015625)","(-22.636451721191406, 46.14563751220703, 6.153923988342285)","(-36.78046798706055, 72.3360824584961, 15.68639087677002)",POINT (0.4187069535255432 0.7715394794940948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
