,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,-----------.2,int.2,a.1,=.1,2.1,1.1,std.1,cout.1,<<.1,*.1,a.2,+.1,1.2,-----------.8,return.1,0.1,-----------.9,question,code,choices
0,8,7,342944225658,13611085067,1,1,"(0.4393821060657501, 0.6604532599449158)","(0.38763344287872314, 0.6358607411384583)",1,1,2.804901123046875,2.71014404296875,"(-37.07201385498047, 28.820507049560547, 580.8370971679688)","(23.08956527709961, 28.581954956054688, 581.746337890625)","(-20.7355899810791, 79.7108383178711, 18.37053871154785)","(-38.668392181396484, 84.21546936035156, 20.010149002075195)",POINT (0.4135077744722366 0.648157000541687),,,,,,,,,,,,,,,,,,,,,,,1
0,8,7,342944242329,13611101737,1,1,"(0.43153172731399536, 0.6427064538002014)","(0.3780553340911865, 0.6127637624740601)",1,1,2.788055419921875,2.700836181640625,"(-37.13517761230469, 28.82288932800293, 581.074462890625)","(23.054641723632812, 28.58627700805664, 581.9178466796875)","(-23.45603370666504, 82.96150207519531, 19.55381202697754)","(-41.98756790161133, 88.44617462158203, 21.54999351501465)",POINT (0.4047935307025909 0.6277351081371307),,,,,,,,,,,,,,,,,,,,,,,1
0,8,7,342944258996,13611118404,1,1,"(0.4240843951702118, 0.6308111548423767)","(0.38258302211761475, 0.617171585559845)",1,1,2.7574005126953125,2.6951141357421875,"(-37.175228118896484, 28.803264617919922, 580.9571533203125)","(23.001697540283203, 28.58688735961914, 581.977783203125)","(-26.036802291870117, 85.1404037475586, 20.34676742553711)","(-40.418548583984375, 87.6387710571289, 21.256120681762695)",POINT (0.4033337086439133 0.6239913702011108),,,,,,,,,,,,,,,,,,,,,,,1
0,8,7,342944275663,13611135070,1,1,"(0.4398573040962219, 0.6404939889907837)","(0.4013018012046814, 0.6393444538116455)",1,1,2.7779693603515625,2.7421875,"(-37.17516326904297, 28.78955841064453, 580.919921875)","(23.00170135498047, 28.58321762084961, 581.9775390625)","(-20.5709171295166, 83.36676788330078, 19.701274871826172)","(-33.93181228637695, 83.57734680175781, 19.77789878845215)",POINT (0.4205795526504517 0.6399192214012146),,,,,,,,,,,,,,,,,,,,,,,1
0,8,7,342944292330,13611151737,1,1,"(0.48596471548080444, 0.6487530469894409)","(0.44881126284599304, 0.6493790149688721)",1,1,2.767486572265625,2.759506225585937,"(-37.053810119628906, 28.77322769165039, 580.6708984375)","(23.087738037109375, 28.56369400024414, 581.6150512695312)","(-4.59302282333374, 81.85395050048828, 19.150650024414062)","(-17.468053817749023, 81.73930358886719, 19.108888626098633)",POINT (0.4673879891633987 0.6490660309791565),,,,,,,,,,,,,,,,,,,,,,,1
0,8,7,342944308998,13611168404,1,1,"(0.4836258292198181, 0.6537140607833862)","(0.4419279098510742, 0.6426786184310913)",1,1,2.7820587158203125,2.753265380859375,"(-37.09199523925781, 28.76251792907715, 580.7418212890625)","(23.053190231323242, 28.563100814819336, 581.7674560546875)","(-5.403523921966553, 80.94524383544922, 18.819896697998047)","(-19.853374481201172, 82.96661376953125, 19.555618286132812)",POINT (0.4627768695354462 0.6481963396072388),,,,,,,,,,,,,,,,,,,,,,,1
0,8,7,342944325664,13611185070,1,1,"(0.4806899130344391, 0.6567032337188721)","(0.44486406445503235, 0.6242575645446777)",1,1,2.789031982421875,2.7392578125,"(-37.16401672363281, 28.77802276611328, 580.9404907226562)","(23.00664520263672, 28.57111167907715, 581.8458251953125)","(-6.420934677124023, 80.39771270751953, 18.62060546875)","(-18.83588981628418, 86.34083557128906, 20.78371238708496)",POINT (0.4627769887447357 0.6404803991317749),,,,,,,,,,,,,,,,,,,,,,,1
0,8,7,342944342332,13611201737,1,1,"(0.47764521837234497, 0.6554735898971558)","(0.4429101347923279, 0.6228200197219849)",1,1,2.7803497314453125,2.7120819091796875,"(-37.20146942138672, 28.74666976928711, 580.6549682617188)","(22.9578857421875, 28.567440032958984, 581.8115234375)","(-7.4760212898254395, 80.62295532226562, 18.702552795410156)","(-19.51299476623535, 86.60415649414062, 20.879552841186523)",POINT (0.4602776765823364 0.6391468048095703),,,,,,,,,,,,,,,,,,,,,,,1
0,8,7,342944358998,13611218403,1,1,"(0.4964519143104553, 0.668694019317627)","(0.44542309641838074, 0.6231400966644287)",1,1,2.80462646484375,2.73138427734375,"(-37.243690490722656, 28.73505401611328, 580.5184326171875)","(22.912208557128906, 28.569847106933594, 581.626953125)","(-0.9588170051574707, 78.20133972167969, 17.821186065673828)","(-18.642169952392578, 86.5455322265625, 20.85816192626953)",POINT (0.470937505364418 0.6459170579910278),,,,,,,,,,,,,,,,,,,,,,,1
0,8,7,342944375672,13611235077,1,1,"(0.4801177382469177, 0.6623603701591492)","(0.4402676820755005, 0.6287243366241455)",1,1,2.797607421875,2.7346343994140625,"(-37.29088592529297, 28.726152420043945, 580.625244140625)","(22.875873565673828, 28.56155776977539, 581.53564453125)","(-6.619197845458984, 79.36148071289062, 18.243480682373047)","(-20.42870330810547, 85.52262115478516, 20.485979080200195)",POINT (0.4601927101612091 0.6455423533916473),,,,,,,,,,,,,,,,,,,,,,,1
