,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,22,27,330902895073,564733808,1,1,"(0.5167160630226135, 1.0078965425491333)","(0.387703537940979, 0.620524525642395)",1,1,2.135971069335937,3.352279663085937,"(-28.884742736816406, 12.366992950439453, 562.08642578125)","(32.3892707824707, 12.56533432006836, 566.70654296875)","(4.1561784744262695, 16.073387145996094, -4.791574954986572)","(-40.42091369628906, 86.82173919677734, 20.95876121520996)",POINT (0.4522098004817963 0.8142105340957642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,22,27,330902928406,564767140,1,1,"(0.42508813738822937, 0.6871289014816284)","(0.4151076078414917, 0.5138054490089417)",1,1,3.245635986328125,3.487548828125,"(-28.68096160888672, 12.470335960388184, 562.5189208984375)","(32.55381774902344, 12.567670822143555, 566.7174072265625)","(-27.503604888916016, 74.6573486328125, 16.531240463256836)","(-30.95212173461914, 106.31259155273438, 28.052814483642578)",POINT (0.4200978726148605 0.600467175245285),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,27,330902945080,564783813,1,1,"(0.42388254404067993, 0.5821859240531921)","(0.4050673246383667, 0.5841265916824341)",1,1,3.4062042236328125,3.4259185791015625,"(-28.608421325683594, 12.51097297668457, 562.629638671875)","(32.644500732421875, 12.605098724365234, 566.7890014648438)","(-27.920162200927734, 93.82380676269531, 23.50723648071289)","(-34.42128372192383, 93.46935272216797, 23.378250122070312)",POINT (0.4144749343395233 0.5831562578678131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,27,330902961747,564800480,1,1,"(0.4361983835697174, 0.5181525349617004)","(0.40475067496299744, 0.5769606232643127)",1,1,3.526123046875,3.4356689453125,"(-28.528844833374023, 12.524521827697754, 562.328857421875)","(32.697547912597656, 12.597955703735352, 566.8643798828125)","(-23.66472816467285, 105.51864624023438, 27.763856887817383)","(-34.53069305419922, 94.77812957763672, 23.854595184326172)",POINT (0.4204745292663574 0.5475565791130066),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,27,330902978414,564817146,1,1,"(0.42471542954444885, 0.5049251317977905)","(0.4113446772098541, 0.5729457139968872)",1,1,3.5723876953125,3.43719482421875,"(-28.48185157775879, 12.567691802978516, 562.5791015625)","(32.751121520996094, 12.626269340515137, 567.0472412109375)","(-27.63237762451172, 107.9344711303711, 28.64312744140625)","(-32.2523193359375, 95.51139068603516, 24.12152099609375)",POINT (0.4180300533771515 0.5389354228973389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,27,330902995080,564833812,1,1,"(0.4328133463859558, 0.511955738067627)","(0.41907986998558044, 0.5848701000213623)",1,1,3.510482788085937,3.450424194335937,"(-28.45836639404297, 12.608019828796387, 562.5730590820312)","(32.783172607421875, 12.64719009399414, 567.2501831054688)","(-24.834346771240234, 106.6504135131836, 28.175777435302734)","(-29.579607009887695, 93.33356475830078, 23.328861236572266)",POINT (0.4259466081857681 0.5484129190444946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,27,330903011748,564850479,1,1,"(0.4333886206150055, 0.567234218120575)","(0.41286346316337585, 0.5818773508071899)",1,1,3.463592529296875,3.4859619140625,"(-28.44322967529297, 12.654011726379395, 562.8114013671875)","(32.801231384277344, 12.672195434570312, 567.3197021484375)","(-24.635568618774414, 96.55453491210938, 24.50115394592285)","(-31.72753143310547, 93.8801498413086, 23.52777671813965)",POINT (0.4231260418891907 0.5745557844638824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,27,330903028415,564867146,1,1,"(0.4340134263038635, 0.583665668964386)","(0.4144437313079834, 0.5771291255950928)",1,1,3.4446563720703125,3.4638214111328125,"(-28.445873260498047, 12.68536376953125, 562.855712890625)","(32.79998016357422, 12.688373565673828, 567.3468017578125)","(-24.41969108581543, 93.55352783203125, 23.4089298248291)","(-31.18151092529297, 94.74734497070312, 23.84341812133789)",POINT (0.4242285788059235 0.5803973972797394),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,27,330903045083,564883813,1,1,"(0.4233015179634094, 0.5703470706939697)","(0.41013842821121216, 0.5660545229911804)",1,1,3.4560546875,3.487655639648437,"(-28.41299819946289, 12.796489715576172, 563.0074462890625)","(32.81123352050781, 12.805459976196289, 567.6322021484375)","(-28.12090301513672, 95.98603057861328, 24.29422950744629)","(-32.66910171508789, 96.76997375488281, 24.57961654663086)",POINT (0.4167199730873108 0.5682007968425751),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,22,27,330903061750,564900480,1,1,"(0.44706711173057556, 0.221245676279068)","(0.4184776842594147, 0.28010082244873047)",1,1,3.5329742431640625,3.463623046875,"(-28.28297996520996, 13.24669361114502, 563.2210083007812)","(32.65617370605469, 13.236781120300293, 567.8179931640625)","(-19.9093017578125, 159.7447509765625, 47.50056076049805)","(-29.787675857543945, 148.99563598632812, 43.58818435668945)",POINT (0.4327723979949951 0.2506732493638992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
