,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,40,23,4382690426,4468508384,1,1,"(0.4163189232349396, 0.15683837234973907)","(0.44530633091926575, 0.12359241396188736)",1,1,3.50946044921875,3.509262084960937,"(-62.83687973022461, -61.25291442871094, 685.0440673828125)","(-4.1533942222595215, -63.76875305175781, 685.60302734375)","(-28.727825164794922, 171.95860290527344, 51.94603729248047)","(-18.682632446289062, 178.04830932617188, 54.162513732910156)",POINT (0.4308126270771027 0.1402153931558132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,40,23,4382707092,4468525049,1,1,"(0.41154447197914124, 0.16615010797977448)","(0.44945859909057617, 0.14036770164966583)",1,1,3.5201568603515625,3.528305053710937,"(-62.79682540893555, -61.24097442626953, 685.025390625)","(-4.121862888336182, -63.7725830078125, 685.6292724609375)","(-30.382343292236328, 170.25296020507812, 51.32524108886719)","(-17.24372100830078, 174.97555541992188, 53.04411697387695)",POINT (0.4305015355348587 0.1532589048147202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,40,23,4382723759,4468541715,1,1,"(0.409860759973526, 0.17205959558486938)","(0.4508158266544342, 0.12965714931488037)",1,1,3.5193328857421875,3.5156402587890625,"(-62.77766418457031, -61.22991943359375, 685.068603515625)","(-4.09304141998291, -63.77180862426758, 685.707763671875)","(-30.965808868408203, 169.1704864501953, 50.93128967285156)","(-16.773378372192383, 176.9374237060547, 53.7581672668457)",POINT (0.4303382933139801 0.1508583724498749),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,40,23,4382740426,4468558382,1,1,"(0.4078626334667206, 0.1818089783191681)","(0.4446099102497101, 0.13105735182762146)",1,1,3.5240020751953125,3.51513671875,"(-62.76800537109375, -61.226741790771484, 685.0570068359375)","(-4.07868766784668, -63.768001556396484, 685.733642578125)","(-31.65825653076172, 167.38470458984375, 50.28131103515625)","(-18.923973083496094, 176.68093872070312, 53.66486358642578)",POINT (0.4262362718582153 0.1564331650733948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,40,23,4382757093,4468575048,1,1,"(0.41065531969070435, 0.16876113414764404)","(0.4515414535999298, 0.14005546271800995)",1,1,3.4946746826171875,3.53021240234375,"(-62.763465881347656, -61.20867156982422, 685.0429077148438)","(-4.0783233642578125, -63.745849609375, 685.6818237304688)","(-30.69047737121582, 169.77468872070312, 51.151180267333984)","(-16.521940231323242, 175.0327606201172, 53.064918518066406)",POINT (0.4310983866453171 0.154408298432827),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,40,23,4382773762,4468591717,1,1,"(0.4132159352302551, 0.16273900866508484)","(0.45039114356040955, 0.12551027536392212)",1,1,3.4970703125,3.5079498291015625,"(-62.772579193115234, -61.21019744873047, 685.041259765625)","(-4.085443496704102, -63.739418029785156, 685.6690063476562)","(-29.803123474121094, 170.87777709960938, 51.552650451660156)","(-16.920547485351562, 177.69700622558594, 54.034645080566406)",POINT (0.4318035393953323 0.1441246420145035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,40,23,4382790430,4468608384,1,1,"(0.41266176104545593, 0.16709597408771515)","(0.451384961605072, 0.1194365844130516)",1,1,3.508270263671875,3.505584716796875,"(-62.7773323059082, -61.20623016357422, 685.0274658203125)","(-4.094311714172363, -63.73133850097656, 685.6822509765625)","(-29.99517250061035, 170.0797119140625, 51.26217269897461)","(-16.576162338256836, 178.80955505371094, 54.439544677734375)",POINT (0.432023361325264 0.1432662792503834),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,40,23,4382807096,4468625050,1,1,"(0.40777382254600525, 0.18288828432559967)","(0.44805967807769775, 0.1297742873430252)",1,1,3.5072021484375,3.510238647460937,"(-62.78688049316406, -61.21185302734375, 684.9732666015625)","(-4.104621887207031, -63.727359771728516, 685.6302490234375)","(-31.68902015686035, 167.18701171875, 50.20930862426758)","(-17.72849464416504, 176.9159698486328, 53.75035858154297)",POINT (0.4279167503118515 0.1563312858343124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,40,23,4382823770,4468641723,1,1,"(0.4163331389427185, 0.17690376937389374)","(0.45114585757255554, 0.12256850302219391)",1,1,3.5071563720703125,3.5010223388671875,"(-62.79127883911133, -61.22136306762695, 684.98583984375)","(-4.10626745223999, -63.72816467285156, 685.5911865234375)","(-28.72289276123047, 168.28318786621094, 50.60831069946289)","(-16.659025192260742, 178.23585510253906, 54.23078918457031)",POINT (0.433739498257637 0.1497361361980438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,40,23,4382840437,4468658390,1,1,"(0.41015422344207764, 0.15617717802524567)","(0.4487322270870209, 0.12908492982387543)",1,1,3.490478515625,3.49365234375,"(-62.78170394897461, -61.23609161376953, 684.974853515625)","(-4.095518112182617, -63.738929748535156, 685.565673828125)","(-30.864110946655273, 172.07972717285156, 51.99009704589844)","(-17.495426177978516, 177.042236328125, 53.79634094238281)",POINT (0.4294432252645493 0.1426310539245606),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
