,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,36,16,341837240272,652670338,1,1,"(0.4239596724510193, 0.2900804579257965)","(0.4266063868999481, 0.27348554134368896)",1,1,3.2255401611328125,3.07330322265625,"(-67.51448822021484, 13.668107032775879, 473.88702392578125)","(-6.484803676605225, 18.422441482543945, 477.4198913574219)","(-27.893505096435547, 147.17298889160156, 42.9248046875)","(-26.97899627685547, 150.20382690429688, 44.02794647216797)",POINT (0.4252830296754837 0.2817829996347427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,16,341837256939,652687004,1,1,"(0.425152063369751, 0.27793368697166443)","(0.42985036969184875, 0.26231294870376587)",1,1,3.20404052734375,3.0560302734375,"(-67.55689239501953, 13.671422958374023, 473.78802490234375)","(-6.517883777618408, 18.447778701782227, 477.39434814453125)","(-27.48149871826172, 149.3914337158203, 43.73225402832031)","(-25.858131408691406, 152.24435424804688, 44.7706298828125)",POINT (0.4275012165307999 0.2701233178377152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,16,341837273606,652703671,1,1,"(0.42704880237579346, 0.28390395641326904)","(0.4286119341850281, 0.2625088095664978)",1,1,3.1917266845703125,3.0533905029296875,"(-67.617431640625, 13.683855056762695, 473.9295654296875)","(-6.540948867797852, 18.460662841796875, 477.3812255859375)","(-26.826139450073242, 148.30104064941406, 43.335391998291016)","(-26.286039352416992, 152.20858764648438, 44.757606506347656)",POINT (0.4278303682804108 0.2732063829898834),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,16,341837290273,652720337,1,1,"(0.422602117061615, 0.28291797637939453)","(0.42477405071258545, 0.26775041222572327)",1,1,3.1779937744140625,3.043075561523437,"(-67.6346435546875, 13.679732322692871, 473.861572265625)","(-6.557703971862793, 18.462398529052734, 477.31719970703125)","(-28.362585067749023, 148.48110961914062, 43.40095138549805)","(-27.61212921142578, 151.25128173828125, 44.40916061401367)",POINT (0.4236880838871002 0.2753341943025589),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,16,341837306945,652737009,1,1,"(0.4249359369277954, 0.2869885563850403)","(0.4263882637023926, 0.2581161558628082)",1,1,3.174224853515625,3.0404510498046875,"(-67.66673278808594, 13.687911987304688, 473.90582275390625)","(-6.571802139282227, 18.475357055664062, 477.2666320800781)","(-27.55618667602539, 147.73768615722656, 43.13032150268555)","(-27.054367065429688, 153.01084899902344, 45.04960632324219)",POINT (0.425662100315094 0.2725523561239243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,16,341837323613,652753676,1,1,"(0.4240763187408447, 0.2832212448120117)","(0.42604121565818787, 0.2611789107322693)",1,1,3.1667633056640625,3.0199737548828125,"(-67.68717956542969, 13.691183090209961, 473.93951416015625)","(-6.57404088973999, 18.47684097290039, 477.29150390625)","(-27.85320472717285, 148.4257354736328, 43.3807487487793)","(-27.174280166625977, 152.4514617919922, 44.84604263305664)",POINT (0.4250587671995163 0.2722000777721405),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,16,341837340279,652770342,1,1,"(0.42835864424705505, 0.3139956295490265)","(0.4227898418903351, 0.25695130228996277)",1,1,3.2093963623046875,3.0133819580078125,"(-67.69871520996094, 13.695786476135254, 473.9491271972656)","(-6.572563171386719, 18.478593826293945, 477.31689453125)","(-26.373546600341797, 142.80519104003906, 41.33506774902344)","(-28.297714233398438, 153.22357177734375, 45.12709045410156)",POINT (0.4255742430686951 0.2854734659194946),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,16,341837356947,652787009,1,1,"(0.4302191138267517, 0.3187161982059479)","(0.4263137876987457, 0.2594270706176758)",1,1,3.181625366210937,3.0061492919921875,"(-67.71467590332031, 13.686429977416992, 473.9967956542969)","(-6.576279640197754, 18.471691131591797, 477.3797607421875)","(-25.730710983276367, 141.9430389404297, 41.02128982543945)","(-27.080110549926758, 152.77142333984375, 44.96246337890625)",POINT (0.4282664507627487 0.2890716344118118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,16,341837373614,652803676,1,1,"(0.4355507791042328, 0.2868950664997101)","(0.4321213662624359, 0.266367107629776)",1,1,3.1448516845703125,3.003768920898437,"(-67.74154663085938, 13.674209594726562, 474.0959167480469)","(-6.595984935760498, 18.489978790283203, 477.58154296875)","(-23.88849449157715, 147.75474548339844, 43.13658142089844)","(-25.07343864440918, 151.50390625, 44.50117111206055)",POINT (0.4338360726833344 0.276631087064743),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,16,341837390281,652820342,1,1,"(0.4250854253768921, 0.2764860689640045)","(0.42501315474510193, 0.26360592246055603)",1,1,3.121246337890625,2.9774322509765625,"(-67.68318176269531, 13.637080192565918, 473.8262023925781)","(-6.5792436599731445, 18.464515686035156, 477.5194091796875)","(-27.504528045654297, 149.6558074951172, 43.828521728515625)","(-27.529510498046875, 152.00820922851562, 44.684688568115234)",POINT (0.425049290060997 0.2700459957122803),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,16,341837406948,652837009,1,1,"(0.42465853691101074, 0.2820853590965271)","(0.4356192350387573, 0.2632348835468292)",1,1,3.1305389404296875,2.9796905517578125,"(-67.71162414550781, 13.644248008728027, 473.92315673828125)","(-6.6119771003723145, 18.48827362060547, 477.84783935546875)","(-27.65203285217285, 148.6331787109375, 43.456295013427734)","(-23.864831924438477, 152.0759735107422, 44.709346771240234)",POINT (0.430138885974884 0.2726601213216782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
