,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,30,18,2277893921,14161619215,1,1,"(0.4833749234676361, 0.5155490636825562)","(0.46076491475105286, 0.5802646279335022)",1,1,3.085235595703125,2.82806396484375,"(-61.668182373046875, -23.95099639892578, 661.1536865234375)","(1.830212950706482, -24.522871017456055, 662.5157470703125)","(-7.364041328430176, 105.99414825439453, 27.936912536621094)","(-15.176370620727539, 94.17469024658203, 23.634958267211914)",POINT (0.4720699191093445 0.5479068458080292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,18,2277910589,14161635883,1,1,"(0.47240185737609863, 0.523503303527832)","(0.4633285105228424, 0.5808973908424377)",1,1,3.095077514648437,2.8328857421875,"(-61.72468566894531, -23.936481475830078, 661.2655029296875)","(1.80354642868042, -24.5103702545166, 662.406494140625)","(-11.15550422668457, 104.54139709472656, 27.408126831054688)","(-14.290572166442871, 94.05912017822266, 23.592947006225586)",POINT (0.4678651839494705 0.5522003471851349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,18,2277927256,14161652549,1,1,"(0.47960013151168823, 0.5077532529830933)","(0.4520080089569092, 0.5870031714439392)",1,1,3.09521484375,2.82952880859375,"(-61.76464080810547, -23.931982040405273, 661.3441162109375)","(1.7893545627593994, -24.510698318481445, 662.4913330078125)","(-8.66832160949707, 107.41793060302734, 28.45512580871582)","(-18.202110290527344, 92.94397735595703, 23.18706512451172)",POINT (0.4658040702342987 0.5473782122135162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,18,2277943922,14161669215,1,1,"(0.5053157806396484, 0.5245442986488342)","(0.506091833114624, 0.5605016350746155)",1,1,3.091903686523437,2.803314208984375,"(-61.683692932128906, -23.91341781616211, 661.28564453125)","(1.8293824195861816, -24.498577117919922, 662.454345703125)","(0.21708300709724426, 104.35124969482422, 27.339000701904297)","(0.4852253496646881, 97.78414916992188, 24.948698043823242)",POINT (0.5057038068771362 0.5425229668617249),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,18,2277960591,14161685883,1,1,"(0.5076873302459717, 0.5323008298873901)","(0.4883621633052826, 0.5787717700004578)",1,1,3.103271484375,2.8253326416015625,"(-61.73125457763672, -23.923168182373047, 661.3992309570312)","(1.8217732906341553, -24.49713897705078, 662.4542236328125)","(1.0365136861801147, 102.93465423583984, 26.82332420349121)","(-5.640824794769287, 94.44735717773438, 23.73419952392578)",POINT (0.4980247467756271 0.555536299943924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,18,2277977257,14161702549,1,1,"(0.5005059838294983, 0.5205492973327637)","(0.4853663146495819, 0.53932785987854)",1,1,3.08697509765625,2.7951812744140625,"(-61.772483825683594, -23.90561294555664, 661.416015625)","(1.8067378997802734, -24.49287223815918, 662.502685546875)","(-1.4448373317718506, 105.08090209960938, 27.604541778564453)","(-6.675958633422852, 101.6512680053711, 26.356225967407227)",POINT (0.4929361492395401 0.5299385786056519),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,18,2277993925,14161719216,1,1,"(0.503961443901062, 0.5172939300537109)","(0.4858921766281128, 0.5503301620483398)",1,1,3.0849761962890625,2.830917358398437,"(-61.80480194091797, -23.9073543548584, 661.3114624023438)","(1.7618879079818726, -24.48288345336914, 662.66064453125)","(-0.25087934732437134, 105.67546844482422, 27.82090187072754)","(-6.494252681732178, 99.64180755615234, 25.62489128112793)",POINT (0.4949268102645874 0.5338120460510254),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,18,2278010591,14161735882,1,1,"(0.49757033586502075, 0.5194259881973267)","(0.4877455532550812, 0.5479082465171814)",1,1,3.1164703369140625,2.834823608398437,"(-61.824100494384766, -23.909582138061523, 661.2464599609375)","(1.7058897018432617, -24.475881576538086, 662.5155029296875)","(-2.459169626235962, 105.28605651855469, 27.679208755493164)","(-5.853875637054443, 100.08415222167969, 25.785852432250977)",POINT (0.492657944560051 0.533667117357254),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,18,2278027263,14161752553,1,1,"(0.5013040900230408, 0.5286970734596252)","(0.49118614196777344, 0.5512433648109436)",1,1,3.1062469482421875,2.8242645263671875,"(-61.856353759765625, -23.933727264404297, 661.264892578125)","(1.6654390096664429, -24.48573112487793, 662.5279541015625)","(-1.1690529584884644, 103.59281158447266, 27.06292724609375)","(-4.66506814956665, 99.47503662109375, 25.56416893005371)",POINT (0.4962451159954071 0.5399702191352844),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,18,2278043930,14161769220,1,1,"(0.5015555620193481, 0.5243171453475952)","(0.4970798194408417, 0.5592355728149414)",1,1,3.10711669921875,2.8377227783203125,"(-61.879905700683594, -23.95520782470703, 661.28515625)","(1.6356230974197388, -24.492713928222656, 662.4793701171875)","(-1.082165241241455, 104.39275360107422, 27.35407257080078)","(-2.6286580562591553, 98.015380859375, 25.03288459777832)",POINT (0.4993176907300949 0.5417763590812683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
