,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,2,12,169545380817,2243000154,1,1,"(0.2961339056491852, 0.05780657008290291)","(0.2923791706562042, 0.12130694091320038)",1,1,2.51397705078125,2.8137664794921875,"(-64.53041076660156, -57.79167938232422, 726.0947265625)","(-0.08750605583190918, -62.800453186035156, 724.6260986328125)","(-72.060546875, 189.5947265625, 58.365081787109375)","(-73.35790252685547, 177.99725341796875, 54.143882751464844)",POINT (0.2942565381526947 0.0895567554980516),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545397485,2243016821,1,1,"(0.29653406143188477, 0.04848591610789299)","(0.2990562617778778, 0.19142478704452515)",1,1,2.5113067626953125,2.894989013671875,"(-64.47360229492188, -57.76438903808594, 725.8702392578125)","(-0.03674035519361496, -62.82579803466797, 725.060302734375)","(-71.92227172851562, 191.29702758789062, 58.984649658203125)","(-71.05079650878906, 165.191162109375, 49.48283004760742)",POINT (0.2977951616048813 0.1199553515762091),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545414152,2243033488,1,1,"(0.2773545980453491, 0.01966610550880432)","(0.280933141708374, 0.1367928683757782)",1,1,2.4967803955078125,2.8241424560546875,"(-64.45021057128906, -57.73844909667969, 725.9768676757812)","(-0.024531029164791107, -62.7237548828125, 724.741943359375)","(-78.54927062988281, 196.5605926513672, 60.900421142578125)","(-77.31278991699219, 175.1689453125, 53.11449432373047)",POINT (0.2791438698768616 0.0782294869422913),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545430819,2243050154,1,1,"(0.29610729217529297, 0.03979198634624481)","(0.2914571464061737, 0.17331527173519135)",1,1,2.5238800048828125,2.874008178710937,"(-64.39579772949219, -57.72737503051758, 726.1351318359375)","(0.03380679339170456, -62.68964385986328, 724.350830078125)","(-72.06974029541016, 192.88487243652344, 59.562538146972656)","(-73.67648315429688, 168.49859619140625, 50.686683654785156)",POINT (0.2937822192907333 0.1065536290407181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545447486,2243066821,1,1,"(0.292093425989151, 0.05344681814312935)","(0.2760465741157532, 0.17349371314048767)",1,1,2.4943084716796875,2.8260040283203125,"(-64.32456970214844, -57.660518646240234, 726.0151977539062)","(0.10602270066738129, -62.642425537109375, 724.37939453125)","(-73.45663452148438, 190.39100646972656, 58.65487289428711)","(-79.00122833251953, 168.4660186767578, 50.674842834472656)",POINT (0.2840700000524521 0.1134702656418085),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545464154,2243083488,1,1,"(0.29020607471466064, 0.056161392480134964)","(0.2835139334201813, 0.15026649832725525)",1,1,2.486602783203125,2.798828125,"(-64.28419494628906, -57.62356185913086, 726.0966796875)","(0.15235161781311035, -62.66542434692383, 724.8726806640625)","(-74.10877227783203, 189.89523315429688, 58.47438430786133)","(-76.42105865478516, 172.70816040039062, 52.21881866455078)",POINT (0.286860004067421 0.1032139454036951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545480826,2243100160,1,1,"(0.2930237352848053, 0.055232614278793335)","(0.29571470618247986, 0.18024148046970367)",1,1,2.487091064453125,2.8162384033203125,"(-64.20158386230469, -57.556007385253906, 725.7293090820312)","(0.212619811296463, -62.62340545654297, 724.583251953125)","(-73.13520050048828, 190.06484985351562, 58.536163330078125)","(-72.20537567138672, 167.23361206054688, 50.22626495361328)",POINT (0.2943692207336426 0.1177370473742485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545497494,2243116827,1,1,"(0.2921946048736572, 0.08162644505500793)","(0.29115551710128784, 0.2062610387802124)",1,1,2.521224975585937,2.864730834960937,"(-64.14689636230469, -57.539188385009766, 725.6217041015625)","(0.26724785566329956, -62.580116271972656, 723.9613037109375)","(-73.42167663574219, 185.24435424804688, 56.78163528442383)","(-73.78070831298828, 162.4814910888672, 48.49665832519531)",POINT (0.2916750609874725 0.1439437419176102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,2,12,169545514161,2243133494,1,1,"(0.29845157265663147, 0.061298564076423645)","(0.2836706340312958, 0.17347866296768188)",1,1,2.499359130859375,2.7853546142578125,"(-64.10707092285156, -57.535316467285156, 725.6297607421875)","(0.30523425340652466, -62.57697296142578, 723.9172973632812)","(-71.25971984863281, 188.95697021484375, 58.132911682128906)","(-76.36692810058594, 168.46876525878906, 50.675811767578125)",POINT (0.2910611033439636 0.1173886135220528),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545530829,2243150161,1,1,"(0.2920699417591095, 0.05017615854740143)","(0.28199800848960876, 0.16362124681472778)",1,1,2.481430053710937,2.7711944580078125,"(-64.05735778808594, -57.55127716064453, 725.5654296875)","(0.3411024808883667, -62.618438720703125, 724.177001953125)","(-73.46475219726562, 190.98834228515625, 58.87226104736328)","(-76.94485473632812, 170.2690887451172, 51.331092834472656)",POINT (0.2870339751243591 0.1068987026810646),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545547495,2243166827,1,1,"(0.2852810025215149, 0.07257847487926483)","(0.2830398380756378, 0.18384097516536713)",1,1,2.4849090576171875,2.823150634765625,"(-64.03510284423828, -57.53635787963867, 725.496337890625)","(0.35669049620628357, -62.6236686706543, 724.322021484375)","(-75.81049346923828, 186.89683532714844, 57.38312530517578)","(-76.58487701416016, 166.5762176513672, 49.987037658691406)",POINT (0.2841604202985764 0.128209725022316),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545564162,2243183493,1,1,"(0.2884025275707245, 0.06073332205414772)","(0.2902657687664032, 0.14805418252944946)",1,1,2.48187255859375,2.772079467773437,"(-64.03166961669922, -57.53964614868164, 725.4821166992188)","(0.3616253733634949, -62.62644958496094, 724.3364868164062)","(-74.73194122314453, 189.0602264404297, 58.17045974731445)","(-74.08812713623047, 173.1122283935547, 52.36586380004883)",POINT (0.2893341481685638 0.1043937522917986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545580830,2243200161,1,1,"(0.2878292202949524, 0.06507240235805511)","(0.2969686985015869, 0.1892295628786087)",1,1,2.485321044921875,2.811492919921875,"(-64.02189636230469, -57.509429931640625, 725.4844970703125)","(0.36931881308555603, -62.596839904785156, 724.3226318359375)","(-74.93001556396484, 188.2677459716797, 57.88203048706055)","(-71.7721176147461, 165.5920867919922, 49.6287841796875)",POINT (0.2923989593982696 0.1271509826183319),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545597496,2243216827,1,1,"(0.2862001359462738, 0.047409310936927795)","(0.29358577728271484, 0.15499979257583618)",1,1,2.473236083984375,2.8009490966796875,"(-64.00558471679688, -57.48318862915039, 725.4290771484375)","(0.38161522150039673, -62.57091522216797, 724.2645874023438)","(-75.49290466308594, 191.49366760253906, 59.056190490722656)","(-72.94098663330078, 171.84368896484375, 51.904170989990234)",POINT (0.2898929566144943 0.101204551756382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545614169,2243233499,1,1,"(0.28665387630462646, 0.04690634459257126)","(0.2914961576461792, 0.12430566549301147)",1,1,2.47674560546875,2.770370483398437,"(-63.98782730102539, -57.44331359863281, 725.3579711914062)","(0.41054195165634155, -62.53628158569336, 724.2930297851562)","(-75.33612823486328, 191.58554077148438, 59.0895881652832)","(-73.66300201416016, 177.44955444335938, 53.94456481933594)",POINT (0.2890750169754028 0.0856060050427914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545630835,2243250165,1,1,"(0.28448352217674255, 0.03143087774515152)","(0.2870864272117615, 0.14414916932582855)",1,1,2.4786834716796875,2.758056640625,"(-63.94645309448242, -57.40471649169922, 725.2172241210938)","(0.4686572849750519, -62.512149810791016, 724.090576171875)","(-76.08605194091797, 194.41189575195312, 60.11842727661133)","(-75.18667602539062, 173.82537841796875, 52.625518798828125)",POINT (0.285784974694252 0.08779002353549),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545647503,2243266832,1,1,"(0.29210013151168823, 0.0379941388964653)","(0.28351226449012756, 0.15413692593574524)",1,1,2.446075439453125,2.7947540283203125,"(-63.87451171875, -57.33138656616211, 725.068359375)","(0.5238656997680664, -62.47841262817383, 723.6712646484375)","(-73.45433044433594, 193.21322631835938, 59.68208694458008)","(-76.42162322998047, 172.00125122070312, 51.961585998535156)",POINT (0.2878061980009079 0.0960655324161053),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545664170,2243283499,1,1,"(0.29064711928367615, 0.05785774812102318)","(0.2926020920276642, 0.13287855684757233)",1,1,2.4470977783203125,2.7630767822265625,"(-63.804412841796875, -57.290748596191406, 724.802978515625)","(0.5705147981643677, -62.4781494140625, 723.4981689453125)","(-73.95635986328125, 189.5854034423828, 58.36162185668945)","(-73.28086853027344, 175.8838348388672, 53.37467575073242)",POINT (0.2916246056556702 0.0953681524842978),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545680837,2243300165,1,1,"(0.2910569906234741, 0.052420057356357574)","(0.297102689743042, 0.15252907574176788)",1,1,2.450912475585937,2.78802490234375,"(-63.748497009277344, -57.26103973388672, 724.7850341796875)","(0.6201291084289551, -62.4993782043457, 723.7435302734375)","(-73.81474304199219, 190.57850646972656, 58.72311782836914)","(-71.72582244873047, 172.29493713378906, 52.068450927734375)",POINT (0.2940798401832581 0.1024745665490627),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545697504,2243316832,1,1,"(0.2920053005218506, 0.06243797391653061)","(0.28617531061172485, 0.14424927532672882)",1,1,2.467620849609375,2.741058349609375,"(-63.71896743774414, -57.257835388183594, 724.8800048828125)","(0.6831836700439453, -62.50828170776367, 723.6133422851562)","(-73.4870834350586, 188.74888610839844, 58.05718231201172)","(-75.5014877319336, 173.80711364746094, 52.618839263916016)",POINT (0.2890903055667877 0.1033436246216297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545714171,2243333498,1,1,"(0.2890835702419281, 0.07289371639490128)","(0.2802869975566864, 0.14591597020626068)",1,1,2.473114013671875,2.75848388671875,"(-63.68889236450195, -57.22178649902344, 724.782470703125)","(0.7119936943054199, -62.494873046875, 723.5988159179688)","(-74.49661254882812, 186.83926391601562, 57.36216354370117)","(-77.53604125976562, 173.50271606445312, 52.50802993774414)",POINT (0.2846852838993072 0.109404843300581),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545730841,2243350168,1,1,"(0.29010966420173645, 0.06137634441256523)","(0.2812432050704956, 0.13213500380516052)",1,1,2.440658569335937,2.708114624023437,"(-63.677433013916016, -57.222930908203125, 724.6962280273438)","(0.7299258708953857, -62.487998962402344, 723.4256591796875)","(-74.14207458496094, 188.94277954101562, 58.127723693847656)","(-77.20565795898438, 176.01963806152344, 53.424110412597656)",POINT (0.285676434636116 0.0967556741088629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545747509,2243366835,1,1,"(0.29443100094795227, 0.06839681416749954)","(0.28399136662483215, 0.1185268759727478)",1,1,2.459945678710937,2.7549285888671875,"(-63.66118240356445, -57.210060119628906, 724.6256103515625)","(0.7457521557807922, -62.45964050292969, 723.2667236328125)","(-72.6489486694336, 187.66058349609375, 57.661041259765625)","(-76.25609588623047, 178.50497436523438, 54.32872772216797)",POINT (0.2892111837863922 0.0934618450701237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545764175,2243383501,1,1,"(0.3839140236377716, 0.07284268736839294)","(0.4051315486431122, 0.17394128441810608)",1,1,2.4524688720703125,2.7599639892578125,"(-63.40888214111328, -57.216529846191406, 724.3511962890625)","(1.0002310276031494, -62.49810028076172, 723.1216430664062)","(-41.73029708862305, 186.8485870361328, 57.365535736083984)","(-34.39909744262695, 168.38426208496094, 50.64508819580078)",POINT (0.3945227861404419 0.1233919858932495),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545780844,2243400169,1,1,"(0.5208566784858704, 0.07845073193311691)","(0.5175773501396179, 0.15088339149951935)",1,1,2.439193725585937,2.653915405273437,"(-62.97602844238281, -57.201438903808594, 724.170166015625)","(1.418042778968811, -62.49610137939453, 722.8168334960938)","(5.586849689483643, 185.82435607910156, 56.992740631103516)","(4.453763008117676, 172.59548950195312, 52.17782211303711)",POINT (0.5192170143127441 0.1146670617163181),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545797510,2243416835,1,1,"(0.5240424871444702, 0.06630638986825943)","(0.530792236328125, 0.2136266827583313)",1,1,2.459808349609375,2.7339630126953125,"(-62.86383819580078, -57.18190383911133, 724.3539428710938)","(1.5026371479034424, -62.52593231201172, 723.1046142578125)","(6.6876349449157715, 188.04237365722656, 57.800018310546875)","(9.019834518432617, 161.1362762451172, 48.006988525390625)",POINT (0.5274173617362976 0.1399665363132954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,2,12,169545814177,2243433501,1,1,"(0.5301188826560974, 0.05492398515343666)","(0.5389223694801331, 0.17471355199813843)",1,1,2.4501953125,2.686019897460937,"(-62.767391204833984, -57.12064743041992, 723.7994384765625)","(1.5588933229446411, -62.473270416259766, 722.571533203125)","(8.787177085876465, 190.12120056152344, 58.556678771972656)","(11.82898998260498, 168.24322509765625, 50.59373474121094)",POINT (0.5345206260681152 0.1148187685757875),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545830845,2243450169,1,1,"(0.5284971594810486, 0.06483058631420135)","(0.5173109769821167, 0.14530397951602936)",1,1,2.424163818359375,2.6504058837890625,"(-62.691829681396484, -57.03646469116211, 723.9429931640625)","(1.7131479978561401, -62.473106384277344, 722.75830078125)","(8.226821899414062, 188.31187438964844, 57.898189544677734)","(4.361719608306885, 173.614501953125, 52.54869079589844)",POINT (0.5229040682315826 0.1050672829151154),,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545847512,2243466835,1,1,"(0.5259813666343689, 0.09369928389787674)","(0.5248618721961975, 0.16993166506290436)",1,1,2.4599151611328125,2.682952880859375,"(-62.58525085449219, -56.90360641479492, 723.7158203125)","(1.7787292003631592, -62.38816452026367, 722.4962158203125)","(7.357558250427246, 183.03941345214844, 55.97910690307617)","(6.970732688903809, 169.1165771484375, 50.91160202026367)",POINT (0.5254216194152832 0.1318154744803906),,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545864186,2243483509,1,1,"(0.5288956761360168, 0.06253158301115036)","(0.5124955177307129, 0.1877351999282837)",1,1,2.4472808837890625,2.685043334960937,"(-62.50047302246094, -56.8100471496582, 723.495361328125)","(1.8875161409378052, -62.24048614501953, 722.050048828125)","(8.364533424377441, 188.73178100585938, 58.050960540771484)","(2.697871446609497, 165.864990234375, 49.72812271118164)",POINT (0.5206955969333649 0.125133391469717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545880853,2243500175,1,1,"(0.531347393989563, 0.07449183613061905)","(0.5172984600067139, 0.14007216691970825)",1,1,2.425262451171875,2.6356964111328125,"(-62.45805358886719, -56.6649055480957, 723.489990234375)","(1.9523189067840576, -62.217323303222656, 722.5692138671875)","(9.211641311645508, 186.5474090576172, 57.25586700439453)","(4.357394218444824, 174.5700225830078, 52.89649963378906)",POINT (0.5243229269981384 0.1072820015251636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545897520,2243516842,1,1,"(0.5384653210639954, 0.04649782180786133)","(0.5210959911346436, 0.14770011603832245)",1,1,2.4287261962890625,2.661376953125,"(-62.42287063598633, -56.59711456298828, 723.1884765625)","(1.9708459377288818, -62.125328063964844, 722.3932495117188)","(11.671087265014648, 191.66012573242188, 59.11680603027344)","(5.669549465179443, 173.17686462402344, 52.389427185058594)",POINT (0.5297806560993195 0.0970989689230919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545914188,2243533509,1,1,"(0.5307624936103821, 0.06838788837194443)","(0.5170485377311707, 0.21545498073101044)",1,1,2.402374267578125,2.6773681640625,"(-62.44398880004883, -56.586490631103516, 723.0668334960938)","(1.9185972213745117, -62.077938079833984, 721.963134765625)","(9.009552955627441, 187.6621856689453, 57.66167449951172)","(4.2710490226745605, 160.80233764648438, 47.88548278808594)",POINT (0.5239055156707764 0.1419214345514774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,2,12,169545930854,2243550175,1,1,"(0.5020308494567871, 0.3729938864707947)","(0.48941171169281006, 0.4863126575946808)",1,1,2.3775787353515625,2.670013427734375,"(-62.45472717285156, -56.78865051269531, 723.0634765625)","(1.7048511505126953, -62.320072174072266, 722.0748291015625)","(-0.917934238910675, 132.02993774414062, 37.413177490234375)","(-5.278172016143799, 111.33375549316406, 29.880409240722656)",POINT (0.4957212805747986 0.4296532720327377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,12,169545947522,2243566842,1,1,"(0.507988691329956, 0.47912511229515076)","(0.49804699420928955, 0.5355870127677917)",1,1,2.437774658203125,2.69415283203125,"(-62.450103759765625, -56.795875549316406, 722.3790893554688)","(1.6321896314620972, -62.357688903808594, 721.2235107421875)","(1.1406395435333252, 112.64647674560547, 30.358179092407227)","(-2.294461488723755, 102.33446502685547, 26.604923248291016)",POINT (0.5030178427696228 0.5073560625314713),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,2,12,169545964188,2243583508,1,1,"(0.5086851716041565, 0.5090240836143494)","(0.48096567392349243, 0.5113010406494141)",1,1,2.45831298828125,2.681854248046875,"(-62.66244125366211, -56.83643341064453, 722.9678955078125)","(1.6098963022232056, -62.36399459838867, 721.5672607421875)","(1.3812884092330933, 107.18582916259766, 28.37066650390625)","(-8.196494102478027, 106.76996612548828, 28.219318389892578)",POINT (0.4948254227638245 0.5101625621318817),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
