,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,afunc.1,const.1,-----------.1,std::vector<int>.1,inputList.1,-----------.2,-----------.3,std::unordered_map.1,int.2,int.3,Map.1,for.1,int.4,number.1,-----------.4,inputList.2,-----------.5,number.2,++.1,-----------.6,int.5,result2.1,=.1,inputList.3,0.1,-----------.7,int.6,result1.1,=.2,Map.2,inputList.4,0.2, .1,-----------.8,-----------.9,for.2,const.2,auto.1,entry.1,-----------.10,Map.3,if.1,second.1,>.12,result1.2,result2.2,=.3,entry.2,first.1,result1.3,=.4,entry.3,second.2,-----------.13,-----------.14,return.1,result2.3,-----------.15,question,code,choices
0,57,14,510735781936,3992552202,1,1,"(0.41690734028816223, 0.2885269820690155)","(0.4196978807449341, 0.31096211075782776)",1,1,2.7323150634765625,2.6880645751953125,"(-42.36375045776367, -22.106401443481445, 632.18408203125)","(16.591693878173828, -19.38994598388672, 632.3165283203125)","(-30.33026695251465, 147.45669555664062, 43.02809524536133)","(-29.366077423095703, 143.35923767089844, 41.53669357299805)",POINT (0.4183026105165482 0.2997445464134216),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,14,510735798607,3992568872,1,1,"(0.42668235301971436, 0.2872167229652405)","(0.4249861240386963, 0.2584668695926666)",1,1,2.741363525390625,2.5948944091796875,"(-42.42330551147461, -22.115917205810547, 632.2877807617188)","(16.554399490356445, -19.391036987304688, 632.2850952148438)","(-26.9527530670166, 147.69601440429688, 43.115150451660156)","(-27.53885269165039, 152.94679260253906, 45.02626037597656)",POINT (0.4258342385292053 0.2728417962789536),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,14,510735815273,3992585538,1,1,"(0.42636585235595703, 0.30102765560150146)","(0.4201364517211914, 0.3115345239639282)",1,1,2.7581787109375,2.673446655273437,"(-42.482460021972656, -22.139310836791992, 632.3807373046875)","(16.510251998901367, -19.387859344482422, 632.2871704101562)","(-27.06211280822754, 145.1736297607422, 42.19707489013672)","(-29.214519500732422, 143.25466918945312, 41.49867248535156)",POINT (0.4232511520385742 0.3062810897827148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,14,510735831941,3992602205,1,1,"(0.41910403966903687, 0.2898266911506653)","(0.4151446521282196, 0.3438267409801483)",1,1,2.729644775390625,2.7264404296875,"(-42.52942657470703, -22.16203498840332, 632.1739501953125)","(16.448196411132812, -19.388660430908203, 632.378662109375)","(-29.571260452270508, 147.2193145751953, 42.94172668457031)","(-30.9393310546875, 137.35693359375, 39.35204315185547)",POINT (0.4171243458986282 0.3168267160654068),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,14,510735848607,3992618871,1,1,"(0.42533060908317566, 0.29094186425209045)","(0.4273661673069, 0.3156978487968445)",1,1,2.7555084228515625,2.68621826171875,"(-42.619327545166016, -22.178428649902344, 632.22900390625)","(16.36456298828125, -19.385677337646484, 632.2945556640625)","(-27.41980743408203, 147.01565551757812, 42.867530822753906)","(-26.716480255126953, 142.4943084716797, 41.22188949584961)",POINT (0.4263483881950378 0.3033198565244675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,14,510735865275,3992635538,1,1,"(0.4211304783821106, 0.28603821992874146)","(0.41833704710006714, 0.30213698744773865)",1,1,2.721527099609375,2.688095092773437,"(-42.680938720703125, -22.2009334564209, 632.165283203125)","(16.311744689941406, -19.3956298828125, 632.1974487304688)","(-28.871055603027344, 147.9112548828125, 43.19350814819336)","(-29.836265563964844, 144.97100830078125, 42.12335968017578)",POINT (0.4197337627410889 0.29408760368824),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,57,14,510735881942,3992652205,1,1,"(0.4147200584411621, 0.2982531487941742)","(0.41747432947158813, 0.31436818838119507)",1,1,2.7523956298828125,2.6975555419921875,"(-42.716529846191406, -22.22018814086914, 632.2607421875)","(16.271621704101562, -19.389854431152344, 632.2212524414062)","(-31.08603858947754, 145.68035888671875, 42.38151168823242)","(-30.134361267089844, 142.73715209960938, 41.310279846191406)",POINT (0.4160971939563751 0.3063106685876846),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,14,510735898609,3992668871,1,1,"(0.4243200719356537, 0.30690762400627136)","(0.4159608781337738, 0.32246890664100647)",1,1,2.769805908203125,2.695709228515625,"(-42.747161865234375, -22.24771499633789, 632.290283203125)","(16.24898910522461, -19.38849639892578, 632.2001953125)","(-27.768978118896484, 144.0997314453125, 41.80620574951172)","(-30.657291412353516, 141.25765991210938, 40.77180862426758)",POINT (0.4201404750347138 0.3146882653236389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,14,510735915276,3992685538,1,1,"(0.41404011845588684, 0.29747870564460754)","(0.4206618368625641, 0.32040876150131226)",1,1,2.751312255859375,2.678680419921875,"(-42.75044631958008, -22.242687225341797, 632.2564697265625)","(16.246347427368164, -19.375530242919922, 632.1671752929688)","(-31.320968627929688, 145.82179260253906, 42.43302536010742)","(-29.03299903869629, 141.63394165039062, 40.908714294433594)",POINT (0.4173509776592255 0.3089437335729599),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,57,14,510735931950,3992702211,1,1,"(0.4044743776321411, 0.2904101610183716)","(0.4070572257041931, 0.29139891266822815)",1,1,2.728118896484375,2.680389404296875,"(-42.79568099975586, -22.20400619506836, 631.9495849609375)","(16.20764923095703, -19.341201782226562, 632.4677734375)","(-34.62617492675781, 147.11279296875, 42.90283203125)","(-33.73373031616211, 146.93218994140625, 42.83716583251953)",POINT (0.4057658016681671 0.2909045368432999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
