,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,44,23,163759844459,4598140286,1,1,"(0.46423688530921936, 0.7481889724731445)","(0.5086758732795715, 0.746006190776825)",1,1,3.060653686523437,3.3994598388671875,"(-81.69253540039062, -84.88462829589844, 695.0913696289062)","(-5.757539749145508, -95.4515609741211, 701.100830078125)","(-13.976719856262207, 63.50552749633789, 12.4723482131958)","(1.3780823945999146, 63.90418243408203, 12.617466926574707)",POINT (0.4864563792943954 0.7470975816249847),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,44,23,163759861127,4598156953,1,1,"(0.5407616496086121, 0.7384998202323914)","(0.5823525190353394, 0.7737030386924744)",1,1,2.99896240234375,3.3649444580078125,"(-81.51139831542969, -84.91056823730469, 695.3565673828125)","(-5.577580451965332, -95.4976577758789, 701.53759765625)","(12.46452808380127, 65.27513122558594, 13.116430282592773)","(26.83521842956543, 58.845706939697266, 10.77633285522461)",POINT (0.5615570843219757 0.7561014294624329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,44,23,163759877793,4598173619,1,1,"(0.5208758115768433, 0.7314357757568359)","(0.5551232695579529, 0.7681419253349304)",1,1,3.0555419921875,3.3598175048828125,"(-81.54277801513672, -84.89579772949219, 695.4720458984375)","(-5.592167377471924, -95.50209045410156, 701.6735229492188)","(5.593482971191406, 66.56529998779297, 13.585986137390137)","(17.426820755004883, 59.86137771606445, 11.145981788635254)",POINT (0.5379995405673981 0.7497888505458832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,44,23,163759894461,4598190286,1,1,"(0.5340848565101624, 0.7492960691452026)","(0.5613957643508911, 0.7449918985366821)",1,1,3.0348052978515625,3.3235626220703125,"(-81.57315826416016, -84.89033508300781, 695.572998046875)","(-5.593132019042969, -95.48583984375, 701.71435546875)","(10.157533645629883, 63.303321838378906, 12.398747444152832)","(19.594139099121094, 64.08944702148438, 12.684809684753418)",POINT (0.5477403104305267 0.7471439838409424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,44,23,163759911128,4598206953,1,1,"(0.533931314945221, 0.7687758803367615)","(0.5504371523857117, 0.7440935969352722)",1,1,3.0390777587890625,3.36749267578125,"(-81.59231567382812, -84.87987518310547, 695.6219482421875)","(-5.601726531982422, -95.47660064697266, 701.7008056640625)","(10.104464530944824, 59.74559783935547, 11.103830337524414)","(15.807657241821289, 64.25349426269531, 12.744563102722168)",POINT (0.5421842336654663 0.7564347386360168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,44,23,163759927795,4598223619,1,1,"(0.5348960161209106, 0.7513907551765442)","(0.5686968564987183, 0.7488827109336853)",1,1,3.0157623291015625,3.344573974609375,"(-81.62364959716797, -84.876953125, 695.6005249023438)","(-5.636067867279053, -95.49663543701172, 701.9447631835938)","(10.437804222106934, 62.920753479003906, 12.259511947631836)","(22.11685562133789, 63.37883377075195, 12.426185607910156)",POINT (0.5517964363098145 0.7501367330551147),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,44,23,163759944462,4598240286,1,1,"(0.5461506843566895, 0.7426989078521729)","(0.565081775188446, 0.7389379739761353)",1,1,2.9932861328125,3.32598876953125,"(-81.63774108886719, -84.86864471435547, 695.473876953125)","(-5.661951065063477, -95.4906997680664, 701.903564453125)","(14.326569557189941, 64.50821685791016, 12.837275505065918)","(20.867761611938477, 65.19507598876953, 13.087343215942383)",POINT (0.5556162297725677 0.740818440914154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,44,23,163759961129,4598256952,1,1,"(0.5333563685417175, 0.7438129186630249)","(0.5720940232276917, 0.750720739364624)",1,1,3.0196685791015625,3.337127685546875,"(-81.65677642822266, -84.872802734375, 695.4019775390625)","(-5.693853378295898, -95.48481750488281, 701.8487548828125)","(9.905797958374023, 64.30477905273438, 12.76318073272705)","(23.290653228759766, 63.04314422607422, 12.304010391235352)",POINT (0.5527251958847046 0.7472668290138245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,44,23,163759994470,4598290292,1,1,"(0.5385211706161499, 0.7357638478279114)","(0.5846519470214844, 0.7591900825500488)",1,1,3.0415191650390625,3.328765869140625,"(-81.67848205566406, -84.869873046875, 695.1629028320312)","(-5.7412261962890625, -95.43988800048828, 701.4541625976562)","(11.690387725830078, 65.77481079101562, 13.298295974731445)","(27.62973976135254, 61.49631118774414, 11.741026878356934)",POINT (0.5615865588188171 0.7474769651889801),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,44,23,163760011137,4598306958,1,1,"(0.5364611148834229, 0.7313985824584961)","(0.583146333694458, 0.7602904438972473)",1,1,3.0051422119140625,3.3431854248046875,"(-81.67652893066406, -84.85458374023438, 695.0530395507812)","(-5.750299453735352, -95.42222595214844, 701.3319091796875)","(10.978581428527832, 66.57208251953125, 13.588432312011719)","(27.1094913482666, 61.29536056518555, 11.667901992797852)",POINT (0.5598037242889404 0.7458445131778717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
