,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,terms.1,if.1,terms.2,==.1,0.1,-----------.4,return.1,1.1,-----------.5,else.1,return.2,-----------.6,std::pow.1,2.1,terms.3,+.1,afunc.2,terms.4,-.1,1.2,-----------.9,-----------.10,-----------.11,question,code,choices
0,29,22,759290734380,3853538779,1,1,"(0.5321070551872253, 0.4916503131389618)","(0.4668642580509186, 0.48934611678123474)",1,1,2.5142974853515625,2.1912841796875,"(-51.07033920288086, -66.85383605957031, 616.6763916015625)","(13.475568771362305, -73.84825134277344, 620.7066650390625)","(9.474153518676758, 110.35891723632812, 29.52557945251465)","(-13.068889617919922, 110.7797622680664, 29.67871856689453)",POINT (0.499485656619072 0.4904982149600983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,22,759290751048,3853555446,1,1,"(0.5332829356193542, 0.5015299916267395)","(0.4683741629123688, 0.4722610414028168)",1,1,2.5221405029296875,2.17877197265625,"(-51.08784866333008, -66.8408432006836, 616.6097412109375)","(13.450838088989258, -73.8514175415039, 620.6650390625)","(9.880436897277832, 108.55449676513672, 28.868860244750977)","(-12.547189712524414, 113.90011596679688, 30.814468383789062)",POINT (0.5008285492658615 0.4868955165147781),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,22,759290767715,3853572113,1,1,"(0.5311107039451599, 0.4967629313468933)","(0.4664059281349182, 0.4784643352031708)",1,1,2.5109100341796875,2.173828125,"(-51.13518524169922, -66.84158325195312, 616.6343383789062)","(13.404935836791992, -73.8362808227539, 620.5709838867188)","(9.129887580871582, 109.42516326904297, 29.18570899963379)","(-13.227256774902344, 112.76715850830078, 30.40211296081543)",POINT (0.4987583160400391 0.487613633275032),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,22,759290784382,3853588779,1,1,"(0.5302534699440002, 0.4923113286495209)","(0.46702638268470764, 0.4685704708099365)",1,1,2.5117340087890625,2.1754302978515625,"(-51.1922492980957, -66.83321380615234, 616.551025390625)","(13.342133522033691, -73.80706787109375, 620.509765625)","(8.833683013916016, 110.23818969726562, 29.481658935546875)","(-13.012873649597168, 114.57414245605469, 31.059789657592773)",POINT (0.4986399263143539 0.4804408997297287),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,22,759290801049,3853605446,1,1,"(0.532962441444397, 0.49152466654777527)","(0.47019264101982117, 0.48721709847450256)",1,1,2.507720947265625,2.1999053955078125,"(-51.268802642822266, -66.83729553222656, 616.5072021484375)","(13.268850326538086, -73.79217529296875, 620.4805908203125)","(9.769704818725586, 110.3818588256836, 29.53395652770996)","(-11.918853759765625, 111.16858673095703, 29.820262908935547)",POINT (0.5015775412321091 0.4893708825111389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,22,759290817717,3853622113,1,1,"(0.5251142978668213, 0.4909757375717163)","(0.4627930521965027, 0.48122280836105347)",1,1,2.4949951171875,2.1953125,"(-51.354942321777344, -66.84072875976562, 616.4293823242188)","(13.177929878234863, -73.77381896972656, 620.4097900390625)","(7.057961940765381, 110.48212432861328, 29.57042121887207)","(-14.475603103637695, 112.26337432861328, 30.2187442779541)",POINT (0.493953675031662 0.4860992729663849),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,22,759290834388,3853638784,1,1,"(0.5332111120223999, 0.48638617992401123)","(0.4644034504890442, 0.48839372396469116)",1,1,2.49609375,2.17608642578125,"(-51.443241119384766, -66.85003662109375, 616.341064453125)","(13.088214874267578, -73.76758575439453, 620.4026489257812)","(9.855622291564941, 111.32034301757812, 29.875507354736328)","(-13.919158935546875, 110.95369720458984, 29.74205780029297)",POINT (0.498807281255722 0.4873899519443512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,22,759290851056,3853655451,1,1,"(0.5260610580444336, 0.48577094078063965)","(0.46493011713027954, 0.4833429753780365)",1,1,2.5009765625,2.1692047119140625,"(-51.54584503173828, -66.88101196289062, 616.3991088867188)","(12.99657154083252, -73.76115417480469, 620.3534545898438)","(7.385105609893799, 111.4327163696289, 29.916391372680664)","(-13.737187385559082, 111.87614440917969, 30.077802658081055)",POINT (0.4954955875873566 0.4845569580793381),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,22,759290867722,3853672117,1,1,"(0.5359994769096375, 0.49046972393989563)","(0.4603756368160248, 0.4771673381328583)",1,1,2.494781494140625,2.19622802734375,"(-51.624752044677734, -66.9085693359375, 616.3447265625)","(12.913887977600098, -73.75908660888672, 620.281982421875)","(10.819068908691406, 110.57453918457031, 29.60405921936035)","(-15.310867309570312, 113.0040283203125, 30.488340377807617)",POINT (0.4981875568628311 0.483818531036377),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,22,759290884390,3853688784,1,1,"(0.5308041572570801, 0.48458507657051086)","(0.46546265482902527, 0.4668693542480469)",1,1,2.4833221435546875,2.1664276123046875,"(-51.702667236328125, -66.95042419433594, 616.3863525390625)","(12.851402282714844, -73.77365112304688, 620.2525024414062)","(9.023941993713379, 111.6492919921875, 29.9952335357666)","(-13.553174018859863, 114.88481903076172, 31.172882080078125)",POINT (0.4981334060430527 0.4757272154092789),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
