,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,49,6,442348573689,2851988003,1,1,"(0.44812270998954773, 0.2685542106628418)","(0.45321452617645264, 0.28404179215431213)",1,1,3.5571441650390625,3.5049591064453125,"(-24.937040328979492, -29.813936233520508, 626.3035278320312)","(36.28065490722656, -29.145038604736328, 624.359375)","(-17.706649780273438, 151.49546813964844, 44.498069763183594)","(-15.942158699035645, 148.65858459472656, 43.46553421020508)",POINT (0.4506686180830002 0.276298001408577),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,6,442348590357,2852004670,1,1,"(0.4480670988559723, 0.2684822380542755)","(0.45317578315734863, 0.29068076610565186)",1,1,3.5515899658203125,3.509262084960937,"(-24.93393325805664, -29.82282257080078, 626.3472290039062)","(36.290252685546875, -29.152515411376953, 624.3580322265625)","(-17.72591781616211, 151.50865173339844, 44.50287628173828)","(-15.95557975769043, 147.44252014160156, 43.02291488647461)",POINT (0.4506214410066605 0.2795815020799637),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,6,442348607023,2852021336,1,1,"(0.4430280923843384, 0.2966063916683197)","(0.45402792096138, 0.28167012333869934)",1,1,3.563705444335937,3.495208740234375,"(-24.922157287597656, -29.81072998046875, 626.326416015625)","(36.29749298095703, -29.150760650634766, 624.4005126953125)","(-19.472122192382812, 146.35711669921875, 42.62784957885742)","(-15.660276412963867, 149.09300231933594, 43.62366485595703)",POINT (0.4485280066728592 0.2891382575035095),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,6,442348623691,2852038003,1,1,"(0.44442325830459595, 0.3034629821777344)","(0.45560041069984436, 0.2866142690181732)",1,1,3.55694580078125,3.488998413085937,"(-24.923194885253906, -29.820636749267578, 626.4135131835938)","(36.30475616455078, -29.164419174194336, 624.486083984375)","(-18.988651275634766, 145.1011962890625, 42.17070770263672)","(-15.11535358428955, 148.1873779296875, 43.294044494628906)",POINT (0.4500118345022202 0.2950386255979538),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,6,442348640358,2852054670,1,1,"(0.4477362334728241, 0.29726070165634155)","(0.45439136028289795, 0.28342634439468384)",1,1,3.56103515625,3.4887847900390625,"(-24.923519134521484, -29.83336067199707, 626.5439453125)","(36.30711364746094, -29.179391860961914, 624.442138671875)","(-17.84058380126953, 146.23727416992188, 42.58420944213867)","(-15.534339904785156, 148.77133178710938, 43.50653076171875)",POINT (0.451063796877861 0.2903435230255127),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,6,442348657028,2852071339,1,1,"(0.4445010721683502, 0.29466691613197327)","(0.45557746291160583, 0.29261156916618347)",1,1,3.5439453125,3.4887237548828125,"(-24.923185348510742, -29.847023010253906, 626.5656127929688)","(36.30956268310547, -29.188823699951172, 624.5068969726562)","(-18.961679458618164, 146.7123565673828, 42.75721740722656)","(-15.123308181762695, 147.08885192871094, 42.894203186035156)",POINT (0.450039267539978 0.2936392426490784),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,6,442348673695,2852088007,1,1,"(0.4430839419364929, 0.2999577522277832)","(0.45516350865364075, 0.29612162709236145)",1,1,3.5518798828125,3.482421875,"(-24.92283821105957, -29.852527618408203, 626.587646484375)","(36.312007904052734, -29.19466781616211, 624.5929565429688)","(-19.452770233154297, 145.74325561523438, 42.40439987182617)","(-15.266755104064941, 146.44589233398438, 42.66022872924805)",POINT (0.4491237252950668 0.2980396896600723),,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,6,442348690362,2852104673,1,1,"(0.4456906318664551, 0.2981289029121399)","(0.45551806688308716, 0.29044488072395325)",1,1,3.55926513671875,3.4735870361328125,"(-24.92699432373047, -29.869869232177734, 626.6307373046875)","(36.3095703125, -29.206985473632812, 624.5714111328125)","(-18.549449920654297, 146.07821655273438, 42.52640151977539)","(-15.143898010253906, 147.48573303222656, 43.038612365722656)",POINT (0.4506043493747711 0.2942868918180466),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,6,442348707028,2852121339,1,1,"(0.44454246759414673, 0.2976636588573456)","(0.45516809821128845, 0.2886081039905548)",1,1,3.54595947265625,3.4746551513671875,"(-24.92560577392578, -29.883113861083984, 626.7179565429688)","(36.309593200683594, -29.215171813964844, 624.5931396484375)","(-18.947341918945312, 146.16343688964844, 42.55741882324219)","(-15.26517391204834, 147.82215881347656, 43.161136627197266)",POINT (0.4498552829027176 0.2931358814239502),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,49,6,442348723697,2852138007,1,1,"(0.4351094365119934, 0.2961999773979187)","(0.446518212556839, 0.28188735246658325)",1,1,3.548583984375,3.4653778076171875,"(-25.020124435424805, -29.943126678466797, 627.93212890625)","(36.252017974853516, -29.2308292388916, 624.8377685546875)","(-22.216236114501953, 146.4315643310547, 42.654937744140625)","(-18.26266098022461, 149.05320739746094, 43.60919952392578)",POINT (0.4408138245344162 0.289043664932251),,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
