,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,num-1.1,num-2.1,  .1,cond.1,-----------.1,    .1,zero.1,num-1.2,+.1,1.1,num-2.2,1.2,-----------.3,    .2,zero.2,num-2.3,input.2,-.1,num-1.3,1.3,1.4,nan.5,    .3,else.1,input.3,-.2,num-1.4,1.5,input.4,num-1.5,-.3,num-2.4,1.6,).1,).2,].1,).3,).4,question,code,choices
0,31,30,354629926038,2958173333,1,1,"(0.6916080117225647, 0.24289552867412567)","(0.6827763915061951, 0.22556501626968384)",1,1,3.2459259033203125,3.1294403076171875,"(-23.429399490356445, 27.362621307373047, 640.1495361328125)","(42.05905532836914, 21.766613006591797, 641.1129150390625)","(66.669921875, 156.19540405273438, 46.20869445800781)","(63.60942077636719, 159.36984252929688, 47.364131927490234)",POINT (0.6871922016143799 0.2342302724719048),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354629942705,2958189999,1,1,"(0.6895495057106018, 0.24398668110370636)","(0.6866071820259094, 0.21991342306137085)",1,1,3.255950927734375,3.1207275390625,"(-23.360994338989258, 27.414230346679688, 640.3134765625)","(42.129695892333984, 21.80864143371582, 641.2301635742188)","(65.95655822753906, 155.9955596923828, 46.13593673706055)","(64.93693542480469, 160.4050750732422, 47.740875244140625)",POINT (0.6880783438682556 0.2319500520825386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354629959372,2958206666,1,1,"(0.6886512637138367, 0.24854043126106262)","(0.67817622423172, 0.219340518116951)",1,1,3.250091552734375,3.1173858642578125,"(-23.294567108154297, 27.46892738342285, 640.4317626953125)","(42.21122741699219, 21.84767723083496, 641.3916015625)","(65.64527893066406, 155.1614227294922, 45.832332611083984)","(62.015289306640625, 160.51002502441406, 47.77906799316406)",POINT (0.6834137439727783 0.2339404746890068),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354629976039,2958223333,1,1,"(0.6889095902442932, 0.24623441696166992)","(0.6831396818161011, 0.19982080161571503)",1,1,3.233123779296875,3.06988525390625,"(-23.198749542236328, 27.519729614257812, 640.4730224609375)","(42.30357360839844, 21.8890380859375, 641.4259033203125)","(65.73480987548828, 155.58383178710938, 45.986053466796875)","(63.735321044921875, 164.08546447753906, 49.0804328918457)",POINT (0.6860246360301971 0.2230276092886925),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354629992706,2958239999,1,1,"(0.6888247728347778, 0.24579621851444244)","(0.6818148493766785, 0.20399443805217743)",1,1,3.219955444335937,3.0665740966796875,"(-23.098474502563477, 27.569047927856445, 640.6732788085938)","(42.40961837768555, 21.927719116210938, 641.5836181640625)","(65.70542907714844, 155.66409301757812, 46.01530075073242)","(63.2762336730957, 163.3209686279297, 48.80220031738281)",POINT (0.6853198111057281 0.2248953282833099),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630009381,2958256674,1,1,"(0.6868325471878052, 0.22899626195430756)","(0.6829162240028381, 0.22283920645713806)",1,1,3.191314697265625,3.0686187744140625,"(-22.97820472717285, 27.61702537536621, 640.7845458984375)","(42.52972412109375, 21.9764404296875, 641.7291259765625)","(65.0150375366211, 158.74136352539062, 47.13532257080078)","(63.65788650512695, 159.869140625, 47.54585266113281)",POINT (0.6848743855953217 0.2259177342057228),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630026048,2958273340,1,1,"(0.6855794787406921, 0.2359752058982849)","(0.6868441104888916, 0.23190484941005707)",1,1,3.161285400390625,3.08111572265625,"(-22.851634979248047, 27.64995765686035, 640.9872436523438)","(42.66004943847656, 22.006759643554688, 641.9884643554688)","(64.58078002929688, 157.4630126953125, 46.670082092285156)","(65.01905822753906, 158.20858764648438, 46.94145584106445)",POINT (0.6862117946147919 0.233940027654171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630042715,2958290007,1,1,"(0.686941385269165, 0.22652767598628998)","(0.689160168170929, 0.22474756836891174)",1,1,3.153289794921875,3.054229736328125,"(-22.722530364990234, 27.68590545654297, 641.1906127929688)","(42.78687286376953, 22.03219223022461, 642.14453125)","(65.05274200439453, 159.1935272216797, 47.299896240234375)","(65.82164764404297, 159.5195770263672, 47.41862106323242)",POINT (0.688050776720047 0.2256376221776009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630059383,2958306674,1,1,"(0.6907440423965454, 0.23294180631637573)","(0.6841099262237549, 0.22387847304344177)",1,1,3.14788818359375,3.0430450439453125,"(-22.60814094543457, 27.702659606933594, 641.42578125)","(42.904869079589844, 22.040706634521484, 642.302490234375)","(66.3705062866211, 158.0186309814453, 46.87229919433594)","(64.07154846191406, 159.6787872314453, 47.476539611816406)",POINT (0.6874269843101501 0.2284101396799088),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630076049,2958323340,1,1,"(0.6862663626670837, 0.22433528304100037)","(0.6866835951805115, 0.22735732793807983)",1,1,3.1266326904296875,3.040145874023437,"(-22.494321823120117, 27.707889556884766, 641.6621704101562)","(43.015193939208984, 22.053787231445312, 642.5980224609375)","(64.8188247680664, 159.59512329101562, 47.446083068847656)","(64.96341705322266, 159.04156494140625, 47.244590759277344)",POINT (0.6864749789237976 0.2258463054895401),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630092717,2958340007,1,1,"(0.6834100484848022, 0.22186170518398285)","(0.6799443364143372, 0.2167307287454605)",1,1,3.103744506835937,3.01123046875,"(-22.394147872924805, 27.674175262451172, 641.795166015625)","(43.12332534790039, 22.02254295349121, 642.7451171875)","(63.829002380371094, 160.04820251464844, 47.61098861694336)","(62.62802505493164, 160.988037109375, 47.953121185302734)",POINT (0.6816771924495697 0.2192962169647217),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630109384,2958356674,1,1,"(0.6935950517654419, 0.23527029156684875)","(0.6832082271575928, 0.2189164012670517)",1,1,3.110580444335937,3.0106201171875,"(-22.307327270507812, 27.641990661621094, 641.914794921875)","(43.209617614746094, 22.001750946044922, 642.987060546875)","(67.35848236083984, 157.5921173095703, 46.71709060668945)","(63.759071350097656, 160.58770751953125, 47.80733108520508)",POINT (0.6884016394615173 0.2270933464169502),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630126056,2958373345,1,1,"(0.6859553456306458, 0.22707927227020264)","(0.6829003095626831, 0.20565882325172424)",1,1,3.11175537109375,2.9996490478515625,"(-22.233539581298828, 27.56023597717285, 642.1489868164062)","(43.282615661621094, 21.9141845703125, 643.1276245117188)","(64.7110595703125, 159.0924835205078, 47.26316833496094)","(63.652366638183594, 163.01609802246094, 48.69124221801758)",POINT (0.6844278275966644 0.2163690477609634),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630142722,2958390011,1,1,"(0.5831896066665649, 0.35486966371536255)","(0.6122881770133972, 0.3244313597679138)",1,1,3.119232177734375,2.990997314453125,"(-22.414268493652344, 27.28453826904297, 642.331298828125)","(43.05188751220703, 21.681690216064453, 643.2725830078125)","(29.098979949951172, 135.68495178222656, 38.74352264404297)","(39.182674407958984, 141.2603759765625, 40.7728157043457)",POINT (0.5977388918399811 0.3396505117416382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630159389,2958406677,1,1,"(0.46489524841308594, 0.5614491105079651)","(0.4817916750907898, 0.5350508093833923)",1,1,3.1156768798828125,3.0094146728515625,"(-22.675519943237305, 26.899389266967773, 642.6443481445312)","(42.648216247558594, 21.322467803955078, 643.3126831054688)","(-11.894356727600098, 97.84554290771484, 24.971071243286133)","(-6.039124011993408, 102.6809310913086, 26.731050491333008)",POINT (0.4733434617519379 0.5482499599456787),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,31,30,354630176057,2958423345,1,1,"(0.5066655874252319, 0.6122645735740662)","(0.48849108815193176, 0.6023312211036682)",1,1,3.0948028564453125,3.0038299560546875,"(-22.589740753173828, 26.709218978881836, 642.8458251953125)","(42.69704818725586, 21.14239501953125, 643.4669189453125)","(2.580575942993164, 88.53761291503906, 21.583234786987305)","(-3.7175393104553223, 90.35709381103516, 22.245519638061523)",POINT (0.4975783377885818 0.6072978973388672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31,30,354630192724,2958440011,1,1,"(0.495166152715683, 0.6182215213775635)","(0.48993173241615295, 0.5910604000091553)",1,1,3.0800933837890625,2.972259521484375,"(-22.52762222290039, 26.606529235839844, 642.988037109375)","(42.822715759277344, 21.02437400817871, 643.625)","(-1.404378056526184, 87.44645690917969, 21.186145782470703)","(-3.2183024883270264, 92.4216079711914, 22.996919631958008)",POINT (0.492548942565918 0.6046409606933594),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
