,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,lst.1,cons.1,cons.2,cons.3,'a.1,'b.1,cons.4,cons.5,-----------.1,cons.6,'d.1,'.2,().3,-----------.4,-----------.5,'.6,().7,-----------.8,-----------.9,cons.7,'e.1,'.10,().11,).12,).13,).14,question,code,choices
0,49,26,441533079673,2036517850,1,1,"(0.4243698716163635, 0.313514769077301)","(0.4430493116378784, 0.2902061939239502)",1,1,3.43243408203125,3.444610595703125,"(-37.269248962402344, -53.1351318359375, 637.1659545898438)","(23.936603546142578, -50.91461944580078, 636.1417236328125)","(-25.93788719177246, 143.25997924804688, 41.5006103515625)","(-19.464763641357422, 147.52944946289062, 43.05455780029297)",POINT (0.433709591627121 0.3018604815006256),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,26,441533096340,2036534517,1,1,"(0.4272459149360657, 0.30825716257095337)","(0.440286248922348, 0.2949593961238861)",1,1,3.4325408935546875,3.4422149658203125,"(-37.27262878417969, -53.14257049560547, 637.4144287109375)","(23.97586441040039, -50.91032791137695, 636.2740478515625)","(-24.94123077392578, 144.22300720214844, 41.85116958618164)","(-20.422269821166992, 146.65878295898438, 42.737709045410156)",POINT (0.4337660819292068 0.3016082793474197),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,26,441533113008,2036551184,1,1,"(0.4263729453086853, 0.31834134459495544)","(0.44391733407974243, 0.2911263108253479)",1,1,3.4394683837890625,3.4426422119140625,"(-37.268009185791016, -53.14297866821289, 637.5047607421875)","(23.997962951660156, -50.9210319519043, 636.40625)","(-25.24374008178711, 142.37588500976562, 41.17884063720703)","(-19.16397476196289, 147.36090087890625, 42.993228912353516)",POINT (0.4351451396942139 0.3047338277101517),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,26,441533129674,2036567850,1,1,"(0.42467352747917175, 0.3139467239379883)","(0.4428737163543701, 0.30144089460372925)",1,1,3.444915771484375,3.445526123046875,"(-37.25859069824219, -53.143131256103516, 637.6190795898438)","(24.020885467529297, -50.930206298828125, 636.4942016601562)","(-25.832660675048828, 143.18084716796875, 41.471839904785156)","(-19.52561378479004, 145.47157287597656, 42.305564880371094)",POINT (0.4337736219167709 0.3076938092708588),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,26,441533146341,2036584517,1,1,"(0.42797717452049255, 0.3165413737297058)","(0.4473874568939209, 0.2962895929813385)",1,1,3.4487457275390625,3.451263427734375,"(-37.26176452636719, -53.157440185546875, 637.8221435546875)","(24.03029441833496, -50.94780731201172, 636.51513671875)","(-24.68782615661621, 142.70559692382812, 41.29883575439453)","(-17.961437225341797, 146.41513061523438, 42.649017333984375)",POINT (0.4376823157072067 0.3064154833555222),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,26,441533163008,2036601183,1,1,"(0.42689692974090576, 0.3095785677433014)","(0.44478607177734375, 0.30066758394241333)",1,1,3.445343017578125,3.453231811523437,"(-37.2592887878418, -53.152496337890625, 637.82177734375)","(24.035213470458984, -50.9422721862793, 636.51513671875)","(-25.062171936035156, 143.98098754882812, 41.76300811767578)","(-18.8629207611084, 145.6132049560547, 42.357154846191406)",POINT (0.4358415007591248 0.3051230758428574),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,26,441533179677,2036617852,1,1,"(0.42478054761886597, 0.31079593300819397)","(0.4491783082485199, 0.292750746011734)",1,1,3.4504547119140625,3.455474853515625,"(-37.2589111328125, -53.14476013183594, 637.7091674804688)","(24.0323429107666, -50.950172424316406, 636.5379638671875)","(-25.795564651489258, 143.75799560546875, 41.68185806274414)","(-17.340856552124023, 147.0633544921875, 42.884925842285156)",POINT (0.4369794279336929 0.301773339509964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,26,441533196343,2036634517,1,1,"(0.4266130328178406, 0.31334519386291504)","(0.44477033615112305, 0.2979297935962677)",1,1,3.454132080078125,3.4581451416015625,"(-37.27616500854492, -53.132301330566406, 637.730224609375)","(24.027847290039062, -50.93714141845703, 636.5164184570312)","(-25.16054344177246, 143.29104614257812, 41.51191329956055)","(-18.868370056152344, 146.1147003173828, 42.539649963378906)",POINT (0.4356916844844818 0.3056374937295914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,26,441533213012,2036651186,1,1,"(0.42663630843162537, 0.3119637072086334)","(0.4399314522743225, 0.2952118217945099)",1,1,3.445770263671875,3.4269561767578125,"(-37.312618255615234, -53.12110900878906, 637.6348876953125)","(24.011877059936523, -50.917938232421875, 636.4501953125)","(-25.152481079101562, 143.54409790039062, 41.604007720947266)","(-20.545223236083984, 146.61256408691406, 42.72083282470703)",POINT (0.4332838803529739 0.3035877645015717),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,49,26,441533229682,2036667855,1,1,"(0.4345247745513916, 0.3117920458316803)","(0.4397204518318176, 0.2897348999977112)",1,1,3.4397430419921875,3.4176025390625,"(-37.37158203125, -53.109291076660156, 637.6513061523438)","(23.97992706298828, -50.89886474609375, 636.4540405273438)","(-22.41883659362793, 143.57554626464844, 41.61543273925781)","(-20.618349075317383, 147.6157684326172, 43.08599090576172)",POINT (0.4371226131916046 0.3007634729146957),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
