,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,main.1,void.1,recursiveFun.1,int.2,n.1,recursiveFun.2,10.1,-----------.1,if.1,n.2,==.1,0.1,return.1,0.2,return.2,-----------.3,-----------.4,std.1,cout.1,<<.1,n.3,<<.2,""".1",-----------.10,recursiveFun.3,n.4,-.1,1.1,-----------.12,-----------.13,question,code,choices
0,55,12,838560753711,2511802268,1,1,"(0.9169473648071289, 0.9658496975898743)","(0.909856915473938, 1.0115175247192383)",1,1,3.21624755859375,3.104232788085937,"(-41.31333923339844, 20.980884552001953, 541.9827880859375)","(16.363624572753906, 21.105243682861328, 544.1806640625)","(142.44618225097656, 23.752653121948242, -1.996485710144043)","(139.99627685546875, 15.41203784942627, -5.032243728637695)",POINT (0.9134021401405334 0.9886836111545563),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,12,838560770377,2511818934,1,1,"(0.9172797203063965, 0.956135094165802)","(0.907075047492981, 1.0017009973526)",1,1,3.2241668701171875,3.0999908447265625,"(-41.3030891418457, 21.008106231689453, 542.0001220703125)","(16.382183074951172, 21.140819549560547, 544.015869140625)","(142.56103515625, 25.52692222595215, -1.3507624864578247)","(139.03506469726562, 17.20490264892578, -4.379690170288086)",POINT (0.9121773838996887 0.978918045759201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,12,838560787045,2511835601,1,1,"(0.9181793928146362, 0.9431995153427124)","(0.9072400331497192, 0.9958580732345581)",1,1,3.2379913330078125,3.1023406982421875,"(-41.295982360839844, 21.051090240478516, 541.9205932617188)","(16.39264678955078, 21.18366050720215, 543.900390625)","(142.87188720703125, 27.889436721801758, -0.4908810257911682)","(139.0920867919922, 18.27204704284668, -3.991312026977539)",POINT (0.9127097129821777 0.9695287942886353),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,12,838560803712,2511852268,1,1,"(0.9167846441268921, 0.9485287666320801)","(0.9031378030776978, 1.0065348148345947)",1,1,3.221343994140625,3.112457275390625,"(-41.28990173339844, 21.089147567749023, 541.7567138671875)","(16.396133422851562, 21.219873428344727, 543.802001953125)","(142.3899688720703, 26.916101455688477, -0.8451218605041504)","(137.67465209960938, 16.32208824157715, -4.701016902923584)",POINT (0.9099612236022949 0.9775317907333374),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,12,838560820379,2511868934,1,1,"(0.9140498638153076, 0.951238751411438)","(0.9090780019760132, 1.0092655420303345)",1,1,3.221664428710937,3.1080780029296875,"(-41.281192779541016, 21.116703033447266, 541.72509765625)","(16.4068603515625, 21.245269775390625, 543.735595703125)","(141.44503784179688, 26.421165466308594, -1.0252796411514282)","(139.7271270751953, 15.823354721069336, -4.882590293884277)",POINT (0.9115639328956604 0.9802521467208862),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,12,838560837046,2511885601,1,1,"(0.9180652499198914, 0.9509533047676086)","(0.9096397757530212, 0.9980944991111755)",1,1,3.2297515869140625,3.1113739013671875,"(-41.26618194580078, 21.144420623779297, 541.6928100585938)","(16.423608779907227, 21.267292022705078, 543.6200561523438)","(142.83245849609375, 26.473299026489258, -1.0062756538391113)","(139.9212188720703, 17.863569259643555, -4.139950275421143)",POINT (0.9138525128364563 0.9745239019393921),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,12,838560853714,2511902268,1,1,"(0.9216136336326599, 0.9515345692634583)","(0.8979220390319824, 1.0051227807998657)",1,1,3.231658935546875,3.1214752197265625,"(-41.24944305419922, 21.17011833190918, 541.693603515625)","(16.453338623046875, 21.288793563842773, 543.258544921875)","(144.05850219726562, 26.367156982421875, -1.04494047164917)","(135.87245178222656, 16.57994842529297, -4.607163906097412)",POINT (0.9097678363323212 0.978328675031662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,12,838560870380,2511918934,1,1,"(0.9249860048294067, 0.950414776802063)","(0.9054402112960815, 0.9988735318183899)",1,1,3.2401275634765625,3.119781494140625,"(-41.214637756347656, 21.210041046142578, 541.5672607421875)","(16.48345947265625, 21.32245445251465, 543.2409057617188)","(145.2237548828125, 26.571670532226562, -0.9705352783203125)","(138.47018432617188, 17.721302032470703, -4.191729545593262)",POINT (0.9152131080627441 0.9746441543102264),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,12,838560887050,2511935603,1,1,"(0.9219169020652771, 0.9487519264221191)","(0.9080418348312378, 1.011771559715271)",1,1,3.2201080322265625,3.126373291015625,"(-41.17416763305664, 21.245067596435547, 541.3106689453125)","(16.52212905883789, 21.367036819458008, 543.156982421875)","(144.16329956054688, 26.8753604888916, -0.859978437423706)","(139.36912536621094, 15.365653991699219, -5.049157619476318)",POINT (0.9149793684482574 0.9802617430686951),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,55,12,838560903716,2511952269,1,1,"(0.9177325367927551, 0.9581176042556763)","(0.9016165733337402, 1.0017648935317993)",1,1,3.2276611328125,3.132598876953125,"(-41.1214599609375, 21.28437042236328, 541.0714111328125)","(16.575410842895508, 21.39521026611328, 542.9580078125)","(142.71749877929688, 25.164827346801758, -1.482506513595581)","(137.14901733398438, 17.1932315826416, -4.383967876434326)",POINT (0.9096745550632477 0.9799412488937378),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
