,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,8,23,344600366924,15267176817,1,1,"(0.4194677174091339, 0.3264613151550293)","(0.3798298239707947, 0.3191894590854645)",1,1,2.88641357421875,2.760971069335937,"(-9.82550048828125, -20.083812713623047, 643.2743530273438)","(50.576560974121094, -18.399078369140625, 644.3197631835938)","(-27.63665008544922, 140.8885498046875, 40.63745880126953)","(-41.37263488769531, 142.2205352783203, 41.12229537963867)",POINT (0.3996487706899643 0.3228253871202469),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600383592,15267193484,1,1,"(0.4206324517726898, 0.31564801931381226)","(0.37496376037597656, 0.3053576946258545)",1,1,2.8880767822265625,2.755477905273437,"(-9.796134948730469, -20.056991577148438, 643.1376953125)","(50.60474395751953, -18.380870819091797, 644.3612060546875)","(-27.23302459716797, 142.86924743652344, 41.35834503173828)","(-43.05890655517578, 144.75411987304688, 42.0444450378418)",POINT (0.3977981060743332 0.3105028569698334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600400258,15267210150,1,1,"(0.41541123390197754, 0.3177095055580139)","(0.37867993116378784, 0.3212265968322754)",1,1,2.89093017578125,2.7911376953125,"(-9.78695297241211, -20.069644927978516, 643.3668212890625)","(50.60803985595703, -18.391559600830078, 644.29150390625)","(-29.042373657226562, 142.49163818359375, 41.220909118652344)","(-41.77112579345703, 141.84739685058594, 40.98647689819336)",POINT (0.3970455825328827 0.3194680511951446),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600416926,15267226817,1,1,"(0.4179564416408539, 0.30048617720603943)","(0.3777600824832916, 0.3181338906288147)",1,1,2.8799285888671875,2.80401611328125,"(-9.775283813476562, -20.049575805664062, 643.160888671875)","(50.61923599243164, -18.380081176757812, 644.2430419921875)","(-28.160364151000977, 145.6464385986328, 42.369239807128906)","(-42.08987045288086, 142.4138946533203, 41.192649841308594)",POINT (0.3978582620620728 0.3093100339174271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600433593,15267243484,1,1,"(0.4137771427631378, 0.3096456229686737)","(0.38020434975624084, 0.3210535943508148)",1,1,2.88055419921875,2.795761108398437,"(-9.765457153320312, -20.056900024414062, 643.3443603515625)","(50.61321258544922, -18.39261817932129, 644.197998046875)","(-29.6086483001709, 143.96871948242188, 41.75849914550781)","(-41.24284362792969, 141.8791046142578, 40.997955322265625)",POINT (0.3969907462596893 0.3153496086597443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600450267,15267260157,1,1,"(0.41255348920822144, 0.3137759566307068)","(0.3718056380748749, 0.33377060294151306)",1,1,2.8904266357421875,2.7863922119140625,"(-9.755224227905273, -20.049835205078125, 643.4137573242188)","(50.63019943237305, -18.38528060913086, 644.2876586914062)","(-30.032684326171875, 143.212158203125, 41.483158111572266)","(-44.1533088684082, 139.54969787597656, 40.15016555786133)",POINT (0.3921795636415482 0.3237732797861099),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600466934,15267276824,1,1,"(0.41735538840293884, 0.3291519582271576)","(0.3753843605518341, 0.3369333744049072)",1,1,2.89483642578125,2.793319702148437,"(-9.75853157043457, -20.052417755126953, 643.2073974609375)","(50.62061309814453, -18.39541244506836, 644.1968994140625)","(-28.368654251098633, 140.39569091796875, 40.45811080932617)","(-42.91315460205078, 138.97036743164062, 39.93931579589844)",POINT (0.3963698744773865 0.3330426663160324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600483602,15267293491,1,1,"(0.4269108772277832, 0.3180095851421356)","(0.3821747303009033, 0.31220048666000366)",1,1,2.868408203125,2.782012939453125,"(-9.771384239196777, -20.04186248779297, 642.887451171875)","(50.61376190185547, -18.38386344909668, 644.2210693359375)","(-25.057323455810547, 142.4366455078125, 41.20096969604492)","(-40.5600471496582, 143.50074768066406, 41.588157653808594)",POINT (0.4045428037643433 0.3151050359010696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600500268,15267310157,1,1,"(0.4274424910545349, 0.3223060071468353)","(0.37913063168525696, 0.3331173360347748)",1,1,2.870635986328125,2.784881591796875,"(-9.772955894470215, -20.051807403564453, 642.9097900390625)","(50.5992431640625, -18.386520385742188, 644.1306762695312)","(-24.87310791015625, 141.64968872070312, 40.914485931396484)","(-41.614933013916016, 139.6693572998047, 40.1937141418457)",POINT (0.4032865613698959 0.327711671590805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600516936,15267326824,1,1,"(0.42716819047927856, 0.33021754026412964)","(0.37356773018836975, 0.3354223668575287)",1,1,2.8618621826171875,2.7724151611328125,"(-9.788148880004883, -20.056697845458984, 642.8409423828125)","(50.58856964111328, -18.386438369750977, 644.201904296875)","(-24.968156814575195, 140.2005157470703, 40.38703918457031)","(-43.54268264770508, 139.2471466064453, 40.040042877197266)",POINT (0.4003679603338242 0.3328199535608292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600533603,15267343491,1,1,"(0.43235498666763306, 0.3354993760585785)","(0.3703556954860687, 0.3192458748817444)",1,1,2.87664794921875,2.7493133544921875,"(-9.806497573852539, -20.064422607421875, 642.8175048828125)","(50.58149719238281, -18.396265029907227, 644.3189697265625)","(-23.170740127563477, 139.2330322265625, 40.0349235534668)","(-44.65575408935547, 142.210205078125, 41.118534088134766)",POINT (0.4013553410768509 0.3273726254701614),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600550270,15267360157,1,1,"(0.4301017224788666, 0.3428938090801239)","(0.36722537875175476, 0.3232327401638031)",1,1,2.8529205322265625,2.76800537109375,"(-9.81777572631836, -20.08808135986328, 642.908935546875)","(50.576881408691406, -18.41510772705078, 644.4361572265625)","(-23.951589584350586, 137.87860107421875, 39.541900634765625)","(-45.74053955078125, 141.47994995117188, 40.852657318115234)",POINT (0.3986635506153107 0.3330632746219635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,8,23,344600566937,15267376824,1,1,"(0.42752358317375183, 0.3594369888305664)","(0.37380626797676086, 0.3565717339515686)",1,1,2.8512725830078125,2.7822265625,"(-9.823415756225586, -20.11542510986328, 642.9542236328125)","(50.56129455566406, -18.445240020751953, 644.5084228515625)","(-24.84500503540039, 134.8483428955078, 38.43906021118164)","(-43.46002197265625, 135.37318420410156, 38.63004684448242)",POINT (0.4006649255752564 0.3580043613910675),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,23,344600600275,15267410161,1,1,"(0.42715349793434143, 0.32083946466445923)","(0.3721574544906616, 0.278628408908844)",1,1,2.82928466796875,2.731170654296875,"(-9.874881744384766, -20.201324462890625, 643.157958984375)","(50.50608444213867, -18.52751350402832, 644.5844116210938)","(-24.973255157470703, 141.91831970214844, 41.01225662231445)","(-44.03139114379883, 149.65017700195312, 43.82640838623047)",POINT (0.3996554762125015 0.2997339367866516),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
