,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,29,31,757611833877,2174688456,1,1,"(0.5227054357528687, 0.3476907014846802)","(0.5164481401443481, 0.3410337269306183)",1,1,2.70489501953125,2.3900299072265625,"(-47.92989730834961, -63.496246337890625, 580.5799560546875)","(16.807645797729492, -67.15361022949219, 583.4581298828125)","(6.225636959075928, 136.65126037597656, 39.09516906738281)","(4.06358528137207, 137.86705017089844, 39.5377311706543)",POINT (0.5195767879486084 0.3443622142076492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757611850545,2174705123,1,1,"(0.46946075558662415, 0.33674219250679016)","(0.4551486670970917, 0.34535476565361023)",1,1,2.6871490478515625,2.4106597900390625,"(-48.102516174316406, -63.48796463012695, 580.72607421875)","(16.60967445373535, -67.09294891357422, 583.47802734375)","(-12.17174243927002, 138.65084838867188, 39.822975158691406)","(-17.116926193237305, 137.07786560058594, 39.25048065185547)",POINT (0.4623047113418579 0.3410484790802002),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757611867211,2174721789,1,1,"(0.4609489142894745, 0.3286197781562805)","(0.4559459984302521, 0.3616156280040741)",1,1,2.687835693359375,2.4231414794921875,"(-48.15454864501953, -63.475807189941406, 580.7081298828125)","(16.573898315429688, -67.05424499511719, 583.4609375)","(-15.11279582977295, 140.13429260253906, 40.36290740966797)","(-16.8414306640625, 134.1080322265625, 38.169525146484375)",POINT (0.4584474563598633 0.3451177030801773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757611883878,2174738455,1,1,"(0.46227020025253296, 0.3370996415615082)","(0.4532714784145355, 0.3455166220664978)",1,1,2.6871490478515625,2.413360595703125,"(-48.18185806274414, -63.47795104980469, 580.7320556640625)","(16.5544490814209, -67.03904724121094, 583.4331665039062)","(-14.656255722045898, 138.58554077148438, 39.799224853515625)","(-17.76553726196289, 137.04830932617188, 39.23972702026367)",POINT (0.4577708393335342 0.341308131814003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757611900547,2174755124,1,1,"(0.46184444427490234, 0.340880423784256)","(0.4463658332824707, 0.33948367834091187)",1,1,2.7087554931640625,2.404937744140625,"(-48.21012878417969, -63.49840545654297, 580.7471923828125)","(16.532806396484375, -67.04129791259766, 583.4064331054688)","(-14.803370475769043, 137.89503479003906, 39.54791259765625)","(-20.151613235473633, 138.150146484375, 39.6407470703125)",POINT (0.4541051387786865 0.3401820510625839),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757611917215,2174771791,1,1,"(0.4662037789821625, 0.3354448080062866)","(0.4506828486919403, 0.3392811417579651)",1,1,2.705673217773437,2.397445678710937,"(-48.222068786621094, -63.519874572753906, 580.7267456054688)","(16.52224349975586, -67.06462097167969, 583.4161376953125)","(-13.297093391418457, 138.88778686523438, 39.90921401977539)","(-18.659971237182617, 138.18714904785156, 39.654212951660156)",POINT (0.4584433138370514 0.3373629748821258),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757611933882,2174788458,1,1,"(0.47210973501205444, 0.33977675437927246)","(0.45174190402030945, 0.3479616641998291)",1,1,2.701034545898437,2.4022216796875,"(-48.232261657714844, -63.55091094970703, 580.7347412109375)","(16.51358985900879, -67.09803009033203, 583.4071044921875)","(-11.256448745727539, 138.09661865234375, 39.62125015258789)","(-18.294052124023438, 136.6017608642578, 39.07718276977539)",POINT (0.461925819516182 0.3438692092895508),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757611950554,2174805129,1,1,"(0.4670153558254242, 0.347890168428421)","(0.4569191336631775, 0.36152058839797974)",1,1,2.6961669921875,2.4183502197265625,"(-48.22882843017578, -63.58464431762695, 580.7259521484375)","(16.51647186279297, -67.13710021972656, 583.3883056640625)","(-13.016682624816895, 136.6147918701172, 39.08195877075195)","(-16.505189895629883, 134.12539672851562, 38.17585754394531)",POINT (0.4619672447443008 0.3547053784132004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757611967222,2174821797,1,1,"(0.46362945437431335, 0.33876973390579224)","(0.4520348012447357, 0.34470465779304504)",1,1,2.689682006835937,2.425506591796875,"(-48.228485107421875, -63.619781494140625, 580.763916015625)","(16.518810272216797, -67.17514038085938, 583.3880004882812)","(-14.186603546142578, 138.28054809570312, 39.6882209777832)","(-18.19285011291504, 137.19659423828125, 39.2936897277832)",POINT (0.4578321278095245 0.3417371958494186),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757611983890,2174838464,1,1,"(0.4636213481426239, 0.35206475853919983)","(0.4471021294593811, 0.3428332209587097)",1,1,2.7070770263671875,2.4193572998046875,"(-48.223365783691406, -63.635772705078125, 580.7840576171875)","(16.521366119384766, -67.19859313964844, 583.4535522460938)","(-14.189409255981445, 135.8523712158203, 38.804443359375)","(-19.89720344543457, 137.53839111328125, 39.41809844970703)",POINT (0.4553617388010025 0.3474489897489548),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612000557,2174855131,1,1,"(0.46833106875419617, 0.34499192237854004)","(0.4480162262916565, 0.374575674533844)",1,1,2.7069549560546875,2.4640655517578125,"(-48.22577667236328, -63.64860534667969, 580.7925415039062)","(16.518260955810547, -67.20417785644531, 583.4442749023438)","(-12.562067031860352, 137.14414978027344, 39.274574279785156)","(-19.581361770629883, 131.74105834960938, 37.308021545410156)",POINT (0.4581736475229263 0.359783798456192),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612017224,2174871797,1,1,"(0.464158296585083, 0.3456149995326996)","(0.45537593960762024, 0.3560243844985962)",1,1,2.7096710205078125,2.4525909423828125,"(-48.22322082519531, -63.653568267822266, 580.8319702148438)","(16.519493103027344, -67.20051574707031, 583.510498046875)","(-14.003870964050293, 137.03033447265625, 39.233154296875)","(-17.03838539123535, 135.12921142578125, 38.54121398925781)",POINT (0.4597671180963516 0.3508196920156479),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612033891,2174888464,1,1,"(0.4680022895336151, 0.33888348937034607)","(0.4574878215789795, 0.3450072109699249)",1,1,2.710601806640625,2.4121551513671875,"(-48.22870635986328, -63.650978088378906, 580.8779907226562)","(16.514060974121094, -67.18303680419922, 583.5385131835938)","(-12.675676345825195, 138.25975036621094, 39.6806526184082)","(-16.308687210083008, 137.14134216308594, 39.27357864379883)",POINT (0.4627450555562973 0.3419453501701355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612050558,2174905130,1,1,"(0.4661571979522705, 0.3500719666481018)","(0.4523037374019623, 0.32887208461761475)",1,1,2.7237091064453125,2.4012451171875,"(-48.228721618652344, -63.63277816772461, 580.9345092773438)","(16.51479721069336, -67.17507934570312, 583.5863647460938)","(-13.313199996948242, 136.21632385253906, 38.936927795410156)","(-18.099925994873047, 140.08822631835938, 40.34613800048828)",POINT (0.4592304676771164 0.3394720256328583),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612067225,2174921797,1,1,"(0.46369659900665283, 0.35048264265060425)","(0.452037513256073, 0.3543822467327118)",1,1,2.7306671142578125,2.4368896484375,"(-48.233131408691406, -63.62575149536133, 581.0281982421875)","(16.512340545654297, -67.1644515991211, 583.5859985351562)","(-14.163403511047363, 136.14132690429688, 38.909610748291016)","(-18.191917419433594, 135.4291229248047, 38.650394439697266)",POINT (0.4578670561313629 0.352432444691658),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612083893,2174938464,1,1,"(0.4663410484790802, 0.3504417836666107)","(0.45517033338546753, 0.3726423382759094)",1,1,2.74273681640625,2.4521484375,"(-48.22455596923828, -63.60633087158203, 581.0479736328125)","(16.517606735229492, -67.15216827392578, 583.67138671875)","(-13.24967098236084, 136.14878845214844, 38.912322998046875)","(-17.109439849853516, 132.09414672851562, 37.43655776977539)",POINT (0.4607556909322739 0.3615420609712601),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,31,757612100560,2174955131,1,1,"(0.4631804823875427, 0.34236982464790344)","(0.4568866789340973, 0.338614284992218)",1,1,2.73077392578125,2.4337158203125,"(-48.21577453613281, -63.58935546875, 581.0591430664062)","(16.525222778320312, -67.13233947753906, 583.7177124023438)","(-14.341730117797852, 137.62303161621094, 39.44889450073242)","(-16.516393661499023, 138.30892944335938, 39.69854736328125)",POINT (0.46003358066082 0.3404920548200607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612117228,2174971798,1,1,"(0.4660010039806366, 0.3543141186237335)","(0.4563728868961334, 0.35199299454689026)",1,1,2.7418212890625,2.435409545898437,"(-48.20838928222656, -63.57387161254883, 581.1354370117188)","(16.53897476196289, -67.11016082763672, 583.7454833984375)","(-13.367170333862305, 135.44155883789062, 38.6549186706543)","(-16.693931579589844, 135.865478515625, 38.80921936035156)",POINT (0.461186945438385 0.3531535565853119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612133892,2174988462,1,1,"(0.4698735475540161, 0.34298938512802124)","(0.45346149802207947, 0.3611031174659729)",1,1,2.7439422607421875,2.44940185546875,"(-48.194610595703125, -63.5661506652832, 581.1183471679688)","(16.552589416503906, -67.10758209228516, 583.7449951171875)","(-12.029104232788086, 137.5098876953125, 39.4077033996582)","(-17.69988441467285, 134.20162963867188, 38.203590393066406)",POINT (0.4616675227880478 0.3520462512969971),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612150560,2175005129,1,1,"(0.4700222313404083, 0.3394837975502014)","(0.4622306227684021, 0.3534204065799713)",1,1,2.732269287109375,2.4624786376953125,"(-48.17871856689453, -63.5565185546875, 581.111083984375)","(16.56726837158203, -67.10128784179688, 583.7440185546875)","(-11.977727890014648, 138.15013122558594, 39.64073181152344)","(-14.669929504394531, 135.6047821044922, 38.714290618896484)",POINT (0.4661264270544052 0.3464521020650864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612167227,2175021796,1,1,"(0.47139906883239746, 0.3305867314338684)","(0.45674484968185425, 0.3817642331123352)",1,1,2.74658203125,2.490097045898437,"(-48.163509368896484, -63.55353546142578, 581.0670166015625)","(16.583843231201172, -67.11835479736328, 583.753173828125)","(-11.502005577087402, 139.77505493164062, 40.232177734375)","(-16.56540870666504, 130.42816162109375, 36.83019256591797)",POINT (0.4640719592571258 0.3561754822731018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612183894,2175038462,1,1,"(0.4702523648738861, 0.3402755558490753)","(0.4571591019630432, 0.345366507768631)",1,1,2.762176513671875,2.454315185546875,"(-48.150848388671875, -63.55301284790039, 581.05810546875)","(16.5975341796875, -67.12639617919922, 583.7427978515625)","(-11.898212432861328, 138.00550842285156, 39.5881233215332)","(-16.422269821166992, 137.07571411132812, 39.249698638916016)",POINT (0.4637057334184647 0.3428210318088532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612200561,2175055129,1,1,"(0.4701325297355652, 0.3425944149494171)","(0.4580780565738678, 0.34783506393432617)",1,1,2.756561279296875,2.437103271484375,"(-48.134666442871094, -63.554168701171875, 581.02392578125)","(16.610685348510742, -67.15167999267578, 583.7608642578125)","(-11.939620971679688, 137.58201599121094, 39.43395233154297)","(-16.104753494262695, 136.6248779296875, 39.0855827331543)",POINT (0.4641052931547165 0.3452147394418716),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612217231,2175071799,1,1,"(0.4631662666797638, 0.33351320028305054)","(0.46180251240730286, 0.3529272973537445)",1,1,2.7218017578125,2.44696044921875,"(-48.127716064453125, -63.55189514160156, 581.0159301757812)","(16.61883544921875, -67.15628814697266, 583.7131958007812)","(-14.34664535522461, 139.24057006835938, 40.03762435913086)","(-14.817854881286621, 135.69483947753906, 38.747100830078125)",POINT (0.4624843895435333 0.3432202488183975),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612233901,2175088468,1,1,"(0.46935343742370605, 0.3489515781402588)","(0.46147215366363525, 0.3523772358894348)",1,1,2.7661590576171875,2.4522247314453125,"(-48.121978759765625, -63.525474548339844, 581.00634765625)","(16.626394271850586, -67.15892028808594, 583.760009765625)","(-12.208806991577148, 136.42095947265625, 39.011375427246094)","(-14.931998252868652, 135.7952880859375, 38.78369140625)",POINT (0.4654127955436706 0.3506644070148468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612250565,2175105132,1,1,"(0.47414764761924744, 0.36945241689682007)","(0.4634879231452942, 0.3627135753631592)",1,1,2.7698974609375,2.466156005859375,"(-48.15608596801758, -63.474605560302734, 581.18798828125)","(16.60211944580078, -67.13569641113281, 583.959716796875)","(-10.552295684814453, 132.67674255371094, 37.648616790771484)","(-14.235504150390625, 133.90750122070312, 38.096553802490234)",POINT (0.4688177853822708 0.3660829961299896),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,31,757612367247,2175221810,1,1,"(0.5307789444923401, 0.8597434163093567)","(0.4425995647907257, 0.583301305770874)",1,1,1.310089111328125,1.1754150390625,"(-48.20376968383789, -63.0519905090332, 581.46435546875)","(16.64328384399414, -66.69214630126953, 584.29736328125)","(9.015238761901855, 43.131587982177734, 5.056793689727783)","(-21.45295524597168, 93.62007904052734, 23.433103561401367)",POINT (0.4866892546415329 0.7215223610401154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,29,31,757612383915,2175238477,1,1,"(0.5165888667106628, 0.44961243867874146)","(0.5258702039718628, 0.19803205132484436)",1,1,2.497299194335937,2.2423095703125,"(-48.21735382080078, -63.10475158691406, 581.3782958984375)","(16.617515563964844, -66.73851776123047, 584.2235107421875)","(4.112210273742676, 118.03657531738281, 32.32004165649414)","(7.319134712219238, 163.9844207763672, 49.043663024902344)",POINT (0.5212295353412628 0.3238222450017929),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,29,31,757612400581,2175255143,1,1,"(0.5226584672927856, 0.18974146246910095)","(0.5187687873840332, 0.07435670495033264)",1,1,2.75970458984375,2.3975830078125,"(-48.24017333984375, -63.148292541503906, 581.2897338867188)","(16.595327377319336, -66.78662872314453, 584.1396484375)","(6.2094221115112305, 165.4985809326172, 49.594749450683594)","(4.865437030792236, 186.5720672607422, 57.264915466308594)",POINT (0.5207136273384094 0.1320490837097168),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,29,31,757612417249,2175271810,1,1,"(0.5193275809288025, 0.22885175049304962)","(0.516791582107544, 0.16507560014724731)",1,1,2.7540283203125,2.335678100585937,"(-48.25830841064453, -63.1717643737793, 581.2017211914062)","(16.568241119384766, -66.80886840820312, 583.9991455078125)","(5.05851411819458, 158.3555908203125, 46.99493408203125)","(4.182260036468506, 170.00347900390625, 51.234397888183594)",POINT (0.5180595815181732 0.1969636753201485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612433916,2175288476,1,1,"(0.5187944769859314, 0.21359047293663025)","(0.5193124413490295, 0.20429947972297668)",1,1,2.7283935546875,2.4209747314453125,"(-48.284324645996094, -63.19786834716797, 581.1226806640625)","(16.53935432434082, -66.83552551269531, 583.944091796875)","(4.874301433563232, 161.14288330078125, 48.00941467285156)","(5.053280353546143, 162.83975219726562, 48.62702560424805)",POINT (0.5190534591674805 0.2089449763298035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612450583,2175305143,1,1,"(0.5186437964439392, 0.22422724962234497)","(0.5222969651222229, 0.12755316495895386)",1,1,2.77362060546875,2.3524169921875,"(-48.31736373901367, -63.22622299194336, 581.0516967773438)","(16.509265899658203, -66.85725402832031, 583.8980712890625)","(4.822230339050293, 159.20018005371094, 47.3023681640625)","(6.084514141082764, 176.85646057128906, 53.72867202758789)",POINT (0.520470380783081 0.1758902072906494),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612467256,2175321815,1,1,"(0.5209432244300842, 0.19712233543395996)","(0.5112323760986328, 0.11865729093551636)",1,1,2.7371826171875,2.358154296875,"(-48.345340728759766, -63.24970245361328, 581.0094604492188)","(16.477161407470703, -66.87097930908203, 583.806396484375)","(5.61674165725708, 164.15057373046875, 49.10415267944336)","(2.261429786682129, 178.4811553955078, 54.320045471191406)",POINT (0.5160878002643585 0.1578898131847382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612483922,2175338481,1,1,"(0.5179303288459778, 0.20320045948028564)","(0.5192005038261414, 0.1424122154712677)",1,1,2.749374389648437,2.3867340087890625,"(-48.368896484375, -63.26263427734375, 580.959228515625)","(16.450679779052734, -66.88789367675781, 583.7884521484375)","(4.575727939605713, 163.04046630859375, 48.70008087158203)","(5.014583587646484, 174.1426544189453, 52.740936279296875)",POINT (0.5185654163360596 0.1728063374757767),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612500590,2175355148,1,1,"(0.5214852690696716, 0.18541830778121948)","(0.5130710601806641, 0.11723661422729492)",1,1,2.756942749023437,2.347564697265625,"(-48.40850830078125, -63.267581939697266, 580.981689453125)","(16.418113708496094, -66.892333984375, 583.751953125)","(5.80405855178833, 166.2881317138672, 49.882137298583984)","(2.896730899810791, 178.7406463623047, 54.414466857910156)",POINT (0.5172781646251678 0.1513274610042572),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612517256,2175371814,1,1,"(0.5202897787094116, 0.1973121464252472)","(0.5133939981460571, 0.12086101621389389)",1,1,2.76373291015625,2.3528289794921875,"(-48.441749572753906, -63.26458740234375, 580.9198608398438)","(16.382240295410156, -66.88475036621094, 583.64111328125)","(5.390970706939697, 164.1158905029297, 49.09150695800781)","(3.0083014965057373, 178.07867431640625, 54.17356491088867)",POINT (0.5168418884277344 0.1590865813195705),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612533925,2175388482,1,1,"(0.5186496376991272, 0.19369694590568542)","(0.5146884918212891, 0.12584064900875092)",1,1,2.745880126953125,2.35516357421875,"(-48.47402572631836, -63.24667739868164, 580.8592529296875)","(16.34579086303711, -66.87371063232422, 583.57666015625)","(4.8242597579956055, 164.77615356445312, 49.331844329833984)","(3.4555797576904297, 177.16921997070312, 53.842533111572266)",POINT (0.5166690647602081 0.1597687974572182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612550589,2175405146,1,1,"(0.5206602811813354, 0.1948743760585785)","(0.5127775073051453, 0.17684108018875122)",1,1,2.756103515625,2.42279052734375,"(-48.51634216308594, -63.23835754394531, 580.82275390625)","(16.30253028869629, -66.86124420166016, 583.587890625)","(5.519008159637451, 164.56112670898438, 49.253536224365234)","(2.795301914215088, 167.85467529296875, 50.45228576660156)",POINT (0.5167188942432404 0.1858577281236649),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612567257,2175421814,1,1,"(0.5224011540412903, 0.19313955307006836)","(0.5211038589477539, 0.13829338550567627)",1,1,2.7448883056640625,2.3731842041015625,"(-48.56040954589844, -63.246864318847656, 580.8832397460938)","(16.265869140625, -66.8458480834961, 583.5712280273438)","(6.12052583694458, 164.87794494628906, 49.36887741088867)","(5.672269821166992, 174.8948974609375, 53.014732360839844)",POINT (0.5217525064945221 0.1657164692878723),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612583925,2175438481,1,1,"(0.5231586694717407, 0.19762393832206726)","(0.5158770084381104, 0.10831886529922485)",1,1,2.74932861328125,2.345611572265625,"(-48.58494186401367, -63.24829864501953, 580.8330688476562)","(16.238420486450195, -66.83407592773438, 583.5526123046875)","(6.382239818572998, 164.05894470214844, 49.07080078125)","(3.866239070892334, 180.36935424804688, 55.00726318359375)",POINT (0.5195178389549255 0.1529714018106461),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612600594,2175455150,1,1,"(0.524735689163208, 0.2087048888206482)","(0.516819417476654, 0.13147172331809998)",1,1,2.760101318359375,2.378387451171875,"(-48.607093811035156, -63.25868606567383, 580.8675537109375)","(16.217975616455078, -66.83269500732422, 583.5543823242188)","(6.9271559715271, 162.03517150878906, 48.334171295166016)","(4.191857814788818, 176.14076232910156, 53.46820068359375)",POINT (0.520777553319931 0.1700883060693741),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612617262,2175471817,1,1,"(0.5196780562400818, 0.19367632269859314)","(0.5181891918182373, 0.10349984467029572)",1,1,2.7478179931640625,2.3416748046875,"(-48.603919982910156, -63.26188659667969, 580.8294677734375)","(16.216976165771484, -66.83787536621094, 583.5540771484375)","(5.179600238800049, 164.7799530029297, 49.33319854736328)","(4.665149688720703, 181.2494659423828, 55.32762908935547)",POINT (0.5189336240291595 0.1485880836844444),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612633929,2175488484,1,1,"(0.5223219394683838, 0.19975163042545319)","(0.5153175592422485, 0.12698273360729218)",1,1,2.760971069335937,2.37054443359375,"(-48.58763885498047, -63.26456069946289, 580.8515625)","(16.237070083618164, -66.8466796875, 583.5250244140625)","(6.0931396484375, 163.67034912109375, 48.929378509521484)","(3.6729485988616943, 176.9606170654297, 53.76662063598633)",POINT (0.5188197493553162 0.1633671820163727),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612650596,2175505150,1,1,"(0.518520176410675, 0.19936072826385498)","(0.5128288865089417, 0.11037225276231766)",1,1,2.7439422607421875,2.3514404296875,"(-48.551513671875, -63.265708923339844, 580.7908325195312)","(16.260208129882812, -66.86578369140625, 583.5050048828125)","(4.779527187347412, 163.74176025390625, 48.95530319213867)","(2.8130500316619873, 179.9943084716797, 54.87078857421875)",POINT (0.5156745314598083 0.1548664905130863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612667262,2175521816,1,1,"(0.5210893750190735, 0.19703328609466553)","(0.514587938785553, 0.16035079956054688)",1,1,2.7666778564453125,2.4092254638671875,"(-48.50657653808594, -63.277587890625, 580.769775390625)","(16.301616668701172, -66.88720703125, 583.5125732421875)","(5.667260646820068, 164.1668243408203, 49.11004638671875)","(3.420841932296753, 170.86639404296875, 51.548519134521484)",POINT (0.5178386569023132 0.1786920428276062),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612683930,2175538483,1,1,"(0.5241904258728027, 0.186888188123703)","(0.5079249143600464, 0.1459740549325943)",1,1,2.75799560546875,2.424285888671875,"(-48.45762634277344, -63.290245056152344, 580.7857666015625)","(16.350872039794922, -66.92274475097656, 583.5289306640625)","(6.738736629486084, 166.0196990966797, 49.7844352722168)","(1.1186153888702393, 173.49212646484375, 52.50417709350586)",POINT (0.5160576701164246 0.1664311215281486),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612700597,2175555150,1,1,"(0.5246691107749939, 0.19499781727790833)","(0.5143908262252808, 0.10622181743383408)",1,1,2.782211303710937,2.3697662353515625,"(-48.41366958618164, -63.28800582885742, 580.8111572265625)","(16.39600372314453, -66.94039916992188, 583.5263671875)","(6.904144763946533, 164.53857421875, 49.2453727722168)","(3.3527350425720215, 180.75233459472656, 55.14669418334961)",POINT (0.5195299685001373 0.1506098173558712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,29,31,757612717264,2175571816,1,1,"(0.5241671800613403, 0.18815068900585175)","(0.5110955238342285, 0.1342051923274994)",1,1,2.783966064453125,2.4002227783203125,"(-48.37107849121094, -63.296844482421875, 580.8079833984375)","(16.440250396728516, -66.95149993896484, 583.552734375)","(6.730707168579102, 165.7891082763672, 49.70051956176758)","(2.214138984680176, 175.64154052734375, 53.28649139404297)",POINT (0.5176313519477844 0.1611779406666756),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
