,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,num1.1,int.3,num2.1,if.1,num1.2,==.1,0.1,return.1,num2.2,+.1,num1.3,-----------.4,else.1,if.2,num2.3,==.2,0.2,return.2,num1.4,*.1,2.1,-----------.5,else.2,return.3,afunc.2,num1.5,-.1,1.1,num2.4,-.2,1.2,-----------.8,-----------.9,-----------.10,question,code,choices
0,14,21,234925676759,1558487197,1,1,"(0.44667014479637146, 0.31727761030197144)","(0.4450961947441101, 0.2091207355260849)",1,1,3.3303680419921875,3.85040283203125,"(-57.94733428955078, 14.437904357910156, 469.5596923828125)","(5.5011467933654785, 22.48810386657715, 477.9462890625)","(-17.664466857910156, 147.8822021484375, 43.18294143676758)","(-18.212574005126953, 167.7905731201172, 50.42899703979492)",POINT (0.4458831697702408 0.2631991729140282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,21,234925693426,1558503864,1,1,"(0.44141072034835815, 0.2976475656032562)","(0.4479835629463196, 0.20492659509181976)",1,1,3.291839599609375,3.852462768554688,"(-57.9732551574707, 14.322175979614258, 469.7503662109375)","(5.500706672668457, 22.358596801757812, 477.9972229003906)","(-19.495981216430664, 151.49549865722656, 44.498069763183594)","(-17.207088470458984, 168.5625762939453, 50.709991455078125)",POINT (0.4446971416473389 0.251287080347538),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,21,234925710094,1558520531,1,1,"(0.44457024335861206, 0.2869517505168915)","(0.4366622567176819, 0.21252483129501343)",1,1,3.3029022216796875,3.8739166259765625,"(-58.004390716552734, 14.214096069335938, 469.9521789550781)","(5.496130466461182, 22.25728988647461, 478.0730895996094)","(-18.39572525024414, 153.46426391601562, 45.21467208862305)","(-21.149559020996094, 167.16397094726562, 50.200927734375)",POINT (0.440616250038147 0.2497382909059524),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,21,234925726760,1558537197,1,1,"(0.4404025077819824, 0.28138166666030884)","(0.438921719789505, 0.21553535759449005)",1,1,3.317977905273437,3.850784301757813,"(-58.04112243652344, 14.139455795288086, 470.0773010253906)","(5.456997394561768, 22.19175148010254, 478.353759765625)","(-19.84708023071289, 154.4895477294922, 45.58781814575195)","(-20.362733840942383, 166.6098175048828, 49.999229431152344)",POINT (0.4396621137857437 0.2484585121273994),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,21,234925743428,1558553864,1,1,"(0.45051518082618713, 0.2668946385383606)","(0.4411523640155792, 0.2079799920320511)",1,1,3.28411865234375,3.83575439453125,"(-58.16030502319336, 14.10965347290039, 470.42657470703125)","(5.367444038391113, 22.15912628173828, 478.4120178222656)","(-16.325483322143555, 157.1561737060547, 46.558387756347656)","(-19.585952758789062, 168.00054931640625, 50.50541305541992)",POINT (0.4458337724208832 0.2374373152852058),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,21,234925760095,1558570531,1,1,"(0.4420957863330841, 0.26876476407051086)","(0.43747779726982117, 0.20994243025779724)",1,1,3.280670166015625,3.8227386474609375,"(-58.26340103149414, 14.168636322021484, 470.6524658203125)","(5.27602481842041, 22.232858657836914, 478.8270263671875)","(-19.257415771484375, 156.8119354248047, 46.4330940246582)","(-20.865558624267578, 167.63931274414062, 50.37394332885742)",POINT (0.4397867918014526 0.239353597164154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,21,234925776762,1558587197,1,1,"(0.44569557905197144, 0.28010058403015137)","(0.4349454343318939, 0.20895971357822418)",1,1,3.30621337890625,3.815338134765625,"(-58.408477783203125, 14.304206848144531, 471.174560546875)","(5.17546272277832, 22.357702255249023, 478.96820068359375)","(-18.00383758544922, 154.725341796875, 45.67362976074219)","(-21.747411727905273, 167.82020568847656, 50.43976593017578)",POINT (0.4403205066919327 0.2445301488041878),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,21,234925793433,1558603868,1,1,"(0.4502188563346863, 0.2871175706386566)","(0.4347982108592987, 0.20414923131465912)",1,1,3.30731201171875,3.790573120117188,"(-58.53962326049805, 14.547950744628906, 471.641845703125)","(5.082345008850098, 22.60491371154785, 479.36383056640625)","(-16.42867088317871, 153.43374633789062, 45.20353317260742)","(-21.79868507385254, 168.70565795898438, 50.762054443359375)",POINT (0.4425085335969925 0.2456334009766579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,14,21,234925810101,1558620535,1,1,"(0.43640920519828796, 0.2694138288497925)","(0.43533313274383545, 0.20297563076019287)",1,1,3.264755249023437,3.802658081054688,"(-58.63844299316406, 14.898941040039062, 472.2733459472656)","(5.02675724029541, 22.919851303100586, 479.8885498046875)","(-21.237686157226562, 156.6924591064453, 46.38960647583008)","(-21.612407684326172, 168.92169189453125, 50.840660095214844)",POINT (0.4358711689710617 0.2361947298049927),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,14,21,234925826767,1558637201,1,1,"(0.4436688721179962, 0.28827807307243347)","(0.4288509786128998, 0.19278988242149353)",1,1,3.3062744140625,3.802780151367188,"(-58.66658020019531, 15.37221908569336, 472.819091796875)","(5.030313491821289, 23.314231872558594, 480.3104553222656)","(-18.70962142944336, 153.22015380859375, 45.125770568847656)","(-23.869731903076172, 170.79656982421875, 51.5230827331543)",POINT (0.436259925365448 0.2405339777469635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
