,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,afunc.1,int.2,-----------.2,num1.1,int.3,num2.1,if.1,num1.2,==.1,0.1,return.1,num2.2,+.1,num1.3,-----------.4,else.1,if.2,num2.3,==.2,0.2,return.2,num1.4,*.1,2.1,-----------.5,else.2,return.3,afunc.2,num1.5,-.1,1.1,num2.4,-.2,1.2,-----------.8,-----------.9,-----------.10,question,code,choices
0,35,21,339300173025,9967134582,1,1,"(0.7083137631416321, 0.10386955738067627)","(0.728447437286377, 0.04834796488285065)",1,1,3.10595703125,3.156845092773437,"(-71.11369323730469, 40.77058410644531, 575.7646484375)","(-11.045494079589844, 41.847381591796875, 574.1241455078125)","(72.45906066894531, 181.66098022460938, 55.47740936279297)","(79.43611907958984, 191.83091735839844, 59.178985595703125)",POINT (0.7183806002140045 0.0761087611317635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,21,339300189693,9967151249,1,1,"(0.7080386281013489, 0.1018340066075325)","(0.7309949994087219, 0.06203508377075195)",1,1,3.0907135009765625,3.157943725585937,"(-71.0501708984375, 40.73877716064453, 575.6480102539062)","(-10.983918190002441, 41.804954528808594, 574.1461791992188)","(72.36371612548828, 182.03382873535156, 55.61311340332031)","(80.3189468383789, 189.32383728027344, 58.26647186279297)",POINT (0.7195168137550354 0.0819345451891422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,21,339300206359,9967167915,1,1,"(0.6411823630332947, 0.11700043827295303)","(0.6712830662727356, 0.07506492733955383)",1,1,3.0814361572265625,3.1378631591796875,"(-71.15034484863281, 40.65510177612305, 575.522216796875)","(-11.085600852966309, 41.689449310302734, 574.0238647460938)","(49.195587158203125, 179.25576782226562, 54.60197067260742)","(59.62656021118164, 186.93714904785156, 57.397804260253906)",POINT (0.6562327146530151 0.0960326828062534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,21,339300223030,9967184585,1,1,"(0.6510377526283264, 0.10408280044794083)","(0.6703739762306213, 0.046804722398519516)",1,1,3.052276611328125,3.14202880859375,"(-71.23013305664062, 40.63282775878906, 575.709228515625)","(-11.129622459411621, 41.66227722167969, 574.22265625)","(52.610836029052734, 181.6219024658203, 55.46320343017578)","(59.311546325683594, 192.1136016845703, 59.2818603515625)",POINT (0.6607058644294739 0.0754437614232302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,21,339300239697,9967201252,1,1,"(0.6479222774505615, 0.10355156660079956)","(0.6656909584999084, 0.06480317562818527)",1,1,3.058837890625,3.1129913330078125,"(-71.2342300415039, 40.63581848144531, 575.7557983398438)","(-11.125547409057617, 41.646026611328125, 574.26904296875)","(51.53122329711914, 181.71922302246094, 55.498592376708984)","(57.688697814941406, 188.81680297851562, 58.081932067871094)",POINT (0.656806617975235 0.0841773711144924),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,21,339300256364,9967217918,1,1,"(0.6437414884567261, 0.10915640741586685)","(0.6663494110107422, 0.06628350168466568)",1,1,3.0235595703125,3.078460693359375,"(-71.26972198486328, 40.644500732421875, 575.8327026367188)","(-11.154417037963867, 41.66461181640625, 574.340087890625)","(50.0824089050293, 180.69256591796875, 55.124977111816406)","(57.9168586730957, 188.54566955566406, 57.98322677612305)",POINT (0.6550454497337341 0.0877199545502663),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,21,339300273031,9967234585,1,1,"(0.644075334072113, 0.11115959286689758)","(0.6644783020019531, 0.058611396700143814)",1,1,3.01336669921875,3.070556640625,"(-71.32789611816406, 40.685035705566406, 575.9625854492188)","(-11.202537536621094, 41.71768569946289, 574.3665771484375)","(50.19811248779297, 180.32565307617188, 54.99137878417969)","(57.26845932006836, 189.9509735107422, 58.49471664428711)",POINT (0.6542768180370331 0.0848854947835207),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,21,339300289698,9967251251,1,1,"(0.6421532034873962, 0.11135195195674896)","(0.6693317890167236, 0.07635417580604553)",1,1,3.00421142578125,3.065185546875,"(-71.38995361328125, 40.74250030517578, 575.9857177734375)","(-11.27338981628418, 41.81819534301758, 574.45556640625)","(49.53200149536133, 180.29042053222656, 54.97855758666992)","(58.95039367675781, 186.7010040283203, 57.311832427978516)",POINT (0.6557424962520599 0.0938530638813972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,21,339300306365,9967267918,1,1,"(0.6408211588859558, 0.11341184377670288)","(0.6680920124053955, 0.06514322012662888)",1,1,2.9770660400390625,3.0475006103515625,"(-71.45536041259766, 40.81382751464844, 576.10205078125)","(-11.332280158996582, 41.91972351074219, 574.543701171875)","(49.070396423339844, 179.91310119628906, 54.84122085571289)","(58.520751953125, 188.7545166015625, 58.05925750732422)",POINT (0.6544565856456757 0.0892775319516659),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,35,21,339300323033,9967284585,1,1,"(0.6440985798835754, 0.10064612329006195)","(0.6663044691085815, 0.06767477095127106)",1,1,2.9536590576171875,3.0211181640625,"(-71.51582336425781, 40.88490295410156, 576.2398071289062)","(-11.380227088928223, 42.02372360229492, 574.5242919921875)","(50.20614242553711, 182.2514190673828, 55.692325592041016)","(57.901309967041016, 188.29080200195312, 57.89048767089844)",POINT (0.6552015244960785 0.0841604471206665),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
