,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,lst.1,  .1,letrec.1,-----------.1,helper.1,lambda.1,lst.2,acc.1,if.1,nan.1,lst.3,acc.2,helper.2,cdr.1,lst.4,if.2,odd.1,car.1,lst.5,-----------.3,+.1,acc.3,*.1,car.2,lst.6,car.3,lst.7,-----------.6,-----------.7,acc.4,).1,).2,).3,).4,).5,helper.3,lst.8,0.1,-----------.13,-----------.14,question,code,choices
0,21,36,172602806245,8017036461,1,1,"(0.33434683084487915, 0.37067911028862)","(0.3464924693107605, 0.3005128800868988)",1,1,4.2292327880859375,4.4108428955078125,"(-20.29410171508789, -25.293615341186523, 666.2081298828125)","(44.773658752441406, -18.758983612060547, 665.6622314453125)","(-57.1341667175293, 132.78912353515625, 37.68952560424805)","(-52.92525100708008, 145.6415557861328, 42.367435455322266)",POINT (0.3404196500778198 0.3355959951877594),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172602822912,8017053128,1,1,"(0.3416697680950165, 0.2827702760696411)","(0.3339187502861023, 0.20970189571380615)",1,1,4.380889892578125,4.542755126953125,"(-20.253753662109375, -25.338016510009766, 666.0632934570312)","(44.83129119873047, -18.782007217407227, 665.6417846679688)","(-54.596492767333984, 148.89149475097656, 43.5502815246582)","(-57.28250503540039, 162.27554321289062, 48.421653747558594)",POINT (0.3377942591905594 0.2462360858917236),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,21,36,172602839579,8017069794,1,1,"(0.3439560830593109, 0.2247215062379837)","(0.3343556821346283, 0.18972104787826538)",1,1,4.492935180664063,4.604263305664063,"(-20.244691848754883, -25.354251861572266, 666.0640258789062)","(44.8585319519043, -18.783782958984375, 665.576416015625)","(-53.804203033447266, 159.5243682861328, 47.4202995300293)","(-57.13108444213867, 165.93544006347656, 49.7537727355957)",POINT (0.3391558825969696 0.2072212770581245),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172602856246,8017086461,1,1,"(0.34522005915641785, 0.1955968290567398)","(0.3379214107990265, 0.18072021007537842)",1,1,4.5844573974609375,4.605255126953125,"(-20.24816131591797, -25.383596420288086, 666.076171875)","(44.864349365234375, -18.79231071472168, 665.5384521484375)","(-53.366188049316406, 164.85916137695312, 49.36205291748047)","(-55.89543151855469, 167.58413696289062, 50.353843688964844)",POINT (0.3415707349777222 0.1881585195660591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172602872913,8017103127,1,1,"(0.3497357964515686, 0.1773960441350937)","(0.33464014530181885, 0.196149542927742)",1,1,4.608551025390625,4.598434448242188,"(-20.253793716430664, -25.401439666748047, 666.1126708984375)","(44.87554168701172, -18.797916412353516, 665.5245361328125)","(-51.80133056640625, 168.19300842285156, 50.57551956176758)","(-57.03251647949219, 164.7579345703125, 49.32521057128906)",POINT (0.3421879708766937 0.1867727935314178),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172602889580,8017119794,1,1,"(0.35170793533325195, 0.16609306633472443)","(0.3384678065776825, 0.2211264818906784)",1,1,4.6416778564453125,4.57623291015625,"(-20.2587890625, -25.421045303344727, 666.1124877929688)","(44.87681579589844, -18.80887794494629, 665.4501342773438)","(-51.11790466308594, 170.26339721679688, 51.32905578613281)","(-55.70608139038086, 160.182861328125, 47.66004943847656)",POINT (0.3450878709554672 0.1936097741127014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172602906254,8017136467,1,1,"(0.35116589069366455, 0.15819475054740906)","(0.3395204246044159, 0.22867465019226074)",1,1,4.62506103515625,4.5634765625,"(-20.264266967773438, -25.41388702392578, 665.9765625)","(44.868560791015625, -18.810869216918945, 665.4022216796875)","(-51.305728912353516, 171.71014404296875, 51.855587005615234)","(-55.341312408447266, 158.80026245117188, 47.15677261352539)",POINT (0.3453431576490402 0.1934347003698349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172602922921,8017153134,1,1,"(0.35583242774009705, 0.15831483900547028)","(0.34204405546188354, 0.23020198941230774)",1,1,4.6500091552734375,4.549041748046875,"(-20.252870559692383, -25.426715850830078, 665.7935791015625)","(44.87056350708008, -18.82411003112793, 665.278564453125)","(-49.68860626220703, 171.6881561279297, 51.847591400146484)","(-54.46678924560547, 158.5205078125, 47.054969787597656)",POINT (0.3489382416009903 0.194258414208889),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172602939588,8017169800,1,1,"(0.35249823331832886, 0.14842791855335236)","(0.3414553999900818, 0.23902054131031036)",1,1,4.647628784179688,4.5532989501953125,"(-20.25078010559082, -25.42232322692871, 665.7691040039062)","(44.870506286621094, -18.814226150512695, 665.1796875)","(-50.844024658203125, 173.49916076660156, 52.506752014160156)","(-54.670780181884766, 156.90518188476562, 46.467037200927734)",POINT (0.3469768166542053 0.1937242299318314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172602956255,8017186467,1,1,"(0.35473906993865967, 0.14971798658370972)","(0.3417816758155823, 0.23984460532665253)",1,1,4.6552276611328125,4.552886962890625,"(-20.26361656188965, -25.419845581054688, 665.78076171875)","(44.85820770263672, -18.818462371826172, 665.13232421875)","(-50.06749725341797, 173.26284790039062, 52.42072677612305)","(-54.55771255493164, 156.75425720214844, 46.41209030151367)",POINT (0.348260372877121 0.1947812959551811),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172602972923,8017203134,1,1,"(0.3523648679256439, 0.14512121677398682)","(0.34146401286125183, 0.2362651526927948)",1,1,4.665054321289063,4.55029296875,"(-20.256078720092773, -25.411712646484375, 665.7688598632812)","(44.86451721191406, -18.805469512939453, 665.1317138671875)","(-50.89023971557617, 174.1048583984375, 52.727203369140625)","(-54.66779327392578, 157.40989685058594, 46.6507568359375)",POINT (0.3469144403934479 0.1906931847333908),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172602989589,8017219800,1,1,"(0.3555585443973541, 0.1495242416858673)","(0.3420981764793396, 0.23663851618766785)",1,1,4.667327880859375,4.5397796630859375,"(-20.261802673339844, -25.41556167602539, 665.8054809570312)","(44.857444763183594, -18.80181884765625, 665.0833129882812)","(-49.78351593017578, 173.29835510253906, 52.43364715576172)","(-54.448036193847656, 157.34152221679688, 46.62581253051758)",POINT (0.3488283604383469 0.1930813789367676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172603006257,8017236467,1,1,"(0.35191547870635986, 0.14385195076465607)","(0.33666518330574036, 0.23113754391670227)",1,1,4.66632080078125,4.545181274414063,"(-20.285297393798828, -25.410236358642578, 665.8409423828125)","(44.842140197753906, -18.785663604736328, 665.0852661132812)","(-51.04597091674805, 174.33734130859375, 52.811798095703125)","(-56.33077621459961, 158.34915161132812, 46.99254608154297)",POINT (0.3442903310060501 0.1874947473406792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172603022923,8017253133,1,1,"(0.3564428985118866, 0.1402464509010315)","(0.3384113907814026, 0.2341686487197876)",1,1,4.664718627929688,4.5430755615234375,"(-20.300308227539062, -25.409297943115234, 665.8638916015625)","(44.82362747192383, -18.783172607421875, 665.038818359375)","(-49.47705078125, 174.99777221679688, 53.05220031738281)","(-55.725624084472656, 157.79391479492188, 46.79050064086914)",POINT (0.3474271446466446 0.1872075498104096),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172603039595,8017269804,1,1,"(0.35224196314811707, 0.13897861540317535)","(0.34110525250434875, 0.2417854219675064)",1,1,4.649871826171875,4.5456085205078125,"(-20.319835662841797, -25.394807815551758, 665.7528076171875)","(44.803810119628906, -18.769763946533203, 664.9923095703125)","(-50.932838439941406, 175.22999572753906, 53.13673782348633)","(-54.792118072509766, 156.39874267578125, 46.28271484375)",POINT (0.3466736078262329 0.1903820186853409),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172603056262,8017286471,1,1,"(0.3531676232814789, 0.1390208601951599)","(0.3360782265663147, 0.2389739453792572)",1,1,4.6697845458984375,4.545700073242188,"(-20.337732315063477, -25.372665405273438, 665.6658325195312)","(44.770164489746094, -18.7539005279541, 664.8616943359375)","(-50.612064361572266, 175.22227478027344, 53.13389205932617)","(-56.53416442871094, 156.9137420654297, 46.47013854980469)",POINT (0.3446229249238968 0.1889974027872086),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172603072929,8017303138,1,1,"(0.3504610061645508, 0.14143602550029755)","(0.3396698236465454, 0.23766757547855377)",1,1,4.6674652099609375,4.528091430664063,"(-20.352380752563477, -25.365249633789062, 665.5914916992188)","(44.73899841308594, -18.747974395751953, 664.7303466796875)","(-51.55001449584961, 174.77987670898438, 52.97290802001953)","(-55.28953170776367, 157.15301513671875, 46.55724334716797)",POINT (0.3450654149055481 0.1895518004894257),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172603089596,8017319804,1,1,"(0.3513205051422119, 0.1401875615119934)","(0.34407660365104675, 0.24352677166461945)",1,1,4.673980712890625,4.546844482421875,"(-20.365598678588867, -25.34258270263672, 665.5171508789062)","(44.72331237792969, -18.723342895507812, 664.7083129882812)","(-51.25215148925781, 175.00856018066406, 53.05611038208008)","(-53.76243209838867, 156.07977294921875, 46.16664123535156)",POINT (0.3476985543966293 0.1918571665883064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172603106262,8017336470,1,1,"(0.3536094129085541, 0.10205310583114624)","(0.3435727655887604, 0.20599688589572906)",1,1,4.679779052734375,4.5401611328125,"(-20.36327362060547, -25.278417587280273, 665.394775390625)","(44.70084762573242, -18.652385711669922, 664.8212890625)","(-50.45897674560547, 181.9936981201172, 55.59848403930664)","(-53.93703079223633, 162.9541778564453, 48.66868591308594)",POINT (0.3485910892486572 0.1540249958634376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,36,172603122930,8017353137,1,1,"(0.3584519326686859, 0.08430664986371994)","(0.34326082468032837, 0.18942038714885712)",1,1,4.6861114501953125,4.5369720458984375,"(-20.37639808654785, -25.25689125061035, 665.4302978515625)","(44.678646087646484, -18.613927841186523, 664.689453125)","(-48.78085708618164, 185.2443389892578, 56.7816162109375)","(-54.04513168334961, 165.99050903320312, 49.77383804321289)",POINT (0.3508563786745071 0.1368635185062885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172603139597,8017369804,1,1,"(0.36049342155456543, 0.08814596384763718)","(0.34045079350471497, 0.1965320110321045)",1,1,4.68792724609375,4.530609130859375,"(-20.386898040771484, -25.264265060424805, 665.2462158203125)","(44.675148010253906, -18.616737365722656, 664.6161499023438)","(-48.07339859008789, 184.5410919189453, 56.52566146850586)","(-55.0189094543457, 164.68788146972656, 49.29969024658203)",POINT (0.3504721075296402 0.1423389874398708),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,36,172603156265,8017386471,1,1,"(0.3557368814945221, 0.09214349091053009)","(0.339068740606308, 0.1984848529100418)",1,1,4.689300537109375,4.536148071289063,"(-20.40182113647461, -25.23943328857422, 665.0859375)","(44.653648376464844, -18.5893611907959, 664.6316528320312)","(-49.72172164916992, 183.80885314941406, 56.25918197631836)","(-55.49783706665039, 164.33016967773438, 49.16947555541992)",POINT (0.347402811050415 0.145314171910286),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,36,172603172937,8017403143,1,1,"(0.353094220161438, 0.09870093315839767)","(0.3385471701622009, 0.1983339935541153)",1,1,4.677642822265625,4.540573120117188,"(-20.416208267211914, -25.240478515625, 665.0604858398438)","(44.643714904785156, -18.588817596435547, 664.559326171875)","(-50.63748550415039, 182.60769653320312, 55.82199478149414)","(-55.678585052490234, 164.35780334472656, 49.179527282714844)",POINT (0.3458206951618195 0.1485174633562565),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,36,172603189605,8017419810,1,1,"(0.35563477873802185, 0.09526888281106949)","(0.33758994936943054, 0.19860048592090607)",1,1,4.671722412109375,4.556671142578125,"(-20.439090728759766, -25.228839874267578, 665.1080322265625)","(44.63518524169922, -18.57740592956543, 664.5972900390625)","(-49.75709915161133, 183.23635864257812, 56.050819396972656)","(-56.01029968261719, 164.30899047851562, 49.16178894042969)",POINT (0.3466123640537262 0.1469346843659878),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,36,172603206271,8017436476,1,1,"(0.35657861828804016, 0.08971770107746124)","(0.3387145698070526, 0.19846339523792267)",1,1,4.6831817626953125,4.536041259765625,"(-20.466209411621094, -25.23328971862793, 665.216552734375)","(44.611480712890625, -18.57780647277832, 664.563232421875)","(-49.43001937866211, 184.25320434570312, 56.42087173461914)","(-55.62057113647461, 164.33409118652344, 49.17095184326172)",POINT (0.3476465940475464 0.144090548157692),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,36,172603222939,8017453143,1,1,"(0.35746288299560547, 0.08881998807191849)","(0.32976865768432617, 0.19086912274360657)",1,1,4.6737823486328125,4.5347900390625,"(-20.48295021057129, -25.22342300415039, 665.2642211914062)","(44.59219741821289, -18.563804626464844, 664.4796142578125)","(-49.123592376708984, 184.4176025390625, 56.48075866699219)","(-58.72066116333008, 165.72512817382812, 49.67728042602539)",POINT (0.3436157703399658 0.1398445554077625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,36,172603239606,8017469810,1,1,"(0.35723593831062317, 0.08402664214372635)","(0.3325091600418091, 0.19421812891960144)",1,1,4.686767578125,4.552703857421875,"(-20.496795654296875, -25.224048614501953, 665.2265625)","(44.573246002197266, -18.567447662353516, 664.408935546875)","(-49.202239990234375, 185.29562377929688, 56.800331115722656)","(-57.770973205566406, 165.11170959472656, 49.4539909362793)",POINT (0.3448725491762161 0.1391223855316639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,21,36,172603256273,8017486476,1,1,"(0.3745715320110321, 0.08423225581645966)","(0.35913577675819397, 0.1929030418395996)",1,1,4.67376708984375,4.552978515625,"(-20.43992805480957, -25.204771041870117, 665.071044921875)","(44.611602783203125, -18.551918029785156, 664.47705078125)","(-43.194828033447266, 185.25794982910156, 56.786624908447266)","(-48.54388427734375, 165.3525848388672, 49.54167175292969)",POINT (0.366853654384613 0.1385676488280296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21,36,172603272940,8017503143,1,1,"(0.4317362606525421, 0.09688805043697357)","(0.4155161380767822, 0.19207707047462463)",1,1,4.6807403564453125,4.548797607421875,"(-20.275146484375, -25.180986404418945, 665.03271484375)","(44.70698928833008, -18.539520263671875, 664.26806640625)","(-23.385169982910156, 182.9397735595703, 55.942867279052734)","(-29.00602149963379, 165.50389099121094, 49.59669876098633)",POINT (0.4236261993646622 0.1444825604557991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
