,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,30,6,1646436024,13530180380,1,1,"(0.4360128343105316, 0.10755915194749832)","(0.45554110407829285, 0.1176609992980957)",1,1,3.304229736328125,2.926239013671875,"(-79.38519287109375, -56.37871551513672, 655.684814453125)","(-15.833415985107422, -57.19859313964844, 657.6160278320312)","(-23.728843688964844, 180.50808715820312, 55.05780029296875)","(-16.981325149536133, 178.66311645507812, 54.38629150390625)",POINT (0.4457769691944122 0.112610075622797),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,6,1646452693,13530197048,1,1,"(0.44181665778160095, 0.09410347789525986)","(0.44986850023269653, 0.10627007484436035)",1,1,3.2767791748046875,2.9103546142578125,"(-79.44783020019531, -56.3459358215332, 655.5717163085938)","(-15.838174819946289, -57.16446304321289, 657.6158447265625)","(-21.72346305847168, 182.96559143066406, 55.95222854614258)","(-18.94135093688965, 180.74351501464844, 55.14347839355469)",POINT (0.4458425790071487 0.1001867763698101),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,6,1646469359,13530213714,1,1,"(0.4384230375289917, 0.07116826623678207)","(0.45054876804351807, 0.09665130823850632)",1,1,3.2587432861328125,2.8927154541015625,"(-79.49658966064453, -56.33806610107422, 655.5355834960938)","(-15.858510971069336, -57.133670806884766, 657.6270141601562)","(-22.896059036254883, 187.1544189453125, 57.47684097290039)","(-18.7063045501709, 182.50025939941406, 55.782875061035156)",POINT (0.4444859027862549 0.0839097872376442),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,6,1646486032,13530230386,1,1,"(0.4390915632247925, 0.1014321967959404)","(0.4476367235183716, 0.10446521639823914)",1,1,3.288665771484375,2.882308959960937,"(-79.53707885742188, -56.29529571533203, 655.353515625)","(-15.880439758300781, -57.08456802368164, 657.4464721679688)","(-22.66506576538086, 181.62710571289062, 55.46504211425781)","(-19.712495803833008, 181.07315063476562, 55.26347732543945)",POINT (0.443364143371582 0.1029487065970898),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,6,1646502698,13530247052,1,1,"(0.4396592676639557, 0.11169277131557465)","(0.4584202766418457, 0.10593995451927185)",1,1,3.332626342773437,2.873931884765625,"(-79.61869812011719, -56.32111358642578, 655.4801025390625)","(-15.924758911132812, -57.06734085083008, 657.32470703125)","(-22.468891143798828, 179.75314331054688, 54.78298568725586)","(-15.986503601074219, 180.80380249023438, 55.16543197631836)",POINT (0.4490397721529007 0.1088163629174232),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,6,1646519366,13530263719,1,1,"(0.44017335772514343, 0.1207379698753357)","(0.4522593915462494, 0.10542044043540955)",1,1,3.341583251953125,2.89654541015625,"(-79.66897583007812, -56.329627990722656, 655.3946533203125)","(-15.980998992919922, -57.07618713378906, 657.4534912109375)","(-22.29126739501953, 178.1011505126953, 54.181732177734375)","(-18.115238189697266, 180.898681640625, 55.19994354248047)",POINT (0.4462163746356964 0.1130792051553726),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,6,1646536033,13530280386,1,1,"(0.44099369645118713, 0.10354182869195938)","(0.4591986835002899, 0.10682991147041321)",1,1,3.308135986328125,2.8970489501953125,"(-79.69718933105469, -56.35493469238281, 655.3392333984375)","(-16.01903533935547, -57.112518310546875, 657.5352783203125)","(-22.007822036743164, 181.24180603027344, 55.32481384277344)","(-15.717540740966797, 180.6412811279297, 55.10625076293945)",POINT (0.4500961899757385 0.1051858700811863),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,6,1646552700,13530297052,1,1,"(0.4369536340236664, 0.1633073091506958)","(0.4583684206008911, 0.10131843388080597)",1,1,3.4141082763671875,2.9203033447265625,"(-79.71246337890625, -56.37204360961914, 655.3603515625)","(-16.027149200439453, -57.13050842285156, 657.5589599609375)","(-23.40376853942871, 170.326416015625, 51.35196304321289)","(-16.004426956176758, 181.6478729248047, 55.47262191772461)",POINT (0.4476610273122788 0.1323128715157509),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,6,1646569367,13530313719,1,1,"(0.4364126920700073, 0.1309906542301178)","(0.45781680941581726, 0.09123529493808746)",1,1,3.334564208984375,2.8872528076171875,"(-79.71587371826172, -56.40222930908203, 655.4683227539062)","(-16.01192855834961, -57.15170669555664, 657.52392578125)","(-23.5906925201416, 176.2286376953125, 53.50019836425781)","(-16.19502067565918, 183.48944091796875, 56.142879486083984)",POINT (0.4471147507429123 0.1111129745841026),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,30,6,1646586033,13530330385,1,1,"(0.4402875602245331, 0.12454434484243393)","(0.44777920842170715, 0.0881567969918251)",1,1,3.3314971923828125,2.8860626220703125,"(-79.68133544921875, -56.41816711425781, 655.4404296875)","(-15.950679779052734, -57.1687126159668, 657.4427490234375)","(-22.251813888549805, 177.4059600830078, 53.928714752197266)","(-19.66326141357422, 184.0516815185547, 56.347557067871094)",POINT (0.4440333843231201 0.1063505709171295),,,,,,,,,,,,,,,,,,,,,,,,,,,,
