,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,lst.1,  .1,letrec.1,-----------.1,helper.1,lambda.1,lst.2,acc.1,if.1,nan.1,lst.3,acc.2,helper.2,cdr.1,lst.4,if.2,odd.1,car.1,lst.5,-----------.3,+.1,acc.3,*.1,car.2,lst.6,car.3,lst.7,-----------.6,-----------.7,acc.4,).1,).2,).3,).4,).5,helper.3,lst.8,0.1,-----------.13,-----------.14,question,code,choices
0,1,36,8294980836,20178536000,1,1,"(0.45306506752967834, 0.3272033631801605)","(0.44120341539382935, 0.3602418899536133)",1,1,3.1981353759765625,3.48883056640625,"(-28.480533599853516, 18.09613037109375, 628.2061767578125)","(31.090200424194336, 21.834640502929688, 629.7222290039062)","(-17.836854934692383, 140.39297485351562, 40.45707321166992)","(-21.93535614013672, 134.3589324951172, 38.260860443115234)",POINT (0.4471342414617538 0.3437226265668869),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,36,8294997504,20178552667,1,1,"(0.4544786810874939, 0.34449678659439087)","(0.43575000762939453, 0.37254205346107483)",1,1,3.21588134765625,3.492767333984375,"(-28.569869995117188, 18.082416534423828, 628.3086547851562)","(31.030569076538086, 21.829349517822266, 629.6839599609375)","(-17.348419189453125, 137.2345733642578, 39.307498931884766)","(-23.81964874267578, 132.1124725341797, 37.44321060180664)",POINT (0.4451143443584442 0.3585194200277328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,36,8295014175,20178569338,1,1,"(0.4561059772968292, 0.3760981261730194)","(0.4425373077392578, 0.3975487947463989)",1,1,3.267684936523437,3.522430419921875,"(-28.653898239135742, 18.058385848999023, 628.26953125)","(30.92729949951172, 21.831411361694336, 629.6495361328125)","(-16.7861385345459, 131.4630126953125, 37.206790924072266)","(-21.47447395324707, 127.54531860351562, 35.78092956542969)",POINT (0.4493216425180435 0.3868234604597092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,36,8295030843,20178586005,1,1,"(0.44959428906440735, 0.323212593793869)","(0.4359275996685028, 0.3357829749584198)",1,1,3.161849975585937,3.46417236328125,"(-28.753211975097656, 18.00794219970703, 628.5558471679688)","(30.851665496826172, 21.806419372558594, 629.8760375976562)","(-19.03609848022461, 141.121826171875, 40.72239685058594)","(-23.7582950592041, 138.82601928710938, 39.886783599853516)",POINT (0.4427609443664551 0.3294977843761444),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,36,8295047510,20178602672,1,1,"(0.45750105381011963, 0.3811407685279846)","(0.42810964584350586, 0.3538789749145508)",1,1,3.305267333984375,3.48028564453125,"(-28.83281707763672, 17.934085845947266, 628.41552734375)","(30.761924743652344, 21.773208618164062, 629.697265625)","(-16.30412483215332, 130.5420379638672, 36.87162399291992)","(-26.4595947265625, 135.52102661132812, 38.68381118774414)",POINT (0.4428053498268127 0.3675098717212677),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,36,8295064177,20178619338,1,1,"(0.4478428363800049, 0.36728665232658386)","(0.4435339868068695, 0.358615905046463)",1,1,3.268218994140625,3.5074615478515625,"(-28.91144561767578, 17.906543731689453, 628.5733642578125)","(30.67345428466797, 21.772945404052734, 629.9804077148438)","(-19.64126968383789, 133.07229614257812, 37.79256057739258)","(-21.130094528198242, 134.65589904785156, 38.36894989013672)",POINT (0.4456884115934372 0.3629512786865234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,36,8295080846,20178636007,1,1,"(0.4499812126159668, 0.3131190240383148)","(0.43602168560028076, 0.3570835292339325)",1,1,3.163787841796875,3.495513916015625,"(-28.981081008911133, 17.88962173461914, 628.7547607421875)","(30.618715286254883, 21.752464294433594, 629.9302978515625)","(-18.902421951293945, 142.9652862548828, 41.393333435058594)","(-23.725770950317383, 134.93576049804688, 38.470829010009766)",POINT (0.4430014491081238 0.3351012766361237),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,1,36,8295097512,20178652672,1,1,"(0.45148998498916626, 0.393975168466568)","(0.432702898979187, 0.3653067946434021)",1,1,3.2785797119140625,3.533432006835937,"(-29.017601013183594, 17.88506317138672, 628.8394775390625)","(30.59177589416504, 21.751731872558594, 629.9549560546875)","(-18.38109016418457, 128.19801330566406, 36.01844787597656)","(-24.872507095336914, 133.4338836669922, 37.924190521240234)",POINT (0.4420964419841766 0.379640981554985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,36,8295114180,20178669340,1,1,"(0.4556307792663574, 0.39658600091934204)","(0.4357217848300934, 0.349059522151947)",1,1,3.29620361328125,3.497802734375,"(-29.05384635925293, 17.886493682861328, 628.8475341796875)","(30.557147979736328, 21.77078628540039, 630.2442626953125)","(-16.95034408569336, 127.72115325927734, 35.84493637084961)","(-23.829408645629883, 136.40122985839844, 39.00422286987305)",POINT (0.4456762820482254 0.3728227615356445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,36,8295130846,20178686005,1,1,"(0.4513813555240631, 0.3832143545150757)","(0.43581151962280273, 0.3719567060470581)",1,1,3.2813873291015625,3.5404205322265625,"(-29.08328628540039, 17.9046688079834, 628.9319458007812)","(30.528039932250977, 21.786880493164062, 630.3788452148438)","(-18.418624877929688, 130.16331481933594, 36.7337760925293)","(-23.79839324951172, 132.21939086914062, 37.482086181640625)",POINT (0.4435964375734329 0.3775855302810669),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
