,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,-----------.2,int.2,a.1,=.1,2.1,1.1,std.1,cout.1,<<.1,*.1,a.2,+.1,1.2,-----------.8,return.1,0.1,-----------.9,question,code,choices
0,36,7,343621140634,2436524953,1,1,"(0.09918396919965744, 0.2217702865600586)","(0.1087060421705246, 0.26371315121650696)",1,1,2.766952514648437,2.7914581298828125,"(-104.26837158203125, -12.475146293640137, 571.337890625)","(-42.7315559387207, -10.250776290893555, 577.8486328125)","(-140.11172485351562, 159.64894104003906, 47.46567153930664)","(-136.8216094970703, 151.98861694335938, 44.677581787109375)",POINT (0.103945005685091 0.2427417188882828),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621157316,2436541619,1,1,"(0.09748350083827972, 0.23151175677776337)","(0.10523524135351181, 0.26756271719932556)",1,1,2.7718963623046875,2.792221069335937,"(-104.10543823242188, -12.380592346191406, 571.0853271484375)","(-42.55790710449219, -10.129249572753906, 577.49755859375)","(-140.69927978515625, 157.86978149414062, 46.81813049316406)","(-138.02085876464844, 151.2855682373047, 44.42162322998047)",POINT (0.1013593710958958 0.2495372369885445),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621173999,2436558286,1,1,"(0.09475801140069962, 0.2191796600818634)","(0.11403597891330719, 0.2597399652004242)",1,1,2.7957763671875,2.81048583984375,"(-103.93620300292969, -12.264482498168945, 570.7968139648438)","(-42.40732192993164, -10.033010482788086, 577.368408203125)","(-141.64100646972656, 160.12210083007812, 47.6378288269043)","(-134.97998046875, 152.7142791748047, 44.94165802001953)",POINT (0.1043969951570034 0.2394598126411438),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621190688,2436574958,1,1,"(0.10252202302217484, 0.22575883567333221)","(0.10679218173027039, 0.2676515281200409)",1,1,2.7978973388671875,2.800079345703125,"(-103.78921508789062, -12.14004135131836, 570.7306518554688)","(-42.177791595458984, -9.905850410461426, 576.78369140625)","(-138.95834350585938, 158.92047119140625, 47.20056915283203)","(-137.48289489746094, 151.2693328857422, 44.41575241088867)",POINT (0.1046571023762226 0.2467051818966866),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621207368,2436591622,1,1,"(0.10728727281093597, 0.23492112755775452)","(0.10983002930879593, 0.2539002597332001)",1,1,2.806259155273437,2.823760986328125,"(-103.59300994873047, -12.03403091430664, 570.4512939453125)","(-41.96940612792969, -9.83092212677002, 576.4398803710938)","(-137.31182861328125, 157.24710083007812, 46.59150314331055)","(-136.43324279785156, 153.78082275390625, 45.329864501953125)",POINT (0.108558651059866 0.2444106936454773),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621224052,2436608289,1,1,"(0.10927925258874893, 0.22849777340888977)","(0.10308295488357544, 0.2689346671104431)",1,1,2.8038482666015625,2.819808959960937,"(-103.39295959472656, -11.914922714233398, 570.1931762695312)","(-41.730445861816406, -9.710740089416504, 575.9320068359375)","(-136.62355041503906, 158.4202423095703, 47.018489837646484)","(-138.7645263671875, 151.03497314453125, 44.33048629760742)",POINT (0.1061811037361622 0.2487162202596664),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621240735,2436624956,1,1,"(0.10719064623117447, 0.2214229702949524)","(0.10015873610973358, 0.25738629698753357)",1,1,2.803817749023437,2.825592041015625,"(-103.17422485351562, -11.856525421142578, 569.922607421875)","(-41.488929748535156, -9.649772644042969, 575.3529052734375)","(-137.34521484375, 159.71237182617188, 47.48876190185547)","(-139.77491760253906, 153.1441650390625, 45.09807205200195)",POINT (0.103674691170454 0.239404633641243),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621257420,2436641624,1,1,"(0.11020610481500626, 0.23223978281021118)","(0.10797137767076492, 0.2721433639526367)",1,1,2.7999267578125,2.818359375,"(-102.94271850585938, -11.760838508605957, 569.5421142578125)","(-41.284751892089844, -9.538394927978516, 575.1195068359375)","(-136.3032989501953, 157.73681640625, 46.769744873046875)","(-137.07545471191406, 150.44895935058594, 44.11715316772461)",POINT (0.1090887412428856 0.252191573381424),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621274101,2436658289,1,1,"(0.10793785750865936, 0.2368822693824768)","(0.11482018977403641, 0.2569960951805115)",1,1,2.79595947265625,2.8297119140625,"(-102.70281219482422, -11.69683837890625, 569.06982421875)","(-41.066280364990234, -9.477273941040039, 574.7613525390625)","(-137.0870361328125, 156.88893127441406, 46.461124420166016)","(-134.70901489257812, 153.2154083251953, 45.12406921386719)",POINT (0.1113790236413479 0.2469391822814941),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621290785,2436674956,1,1,"(0.10580310970544815, 0.23308639228343964)","(0.10863886773586273, 0.2685304880142212)",1,1,2.795516967773437,2.8189849853515625,"(-102.46760559082031, -11.606731414794922, 568.6536254882812)","(-40.82589340209961, -9.357023239135742, 574.1997680664062)","(-137.82464599609375, 157.5821990966797, 46.713443756103516)","(-136.84481811523438, 151.1088104248047, 44.3573112487793)",POINT (0.1072209887206554 0.2508084401488304),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621307474,2436691629,1,1,"(0.1066427007317543, 0.24756976962089539)","(0.10472358763217926, 0.25096774101257324)",1,1,2.785263061523437,2.8232879638671875,"(-102.25605773925781, -11.494316101074219, 568.4004516601562)","(-40.58244323730469, -9.283611297607422, 573.7161865234375)","(-137.5345458984375, 154.93699645996094, 45.75069046020508)","(-138.19764709472656, 154.31640625, 45.52479553222656)",POINT (0.1056831441819668 0.2492687553167343),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621324160,2436708298,1,1,"(0.10366619378328323, 0.24512100219726562)","(0.10262174159288406, 0.2672668397426605)",1,1,2.7999725341796875,2.8188018798828125,"(-102.0066146850586, -11.373771667480469, 567.876708984375)","(-40.336891174316406, -9.148405075073242, 573.2132568359375)","(-138.56300354003906, 155.3842315673828, 45.91347122192383)","(-138.92388916015625, 151.33956909179688, 44.441383361816406)",POINT (0.1031439676880836 0.2561939209699631),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621340841,2436724963,1,1,"(0.10797981172800064, 0.24241924285888672)","(0.10786031186580658, 0.24723926186561584)",1,1,2.8038482666015625,2.8130340576171875,"(-101.77467346191406, -11.27433967590332, 567.5933837890625)","(-40.09978485107422, -9.077990531921387, 572.8587646484375)","(-137.07254028320312, 155.877685546875, 46.0930290222168)","(-137.11383056640625, 154.99737548828125, 45.772613525390625)",POINT (0.1079200617969036 0.2448292523622513),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621357524,2436741629,1,1,"(0.11184695363044739, 0.23370087146759033)","(0.10635918378829956, 0.2664894461631775)",1,1,2.787872314453125,2.815948486328125,"(-101.53874969482422, -11.120708465576172, 567.3114013671875)","(-39.83433532714844, -8.93385124206543, 572.5240478515625)","(-135.73634338378906, 157.469970703125, 46.672607421875)","(-137.63250732421875, 151.4815673828125, 44.493011474609375)",POINT (0.1091030687093735 0.2500951588153839),,,,,,,,,,,,,,,,,,,,,,,
0,36,7,343621374209,2436758298,1,1,"(0.2466547042131424, 0.2601725459098816)","(0.2916274666786194, 0.325185626745224)",1,1,2.763885498046875,2.8288116455078125,"(-100.72821044921875, -11.08865737915039, 566.877685546875)","(-39.10065460205078, -8.918319702148438, 572.3217163085938)","(-89.1568603515625, 152.63528442382812, 44.91288375854492)","(-73.61763763427734, 140.76150512695312, 40.59116744995117)",POINT (0.2691410854458809 0.2926790863275528),,,,,,,,,,,,,,,,,,,,,1,,
0,36,7,343621390893,2436774965,1,1,"(0.4372839331626892, 0.30583450198173523)","(0.44152411818504333, 0.36583125591278076)",1,1,2.788055419921875,2.7863922119140625,"(-99.72096252441406, -10.955021858215332, 566.4127807617188)","(-38.203399658203125, -8.919568061828613, 571.9730224609375)","(-23.289640426635742, 144.2957000732422, 41.87761688232422)","(-21.824560165405273, 133.3380889892578, 37.88936233520508)",POINT (0.4394040256738663 0.335832878947258),,,,,,,,,,,,,,,,,,,,,,1,
0,36,7,343621407575,2436791631,1,1,"(0.47417041659355164, 0.3132303059101105)","(0.4924725890159607, 0.3407967984676361)",1,1,2.826812744140625,2.780853271484375,"(-99.206298828125, -10.842260360717773, 565.8272705078125)","(-37.79589080810547, -8.887020111083984, 572.0213623046875)","(-10.54443645477295, 142.94497680664062, 41.38592529296875)","(-4.220559120178223, 137.9103240966797, 39.553436279296875)",POINT (0.4833215028047562 0.3270135521888733),,,,,,,,,,,,,,,,,,,,,,1,
0,36,7,343621424259,2436808298,1,1,"(0.4858986437320709, 0.3228427767753601)","(0.48607391119003296, 0.3668454885482788)",1,1,2.7915496826171875,2.7545318603515625,"(-99.02796936035156, -10.70966911315918, 565.640380859375)","(-37.51764678955078, -8.769737243652344, 571.4146728515625)","(-6.492027759552002, 141.1894073486328, 40.74687194824219)","(-6.431466102600098, 133.1528778076172, 37.821876525878906)",POINT (0.4859862774610519 0.3448441326618195),,,,,,,,,,,,,,,,,,,,,,1,
0,36,7,343621440948,2436824970,1,1,"(0.4842817485332489, 0.314924031496048)","(0.4813412129878998, 0.3463938534259796)",1,1,2.7940216064453125,2.7491607666015625,"(-98.78181457519531, -10.602876663208008, 565.28857421875)","(-37.25680160522461, -8.7155179977417, 571.1543579101562)","(-7.050705909729004, 142.63563537597656, 41.27334213256836)","(-8.06674575805664, 136.88807678222656, 39.18143081665039)",POINT (0.4828114807605743 0.3306589424610138),,,,,,,,,,,,,,,,,,,,,,1,
0,36,7,343621457630,2436841636,1,1,"(0.4800761044025421, 0.32688093185424805)","(0.4852631390094757, 0.3655503988265991)",1,1,2.7877960205078125,2.7451629638671875,"(-98.54017639160156, -10.487442016601562, 564.8790283203125)","(-37.031822204589844, -8.613750457763672, 571.0341186523438)","(-8.503856658935547, 140.4518585205078, 40.47853469848633)","(-6.711611270904541, 133.389404296875, 37.90798568725586)",POINT (0.4826696217060089 0.3462156653404236),,,,,,,,,,,,,,,,,,,,,,1,
0,36,7,343621474313,2436858303,1,1,"(0.4769037961959839, 0.3241259753704071)","(0.4909125864505768, 0.3620137870311737)",1,1,2.77142333984375,2.736724853515625,"(-98.30723571777344, -10.360334396362305, 564.5057373046875)","(-36.815677642822266, -8.547699928283691, 570.89501953125)","(-9.599980354309082, 140.95504760742188, 40.661590576171875)","(-4.75958251953125, 134.0353240966797, 38.14305877685547)",POINT (0.4839081913232803 0.3430698812007904),,,,,,,,,,,,,,,,,,,,,,1,
