,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,using.1,-----------.1,namespace.1,std.1,double.1,afunc.1,int.1,n.1,if.1,n.2,==.1,0.1,return.1,0.0.1,-----------.3,double.2,term.1,=.1,1.0.1,/.1,pow.1,n.3,2.0.1,-----------.5,if.2,n.4,%.1,2.2,==.2,0.2,return.2,afunc.2,n.5,-.1,1.1,-.2,term.2,-----------.10,else.1,return.3,afunc.3,n.6,-.3,1.2,+.1,term.3,-----------.13,-----------.14,question,code,choices
0,11,18,65114501206,1313367741,1,1,"(0.49228596687316895, 0.4568810760974884)","(0.4673708975315094, 0.47066640853881836)",1,1,2.830429077148437,2.63372802734375,"(-48.9327392578125, -26.95098114013672, 654.9322509765625)","(15.691808700561523, -28.798725128173828, 660.65087890625)","(-2.4024717807769775, 116.99940490722656, 31.942514419555664)","(-11.036445617675781, 114.47431945800781, 31.02347183227539)",POINT (0.4798284322023392 0.4637737423181534),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,18,65114517872,1313384407,1,1,"(0.4910739064216614, 0.4428768754005432)","(0.4660150706768036, 0.47126245498657227)",1,1,2.849334716796875,2.61480712890625,"(-48.96196746826172, -26.95425796508789, 654.6884765625)","(15.645706176757812, -28.794334411621094, 660.6531372070312)","(-2.8224761486053467, 119.5645523071289, 32.87615966796875)","(-11.506292343139648, 114.3651351928711, 30.983732223510742)",POINT (0.4785444885492325 0.4570696651935577),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,18,65114534540,1313401074,1,1,"(0.49093589186668396, 0.42339855432510376)","(0.46860209107398987, 0.45095595717430115)",1,1,2.8461456298828125,2.626800537109375,"(-49.00139236450195, -26.968746185302734, 654.7064819335938)","(15.60053825378418, -28.775856018066406, 660.5830688476562)","(-2.8703181743621826, 123.13243865966797, 34.174774169921875)","(-10.609807014465332, 118.084716796875, 32.3375129699707)",POINT (0.4797689914703369 0.4371772557497024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,18,65114551206,1313417740,1,1,"(0.504662036895752, 0.43645739555358887)","(0.4731070101261139, 0.48087412118911743)",1,1,2.889984130859375,2.6898345947265625,"(-49.08374786376953, -26.9726505279541, 654.9214477539062)","(15.548989295959473, -28.763158798217773, 660.5614013671875)","(1.8863049745559692, 120.74043273925781, 33.30415344238281)","(-9.048669815063477, 112.60456085205078, 30.34295654296875)",POINT (0.4888845235109329 0.4586657583713532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,18,65114601208,1313467740,1,1,"(0.4898660182952881, 0.4370115399360657)","(0.47428765892982483, 0.42891815304756165)",1,1,2.9133758544921875,2.6195526123046875,"(-49.228065490722656, -26.970645904541016, 654.5405883789062)","(15.389251708984375, -28.723854064941406, 660.569091796875)","(-3.241070508956909, 120.63892364501953, 33.267181396484375)","(-8.639544486999512, 122.12140655517578, 33.80677032470703)",POINT (0.4820768386125565 0.4329648464918137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,18,65114617876,1313484408,1,1,"(0.49152183532714844, 0.42353537678718567)","(0.46331626176834106, 0.4968864619731903)",1,1,2.9126129150390625,2.7332916259765625,"(-49.301025390625, -26.99711036682129, 654.8526611328125)","(15.341045379638672, -28.737194061279297, 660.6436767578125)","(-2.667267322540283, 123.10736846923828, 34.1656608581543)","(-12.441534042358398, 109.67155456542969, 29.275423049926758)",POINT (0.4774190485477448 0.460210919380188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,18,65114651213,1313517744,1,1,"(0.49195295572280884, 0.41395676136016846)","(0.4568251371383667, 0.4830370247364044)",1,1,2.9146728515625,2.7121734619140625,"(-49.394554138183594, -27.02326202392578, 654.862548828125)","(15.248666763305664, -28.749244689941406, 660.6234130859375)","(-2.5178730487823486, 124.86190795898438, 34.80420684814453)","(-14.690946578979492, 112.2083740234375, 30.198745727539062)",POINT (0.4743890464305878 0.4484968930482864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,11,18,65114684548,1313551078,1,1,"(0.49596408009529114, 0.43062397837638855)","(0.4708195626735687, 0.4353564381599426)",1,1,2.9321746826171875,2.6703643798828125,"(-49.44581604003906, -27.035419464111328, 654.7944946289062)","(15.178729057312012, -28.770191192626953, 660.6617431640625)","(-1.1278630495071411, 121.80892944335938, 33.69306564331055)","(-9.841370582580566, 120.94209289550781, 33.3775634765625)",POINT (0.4833918213844299 0.4329902082681656),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,18,65114701216,1313567745,1,1,"(0.502558171749115, 0.4323933720588684)","(0.476934015750885, 0.42491060495376587)",1,1,2.939483642578125,2.65283203125,"(-49.46590042114258, -27.020896911621094, 654.7437744140625)","(15.14803409576416, -28.754638671875, 660.4586791992188)","(1.157218098640442, 121.4848403930664, 33.5750732421875)","(-7.7224884033203125, 122.85546112060547, 34.07396697998047)",POINT (0.48974609375 0.4286519885063171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11,18,65114717882,1313584411,1,1,"(0.4955042600631714, 0.42097288370132446)","(0.47358056902885437, 0.447276771068573)",1,1,2.957763671875,2.6857147216796875,"(-49.47813034057617, -27.0133113861084, 654.7178344726562)","(15.131217956542969, -28.73088836669922, 660.3877563476562)","(-1.2872257232666016, 123.57675170898438, 34.336483001708984)","(-8.8845796585083, 118.75865173339844, 32.58281326293945)",POINT (0.4845424145460129 0.4341248273849487),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
