,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,num-list.1,  .1,cond.1,-----------.1,    .1,nan.1,num-list.2,-----------.2,-----------.3,-----------.4,-----------.5,    .2,even.1,car.1,num-list.3,-----------.6,     .1,append.1,afunc.2,cdr.1,num-list.4,-----------.7,list.1,car.2,num-list.5,-----------.8,-----------.9,-----------.10,    .3,else.1,cons.1,car.3,num-list.6,afunc.3,cdr.2,num-list.7,-----------.11,-----------.12,-----------.13,-----------.14,-----------.15,question,code,choices
0,3,27,430756599405,2654048567,1,1,"(0.552632212638855, 0.3104722499847412)","(0.5336872339248657, 0.2662249505519867)",1,1,3.0556182861328125,2.932037353515625,"(-40.35359573364258, -44.99885559082031, 716.773681640625)","(21.08589744567871, -37.68602752685547, 727.5709228515625)","(18.509706497192383, 143.81727600097656, 41.703453063964844)","(11.944598197937012, 151.92210388183594, 44.65338134765625)",POINT (0.5431597232818604 0.288348600268364),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,3,27,430756616073,2654065234,1,1,"(0.5531579852104187, 0.30591922998428345)","(0.543118417263031, 0.2646848261356354)",1,1,3.05523681640625,2.908111572265625,"(-40.37252426147461, -44.997047424316406, 716.7428588867188)","(21.075485229492188, -37.67970275878906, 727.5277099609375)","(18.69190788269043, 144.65126037597656, 42.00698471069336)","(15.212831497192383, 152.2042236328125, 44.756038665771484)",POINT (0.5481382012367249 0.2853020280599594),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,3,27,430756632739,2654081900,1,1,"(0.5656269788742065, 0.31638139486312866)","(0.5343945622444153, 0.252045601606369)",1,1,3.0770263671875,2.882354736328125,"(-40.40299987792969, -44.99323654174805, 716.7533569335938)","(21.04309844970703, -37.665531158447266, 727.47119140625)","(23.012887954711914, 142.7349090576172, 41.3094482421875)","(12.189709663391113, 154.51937866210938, 45.59870147705078)",POINT (0.5500107705593109 0.2842134982347488),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,3,27,430756649407,2654098567,1,1,"(0.5593235492706299, 0.30971625447273254)","(0.5485891103744507, 0.2487608939409256)",1,1,3.040618896484375,2.8905792236328125,"(-40.43879318237305, -45.001991271972656, 716.77783203125)","(20.97244644165039, -37.65847396850586, 727.4317626953125)","(20.82851791381836, 143.9557647705078, 41.753814697265625)","(17.10862922668457, 155.12103271484375, 45.81767272949219)",POINT (0.5539563298225403 0.2792385742068291),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,3,27,430756666075,2654115234,1,1,"(0.5547689199447632, 0.31351393461227417)","(0.5566977262496948, 0.24905884265899658)",1,1,3.0499725341796875,2.905136108398437,"(-40.4566650390625, -45.00566101074219, 716.7896118164062)","(20.927913665771484, -37.65386199951172, 727.4779663085938)","(19.250158309936523, 143.26016235351562, 41.500614166259766)","(19.918560028076172, 155.06646728515625, 45.79781723022461)",POINT (0.555733323097229 0.2812863886356354),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,3,27,430756682742,2654131900,1,1,"(0.5374341607093811, 0.3010818362236023)","(0.558638334274292, 0.24168461561203003)",1,1,3.026229858398437,2.8912353515625,"(-40.47316360473633, -45.00297546386719, 716.773193359375)","(20.893497467041016, -37.65339660644531, 727.4510498046875)","(13.2430419921875, 145.537353515625, 42.32946014404297)","(20.591045379638672, 156.41720581054688, 46.28945541381836)",POINT (0.5480362474918365 0.2713832259178162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,3,27,430756699414,2654148572,1,1,"(0.5429468750953674, 0.31950363516807556)","(0.5517002940177917, 0.26776382327079773)",1,1,3.03369140625,2.9143524169921875,"(-40.49060821533203, -44.998260498046875, 716.542724609375)","(20.870807647705078, -37.657432556152344, 727.39404296875)","(15.153398513793945, 142.16299438476562, 41.101322174072266)","(18.186771392822266, 151.64024353027344, 44.550758361816406)",POINT (0.5473235845565796 0.2936337292194366),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,3,27,430756716082,2654165239,1,1,"(0.5394127368927002, 0.307807594537735)","(0.5606552362442017, 0.26029396057128906)",1,1,3.01837158203125,2.89373779296875,"(-40.49433517456055, -45.00678253173828, 716.4712524414062)","(20.870296478271484, -37.66570281982422, 727.42333984375)","(13.928701400756836, 144.30535888671875, 41.8810920715332)","(21.289974212646484, 153.00851440429688, 45.04876708984375)",POINT (0.5500339865684509 0.284050777554512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,3,27,430756732748,2654181905,1,1,"(0.5404545068740845, 0.33029797673225403)","(0.5690924525260925, 0.2503679394721985)",1,1,2.9925537109375,2.859970092773437,"(-40.492549896240234, -45.027408599853516, 716.4002685546875)","(20.861732482910156, -37.686119079589844, 727.4970703125)","(14.289698600769043, 140.18577575683594, 40.3817138671875)","(24.213781356811523, 154.82666015625, 45.71055221557617)",POINT (0.5547734797000885 0.2903329581022263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,3,27,430756749416,2654198572,1,1,"(0.5413891077041626, 0.3161478340625763)","(0.5697637796401978, 0.29724133014678955)",1,1,2.958099365234375,2.8934478759765625,"(-40.48601531982422, -45.08964920043945, 716.4303588867188)","(20.872074127197266, -37.69428253173828, 727.3948974609375)","(14.613564491271973, 142.77767944335938, 41.325069427490234)","(24.446455001831055, 146.2407989501953, 42.58553695678711)",POINT (0.5555764436721802 0.3066945821046829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,27,430756766083,2654215239,1,1,"(0.5408174991607666, 0.3064533472061157)","(0.5505806803703308, 0.29867976903915405)",1,1,2.9872283935546875,2.897323608398437,"(-40.47044372558594, -45.224609375, 716.5745239257812)","(20.91640281677246, -37.76776885986328, 727.21630859375)","(14.415481567382812, 144.55343627929688, 41.97138977050781)","(17.798795700073242, 145.9773406982422, 42.4896125793457)",POINT (0.5456990897655487 0.3025665581226349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,3,27,430756782750,2654231905,1,1,"(0.5388422012329102, 0.3259364068508148)","(0.5509538054466248, 0.2440182864665985)",1,1,2.985107421875,2.8690185546875,"(-40.453041076660156, -45.270286560058594, 716.66259765625)","(20.94153594970703, -37.871273040771484, 726.791015625)","(13.73094654083252, 140.98468017578125, 40.67250442504883)","(17.92808723449707, 155.98974609375, 46.13383483886719)",POINT (0.5448980033397675 0.2849773466587067),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,3,27,430756799417,2654248572,1,1,"(0.5507112741470337, 0.3155616223812103)","(0.5474624633789062, 0.3351994752883911)",1,1,2.992416381835937,2.9319305419921875,"(-40.444053649902344, -45.40825653076172, 716.5503540039062)","(20.96135902404785, -37.92866897583008, 726.6439208984375)","(17.84404182434082, 142.88507080078125, 41.36410140991211)","(16.718191146850586, 139.28797912597656, 40.054908752441406)",POINT (0.54908686876297 0.3253805488348007),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
