,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,int.2,a.1,=.1,1.1,b.1,=.2,2.1,c.1,=.3,3.1,c.2,=.4,a.2,==.1,b.2,std.1,cout.1,<<.1,c.3,return.1,0.1,-----------.6,question,code,choices
0,3,6,429982524090,1879996435,1,1,"(0.4353777766227722, 0.38180404901504517)","(0.42504239082336426, 0.335754930973053)",1,1,2.9669647216796875,2.8867645263671875,"(-34.11029815673828, -50.2263069152832, 683.77490234375)","(27.737308502197266, -43.95299530029297, 691.8521728515625)","(-22.123239517211914, 130.7513427734375, 36.94783401489258)","(-25.704822540283203, 139.18621826171875, 40.017845153808594)",POINT (0.4302100837230682 0.3587794899940491),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,6,429982540766,1880013110,1,1,"(0.4365692734718323, 0.38499343395233154)","(0.42298033833503723, 0.3395605683326721)",1,1,2.9921112060546875,2.906768798828125,"(-34.08555603027344, -50.21944046020508, 683.764404296875)","(27.776565551757812, -43.96514892578125, 692.16650390625)","(-21.71034812927246, 130.1671600341797, 36.73517608642578)","(-26.41940689086914, 138.4891357421875, 39.76415252685547)",POINT (0.4297748059034348 0.3622770011425018),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,6,429982557433,1880029777,1,1,"(0.4280575215816498, 0.4117558002471924)","(0.4188954830169678, 0.32954296469688416)",1,1,3.00311279296875,2.89239501953125,"(-34.06581115722656, -50.162086486816406, 683.8570556640625)","(27.79983901977539, -43.92646026611328, 692.136474609375)","(-24.659975051879883, 125.26504516601562, 34.95096969604492)","(-27.834959030151367, 140.32408142089844, 40.4319953918457)",POINT (0.4234765022993088 0.3706493824720383),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,6,429982574099,1880046443,1,1,"(0.4374254047870636, 0.3923686444759369)","(0.4204555153846741, 0.3463563621044159)",1,1,2.9808807373046875,2.914337158203125,"(-34.06856918334961, -50.160831451416016, 683.8438720703125)","(27.79961395263672, -43.931304931640625, 692.1505126953125)","(-21.413652420043945, 128.81622314453125, 36.24346923828125)","(-27.294353485107422, 137.2443389892578, 39.311100006103516)",POINT (0.4289404600858688 0.3693625032901764),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,6,429982590766,1880063110,1,1,"(0.43216419219970703, 0.41857463121414185)","(0.42350608110427856, 0.3470469117164612)",1,1,3.0075225830078125,2.8885955810546875,"(-34.05311584472656, -50.098506927490234, 683.7544555664062)","(27.80449104309082, -43.880218505859375, 692.0947265625)","(-23.236858367919922, 124.01602935791016, 34.49638366699219)","(-26.23721694946289, 137.11785888671875, 39.265037536621094)",POINT (0.4278351366519928 0.3828107714653015),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,6,429982607434,1880079777,1,1,"(0.4344635009765625, 0.41568073630332947)","(0.4275367856025696, 0.3729585111141205)",1,1,2.989990234375,2.912200927734375,"(-34.08948516845703, -50.08657455444336, 683.8284912109375)","(27.772506713867188, -43.8460578918457, 692.0709838867188)","(-22.440065383911133, 124.54611206054688, 34.68929672241211)","(-24.840423583984375, 132.37161254882812, 37.537532806396484)",POINT (0.431000143289566 0.394319623708725),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,6,429982624100,1880096443,1,1,"(0.44230586290359497, 0.38820716738700867)","(0.42350077629089355, 0.3549637198448181)",1,1,2.9757080078125,2.889404296875,"(-34.124610900878906, -50.053192138671875, 683.9024658203125)","(27.74571990966797, -43.77208709716797, 692.1425170898438)","(-19.7224063873291, 129.5784912109375, 36.52091598510742)","(-26.239049911499023, 135.667724609375, 38.73725509643555)",POINT (0.4329033195972443 0.3715854436159134),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,6,429982640768,1880113110,1,1,"(0.4358951449394226, 0.3816104531288147)","(0.42830896377563477, 0.36747702956199646)",1,1,2.9849395751953125,2.93438720703125,"(-34.18092346191406, -50.043251037597656, 684.1302490234375)","(27.6793270111084, -43.7188720703125, 691.5391845703125)","(-21.94394874572754, 130.78680419921875, 36.96073913574219)","(-24.57284164428711, 133.3756561279297, 37.902992248535156)",POINT (0.4321020543575287 0.3745437413454056),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,6,429982657434,1880129776,1,1,"(0.4329044818878174, 0.37621137499809265)","(0.42765769362449646, 0.348587304353714)",1,1,2.948593139648437,2.89617919921875,"(-34.22154235839844, -49.943199157714844, 683.9832763671875)","(27.648744583129883, -43.641849517822266, 691.855712890625)","(-22.98033332824707, 131.77577209472656, 37.320674896240234)","(-24.798540115356445, 136.83570861816406, 39.162357330322266)",POINT (0.4302810877561569 0.3623993396759033),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,6,429982674106,1880146447,1,1,"(0.4369317293167114, 0.4172232151031494)","(0.4262211322784424, 0.3688688576221466)",1,1,2.9799041748046875,2.8943023681640625,"(-34.292381286621094, -49.86451721191406, 683.7420654296875)","(27.584365844726562, -43.559471130371094, 691.9429931640625)","(-21.584735870361328, 124.26358795166016, 34.58644104003906)","(-25.296342849731445, 133.12069702148438, 37.81021499633789)",POINT (0.4315764307975769 0.393046036362648),,,,,,,,,,,,,,,,,,,,,,,,,,,,
