,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,afunc.1,const.1,-----------.1,std::vector<int>.1,numbers.1,int.1,target.1,int.2,count.1,=.1,0.1,for.1,int.3,num.1,-----------.2,numbers.2,if.1,num.2,==.1,target.2,count.2,if.2,count.3,==.2,3.1,return.1,true.1,-----------.5,-----------.6,-----------.7,return.2,false.1,-----------.8,question,code,choices
0,54,16,437951305210,2517643898,1,1,"(0.4846307337284088, 0.4554637372493744)","(0.48516136407852173, 0.337104469537735)",1,1,3.192840576171875,3.11651611328125,"(-63.71821212768555, -18.92560577392578, 744.2973022460938)","(1.8452751636505127, -17.296844482421875, 742.405517578125)","(-5.05527925491333, 117.2590103149414, 32.037010192871094)","(-4.871404647827148, 138.93902587890625, 39.92790603637695)",POINT (0.4848960489034653 0.3962841033935547),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,16,437951321876,2517660564,1,1,"(0.46059998869895935, 0.5053683519363403)","(0.4591525197029114, 0.40854501724243164)",1,1,3.1507110595703125,3.0888214111328125,"(-63.73760223388672, -18.970863342285156, 744.388671875)","(1.8403230905532837, -17.335006713867188, 742.4343872070312)","(-13.382808685302734, 108.11791229248047, 28.709945678710938)","(-13.884425163269043, 125.85317993164062, 35.165000915527344)",POINT (0.4598762542009354 0.456956684589386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,16,437951338544,2517677231,1,1,"(0.46552926301956177, 0.5046530961990356)","(0.4631139039993286, 0.40771523118019104)",1,1,3.1648406982421875,3.0949249267578125,"(-63.67290496826172, -18.917207717895508, 744.1517333984375)","(1.9032645225524902, -17.267614364624023, 742.41845703125)","(-11.674638748168945, 108.24893188476562, 28.75760841369629)","(-12.511651992797852, 126.00515747070312, 35.220367431640625)",POINT (0.4643215835094452 0.4561841636896133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,16,437951355210,2517693897,1,1,"(0.45243212580680847, 0.4941285252571106)","(0.46227630972862244, 0.4111223816871643)",1,1,3.172576904296875,3.080551147460937,"(-63.633201599121094, -18.884868621826172, 744.1282958984375)","(1.9322600364685059, -17.238168716430664, 742.646728515625)","(-16.213279724121094, 110.17672729492188, 29.45928192138672)","(-12.80191421508789, 125.38106536865234, 34.993221282958984)",POINT (0.4573542177677154 0.4526254534721374),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,16,437951371885,2517710571,1,1,"(0.4567270278930664, 0.4863777160644531)","(0.4585872292518616, 0.43688133358955383)",1,1,3.1812744140625,3.0952301025390625,"(-63.59959030151367, -18.835723876953125, 744.1510009765625)","(1.9517457485198975, -17.186426162719727, 742.601318359375)","(-14.724945068359375, 111.5964584350586, 29.97601318359375)","(-14.080320358276367, 120.66278076171875, 33.2758674621582)",POINT (0.457657128572464 0.4616295248270035),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,16,437951388552,2517727238,1,1,"(0.4555302560329437, 0.4857737123966217)","(0.46182113885879517, 0.4111478924751282)",1,1,3.1715850830078125,3.071990966796875,"(-63.58403396606445, -18.783245086669922, 744.26318359375)","(1.9653126001358032, -17.129573822021484, 742.6466064453125)","(-15.13966178894043, 111.70709228515625, 30.016292572021484)","(-12.959647178649902, 125.37638854980469, 34.991539001464844)",POINT (0.4586756974458694 0.4484608024358749),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,16,437951405219,2517743904,1,1,"(0.4600076377391815, 0.4933631122112274)","(0.4625451862812042, 0.4361100196838379)",1,1,3.1254425048828125,3.054931640625,"(-63.563716888427734, -18.722076416015625, 744.2200927734375)","(1.9679200649261475, -17.04962158203125, 742.7526245117188)","(-13.588093757629395, 110.31694793701172, 29.510292053222656)","(-12.708733558654785, 120.8040542602539, 33.32730484008789)",POINT (0.4612764120101929 0.4647365659475326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,54,16,437951421886,2517760571,1,1,"(0.4606403410434723, 0.4967613220214844)","(0.46009525656700134, 0.3991401195526123)",1,1,3.159210205078125,3.0343475341796875,"(-63.581787109375, -18.648250579833984, 744.4324951171875)","(1.9622011184692383, -16.97633171081543, 742.8441162109375)","(-13.368841171264648, 109.69447326660156, 29.283767700195312)","(-13.5577392578125, 127.57588195800781, 35.79205322265625)",POINT (0.4603677988052368 0.4479507207870483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,16,437951438553,2517777237,1,1,"(0.45609050989151, 0.4838118255138397)","(0.46248117089271545, 0.4095761179924011)",1,1,3.12530517578125,3.0392303466796875,"(-63.605255126953125, -18.560869216918945, 744.599853515625)","(1.9597200155258179, -16.88355255126953, 742.7072143554688)","(-14.94550895690918, 112.06645965576172, 30.14708137512207)","(-12.730927467346191, 125.66431427001953, 35.09628677368164)",POINT (0.4592858403921127 0.4466939717531204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,54,16,437951455221,2517793905,1,1,"(0.4629531800746918, 0.4858149290084839)","(0.46509063243865967, 0.4229324162006378)",1,1,3.0998992919921875,3.03900146484375,"(-63.63116455078125, -18.455169677734375, 744.6402587890625)","(1.9333243370056152, -16.765945434570312, 742.7222900390625)","(-12.567349433898926, 111.69953155517578, 30.013561248779297)","(-11.826655387878418, 123.2177963256836, 34.20587158203125)",POINT (0.4640219062566757 0.4543736726045608),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
