,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,afunc.1,input1.1,input2.1,  .1,cond.1,-----------.1,    .1,nan.1,input1.2,-----------.2,>.1,car.1,input1.3,car.2,input2.2,-----------.4,-----------.5,<.1,car.3,input1.4,car.4,input2.3,-----------.7,    .2,else.1,afunc.2,cdr.1,input1.5,cdr.2,input2.4,).1,].1,).2,).3,question,code,choices
0,30,25,1105367760,12989128078,1,1,"(0.658090353012085, 0.35670462250709534)","(0.6370368599891663, 0.35114723443984985)",1,1,3.4132080078125,3.0771636962890625,"(-61.312164306640625, -45.28932571411133, 626.5584716796875)","(2.1437532901763916, -47.85984802246094, 626.0914306640625)","(53.004554748535156, 135.00494384765625, 38.496036529541016)","(45.73004150390625, 136.01995849609375, 38.86540985107422)",POINT (0.6475636065006256 0.3539259284734726),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105384430,12989144747,1,1,"(0.6550294756889343, 0.3459589183330536)","(0.6327974200248718, 0.33738547563552856)",1,1,3.386627197265625,2.9890289306640625,"(-61.29214096069336, -45.27955627441406, 626.5404052734375)","(2.1646828651428223, -47.84349060058594, 626.08056640625)","(51.94692611694336, 136.96754455566406, 39.210269927978516)","(44.265201568603516, 138.53335571289062, 39.78023147583008)",POINT (0.6439134478569031 0.3416721969842911),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105401098,12989161415,1,1,"(0.6516004800796509, 0.3700547218322754)","(0.6365508437156677, 0.3546225428581238)",1,1,3.4460601806640625,3.0574951171875,"(-61.2138786315918, -45.25238037109375, 626.2781982421875)","(2.194427251815796, -47.83855056762695, 626.0582275390625)","(50.76213455200195, 132.56674194335938, 37.60853576660156)","(45.56211853027344, 135.38523864746094, 38.6343879699707)",POINT (0.6440756618976593 0.3623386323451996),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105417765,12989178081,1,1,"(0.6833646893501282, 0.3330095708370209)","(0.6571652889251709, 0.3450329601764679)",1,1,3.375762939453125,2.985198974609375,"(-61.126731872558594, -45.23686599731445, 626.2955322265625)","(2.260456085205078, -47.82909393310547, 626.6644897460938)","(61.73750305175781, 139.33253479003906, 40.07113265991211)","(52.684932708740234, 137.13662719726562, 39.27186584472656)",POINT (0.6702649891376495 0.3390212655067444),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105434431,12989194747,1,1,"(0.6772363185882568, 0.3336343765258789)","(0.6555624008178711, 0.36017316579818726)",1,1,3.3752593994140625,2.988983154296875,"(-61.124855041503906, -45.235111236572266, 626.2523803710938)","(2.261364459991455, -47.825035095214844, 626.621337890625)","(59.61996078491211, 139.21844482421875, 40.02956771850586)","(52.1310920715332, 134.37147521972656, 38.26545715332031)",POINT (0.666399359703064 0.3469037711620331),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105451099,12989211414,1,1,"(0.677282989025116, 0.34361502528190613)","(0.6579523086547852, 0.33249881863594055)",1,1,3.3831787109375,2.9451446533203125,"(-61.10417556762695, -45.218231201171875, 626.211669921875)","(2.280254364013672, -47.80862045288086, 626.697265625)","(59.6360969543457, 137.39559936523438, 39.366146087646484)","(52.95684051513672, 139.42584228515625, 40.10503387451172)",POINT (0.6676176488399506 0.3380569219589233),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105467766,12989228081,1,1,"(0.6728425025939941, 0.34426718950271606)","(0.6548424959182739, 0.3635093569755554)",1,1,3.36834716796875,2.98095703125,"(-61.08477020263672, -45.20442199707031, 626.115966796875)","(2.285567283630371, -47.805419921875, 626.6865234375)","(58.1017951965332, 137.27650451660156, 39.32273483276367)","(51.8823356628418, 133.7621612548828, 38.04366683959961)",POINT (0.663842499256134 0.3538882732391357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105484433,12989244747,1,1,"(0.6786051392555237, 0.32446470856666565)","(0.657748818397522, 0.32032695412635803)",1,1,3.322372436523437,2.893768310546875,"(-61.089210510253906, -45.190467834472656, 626.1370239257812)","(2.282454013824463, -47.787391662597656, 626.67578125)","(60.09292984008789, 140.89315795898438, 40.63913345336914)","(52.88654708862305, 141.64886474609375, 40.914188385009766)",POINT (0.6681769788265228 0.3223958313465118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105501099,12989261414,1,1,"(0.6730383634567261, 0.32518982887268066)","(0.6582237482070923, 0.3449677526950836)",1,1,3.30810546875,2.9356231689453125,"(-61.09082794189453, -45.20180130004883, 626.14794921875)","(2.2823047637939453, -47.79655456542969, 626.610107421875)","(58.169498443603516, 140.76072692871094, 40.590919494628906)","(53.0506706237793, 137.14854431152344, 39.27620315551758)",POINT (0.6656310558319092 0.3350787907838821),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105517771,12989278085,1,1,"(0.6730073094367981, 0.3484957814216614)","(0.6589812636375427, 0.3460978865623474)",1,1,3.3330078125,2.9282989501953125,"(-61.10151672363281, -45.201446533203125, 626.1997680664062)","(2.2768335342407227, -47.7867317199707, 626.599853515625)","(58.158756256103516, 136.5041961669922, 39.04165267944336)","(53.312381744384766, 136.94215393066406, 39.2010612487793)",POINT (0.6659942865371704 0.3472968339920044),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105534438,12989294752,1,1,"(0.6774196624755859, 0.3215062916278839)","(0.6583766937255859, 0.33264559507369995)",1,1,3.302154541015625,2.9100494384765625,"(-61.12421417236328, -45.215599060058594, 626.2293701171875)","(2.2587809562683105, -47.7948112487793, 626.4590454101562)","(59.68330383300781, 141.43348693847656, 40.8358039855957)","(53.10350036621094, 139.39903259277344, 40.09528732299805)",POINT (0.6678981781005859 0.3270759433507919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105551105,12989311418,1,1,"(0.6705074906349182, 0.31073880195617676)","(0.6543538570404053, 0.3440237045288086)",1,1,3.267974853515625,2.913070678710937,"(-61.13968276977539, -45.209434509277344, 626.19384765625)","(2.240204334259033, -47.782562255859375, 626.3507080078125)","(57.29499816894531, 143.40000915527344, 41.55156707763672)","(51.713504791259766, 137.3209686279297, 39.33895492553711)",POINT (0.6624306738376617 0.3273812532424927),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105567772,12989328085,1,1,"(0.6686109900474548, 0.29819491505622864)","(0.654699444770813, 0.3604462444782257)",1,1,3.237213134765625,2.9131011962890625,"(-61.165260314941406, -45.21855163574219, 626.2001953125)","(2.216423511505127, -47.78752899169922, 626.296142578125)","(56.63970184326172, 145.69097900390625, 42.385398864746094)","(51.83290100097656, 134.32164001464844, 38.24723815917969)",POINT (0.6616552174091339 0.3293205797672272),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105584439,12989344751,1,1,"(0.6667985916137695, 0.3358360230922699)","(0.6579031944274902, 0.34046828746795654)",1,1,3.3156280517578125,2.8965606689453125,"(-61.193077087402344, -45.19816589355469, 626.094970703125)","(2.1782066822052, -47.758121490478516, 626.1451416015625)","(56.013484954833984, 138.81634521484375, 39.8831901550293)","(52.939903259277344, 137.97030639648438, 39.57532501220703)",POINT (0.6623508930206299 0.3381521552801132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105601106,12989361418,1,1,"(0.6759376525878906, 0.32673290371894836)","(0.6534972786903381, 0.3284239172935486)",1,1,3.254135131835937,2.8687896728515625,"(-61.244075775146484, -45.197174072265625, 626.0745849609375)","(2.136124610900879, -47.76317596435547, 626.319091796875)","(59.17124557495117, 140.47889709472656, 40.48836135864258)","(51.417537689208984, 140.17007446289062, 40.37591552734375)",POINT (0.6647174656391144 0.3275784105062485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105617773,12989378085,1,1,"(0.6732500195503235, 0.32274413108825684)","(0.6504371762275696, 0.3105957806110382)",1,1,3.2333526611328125,2.8361053466796875,"(-61.283042907714844, -45.18836975097656, 626.10009765625)","(2.0866217613220215, -47.74574279785156, 626.4058837890625)","(58.24261474609375, 141.20742797851562, 40.753448486328125)","(50.360172271728516, 143.4261474609375, 41.56103515625)",POINT (0.6618435978889465 0.3166699558496475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105634440,12989394751,1,1,"(0.6754970550537109, 0.33994442224502563)","(0.6628313064575195, 0.29507434368133545)",1,1,3.220916748046875,2.7641143798828125,"(-61.348995208740234, -45.119598388671875, 625.8428955078125)","(2.0503296852111816, -47.723941802978516, 626.4391479492188)","(59.019012451171875, 138.06597900390625, 39.61012649536133)","(54.64267349243164, 146.26092529296875, 42.59284210205078)",POINT (0.6691641807556152 0.3175093829631805),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105651113,12989411424,1,1,"(0.6484357714653015, 0.334755003452301)","(0.609271228313446, 0.28955692052841187)",1,1,3.2195587158203125,2.70599365234375,"(-61.54483413696289, -44.92692565917969, 626.125244140625)","(1.9206293821334839, -47.51188659667969, 626.7969970703125)","(49.66865158081055, 139.01377868652344, 39.955055236816406)","(36.13629913330078, 147.26861572265625, 42.959571838378906)",POINT (0.6288534998893738 0.3121559619903564),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,30,25,1105751117,12989511426,1,1,"(0.39258265495300293, 0.12932008504867554)","(0.3863006830215454, 0.20233850181102753)",1,1,3.1659698486328125,2.7986297607421875,"(-62.86892318725586, -44.91960144042969, 627.2213745117188)","(0.6129912734031677, -47.195594787597656, 626.8226928710938)","(-38.73505401611328, 176.5337371826172, 53.611263275146484)","(-40.90564727783203, 163.19790649414062, 48.757381439208984)",POINT (0.3894416689872742 0.1658292934298515),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,30,25,1105767782,12989528090,1,1,"(0.3944180905818939, 0.14174577593803406)","(0.3827327489852905, 0.21319033205509186)",1,1,3.1664581298828125,2.8425445556640625,"(-62.91450119018555, -44.92072677612305, 627.0896606445312)","(0.5681984424591064, -47.134918212890625, 626.6175537109375)","(-38.10087203979492, 174.2643585205078, 52.78523635864258)","(-42.138450622558594, 161.21595764160156, 48.0359992980957)",POINT (0.3885754197835922 0.177468053996563),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
