,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,-----------.1,main.1,-----------.2,int.2,a.1,=.1,2.1,1.1,std.1,cout.1,<<.1,*.1,a.2,+.1,1.2,-----------.8,return.1,0.1,-----------.9,question,code,choices
0,12,7,332068616698,2735790467,1,1,"(0.6006112098693848, 0.0909920409321785)","(0.6083234548568726, 0.12421982735395432)",1,1,3.43109130859375,3.67364501953125,"(-46.39745330810547, 17.39067840576172, 671.0089111328125)","(18.862449645996094, 13.698957443237305, 674.7711181640625)","(35.136199951171875, 184.01974487304688, 56.33596420288086)","(37.80876922607422, 177.93338012695312, 54.120704650878906)",POINT (0.6044673323631287 0.1076059341430664),,,,,,,,,,,,,,,,,,,,,,,
0,12,7,332068633369,2735807137,1,1,"(0.6068214774131775, 0.07906806468963623)","(0.6091933846473694, 0.1434364914894104)",1,1,3.4054412841796875,3.664398193359375,"(-46.42888641357422, 17.561437606811523, 670.3895263671875)","(18.816917419433594, 13.868221282958984, 674.5474853515625)","(37.288272857666016, 186.20388793945312, 57.13088607788086)","(38.11021423339844, 174.41343688964844, 52.83955383300781)",POINT (0.6080074310302734 0.1112522780895233),,,,,,,,,,,,,,,,,,,,,,,
0,12,7,332068650036,2735823804,1,1,"(0.6067500710487366, 0.11316059529781342)","(0.6107100248336792, 0.11525506526231766)",1,1,3.461822509765625,3.6312103271484375,"(-46.51214599609375, 17.78338623046875, 670.2008056640625)","(18.747119903564453, 14.081575393676758, 674.223876953125)","(37.263519287109375, 179.95912170410156, 54.857967376708984)","(38.63580322265625, 179.57545471191406, 54.71837615966797)",POINT (0.6087300479412079 0.1142078302800655),,,,,,,,,,,,,,,,,,,,,,,
0,12,7,332068666703,2735840470,1,1,"(0.6062772870063782, 0.049699001014232635)","(0.6124714016914368, 0.12109440565109253)",1,1,3.371200561523437,3.634048461914064,"(-46.587005615234375, 18.0148983001709, 669.7388916015625)","(18.670230865478516, 14.331232070922852, 673.7381591796875)","(37.099693298339844, 191.58346557617188, 59.088890075683594)","(39.246185302734375, 178.50587463378906, 54.32902908325195)",POINT (0.6093743443489075 0.0853967033326626),,,,,,,,,,,,,,,,,,,,,,,
0,12,7,332068683371,2735857138,1,1,"(0.6027612686157227, 0.02879335917532444)","(0.6119648814201355, 0.12143607437610626)",1,1,3.3333892822265625,3.658279418945313,"(-46.62980270385742, 18.250755310058594, 669.1199951171875)","(18.60445785522461, 14.588187217712402, 673.4785766601562)","(35.88124084472656, 195.4127655029297, 60.482666015625)","(39.07063293457031, 178.4432830810547, 54.3062629699707)",POINT (0.6073630750179291 0.0751147167757154),,,,,,,,,,,,,,,,,,,,,,,
0,12,7,332068700038,2735873804,1,1,"(0.611854076385498, 0.05453423038125038)","(0.6155158877372742, 0.09480904787778854)",1,1,3.364486694335937,3.60205078125,"(-46.7325325012207, 18.482608795166016, 668.7430419921875)","(18.519189834594727, 14.846673011779785, 673.1691284179688)","(39.03225326538086, 190.69778442382812, 58.76655578613281)","(40.30120849609375, 183.3206024169922, 56.081478118896484)",POINT (0.6136849820613861 0.0746716391295195),,,,,,,,,,,,,,,,,,,,,,,
0,12,7,332068716704,2735890470,1,1,"(0.6080159544944763, 0.047957826405763626)","(0.6120675206184387, 0.10701053589582443)",1,1,3.355987548828125,3.6120452880859375,"(-46.79045486450195, 18.669153213500977, 668.2352294921875)","(18.455596923828125, 15.081653594970703, 672.7592163085938)","(37.70219039916992, 191.9023895263672, 59.20500183105469)","(39.1062126159668, 181.0856475830078, 55.26799392700195)",POINT (0.6100417375564575 0.077484181150794),,,,,,,,,,,,,,,,,,,,,,,
0,12,7,332068733372,2735907137,1,1,"(0.6084433794021606, 0.06273575127124786)","(0.6049484610557556, 0.12402407079935074)",1,1,3.376739501953125,3.62689208984375,"(-46.864253997802734, 18.78582000732422, 667.525390625)","(18.36256980895996, 15.200571060180664, 672.2393798828125)","(37.85030746459961, 189.19549560546875, 58.21977233886719)","(36.639198303222656, 177.96923828125, 54.13373947143555)",POINT (0.6066959202289581 0.0933799110352993),,,,,,,,,,,,,,,,,,,,,,,
0,12,7,332068750039,2735923804,1,1,"(0.6014108061790466, 0.056290630251169205)","(0.6098541617393494, 0.11467227339744568)",1,1,3.347564697265625,3.5880279541015625,"(-46.99858093261719, 18.829681396484375, 666.8616333007812)","(18.22317886352539, 15.255342483520508, 671.4979858398438)","(35.41326141357422, 190.37606811523438, 58.64945602416992)","(38.339202880859375, 179.68223571777344, 54.7571907043457)",POINT (0.605632483959198 0.0854814518243074),,,,,,,,,,,,,,,,,,,,,,,
0,12,7,332068766712,2735940476,1,1,"(0.6017302870750427, 0.06932719796895981)","(0.6120813488960266, 0.1124681681394577)",1,1,3.368515014648437,3.59869384765625,"(-47.1810188293457, 18.783117294311523, 666.486572265625)","(18.0528507232666, 15.187111854553223, 670.9837036132812)","(35.52398681640625, 187.98814392089844, 57.78032684326172)","(39.111026763916016, 180.08595275878906, 54.9041748046875)",POINT (0.6069058179855347 0.0908976830542088),,,,,,,,,,,,,,,,,,,,,,,
