,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,bool.1,-----------.1,afunc.1,int.1,-----------.2,year1.1,-----------.3,int.2,month1.1,int.3,day1.1,int.4,year2.1,int.5,month2.1,int.6,day2.1,-----------.4,if.1,year1.2,<.1,year2.2,return.1,true.1,-----------.6,else.1,if.2,year1.3,>.1,year2.3,return.2,false.1,-----------.8,else.2,if.3,month1.2,<.2,month2.2,-----------.10,return.3,true.2,-----------.11,else.3,if.4,month1.3,>.2,month2.3,return.4,false.2,-----------.13,else.4,return.5,day1.2,>.3,day2.2,-----------.15,-----------.16,-----------.17,question,code,choices
0,56,23,61275209174,3051445949,1,1,"(0.4309171736240387, 0.24744293093681335)","(0.440904825925827, 0.33463531732559204)",1,1,2.470184326171875,2.84991455078125,"(-34.03099060058594, 39.401893615722656, 672.032958984375)","(33.40439224243164, 33.65024185180664, 672.8864135742188)","(-25.489521026611328, 154.96018981933594, 45.759037017822266)","(-22.038530349731445, 139.03562927246094, 39.963043212890625)",POINT (0.4359109997749329 0.2910391241312027),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,56,23,61275225840,3051462615,1,1,"(0.427976131439209, 0.24908387660980225)","(0.43331098556518555, 0.3081280589103699)",1,1,2.45416259765625,2.806137084960937,"(-34.15500259399414, 39.41741943359375, 672.094482421875)","(33.287471771240234, 33.69519805908203, 673.023193359375)","(-26.505722045898438, 154.6604766845703, 45.65000915527344)","(-24.66240119934082, 143.87681579589844, 41.72513961791992)",POINT (0.4306435585021973 0.2786059677600861),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,56,23,61275242508,3051479282,1,1,"(0.4336199164390564, 0.2240157425403595)","(0.44496628642082214, 0.312398225069046)",1,1,2.4620819091796875,2.8640289306640625,"(-34.26125717163086, 39.41261291503906, 672.0069580078125)","(33.18882751464844, 33.72703552246094, 673.0833129882812)","(-24.555644989013672, 159.23886108398438, 47.31633758544922)","(-20.635196685791016, 143.09695434570312, 41.44121170043945)",POINT (0.4392931014299393 0.2682069838047028),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,56,23,61275259175,3051495949,1,1,"(0.42835840582847595, 0.22784477472305298)","(0.4551711678504944, 0.3331458866596222)",1,1,2.4848175048828125,2.87481689453125,"(-34.34672927856445, 39.37346649169922, 671.9466552734375)","(33.08039093017578, 33.71959686279297, 672.9434204101562)","(-26.37364387512207, 158.5395050048828, 47.0619010925293)","(-17.109148025512695, 139.30763244628906, 40.06211471557617)",POINT (0.4417647868394852 0.2804953306913376),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,56,23,61275275842,3051512615,1,1,"(0.36231574416160583, 0.4470188021659851)","(0.38640981912612915, 0.5054736733436584)",1,1,2.4694976806640625,2.83544921875,"(-34.51409149169922, 39.1044921875, 672.3570556640625)","(32.82556915283203, 33.50989532470703, 673.2194213867188)","(-49.19304656982422, 118.51029968261719, 32.492366790771484)","(-40.8679313659668, 107.83426666259766, 28.60665512084961)",POINT (0.3743627816438675 0.4762462377548218),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,23,61275292509,3051529282,1,1,"(0.3523663282394409, 0.6594371795654297)","(0.38618648052215576, 0.7672863602638245)",1,1,2.4347381591796875,2.823699951171875,"(-34.540367126464844, 38.716712951660156, 672.1541748046875)","(32.628929138183594, 33.205841064453125, 673.1378784179688)","(-52.630821228027344, 79.71488189697266, 18.37202262878418)","(-40.945091247558594, 60.01764678955078, 11.202849388122559)",POINT (0.3692764043807983 0.7133617699146271),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,23,61275309177,3051545949,1,1,"(0.39329665899276733, 0.7502171397209167)","(0.3723737597465515, 0.8239274621009827)",1,1,2.4719390869140625,2.829986572265625,"(-34.5511589050293, 38.5247802734375, 671.929443359375)","(32.595237731933594, 33.04468536376953, 673.1414794921875)","(-38.48836135864258, 63.13511276245117, 12.337506294250488)","(-45.717750549316406, 49.672882080078125, 7.4376959800720215)",POINT (0.3828352093696594 0.7870723009109497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,23,61275325843,3051562615,1,1,"(0.38221922516822815, 0.7672669887542725)","(0.36396515369415283, 0.834750771522522)",1,1,2.47308349609375,2.8341827392578125,"(-34.644248962402344, 38.45750427246094, 671.91845703125)","(32.56393814086914, 32.991241455078125, 673.194580078125)","(-42.31589126586914, 60.02119445800781, 11.204106330871582)","(-48.623130798339844, 47.69617462158203, 6.718176364898682)",POINT (0.3730921894311905 0.8010088801383972),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,23,61275342517,3051579288,1,1,"(0.36869409680366516, 0.7436249256134033)","(0.3715006113052368, 0.7958303093910217)",1,1,2.4738311767578125,2.8094024658203125,"(-34.71144485473633, 38.38019561767578, 671.9615478515625)","(32.513153076171875, 32.89250183105469, 672.898193359375)","(-46.989166259765625, 64.3390884399414, 12.775751113891602)","(-46.019439697265625, 54.80447769165039, 9.305366516113281)",POINT (0.370097354054451 0.7697276175022125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,56,23,61275359184,3051595955,1,1,"(0.36938413977622986, 0.769482433795929)","(0.37686067819595337, 0.8104928731918335)",1,1,2.453094482421875,2.842376708984375,"(-34.78416442871094, 38.294822692871094, 671.779052734375)","(32.46213912963867, 32.81250762939453, 672.6768798828125)","(-46.750728607177734, 59.61655044555664, 11.056877136230469)","(-44.16740036010742, 52.126556396484375, 8.330703735351562)",POINT (0.3731224089860916 0.7899876534938812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
