,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,long.1,long.2,operate.1,int.1,n.1,switch.1,n.2,case.1,0.1,return.1,0.2,case.2,1.1,return.2,1.2,default.1,long.3,long.4,mystery1.1,=.1,0.3,long.5,long.6,mystery2.1,=.2,1.3,for.1,int.2,i.1,=.3,2.1,i.2,n.3,<=.1,++i.1,-----------.6,long.7,long.8,mystery3.1,=.4,mystery1.2,+.1,mystery2.2,mystery1.3,=.5,mystery2.3,mystery2.4,=.6,mystery3.2,-----------.8,return.3,mystery2.5,-----------.10,-----------.11,question,code,choices
0,28,24,8549228371,8767619801,1,1,"(0.337177038192749, 0.1519572138786316)","(0.3407382369041443, 0.11253458261489868)",1,1,3.464019775390625,3.406646728515625,"(-39.61784362792969, -4.234243392944336, 594.2933959960938)","(24.406890869140625, -10.26142406463623, 594.1689453125)","(-56.15338897705078, 172.85269165039062, 52.271453857421875)","(-54.91930389404297, 180.07379150390625, 54.89970779418945)",POINT (0.3389576375484467 0.1322458982467651),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549245037,8767636467,1,1,"(0.306806743144989, 0.09730410575866699)","(0.32189732789993286, 0.10672469437122345)",1,1,3.500350952148437,3.4410552978515625,"(-39.896820068359375, -4.2425537109375, 593.9837646484375)","(24.15762710571289, -10.181467056274414, 593.892578125)","(-66.67780303955078, 182.8635711669922, 55.915122985839844)","(-61.448360443115234, 181.1379852294922, 55.28707504272461)",POINT (0.3143520355224609 0.1020144000649452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549261705,8767653134,1,1,"(0.316485196352005, 0.10762849450111389)","(0.3171604871749878, 0.09875594079494476)",1,1,3.4899444580078125,3.42681884765625,"(-40.21672058105469, -4.225959300994873, 594.4757690429688)","(23.902536392211914, -10.112001419067383, 593.5791015625)","(-63.32387161254883, 180.972412109375, 55.22688293457031)","(-63.08985137939453, 182.59764099121094, 55.818321228027344)",POINT (0.3168228417634964 0.1031922176480293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549278372,8767669801,1,1,"(0.3159039318561554, 0.11229609698057175)","(0.32314032316207886, 0.10411245375871658)",1,1,3.4718170166015625,3.42205810546875,"(-40.56184387207031, -4.206417083740234, 594.668701171875)","(23.583335876464844, -10.011175155639648, 593.71826171875)","(-63.525291442871094, 180.11746215820312, 54.91564178466797)","(-61.01762390136719, 181.616455078125, 55.46127700805664)",POINT (0.3195221275091171 0.1082042753696442),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549295040,8767686467,1,1,"(0.311125248670578, 0.1263081282377243)","(0.3238404393196106, 0.084919773042202)",1,1,3.493682861328125,3.4301300048828125,"(-40.91167068481445, -4.191252708435059, 594.387939453125)","(23.264202117919922, -9.880361557006836, 593.7408447265625)","(-65.18128204345703, 177.55087280273438, 53.9814453125)","(-60.775001525878906, 185.13201904296875, 56.740787506103516)",POINT (0.3174828439950943 0.1056139506399632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549311710,8767703137,1,1,"(0.30619558691978455, 0.12286654859781265)","(0.3274269700050354, 0.10525482147932053)",1,1,3.5005035400390625,3.446746826171875,"(-41.28126907348633, -4.168256759643555, 594.281494140625)","(22.892520904541016, -9.726999282836914, 593.4337768554688)","(-66.88958740234375, 178.18124389648438, 54.210960388183594)","(-59.532135009765625, 181.40721130371094, 55.38510513305664)",POINT (0.31681127846241 0.1140606850385666),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549328377,8767719803,1,1,"(0.31537455320358276, 0.12029867619276047)","(0.32603225111961365, 0.10331518948078156)",1,1,3.4993896484375,3.4647369384765625,"(-41.67638397216797, -4.150324821472168, 594.4276733398438)","(22.546642303466797, -9.61445426940918, 593.319580078125)","(-63.708736419677734, 178.65159606933594, 54.382179260253906)","(-60.01545715332031, 181.7625274658203, 55.51433181762695)",POINT (0.3207034021615982 0.111806932836771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549345046,8767736472,1,1,"(0.31834569573402405, 0.10668579488992691)","(0.32400956749916077, 0.10278231650590897)",1,1,3.4896697998046875,3.464935302734375,"(-42.022274017333984, -4.1500654220581055, 594.2642211914062)","(22.255638122558594, -9.492070198059082, 593.3198852539062)","(-62.67913818359375, 181.14511108398438, 55.28966522216797)","(-60.71639633178711, 181.86012268066406, 55.54989242553711)",POINT (0.3211776316165924 0.1047340556979179),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549361714,8767753139,1,1,"(0.312561571598053, 0.11692362278699875)","(0.32901880145072937, 0.10062956809997559)",1,1,3.5075225830078125,3.4668731689453125,"(-42.294166564941406, -4.165002346038818, 594.0511474609375)","(21.96405792236328, -9.447820663452148, 593.045654296875)","(-64.68354034423828, 179.2698516845703, 54.607078552246094)","(-58.98051452636719, 182.25445556640625, 55.693382263183594)",POINT (0.3207901865243912 0.1087765954434872),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549378381,8767769806,1,1,"(0.3107127249240875, 0.13410282135009766)","(0.3245343267917633, 0.10660070180892944)",1,1,3.5291900634765625,3.48431396484375,"(-42.515419006347656, -4.156476020812988, 593.8250122070312)","(21.739673614501953, -9.413154602050781, 593.040771484375)","(-65.32423400878906, 176.12310791015625, 53.46177673339844)","(-60.5345458984375, 181.16070556640625, 55.295318603515625)",POINT (0.3176235258579254 0.1203517615795136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549395048,8767786472,1,1,"(0.30905717611312866, 0.14303697645664215)","(0.3276338577270508, 0.10006578266620636)",1,1,3.53302001953125,3.480575561523437,"(-42.70024490356445, -4.139503479003906, 593.8006591796875)","(21.55620765686035, -9.412637710571289, 592.857421875)","(-65.89794921875, 174.48660278320312, 52.866214752197266)","(-59.460445404052734, 182.35769653320312, 55.73104476928711)",POINT (0.3183455169200897 0.1215513795614243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,28,24,8549411715,8767803139,1,1,"(0.3099750280380249, 0.15457181632518768)","(0.32147544622421265, 0.08865343779325485)",1,1,3.542999267578125,3.4773712158203125,"(-42.86399841308594, -4.113750457763672, 593.739501953125)","(21.39080810546875, -9.428606033325195, 592.595458984375)","(-65.57987976074219, 172.373779296875, 52.097129821777344)","(-61.59455490112305, 184.4481201171875, 56.49186706542969)",POINT (0.3157252371311188 0.1216126270592213),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
