,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,-----------.5,define.1,afunc.1,terms.1,  .1,if.1,zero.1,terms.2,1.1,+.1,expt.1,/.1,-1.1,2.1,terms.3,afunc.2,-.1,terms.4,1.2,-----------.10,-----------.11,-----------.12,-----------.13,question,code,choices
0,1,33,8810547831,20694087441,1,1,"(0.9935687780380249, 0.9606608748435974)","(0.9504669308662415, 0.9497759938240051)",1,1,3.3313751220703125,3.603485107421875,"(-7.688777923583984, 17.352874755859375, 626.0927734375)","(51.572696685791016, 20.561817169189453, 627.8555908203125)","(168.9208526611328, 24.70036506652832, -1.6516119241714478)","(154.02806091308594, 26.688322067260742, -0.9280527234077454)",POINT (0.9720178544521332 0.9552184343338013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,33,8810564498,20694104108,1,1,"(0.9882490634918213, 0.985220730304718)","(0.9592008590698242, 0.9523122310638428)",1,1,3.342193603515625,3.615509033203125,"(-7.654905319213867, 17.428667068481445, 626.2241821289062)","(51.605918884277344, 20.577945709228516, 627.8847045898438)","(167.08274841308594, 20.21479606628418, -3.2841532230377197)","(157.0458526611328, 26.2251033782959, -1.096611738204956)",POINT (0.9737249612808228 0.9687664806842804),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,33,8810581166,20694120775,1,1,"(0.9834089279174805, 0.9791728854179382)","(0.9532874822616577, 0.9516566395759583)",1,1,3.314117431640625,3.600616455078125,"(-7.617208003997803, 17.47262191772461, 626.3123168945312)","(51.64500427246094, 20.591632843017578, 627.9450073242188)","(165.4103546142578, 21.31938362121582, -2.8821990489959717)","(155.00265502929688, 26.344858169555664, -1.0530658960342407)",POINT (0.9683482050895691 0.9654147624969482),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,33,8810597832,20694137441,1,1,"(0.9844021201133728, 0.9725337624549866)","(0.9529040455818176, 0.9616755247116089)",1,1,3.3238067626953125,3.623825073242188,"(-7.55496072769165, 17.520545959472656, 626.356689453125)","(51.70038604736328, 20.6275691986084, 627.8810424804688)","(165.75352478027344, 22.531909942626953, -2.440821647644043)","(154.87014770507812, 24.515045166015625, -1.7190930843353271)",POINT (0.9686530828475952 0.9671046435832977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,33,8810614500,20694154108,1,1,"(0.9898647665977478, 0.95704185962677)","(0.9467983841896057, 0.9598023295402527)",1,1,3.313201904296875,3.631057739257813,"(-7.530912399291992, 17.55270767211914, 626.2700805664062)","(51.73223876953125, 20.636749267578125, 627.898193359375)","(167.64100646972656, 25.361295700073242, -1.4110214710235596)","(152.76046752929688, 24.857147216796875, -1.5945287942886353)",POINT (0.9683315753936768 0.9584220945835114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,33,8810631167,20694170775,1,1,"(0.9906349778175354, 0.9834080934524536)","(0.9564701914787292, 0.9697321653366089)",1,1,3.3281707763671875,3.62628173828125,"(-7.498594760894775, 17.627132415771484, 626.31494140625)","(51.776092529296875, 20.660802841186523, 627.9688110351562)","(167.90713500976562, 20.545869827270508, -3.1637227535247803)","(156.10235595703125, 23.043598175048828, -2.2545981407165527)",POINT (0.9735525846481323 0.9765701293945312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,33,8810647834,20694187441,1,1,"(0.9832016825675964, 0.984701931476593)","(0.9534339904785156, 0.9681650996208191)",1,1,3.3410186767578125,3.607421875,"(-7.463549613952637, 17.658546447753906, 626.3377685546875)","(51.8187141418457, 20.648969650268555, 628.0947875976562)","(165.33876037597656, 20.309553146362305, -3.2497212886810303)","(155.05325317382812, 23.32982063293457, -2.150482416152954)",POINT (0.968317836523056 0.976433515548706),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,33,8810664501,20694204108,1,1,"(0.9934816360473633, 0.9671974778175354)","(0.9645383954048157, 0.9672240018844604)",1,1,3.3125762939453125,3.60870361328125,"(-7.431187629699707, 17.707229614257812, 626.3814697265625)","(51.848548889160156, 20.65158462524414, 628.0899658203125)","(168.89073181152344, 23.50652313232422, -2.086073160171509)","(158.89012145996094, 23.501665115356445, -2.0878448486328125)",POINT (0.9790100157260895 0.9672107398509979),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,33,8810681170,20694220776,1,1,"(0.9969832301139832, 0.9570930004119873)","(0.9553195834159851, 0.9714677333831787)",1,1,3.3098602294921875,3.6033935546875,"(-7.409035682678223, 17.736482620239258, 626.4681396484375)","(51.878448486328125, 20.642974853515625, 628.1185302734375)","(170.10061645507812, 25.351985931396484, -1.4144541025161743)","(155.7047576904297, 22.726625442504883, -2.3700058460235596)",POINT (0.9761514067649841 0.964280366897583),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,33,8810697836,20694237442,1,1,"(0.9959408640861511, 0.9602879881858826)","(0.9497710466384888, 0.9689003229141235)",1,1,3.324737548828125,3.620040893554688,"(-7.393039703369141, 17.7725772857666, 626.3922119140625)","(51.89665985107422, 20.646141052246094, 628.016357421875)","(169.74044799804688, 24.76845932006836, -1.6268254518508911)","(153.78761291503906, 23.195545196533203, -2.1993870735168457)",POINT (0.97285595536232 0.964594155550003),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
