,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,-----------.1,-----------.2,-----------.3,-----------.4,class.1,Point.1,public.1,Point.2,().1,std.1,cout.2,<<.1,Constructor.1,called.1,-----------.7,-----------.8,-----------.9,int.1,main.1,Point.3,t1.1,*.1,t2.1,return.1,0.1,-----------.10,question,code,choices
0,7,5,274489868037,2819383788,1,1,"(0.46227720379829407, 0.5193720459938049)","(0.5371184349060059, 0.6692413091659546)",1,1,2.5388336181640625,2.7607421875,"(-72.14517974853516, -39.72295379638672, 709.05126953125)","(-7.88081169128418, -57.23697280883789, 713.7897338867188)","(-12.801616668701172, 105.55284881591797, 27.776321411132812)","(13.133625984191895, 78.1010971069336, 17.784698486328125)",POINT (0.49969781935215 0.5943066775798798),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,5,274489884704,2819400455,1,1,"(0.46323221921920776, 0.49409249424934387)","(0.5379793047904968, 0.6879335045814514)",1,1,2.5528106689453125,2.711669921875,"(-72.13523864746094, -39.44053649902344, 709.16455078125)","(-7.882359504699707, -56.87359619140625, 713.565673828125)","(-12.470656394958496, 110.18331909179688, 29.461692810058594)","(13.431924819946289, 74.6772232055664, 16.53852653503418)",POINT (0.5006057620048523 0.5910129994153976),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,5,274489901372,2819417122,1,1,"(0.4664575755596161, 0.5501044392585754)","(0.5438184142112732, 0.6667524576187134)",1,1,2.57977294921875,2.70831298828125,"(-72.14625549316406, -39.082908630371094, 709.45849609375)","(-7.877423286437988, -56.616390228271484, 713.8035888671875)","(-11.352958679199219, 99.92354583740234, 25.727399826049805)","(15.455408096313477, 78.55699157714844, 17.95061492919922)",POINT (0.5051379948854446 0.6084284484386444),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274489918042,2819433792,1,1,"(0.4648957848548889, 0.514814019203186)","(0.5394471883773804, 0.6452188491821289)",1,1,2.561431884765625,2.6970672607421875,"(-72.14508056640625, -38.78971481323242, 709.572509765625)","(-7.8662214279174805, -56.3254508972168, 714.028564453125)","(-11.89417839050293, 106.38774871826172, 28.08018684387207)","(13.940617561340332, 82.50130462646484, 19.386287689208984)",POINT (0.5021714866161346 0.5800164341926575),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,5,274489934710,2819450459,1,1,"(0.462960809469223, 0.48787328600883484)","(0.535775363445282, 0.6719863414764404)",1,1,2.554306030273437,2.736480712890625,"(-72.15298461914062, -38.54899597167969, 709.640869140625)","(-7.898233413696289, -55.987876892089844, 713.8729248046875)","(-12.56470012664795, 111.32250213623047, 29.876354217529297)","(12.668197631835938, 77.59828186035156, 17.601673126220703)",POINT (0.4993680864572525 0.5799298137426376),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,5,274489951376,2819467125,1,1,"(0.45707640051841736, 0.5093012452125549)","(0.544644296169281, 0.6815513372421265)",1,1,2.5787506103515625,2.744720458984375,"(-72.1925048828125, -38.28730010986328, 709.9295043945312)","(-7.9079437255859375, -55.700130462646484, 713.9425048828125)","(-14.60387134552002, 107.39752197265625, 28.447729110717773)","(15.741610527038574, 75.84622955322266, 16.964048385620117)",POINT (0.5008603483438492 0.5954262912273407),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,5,274489968044,2819483792,1,1,"(0.4653005003929138, 0.5474649667739868)","(0.5296225547790527, 0.6675117611885071)",1,1,2.6006622314453125,2.750961303710937,"(-72.22676849365234, -37.93068313598633, 710.0755004882812)","(-7.915513038635254, -55.39569091796875, 713.858154296875)","(-11.753913879394531, 100.40702819824219, 25.90340232849121)","(10.536039352416992, 78.41790008544922, 17.9000244140625)",POINT (0.4974615275859833 0.607488363981247),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274489984711,2819500459,1,1,"(0.4590727686882019, 0.502265214920044)","(0.5400682687759399, 0.6784554123878479)",1,1,2.543853759765625,2.7555084228515625,"(-72.2314453125, -37.63496398925781, 710.11669921875)","(-7.9522881507873535, -55.0546989440918, 714.48974609375)","(-13.912052154541016, 108.68630981445312, 28.916839599609375)","(14.155855178833008, 76.41333770751953, 17.170391082763672)",POINT (0.4995705187320709 0.5903603136539459),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,5,274490001378,2819517125,1,1,"(0.4613754153251648, 0.4990996718406677)","(0.5348237156867981, 0.6599898338317871)",1,1,2.5620269775390625,2.73651123046875,"(-72.30264282226562, -37.27998352050781, 710.4124145507812)","(-7.991558074951172, -54.64518737792969, 714.3616943359375)","(-13.114107131958008, 109.26615905761719, 29.127866744995117)","(12.338417053222656, 79.79570007324219, 18.401473999023438)",POINT (0.4980995655059814 0.5795447528362274),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,5,274490018045,2819533792,1,1,"(0.40331247448921204, 0.20418529212474823)","(0.515346109867096, 0.4320831894874573)",1,1,2.45611572265625,2.7836456298828125,"(-72.36583709716797, -36.71733856201172, 710.9228515625)","(-8.096197128295898, -54.02429962158203, 714.2879638671875)","(-33.23504638671875, 163.2860107421875, 48.78947067260742)","(5.58871603012085, 121.5416488647461, 33.59577178955078)",POINT (0.459329292178154 0.3181342408061028),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,7,5,274490034713,2819550459,1,1,"(0.414517879486084, -0.0018178662285208702)","(0.5151441097259521, 0.28144821524620056)",1,1,2.4865264892578125,2.8278045654296875,"(-72.35038757324219, -36.203125, 710.8114013671875)","(-8.182136535644531, -53.40948486328125, 714.5386962890625)","(-29.351951599121094, 201.01986694335938, 62.52348327636719)","(5.518709182739258, 149.1336669921875, 43.638423919677734)",POINT (0.4648309946060181 0.1398151745088398),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490051386,2819567132,1,1,"(0.4194852113723755, 0.06517299264669418)","(0.5106728672981262, 0.2945987582206726)",1,1,2.51959228515625,2.7887420654296875,"(-72.35507202148438, -35.94096374511719, 710.4815063476562)","(-8.132823944091797, -53.1401252746582, 714.2017822265625)","(-27.630584716796875, 188.74908447265625, 58.05723190307617)","(3.969268321990967, 146.72486877441406, 42.76167678833008)",POINT (0.4650790393352508 0.1798858754336834),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490068054,2819583799,1,1,"(0.42496323585510254, 0.057229965925216675)","(0.5062637329101562, 0.2085781991481781)",1,1,2.5256500244140625,2.711898803710937,"(-72.41209411621094, -35.759483337402344, 710.4951171875)","(-8.101114273071289, -53.02812194824219, 714.2728271484375)","(-25.732263565063477, 190.20401000976562, 58.586822509765625)","(2.4413511753082275, 162.48135375976562, 48.49658203125)",POINT (0.4656134843826294 0.1329040825366974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490084721,2819600466,1,1,"(0.42569077014923096, 0.06649727374315262)","(0.5118814706802368, 0.2660418450832367)",1,1,2.537338256835937,2.774322509765625,"(-72.44205474853516, -35.65770721435547, 710.6882934570312)","(-8.10042953491211, -52.852752685546875, 713.9909057617188)","(-25.48014259338379, 188.50648498535156, 57.96900177001953)","(4.38808536529541, 151.95567321777344, 44.66553497314453)",POINT (0.4687861204147339 0.1662695594131947),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490101388,2819617132,1,1,"(0.43201929330825806, 0.0806562602519989)","(0.5092378854751587, 0.27589449286460876)",1,1,2.569061279296875,2.802276611328125,"(-72.46286010742188, -35.58554458618164, 710.6395263671875)","(-8.091041564941406, -52.830875396728516, 714.1316528320312)","(-23.287071228027344, 185.9129638671875, 57.025028228759766)","(3.471996545791626, 150.1509246826172, 44.008697509765625)",POINT (0.4706285893917084 0.1782753765583038),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490118055,2819633799,1,1,"(0.4254264235496521, 0.07886558771133423)","(0.5111249089241028, 0.2800207734107971)",1,1,2.5560455322265625,2.822128295898437,"(-72.4739990234375, -35.601192474365234, 710.53759765625)","(-8.084717750549316, -52.832489013671875, 714.0474853515625)","(-25.57175064086914, 186.24098205566406, 57.14437484741211)","(4.1259026527404785, 149.39512634277344, 43.7336311340332)",POINT (0.4682756662368774 0.1794431805610657),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490134722,2819650466,1,1,"(0.4278169870376587, 0.055720116943120956)","(0.5106379389762878, 0.26991647481918335)",1,1,2.552352905273437,2.788299560546875,"(-72.48190307617188, -35.658348083496094, 710.3522338867188)","(-8.086450576782227, -52.838356018066406, 713.780029296875)","(-24.743322372436523, 190.48056030273438, 58.68748092651367)","(3.9571409225463867, 151.24595642089844, 44.4072151184082)",POINT (0.4692274630069733 0.1628182958811522),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490151389,2819667132,1,1,"(0.42988166213035583, 0.027433764189481735)","(0.5128032565116882, 0.30267515778541565)",1,1,2.5128173828125,2.8347320556640625,"(-72.51055908203125, -35.734073638916016, 710.3740844726562)","(-8.070402145385742, -52.86198806762695, 713.5142822265625)","(-24.02783966064453, 195.66180419921875, 60.57334518432617)","(4.707516193389893, 145.24549865722656, 42.223236083984375)",POINT (0.471342459321022 0.1650544609874487),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490168056,2819683799,1,1,"(0.4306550920009613, 0.05742913857102394)","(0.5100291967391968, 0.2259337604045868)",1,1,2.517242431640625,2.7405242919921875,"(-72.4942626953125, -35.743194580078125, 709.9075927734375)","(-8.078046798706055, -52.932464599609375, 713.5841674804688)","(-23.75982093811035, 190.1675262451172, 58.57352828979492)","(3.746177911758423, 159.30230712890625, 47.339515686035156)",POINT (0.470342144370079 0.1416814494878054),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490184725,2819700467,1,1,"(0.4282996654510498, 0.06850720196962357)","(0.510200023651123, 0.2513313591480255)",1,1,2.542831420898437,2.8233184814453125,"(-72.51754760742188, -35.787906646728516, 709.7035522460938)","(-8.105666160583496, -53.017242431640625, 713.4991455078125)","(-24.5760555267334, 188.13832092285156, 57.83501052856445)","(3.805408239364624, 154.65020751953125, 45.646278381347656)",POINT (0.4692498445510864 0.1599192805588245),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490201391,2819717133,1,1,"(0.42974817752838135, 0.056528978049755096)","(0.5068771839141846, 0.25543782114982605)",1,1,2.5381622314453125,2.798858642578125,"(-72.58279418945312, -35.85994338989258, 709.5762329101562)","(-8.142860412597656, -53.046600341796875, 713.4281005859375)","(-24.07410430908203, 190.3323974609375, 58.633575439453125)","(2.6539316177368164, 153.89801025390625, 45.372528076171875)",POINT (0.468312680721283 0.1559833995997906),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490218059,2819733800,1,1,"(0.3810034692287445, 0.043124184012413025)","(0.45614293217658997, 0.23054641485214233)",1,1,2.603851318359375,2.86676025390625,"(-72.77648162841797, -35.84772491455078, 709.3616943359375)","(-8.367286682128906, -53.02684783935547, 713.2819213867188)","(-40.96590805053711, 192.7877655029297, 59.527259826660156)","(-14.927342414855957, 158.4573974609375, 47.032012939453125)",POINT (0.4185732007026672 0.1368352994322777),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490234726,2819750467,1,1,"(0.382312536239624, 0.016071060672402382)","(0.4637664258480072, 0.2145473062992096)",1,1,2.534759521484375,2.8465576171875,"(-72.9641342163086, -35.828582763671875, 709.31884765625)","(-8.57300090789795, -52.99119567871094, 713.1928100585938)","(-40.51228713989258, 197.74314880371094, 61.330806732177734)","(-12.285543441772461, 161.3879852294922, 48.09866714477539)",POINT (0.4230394810438156 0.115309183485806),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490251393,2819767133,1,1,"(0.3919370174407959, 0.04662900045514107)","(0.45726296305656433, 0.22430746257305145)",1,1,2.5796661376953125,2.8297576904296875,"(-73.14228057861328, -35.80050277709961, 709.1224365234375)","(-8.6842679977417, -52.908935546875, 712.6290893554688)","(-37.17705535888672, 192.1457977294922, 59.29358673095703)","(-14.539217948913574, 159.60020446777344, 47.44798278808594)",POINT (0.4245999902486801 0.1354682315140963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490268060,2819783800,1,1,"(0.39286014437675476, 0.05847053602337837)","(0.4536186754703522, 0.23447081446647644)",1,1,2.567474365234375,2.81866455078125,"(-73.33396911621094, -35.71820068359375, 708.7655029296875)","(-8.8865966796875, -52.7746696472168, 712.4413452148438)","(-36.85715103149414, 189.9767608642578, 58.504119873046875)","(-15.802095413208008, 157.7385711669922, 46.7703742980957)",POINT (0.4232394099235535 0.1464706752449274),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490284728,2819800467,1,1,"(0.39127033948898315, 0.014643914066255093)","(0.45474961400032043, 0.20450372993946075)",1,1,2.547637939453125,2.78472900390625,"(-73.61599731445312, -35.66539001464844, 708.7442016601562)","(-9.12424087524414, -52.628257751464844, 712.1126098632812)","(-37.4080810546875, 198.00453186035156, 61.42599868774414)","(-15.410187721252441, 163.2276611328125, 48.76825714111328)",POINT (0.4230099767446518 0.1095738220028579),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490301394,2819817133,1,1,"(0.3864317238330841, 0.05458585172891617)","(0.45395025610923767, 0.18618479371070862)",1,1,2.557464599609375,2.766448974609375,"(-73.90569305419922, -35.481136322021484, 708.5765380859375)","(-9.378925323486328, -52.40863037109375, 711.8677368164062)","(-39.0848388671875, 190.68833923339844, 58.763084411621094)","(-15.68720531463623, 166.58319091796875, 49.989540100097656)",POINT (0.4201909899711609 0.1203853227198124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490318068,2819833806,1,1,"(0.3889109492301941, 0.049872610718011856)","(0.45542246103286743, 0.23047113418579102)",1,1,2.558502197265625,2.8094940185546875,"(-74.23524475097656, -35.36773681640625, 708.5010986328125)","(-9.668699264526367, -52.16880798339844, 711.6773071289062)","(-38.2256965637207, 191.55166625976562, 59.077308654785156)","(-15.177017211914062, 158.47120666503906, 47.037025451660156)",POINT (0.4221667051315308 0.1401718724519014),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490334735,2819850473,1,1,"(0.38187116384506226, 0.025159260258078575)","(0.4590187072753906, 0.2247256636619568)",1,1,2.53717041015625,2.7827301025390625,"(-74.58007049560547, -35.20079803466797, 708.4773559570312)","(-9.995052337646484, -51.895118713378906, 711.863037109375)","(-40.665225982666016, 196.07843017578125, 60.724945068359375)","(-13.930788040161133, 159.52359008789062, 47.42009735107422)",POINT (0.4204449355602264 0.1249424619600177),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490351402,2819867139,1,1,"(0.3861599564552307, 0.0596795491874218)","(0.4595203697681427, 0.23593281209468842)",1,1,2.56854248046875,2.77349853515625,"(-74.91705322265625, -34.99501037597656, 708.21337890625)","(-10.31495189666748, -51.58738708496094, 711.3215942382812)","(-39.17901611328125, 189.75531005859375, 58.42353820800781)","(-13.756956100463867, 157.47076416015625, 46.672908782958984)",POINT (0.4228401631116867 0.1478061806410551),,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
0,7,5,274490368069,2819883806,1,1,"(0.3910537362098694, 0.03408927470445633)","(0.45519277453422546, 0.23963862657546997)",1,1,2.520416259765625,2.7856903076171875,"(-75.27623748779297, -34.83794403076172, 708.0303344726562)","(-10.632102012634277, -51.34052276611328, 711.6328735351562)","(-37.48313522338867, 194.44271850585938, 60.12956619262695)","(-15.256625175476074, 156.79196166992188, 46.42585372924805)",POINT (0.4231232553720474 0.1368639506399632),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490384736,2819900473,1,1,"(0.38639354705810547, 0.012079096399247646)","(0.4633796811103821, 0.23690368235111237)",1,1,2.4978790283203125,2.7746734619140625,"(-75.65563201904297, -34.72779083251953, 707.9976806640625)","(-10.979158401489258, -51.06996154785156, 710.7139892578125)","(-39.09806823730469, 198.474365234375, 61.596961975097656)","(-12.419548988342285, 157.29293823242188, 46.60817337036133)",POINT (0.4248866140842438 0.12449138937518),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490401403,2819917139,1,1,"(0.37173745036125183, 0.008999163284897804)","(0.4468367099761963, 0.1941886842250824)",1,1,2.527496337890625,2.752288818359375,"(-76.0486068725586, -34.58629608154297, 707.90478515625)","(-11.336443901062012, -50.87236785888672, 711.1339721679688)","(-44.17692565917969, 199.0384979248047, 61.802330017089844)","(-18.152294158935547, 165.11709594726562, 49.4559440612793)",POINT (0.4092870801687241 0.1015939237549901),1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490418070,2819933806,1,1,"(0.3782842755317688, 0.001368043478578329)","(0.45225653052330017, 0.17544054985046387)",1,1,2.5189208984375,2.7431640625,"(-76.40736389160156, -34.50532150268555, 707.705078125)","(-11.714927673339844, -50.69294357299805, 711.02294921875)","(-41.90822982788086, 200.43630981445312, 62.31107711791992)","(-16.27413558959961, 168.5512237548828, 50.70582962036133)",POINT (0.4152704030275345 0.0884042966645211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490434737,2819950472,1,1,"(0.3757503032684326, -0.0007538171485066414)","(0.4418538212776184, 0.2058749943971634)",1,1,2.511703491210937,2.7573394775390625,"(-76.74525451660156, -34.506004333496094, 707.5398559570312)","(-11.998556137084961, -50.595176696777344, 710.8175048828125)","(-42.786338806152344, 200.824951171875, 62.45258712768555)","(-19.87905502319336, 162.97650146484375, 48.67681884765625)",POINT (0.4088020622730255 0.1025605886243284),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490451410,2819967145,1,1,"(0.3810212314128876, 0.012243203818798065)","(0.43925172090530396, 0.20673593878746033)",1,1,2.490386962890625,2.753158569335937,"(-77.07482147216797, -34.515533447265625, 707.2486572265625)","(-12.307857513427734, -50.49739074707031, 710.1513061523438)","(-40.95976638793945, 198.44427490234375, 61.58607482910156)","(-20.780771255493164, 162.8188018798828, 48.61941146850586)",POINT (0.4101364761590958 0.1094895713031292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490468078,2819983812,1,1,"(0.37277498841285706, 0.008572225458920002)","(0.4484887719154358, 0.1716051697731018)",1,1,2.5261383056640625,2.7251434326171875,"(-77.37022399902344, -34.591590881347656, 707.1654663085938)","(-12.578275680541992, -50.48008728027344, 709.7932739257812)","(-43.81739807128906, 199.11669921875, 61.83078384399414)","(-17.579790115356445, 169.25375366210938, 50.9615592956543)",POINT (0.4106318801641464 0.0900886976160109),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490484744,2820000478,1,1,"(0.3731257915496826, -0.02056979387998581)","(0.45207667350769043, 0.17030000686645508)",1,1,2.4949188232421875,2.70123291015625,"(-77.6742172241211, -34.674320220947266, 707.2186279296875)","(-12.844636917114258, -50.502525329589844, 709.9503173828125)","(-43.695831298828125, 204.45468139648438, 63.77364730834961)","(-16.336456298828125, 169.4927978515625, 51.0485725402832)",POINT (0.4126012325286865 0.0748651064932346),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,7,5,274490501412,2820017145,1,1,"(0.3716301918029785, -0.02755720540881157)","(0.4522016942501068, 0.16922636330127716)",1,1,2.4364013671875,2.66961669921875,"(-77.896728515625, -34.70597839355469, 706.9801025390625)","(-13.069706916809082, -50.50379180908203, 709.7605590820312)","(-44.21410369873047, 205.73458862304688, 64.23948669433594)","(-16.293134689331055, 169.68946838378906, 51.12014389038086)",POINT (0.4119159430265427 0.0708345789462328),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
