,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,define.1,input.1,n.1,if.1,<.1,n.2,0.1,      .1,error.1,No.1,negative.1,numbers.1,      .2,letrec.1,-----------.2,helper.1,lambda.1,i.1,result.1,if.2,>.1,i.2,n.3,result.2,helper.2,+.1,1.1,1.2,*.1,result.3,i.3,).1,).2,).3,).4,).5,helper.3,1.3,1.4,).6,).7,).8,question,code,choices
0,36,31,343235047717,2050436306,1,1,"(0.49069100618362427, 0.31893450021743774)","(0.479594349861145, 0.3229154944419861)",1,1,2.4071807861328125,2.314559936523437,"(-108.51350402832031, 0.5028599500656128, 482.865478515625)","(-47.16150665283203, 3.4076132774353027, 492.98388671875)","(-4.836145877838135, 141.90318298339844, 41.00674057006836)","(-8.67031192779541, 141.1761016845703, 40.74212646484375)",POINT (0.4851426780223846 0.3209249973297119),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,31,343235064384,2050452973,1,1,"(0.49363887310028076, 0.34605303406715393)","(0.4865542948246002, 0.3113769590854645)",1,1,2.46807861328125,2.3238067626953125,"(-108.53243255615234, 0.5241143703460693, 482.85748291015625)","(-47.177040100097656, 3.428493022918701, 492.9955749511719)","(-3.8175737857818604, 136.95033264160156, 39.204071044921875)","(-6.26548957824707, 143.283447265625, 41.5091667175293)",POINT (0.4900965839624405 0.3287149965763092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,31,343235097718,2050486306,1,1,"(0.4833563566207886, 0.31559380888938904)","(0.48980480432510376, 0.33309319615364075)",1,1,2.398895263671875,2.309356689453125,"(-108.46330261230469, 0.5221171975135803, 482.6042785644531)","(-47.18518829345703, 3.456172227859497, 493.020751953125)","(-7.370458602905273, 142.5133056640625, 41.22883605957031)","(-5.142351150512695, 139.31729125976562, 40.06553268432617)",POINT (0.4865805804729462 0.3243435025215149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,31,343235114386,2050502973,1,1,"(0.4969528615474701, 0.31587016582489014)","(0.4940983057022095, 0.28449952602386475)",1,1,2.3682403564453125,2.3062896728515625,"(-108.5127182006836, 0.520422637462616, 482.82366943359375)","(-47.174171447753906, 3.4525527954101562, 493.03619384765625)","(-2.6725146770477295, 142.46282958984375, 41.21046829223633)","(-3.658851385116577, 148.1922607421875, 43.29582214355469)",POINT (0.4955255836248398 0.3001848459243774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
0,36,31,343235131052,2050519639,1,1,"(0.4906974136829376, 0.2872011959552765)","(0.48846253752708435, 0.3262630105018616)",1,1,2.3696746826171875,2.324920654296875,"(-108.42752838134766, 0.494232714176178, 482.5615234375)","(-47.15456771850586, 3.4298548698425293, 493.01165771484375)","(-4.833942890167236, 147.69883728027344, 43.116214752197266)","(-5.606132984161377, 140.56472778320312, 40.519561767578125)",POINT (0.489579975605011 0.306732103228569),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,31,343235147720,2050536306,1,1,"(0.49214792251586914, 0.30730074644088745)","(0.4880530834197998, 0.3062041699886322)",1,1,2.3726043701171875,2.2844696044921875,"(-108.46299743652344, 0.4971467852592468, 482.78594970703125)","(-47.143760681152344, 3.4143528938293457, 493.1915588378906)","(-4.33274507522583, 144.02792358398438, 41.78010177612305)","(-5.747613906860352, 144.2281951904297, 41.85301971435547)",POINT (0.4901005029678345 0.3067524582147598),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,31,343235164392,2050552978,1,1,"(0.4865688979625702, 0.29860207438468933)","(0.47320592403411865, 0.296703964471817)",1,1,2.3819732666015625,2.347900390625,"(-108.42178344726562, 0.5307307243347168, 482.6333923339844)","(-47.1473388671875, 3.4291012287139893, 493.02655029296875)","(-6.260431289672852, 145.61663818359375, 42.35830307006836)","(-10.877693176269531, 145.9633026123047, 42.48447799682617)",POINT (0.4798874109983444 0.2976530194282532),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,36,31,343235181059,2050569644,1,1,"(0.46912944316864014, 0.29129257798194885)","(0.4770198166370392, 0.2898047864437103)",1,1,2.3766326904296875,2.3267974853515625,"(-108.34144592285156, 0.5302786827087402, 482.43994140625)","(-47.142005920410156, 3.4565353393554688, 493.041259765625)","(-12.286203384399414, 146.9516143798828, 42.84421920776367)","(-9.559896469116211, 147.22332763671875, 42.943138122558594)",POINT (0.4730746299028397 0.2905486822128296),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,31,343235197726,2050586311,1,1,"(0.4647206664085388, 0.2754809260368347)","(0.4820822775363922, 0.3104730546474457)",1,1,2.372833251953125,2.350692749023437,"(-108.2933349609375, 0.5223026275634766, 482.4006652832031)","(-47.117759704589844, 3.4422435760498047, 493.1396484375)","(-13.809549331665039, 149.8394012451172, 43.895301818847656)","(-7.810689926147461, 143.44854736328125, 41.5692138671875)",POINT (0.4734014719724655 0.2929769903421402),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
0,36,31,343235214394,2050602978,1,1,"(0.4743233025074005, 0.28696125745773315)","(0.4805928170681, 0.2906673848628998)",1,1,2.37298583984375,2.36151123046875,"(-108.33122253417969, 0.5502431392669678, 482.66607666015625)","(-47.0970344543457, 3.4489574432373047, 493.2252197265625)","(-10.491610527038574, 147.74266052246094, 43.132179260253906)","(-8.325336456298828, 147.0657958984375, 42.885772705078125)",POINT (0.4774580597877502 0.2888143211603165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
