,participant_id,function_fid,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,irl_left_eye_coordinates,irl_right_eye_coordinates,irl_left_point_on_screen,irl_right_point_on_screen,geometry,int.1,mysteryOp.1,int.2,x.1,int.3,y.1,int.4,result.1,=.1,0.1,while.1,y.2,>.1,0.2,if.1,y.3,%.1,2.1,!=.1,0.3,result.2,+=.1,x.2,x.3,*.1,=.2,2.2,y.4,/.1,=.3,2.3,-----------.14,return.1,result.3,-----------.15,question,code,choices
0,56,2,61345697160,3121931768,1,1,"(0.2834792733192444, 0.23166178166866302)","(0.32771825790405273, 0.23503047227859497)",1,1,2.643707275390625,3.1387939453125,"(-40.350074768066406, 40.663841247558594, 686.208251953125)","(27.323741912841797, 38.294700622558594, 685.778076171875)","(-76.43303680419922, 157.84239196777344, 46.808128356933594)","(-61.14735412597656, 157.2271270751953, 46.58424377441406)",POINT (0.3055987656116486 0.233346126973629),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345713828,3121948435,1,1,"(0.27926105260849, 0.21172069013118744)","(0.34251803159713745, 0.2576790153980255)",1,1,2.671539306640625,3.156097412109375,"(-40.44126892089844, 40.54643249511719, 686.0390014648438)","(27.19122314453125, 38.19553756713867, 685.5809326171875)","(-77.89054107666016, 161.48434448242188, 48.133766174316406)","(-56.033660888671875, 153.09068298339844, 45.07866287231445)",POINT (0.3108895421028137 0.2346998527646065),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345730501,3121965107,1,1,"(0.27752363681793213, 0.2121133953332901)","(0.3274819850921631, 0.2949315011501312)",1,1,2.646453857421875,3.15679931640625,"(-40.54704284667969, 40.44442367553711, 686.0782470703125)","(27.132240295410156, 38.16115951538086, 685.8977661132812)","(-78.49085998535156, 161.4126434326172, 48.10760498046875)","(-61.2289924621582, 146.28701782226562, 42.6023063659668)",POINT (0.3025028109550476 0.2535224482417107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345747168,3121981774,1,1,"(0.2852866053581238, 0.22080644965171814)","(0.3334560990333557, 0.27053990960121155)",1,1,2.6503143310546875,3.160018920898437,"(-40.64703369140625, 40.32476806640625, 686.0394287109375)","(27.023731231689453, 38.047813415527344, 685.6717529296875)","(-75.80855560302734, 159.82496643066406, 47.52975082397461)","(-59.1647834777832, 150.7418212890625, 44.223716735839844)",POINT (0.3093713521957398 0.2456731796264648),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345763836,3121998441,1,1,"(0.2805784344673157, 0.225190669298172)","(0.34034162759780884, 0.27543994784355164)",1,1,2.6661376953125,3.14959716796875,"(-40.74791717529297, 40.22234344482422, 686.1322021484375)","(26.917652130126953, 37.968849182128906, 685.7056884765625)","(-77.43535614013672, 159.0242156982422, 47.238399505615234)","(-56.78565979003906, 149.8468780517578, 43.898033142089844)",POINT (0.3104600310325623 0.2503153085708618),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345780502,3122015107,1,1,"(0.2802780270576477, 0.20227527618408203)","(0.3213343918323517, 0.2892473340034485)",1,1,2.643707275390625,3.13360595703125,"(-40.83995819091797, 40.10438919067383, 686.0943603515625)","(26.874828338623047, 37.922454833984375, 685.7618408203125)","(-77.53915405273438, 163.20944213867188, 48.7615966796875)","(-63.35314178466797, 147.32513427734375, 42.98021697998047)",POINT (0.3008062094449997 0.2457613050937653),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345797170,3122031774,1,1,"(0.28644606471061707, 0.21401004493236542)","(0.3344099819660187, 0.2871747314929962)",1,1,2.659896850585937,3.152328491210937,"(-40.907554626464844, 39.99409866333008, 685.9561157226562)","(26.773820877075195, 37.86304473876953, 685.5877685546875)","(-75.4079360961914, 161.0662384033203, 47.981544494628906)","(-58.83518981933594, 147.70367431640625, 43.11797332763672)",POINT (0.3104280233383179 0.2505923882126808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345813836,3122048440,1,1,"(0.28411582112312317, 0.22093573212623596)","(0.33689457178115845, 0.2670535743236542)",1,1,2.669418334960937,3.128173828125,"(-40.974185943603516, 39.918304443359375, 686.0519409179688)","(26.70407485961914, 37.825897216796875, 685.671142578125)","(-76.21309661865234, 159.8013458251953, 47.521183013916016)","(-57.976707458496094, 151.3785400390625, 44.45550537109375)",POINT (0.3105051964521408 0.2439946532249451),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345830504,3122065107,1,1,"(0.2893346846103668, 0.2005673050880432)","(0.3319450318813324, 0.25284484028816223)",1,1,2.67242431640625,3.1262359619140625,"(-41.05059051513672, 39.847412109375, 686.0419921875)","(26.662521362304688, 37.79900360107422, 685.8306884765625)","(-74.40984344482422, 163.52137756347656, 48.875144958496094)","(-59.686885833740234, 153.9735870361328, 45.39999771118164)",POINT (0.3106398582458496 0.2267060726881027),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345847171,3122081774,1,1,"(0.29097458720207214, 0.21744202077388763)","(0.33034706115722656, 0.259433776140213)",1,1,2.6857452392578125,3.1423492431640625,"(-41.10575485229492, 39.785865783691406, 686.009521484375)","(26.600603103637695, 37.7667236328125, 685.704345703125)","(-73.84321594238281, 160.43943786621094, 47.75339126586914)","(-60.239036560058594, 152.77020263671875, 44.962005615234375)",POINT (0.3106608241796494 0.2384378984570503),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345863842,3122098444,1,1,"(0.27909454703330994, 0.21118709444999695)","(0.3416496217250824, 0.27549684047698975)",1,1,2.6812896728515625,3.1401824951171875,"(-41.16957092285156, 39.69892883300781, 686.0797119140625)","(26.508663177490234, 37.71281433105469, 685.4525146484375)","(-77.94807434082031, 161.58181762695312, 48.16918182373047)","(-56.333717346191406, 149.8365020751953, 43.894203186035156)",POINT (0.3103720843791962 0.2433419674634934),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345880509,3122115111,1,1,"(0.2778922915458679, 0.21856148540973663)","(0.3276647627353668, 0.2809514105319977)",1,1,2.6728057861328125,3.124618530273437,"(-41.25369644165039, 39.586395263671875, 686.04296875)","(26.453269958496094, 37.664085388183594, 685.665283203125)","(-78.36348724365234, 160.23500061035156, 47.678932189941406)","(-61.16584014892578, 148.84030151367188, 43.53160858154297)",POINT (0.3027785271406174 0.2497564479708672),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0,56,2,61345897177,3122131778,1,1,"(0.2953700125217438, 0.2153533697128296)","(0.32748809456825256, 0.2236756831407547)",1,1,2.6877899169921875,3.096954345703125,"(-41.34552001953125, 39.411773681640625, 685.979736328125)","(26.37835121154785, 37.532615661621094, 685.5137939453125)","(-72.3244857788086, 160.82089233398438, 47.89226150512695)","(-61.22688293457031, 159.30093383789062, 47.33904266357422)",POINT (0.3114290535449982 0.2195145264267921),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
